country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1131.92016636,680,1595
Brazil,,,696.264897999,367,1132
Mexico,,,493.732343839,349,680
Colombia,,,216.306831894,145,325
Argentina,,,210.734835178,131,305
Peru,,,128.547069155,41,240
Iran,,,128.429729329,59,227
Philippines,,,114.578829417,94,187
Russia,,,100.212974086,19,203
Indonesia,,,98.3847004983,58,166
South Africa,,,80.9011666127,47,132
Chile,,,52.9413049333,15,125
Bolivia,,,50.1702821227,29,78
Ukraine,,,47.1050014872,30,65
Spain,,,46.0938497989,1,155
Turkey,,,41.4339355837,6,92
Romania,,,36.4165417508,24,50
Bangladesh,,,34.6948209368,15,59
Ecuador,,,32.5319430455,3,82
Morocco,,,31.5536172854,18,47
France,,,28.0862852528,1,126
Saudi Arabia,,,27.6735011237,12,47
Egypt,,,16.9558021515,2,46
Dominican Republic,,,16.4664824104,8,27
Israel,,,15.0461151899,8,25
United Kingdom,,,12.9291159732,0,56
Italy,,,12.3951266653,0,54
Honduras,,,12.2264667082,6,21
Panama,,,11.1708375578,5,19
Japan,,,10.4063412258,3,20
Poland,,,10.3483465132,3,18
Algeria,,,7.8440934722,2,15
Moldova,,,7.62690196654,4,12
Australia,,,7.01136577375,2,13
Bulgaria,,,6.43013226575,4,9
Pakistan,,,5.89379980993,0,11
Belarus,,,5.54711646547,2,10
Canada,,,4.61217123348,0,17
Germany,,,4.51959481509,0,17
Portugal,,,3.8014394841,0,10
Nigeria,,,3.3290548916,1,7
Belgium,,,3.20561324028,0,14
Netherlands,,,3.20062711767,0,14
Greece,,,3.17589304394,2,5
Croatia,,,3.17124992182,2,6
Czechia,,,3.03030412647,1,6
Kuwait,,,2.4723936466,0,5
South Korea,,,2.46962376628,0,7
Hungary,,,2.04439714854,0,5
Austria,,,1.6988653653,0,5
Serbia,,,1.62740185408,0,3
Sweden,,,1.61514840402,0,6
Switzerland,,,1.45273281994,0,5
United Arab Emirates,,,1.18616334862,0,3
Ireland,,,0.814496781707,0,3
Cuba,,,0.780649381206,0,2
Denmark,,,0.751575104825,0,2
China,,,0.72791391682,0,7
Malta,,,0.282469191283,0,1
Norway,,,0.270849285207,0,1
Luxembourg,,,0.213348514014,0,1
Finland,,,0.2100184908,0,1
Slovenia,,,0.192346870163,0,1
Slovakia,,,0.174432906961,0,1
Malaysia,,,0.157525602584,0,1
Lithuania,,,0.149561397415,0,1
Cyprus,,,0.0778704522287,0,1
Estonia,,,0.0732324007596,0,1
Latvia,,,0.0692578602034,0,1
Iceland,,,0.0185283142025,0,1
