abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,0.026305332591591794,0.07453416149068327,-0.07094599359652454,47.28571428571422,1.7142857142857153,-718.5714285714275,0.9237117071613138,0.05605988760366986,0.16913618392942548,76005.0,1438.0,9409.857142857143,0.19605580773960438,19.571428571428573,1844.857142857143,24.714285714285715,-3.8281095389550144,-2.3484146102450274
AK,Alaska,731545,0.2530413625304136,inf,0.4971681642038921,14.857142857142854,0.2857142857142857,1667.8571428571427,0.9973286518500849,0.0038534881654580374,0.01303679199502423,2249.0,19.0,5022.571428571428,0.018971500085329086,0.7142857142857143,73.57142857142857,0.2857142857142857,-2.7149511480124335,-0.5348031993444312
AZ,Arizona,7278717,-0.17812398871989277,0.11776447105788426,-0.24967365310107884,-550.4285714285716,8.42857142857143,-3415.4285714285725,0.9046740483771238,0.04355259312870661,0.18789822437113574,156301.0,3143.0,10264.142857142857,0.24743559409316762,-88.85714285714286,2539.714285714286,80.0,40.98978679472956,-15.621653544327604
AR,Arkansas,3017825,0.10647307924984878,0.02499999999999991,0.28233337293572536,75.42857142857144,0.14285714285714235,1697.4285714285716,0.9613043015570808,0.018640577236917318,0.07849494254968396,37249.0,394.0,7709.571428571428,0.10167324476068709,4.714285714285714,783.8571428571429,5.857142857142857,-6.989797255765927,-0.15539959414761123
CA,California,39512223,0.07297912591785032,0.1327160493827161,0.003932691665457511,650.2857142857138,12.285714285714292,487.85714285714494,0.9544890874906562,0.01992181001813034,0.093136951570657,440185.0,8337.0,124539.57142857143,0.07934368536907947,52.857142857142854,9560.857142857143,104.85714285714286,-16.67734410324027,-6.929728559332407
CO,Colorado,5758736,0.15318744053282587,0.44444444444444436,-0.01442521553093682,69.0,1.714285714285714,-97.28571428571377,1.0231858724787883,0.011230936788906454,0.060327648289485745,42962.0,1790.0,6646.857142857143,0.07711485557083905,-8.0,519.4285714285714,5.571428571428571,-3.659609932574676,-2.283572622924701
CT,Connecticut,3565287,0.4570957095709571,-0.6458333333333334,0.15795497369045464,39.57142857142857,-4.428571428571429,1616.7142857142862,0.987218638333186,0.0031904864881845416,0.14872294993362387,48776.0,4413.0,11852.0,0.010643170531796923,0.7142857142857143,126.14285714285714,2.4285714285714284,-2.5248019354765394,7.418369931054536
DE,Delaware,973764,0.2627737226277371,13.25,-0.011696641931832416,25.714285714285708,7.571428571428571,-26.57142857142844,0.9683445148878536,0.008325425873209525,0.10268607177919907,14202.0,578.0,2245.1428571428573,0.0550394502417918,0.0,123.57142857142857,8.142857142857142,-6.365842007915504,-6.962328527961425
FL,Florida,21477737,-0.09650980864123246,0.20625889046941673,-0.1378073402288187,-1145.5714285714294,20.714285714285708,-9039.000000000007,0.9197775468021817,0.04733524765667817,0.16301237881812222,402312.0,5653.0,56552.57142857143,0.18963644447138944,34.142857142857146,10724.42857142857,121.14285714285714,53.17555397236329,-27.251567470824796
GA,Georgia,10617423,0.09397288842544312,0.8622754491017964,0.2063677542178165,321.85714285714266,20.571428571428573,4490.857142857141,0.9553386441936834,0.046728664761684635,0.14419271041570067,161420.0,3443.0,26252.285714285714,0.14267057018164406,33.285714285714285,3746.8571428571427,44.42857142857143,-15.880882594770105,-88.18823087702323
HI,Hawaii,1415872,0.22159090909090914,-0.25,-0.04920350645678204,5.571428571428573,-0.14285714285714285,-74.57142857142867,1.0385540535734126,0.0027361230393707905,0.0077528194639063415,1549.0,26.0,1441.0,0.017745613165460496,0.0,30.714285714285715,0.42857142857142855,-0.42645113867812057,0.1646810435179346
ID,Idaho,1787065,-0.08158995815899588,0.5294117647058825,-0.10642507081516112,-44.57142857142861,1.285714285714286,-338.1428571428569,0.972817852406592,0.05190633804590208,0.10420102234669695,17265.0,144.0,2839.1428571428573,0.18129214048505582,7.285714285714286,501.7142857142857,3.7142857142857144,7.205460472611034,-4.4227549308755005
IL,Illinois,12671821,0.207227332457293,-0.06666666666666664,0.04592319687037251,225.28571428571422,-1.1428571428571423,1670.2857142857101,1.0095377364302582,0.006081683129835877,0.09206482635763243,169696.0,7577.0,38041.57142857143,0.03451111753683001,5.714285714285714,1312.4285714285713,16.0,-10.562820032163518,0.40963542524838015
IN,Indiana,6732219,0.28185242632395313,0.4727272727272728,0.37062859467756565,181.71428571428578,3.7142857142857144,2863.000000000001,1.031552864815919,0.014732586685014258,0.07964743868255028,60598.0,2884.0,10587.714285714286,0.07805542812424103,5.0,826.4285714285714,11.571428571428571,-10.646382703363374,-6.628654651739602
IA,Iowa,3155070,-0.053604931653712114,-0.023809523809523874,-0.01952493470961319,-28.571428571428555,-0.14285714285714324,-112.14285714285688,0.9714579075328567,0.02121220765307901,0.08472331834158989,41434.0,826.0,5631.428571428572,0.09003044140030442,2.857142857142857,504.42857142857144,5.857142857142857,2.210354093812884,0.14532697432392433
KS,Kansas,2913314,0.026256077795786023,0.846153846153846,-0.09374802052321526,11.571428571428555,1.5714285714285712,-422.85714285714266,0.9782145128794368,0.009773749070646006,0.04915810654121046,24554.0,330.0,4087.714285714286,0.10987628433633886,0.0,452.2857142857143,3.4285714285714284,-0.9899644202641944,-4.442681630338051
KY,Kentucky,4467673,0.47528128196385944,-0.13157894736842107,0.0008337965536409116,199.1428571428571,-0.7142857142857144,6.0,1.028183730694814,0.019931852666925265,0.05931947123256335,25932.0,691.0,7202.0,0.08580949736184393,23.714285714285715,618.1428571428571,4.714285714285714,-27.554854492016222,0.5713805073856824
LA,Louisiana,4648794,0.08528020639243239,0.5968992248062016,0.12325152135667522,170.00000000000023,11.0,2442.0,0.9328979936039565,0.03929277141555423,0.1763631599937532,103734.0,3715.0,22255.14285714286,0.09721027563452428,26.714285714285715,2163.4285714285716,29.428571428571427,-16.515942250829035,-49.24084319333149
ME,Maine,1344212,-0.11678832116788333,-0.25,0.14203072012766793,-2.2857142857142883,-0.14285714285714285,305.1428571428569,1.0644474463133424,0.0021529342097823855,0.017653465375997237,3757.0,118.0,2453.5714285714284,0.007045123726346434,0.0,17.285714285714285,0.42857142857142855,0.1356800179212803,0.17566823362471376
MD,Maryland,6045680,0.20937009639094356,0.125,0.10304866154922952,133.42857142857133,1.0,1283.0,0.9946113653136198,0.006683615408026889,0.09258528403752762,81766.0,3422.0,13733.42857142857,0.056119583081948116,14.142857142857142,770.7142857142857,9.0,-8.61979531314851,-0.7763614026825029
MA,Massachusetts,6949503,0.19050310910118698,-0.09433962264150945,-0.05667952244935565,48.14285714285711,-1.4285714285714288,-615.1428571428569,0.9821588640666984,0.004403336468809352,0.1464034190646439,114985.0,8498.0,10237.857142857143,0.0246703411707249,-23.428571428571427,300.85714285714283,13.714285714285714,-1.8909721615011557,1.047549431755828
MI,Michigan,9986857,-0.08740831295843512,-0.3571428571428571,0.058416013340719955,-61.28571428571422,-3.571428571428571,1491.2857142857138,1.0143840861458748,0.004143545862326856,0.08080710477780947,85072.0,6400.0,27020.0,0.023680871312255474,10.142857142857142,639.8571428571429,6.428571428571429,1.63976519349225,2.8709086128776025
MN,Minnesota,5639632,0.05393311351860586,-0.175,0.1033131951412163,32.71428571428578,-1.0,1382.7142857142844,1.0543274254326707,0.01070459916533561,0.06933147411036748,49488.0,1606.0,14766.42857142857,0.04329318434673246,3.7142857142857144,639.2857142857143,4.714285714285714,-1.229382491137914,0.7057863008402923
MS,Mississippi,2976149,0.410665377799259,0.11965811965811965,-0.027604976671850766,364.1428571428572,2.0,-162.28571428571468,0.9224295317263798,0.03575157023388278,0.15405747494497082,49585.0,1463.0,5716.571428571428,0.22076169532187126,20.0,1250.857142857143,18.714285714285715,-96.5338270201617,-5.007148799292366
MO,Missouri,6137428,0.6913686014135789,0.7073170731707318,-0.10054050149871795,461.1428571428571,4.142857142857143,-1193.1428571428569,0.9925166171260481,0.010790350615925759,0.0454941385870433,39635.0,1195.0,10674.142857142857,0.10792435658935479,26.0,1128.142857142857,10.0,-100.0,-10.083453573952974
MT,Montana,1068778,-0.13065976714100908,0.0,0.031274004169867274,-14.42857142857143,0.0,81.42857142857156,0.9866529928115533,0.013577188153199261,0.03649962854774331,3038.0,46.0,2685.1428571428573,0.03580549052989997,1.5714285714285714,96.0,1.2857142857142858,2.5323109813865994,-0.0
NE,Nebraska,1934408,0.1445707070707071,0.0,-0.09149392423159404,32.71428571428572,0.0,-329.14285714285734,0.9560364912409435,0.009734244275251136,0.0655554567598976,24174.0,316.0,3268.285714285714,0.07360783285252208,4.285714285714286,259.0,2.142857142857143,-4.6416963940999185,-0.0
NV,Nevada,3080156,0.027480709354271018,0.46551724137931016,0.08064360728393863,29.0,3.857142857142856,478.28571428571377,0.9504793373972097,0.059305762435409116,0.14689093669281686,40885.0,722.0,6409.142857142857,0.16917796005706134,22.857142857142858,1084.2857142857142,12.142857142857142,-2.9858024662402998,-13.259322848174952
NH,New Hampshire,1359711,0.2068965517241379,1.4,-0.25421518397764326,5.142857142857142,0.9999999999999999,-389.8571428571429,0.9641922629775741,0.005762253890716483,0.05331427045894312,6375.0,407.0,1143.7142857142858,0.019110666999750187,0.2857142857142857,30.0,1.7142857142857142,-0.5140250370886479,-5.253701803791037
NJ,New Jersey,8882190,-0.06708268330733234,-0.6048780487804879,-0.18559374356863545,-18.428571428571445,-17.714285714285715,-3864.8571428571413,0.9505818989713452,0.003034386789744421,0.19069722669746988,178345.0,15765.0,16959.428571428572,0.015111695137976345,-9.714285714285714,256.2857142857143,11.571428571428571,0.24392130562312342,31.784412156145116
NM,New Mexico,2096829,0.05873099108547456,0.3846153846153847,0.12908796091561894,16.0,1.4285714285714288,875.7142857142853,1.017199475431581,0.02074894996206176,0.08485145903647842,18475.0,601.0,7659.571428571428,0.03776787213010799,-0.42857142857142855,288.42857142857144,5.142857142857143,-1.4991646591128576,-4.223268588569305
NY,New York,19453561,-0.06721249047981723,0.007575757575757548,-0.02725416325416321,-50.428571428571445,0.14285714285714235,-1782.7142857142826,0.9465796336367823,0.0021025970515115458,0.20131373376833167,410450.0,32596.0,63628.0,0.010999200711277156,-16.428571428571427,699.8571428571429,19.0,0.5877236672727546,-0.01824497548872587
NC,North Carolina,10488084,0.04579701580735712,0.3174603174603175,0.06702971628344759,88.57142857142867,5.714285714285715,1851.5714285714275,0.9676812412004007,0.016829956739476914,0.06786377759750971,109728.0,1789.0,29474.714285714286,0.06551862855813458,0.2857142857142857,2022.5714285714287,23.714285714285715,-2.7398482047107637,-7.771827985291968
ND,North Dakota,762062,0.2904238618524333,0.8,0.3395080473732159,26.42857142857143,0.5714285714285715,479.1428571428571,0.9896934286200337,0.013967367484535378,0.05050376478554238,5614.0,99.0,1890.4285714285713,0.06211743368850601,0.14285714285714285,117.42857142857143,1.2857142857142858,-6.61005097307272,-3.435086719616077
OH,Ohio,11689100,0.004456706281833617,1.3124999999999998,-0.03236231486035083,6.0,14.999999999999998,-723.8571428571413,1.0064961293249275,0.015376632931534507,0.06402905270722296,81746.0,3297.0,21643.428571428572,0.06248019854261273,9.857142857142858,1352.2857142857142,26.428571428571427,-0.1010883718885155,-69.09042054321677
OK,Oklahoma,3956971,-0.014263074484944443,0.34482758620689635,0.07463405595701306,-10.28571428571422,1.428571428571428,575.4285714285706,0.9809452550093154,0.009317985903864345,0.044283114533818925,29116.0,484.0,8285.42857142857,0.08579606193317012,3.4285714285714284,710.8571428571429,5.571428571428571,0.6660876282951982,-2.21938624389889
