abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,-0.18057142857142855,-0.17187499999999997,,-45.14285714285714,-1.5714285714285712,,0.9795113603783069,0.0005651399317688357,0.010500137806716336,50400,1698,,,,204.85714285714286,7.571428571428571,0.07912546269167224,0.07301432735769348
ARG,Argentina,44780677,-0.012148229252206079,0.5500685871056241,,-133.14285714285688,114.57142857142856,,0.953028786888311,0.02809593521777261,0.12043891163146105,664799,14376,,,,10826.714285714286,322.85714285714283,0.2814373124081062,-100.0
AUS,Australia,25203198,-0.42214532871972316,-0.34090909090909083,,-17.428571428571427,-2.1428571428571423,,0.7985714044605704,0.00029202643251860337,0.008728098711917431,26980,861,,,,23.857142857142858,4.142857142857143,0.030876002308309274,0.18777306803639524
AUT,Austria,8858775,0.09376391982182623,0.7272727272727274,,60.14285714285711,1.142857142857143,,1.071292823058251,0.0030613713521339013,0.02569881275910044,39984,777,,,,701.5714285714286,2.7142857142857144,-0.43607719642391063,-0.30182612539418985
BGD,Bangladesh,163046161,-0.03622875873371863,-0.03913043478260856,,-60.0,-1.2857142857142811,,0.9832370926963011,0.0008459567471815543,0.010953155775314452,353844,5044,,,,1596.142857142857,31.571428571428573,0.03135528041339809,0.01454288187341603
BLR,Belarus,9452411,0.17119764878765625,-0.29268292682926816,,33.285714285714306,-1.7142857142857135,,1.010934294738999,0.00500316797481616,0.046049203742833444,76357,796,,,,227.71428571428572,4.142857142857143,-0.17842244697077064,0.25681982335309433
BEL,Belgium,11455519,0.7482819242448457,0.33333333333333315,,668.8571428571429,0.8571428571428568,,1.027122093859492,0.00442380655123526,0.14246888333911367,106887,9959,,,,1562.7142857142858,3.4285714285714284,-25.736783176646238,-0.11201199503503079
BOL,Bolivia,11513100,-0.43586032205536457,-0.23795180722891562,,-344.1428571428571,-11.285714285714285,,0.9198529401537724,0.008207346414084825,0.12096967801895232,131990,7731,,,,445.42857142857144,36.142857142857146,4.41165470817138,3.688392813651879
BRA,Brazil,211049527,-0.22113167626608324,-0.281659780851446,,-6987.571428571431,-224.0,,0.926499479080255,0.010614788063467207,0.16309108809327016,4591364,138105,,,,24611.571428571428,571.2857142857143,67.19927451233436,59.940027735114285
BGR,Bulgaria,7000039,-0.06492146596858632,0.08108108108108113,,-8.857142857142847,0.4285714285714288,,0.9779549390512936,0.006023537868860445,0.06100894580730193,19283,779,,,,127.57142857142857,5.714285714285714,0.030975746580278418,-0.0492430663566311
CAN,Canada,37411047,0.41455308728354034,0.25000000000000006,,338.57142857142856,1.4285714285714288,,1.0549969425481882,0.0016815888633108826,0.04051565303692249,149939,9294,,,,1155.2857142857142,7.142857142857143,-3.2735193576627184,-0.09809769656078032
CHL,Chile,18952038,-0.1340946166394779,-0.19382022471910107,,-234.85714285714266,-9.857142857142854,,0.9527146121991169,0.010219059290615605,0.12855878613160232,449903,12345,,,,1516.5714285714287,41.0,1.5478349893953363,2.0302340814912165
CHN,China,1433783686,0.019607843137254832,-0.3333333333333333,,0.42857142857142705,-0.14285714285714285,,0.9813089129361013,7.154496246653486e-06,0.0010805890840635496,90409,4738,,,,22.285714285714285,0.2857142857142857,-4.277662691929463e-06,0.0003825401831698712
COL,Colombia,50339443,-0.033012962888179925,-0.1101754385964913,,-233.57142857142844,-22.428571428571445,,0.9112144941832013,0.009281707785284792,0.11470446742924828,784268,24746,,,,6841.571428571428,181.14285714285714,0.5677037746154089,3.141965022429874
HRV,Croatia,4076246,-0.06557377049180327,-0.3,,-13.142857142857139,-1.2857142857142856,,1.0156321266930257,0.004448210436759705,0.03619016124149524,15340,257,,,,187.28571428571428,3.0,0.10920227278274668,0.3415810486224134
CUB,Cuba,11333483,-0.055155875299760175,0.8,,-3.2857142857142847,0.5714285714285715,,1.0036971187284012,0.0003393484597806341,0.0033641908670088445,5270,118,,,,56.285714285714285,1.2857142857142858,0.004139696942323885,-0.09708326766124842
CYP,Cyprus,875899,2.1176470588235294,0.0,,10.285714285714285,0.0,,0.9450301975078041,0.0008345711092260637,0.010195239405456566,1654,22,,,,15.142857142857142,0.0,-0.5495944406832568,-0.0
CZE,Czechia,10649800,0.4437775110044018,0.9210526315789473,,633.7142857142858,5.0,,1.1112946636988335,0.010120847339856147,0.03625025822081166,55464,555,,,,2061.714285714286,10.428571428571429,-18.692187825958793,-2.851814368021892
DNK,Denmark,5806081,0.9266565503287808,1.0,,261.71428571428567,0.7142857142857143,,1.043596836642976,0.002307752854291905,0.029875056858490262,24822,643,,,,544.1428571428571,1.4285714285714286,-10.977386669699584,-0.23586302505632997
DOM,Dominican Republic,10738958,-0.08027923211169281,-0.31578947368421045,,-52.571428571428555,-4.285714285714285,,0.9813387439749416,0.005202925646976178,0.04981600635741382,109737,2074,,,,602.2857142857143,9.285714285714286,0.2691639517771311,0.9254229204385678
ECU,Ecuador,17373662,-0.10599423015279415,-0.4067796610169492,,-141.71428571428578,-17.142857142857146,,0.9611794783656931,0.012301206274186755,0.18701250202749425,129892,11171,,,,1195.2857142857142,25.0,0.7579905644167021,5.422583419713738
EGY,Egypt,100388073,-0.20237010027347316,0.058823529411764705,,-31.714285714285722,1.0,,1.0310209725055801,0.0007474393895378389,0.01365849506843308,102375,5822,,,,125.0,18.0,0.02962686347421055,-0.016540649920692978
EST,Estonia,1324820,0.6198830409356725,0.0,,15.142857142857142,0.0,,0.8277407026275506,0.0006695249165924428,0.014992980178439336,3033,64,,,,39.57142857142857,0.0,-0.44857129361134596,-0.0
FIN,Finland,5517919,0.68125,1.0,,31.142857142857146,0.2857142857142857,,0.9559611682303407,0.0006065692519226904,0.015184528805152812,9288,343,,,,76.85714285714286,0.5714285714285714,-0.3952421834546633,-0.06167701558057665
FRA,France,67012883,0.06619674133747135,0.5577689243027889,,572.8571428571431,20.0,,1.0474758851429313,0.009612390501092156,0.09205346380933947,508456,31447,,,,9226.714285714286,55.857142857142854,-2.1498942647654817,-5.938480407767567
DEU,Germany,83019213,0.1648141050210809,0.6129032258064516,,245.71428571428578,2.7142857142857144,,0.9997964743901471,0.0006826612533655312,0.02514395071415577,279025,9423,,,,1736.5714285714287,7.142857142857143,-0.7836431211938512,-0.2825602067587129
GRC,Greece,10724599,0.14482406935237116,0.7826086956521738,,40.571428571428555,2.571428571428571,,1.0793207760940533,0.004753744172625941,0.020187421459767402,16286,357,,,,320.7142857142857,5.857142857142857,-0.2082532498070963,-0.9451965911826263
HND,Honduras,9746117,-0.2579374846172779,1.068965517241379,,-149.71428571428572,8.857142857142856,,0.9579025382662963,0.004906877272251093,0.05574343094793547,72675,2222,,,,430.7142857142857,17.142857142857142,1.414819247335392,-7.8154197053576375
HUN,Hungary,9772756,0.26238145416227593,0.846153846153846,,177.85714285714278,3.1428571428571423,,1.0985945161338964,0.0063819254261540965,0.02899837057223162,20450,702,,,,855.7142857142857,6.857142857142857,-2.3931693985217355,-1.418012082898541
