abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,1.0867924528301889,-0.25373134328358204,,164.57142857142858,-2.428571428571428,,1.0619327950169868,0.0003161912741428285,0.0037801034974197186,14657,928,,,,316.0,7.142857142857143,-0.9169328044360655,0.3265359310711027
ARG,Argentina,44780677,0.16973305680069586,0.1633663366336633,,362.42857142857156,4.714285714285712,,1.0947572430245203,0.001814934597795384,0.00640959492416785,69941,1385,,,,2497.714285714286,33.57142857142857,-0.8686189655296479,-0.9034262336733964
AUS,Australia,25203198,1.5322580645161292,-1.0,,40.71428571428572,-0.2857142857142857,,0.9841350862835733,1.5355194209877653e-05,0.001781400915867899,8066,104,,,,67.28571428571429,0.0,-0.19598996325139942,0.0
AUT,Austria,8858775,0.8267716535433073,-0.3,,30.000000000000007,-0.4285714285714286,,1.046013842746867,0.0003232952637356745,0.014571314882701051,17941,705,,,,66.28571428571429,1.0,-0.13963750865862856,0.07085886200033675
BGD,Bangladesh,163046161,0.09694003454799706,0.0971223021582733,,336.7142857142858,3.857142857142854,,1.0740212297734395,0.0007594045713225962,0.0026145356467485305,153277,1926,,,,3810.1428571428573,43.57142857142857,-0.29360157978689605,-0.2453895546410986
BLR,Belarus,9452411,-0.378255033557047,0.055555555555555525,,-201.28571428571428,0.2857142857142856,,1.0058628904054474,0.001859419781894799,0.009765973993301815,62698,405,,,,330.85714285714283,5.428571428571429,0.9211775604556249,-0.0416389935461176
BEL,Belgium,11455519,-0.10318664643399084,-0.18604651162790703,,-9.714285714285708,-1.1428571428571432,,0.9177863857032607,0.0010529422542968154,0.11910896398495782,61598,9761,,,,84.42857142857143,5.0,0.005471943511869719,0.24598307824016089
BOL,Bolivia,11513100,0.002998286693318104,0.6574074074074074,,3.0,20.28571428571429,,1.0966640454458323,0.00889577959020594,0.027901434018639638,35528,1271,,,,1003.5714285714286,51.142857142857146,-0.00016879823333352446,-37.926751475852136
BRA,Brazil,211049527,0.07509641079800929,-0.042918454935622366,,2681.7142857142826,-44.285714285714334,,0.995718254869103,0.008816508742992824,0.04900522236185822,1496858,61884,,,,38392.0,987.5714285714286,-5.04702700449653,5.441403050149233
BGR,Bulgaria,7000039,0.23569482288828345,0.0,,24.714285714285722,0.0,,1.0862507984536796,0.0020337029550835358,0.00929666249002327,5315,232,,,,129.57142857142858,3.0,-0.05296841592871687,-0.0
