abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,-0.22069417157825802,-0.3220338983050848,,-48.14285714285714,-2.7142857142857144,,0.9348513056535324,0.0002962391471694435,0.01048464529368811,51213,1719,,,,170.0,5.714285714285714,0.10357440499270906,0.21421878853734047
ARG,Argentina,44780677,0.11089543647340723,0.4495867768595041,,1183.4285714285706,116.57142857142856,,0.9755066193909839,0.030493665828232118,0.13067439779885417,723132,16113,,,,11855.0,375.85714285714283,-11.386400163500504,-100.0
AUS,Australia,25203198,-0.4433497536945813,-0.26315789473684215,,-12.857142857142858,-1.4285714285714288,,0.7997998413493779,0.00022449531999867636,0.009183636140143803,27055,882,,,,16.142857142857142,4.0,0.022061082434200546,0.10813995423530733
AUT,Austria,8858775,-0.06703146374829001,1.2999999999999998,,-49.0,1.857142857142857,,1.1016604196160729,0.0044713857164224175,0.027494885015140354,43432,790,,,,682.0,3.2857142857142856,0.34333213455274386,-1.0026625851144566
BGD,Bangladesh,163046161,-0.12002834617769516,-0.027272727272727178,,-193.57142857142867,-0.8571428571428541,,1.0152733002619818,0.00104133086580309,0.011510133010736757,360555,5193,,,,1419.142857142857,30.571428571428573,0.31979706317756984,0.0077795621181137465
BLR,Belarus,9452411,0.33159947984395305,0.27586206896551707,,72.85714285714283,1.1428571428571423,,1.039857730660008,0.006235763552812082,0.04925124394188953,77946,822,,,,292.57142857142856,5.285714285714286,-0.7869308148568283,-0.20465344879756472
BEL,Belgium,11455519,0.31642086726832497,0.6086956521739131,,410.7142857142858,2.0,,1.0645574208088953,0.010386347401632348,0.14880879687773205,115353,9987,,,,1708.7142857142858,5.285714285714286,-8.988565872292241,-0.5932704976410285
BOL,Bolivia,11513100,-0.038610038610038575,-0.05384615384615384,,-18.571428571428555,-2.0,,0.9186483941650635,0.007681944914923001,0.12450877695842127,134223,7900,,,,462.42857142857144,35.142857142857146,0.06554679933271076,0.30848455433012034
BRA,Brazil,211049527,-0.11771407051734699,-0.09115077857956716,,-3572.2857142857174,-68.57142857142867,,0.9232610145324934,0.009696505977006999,0.1666766398391407,4745464,142058,,,,26774.85714285714,683.7142857142857,21.869197028980338,7.425617036404357
BGR,Bulgaria,7000039,0.31899265477439676,0.16666666666666657,,43.428571428571445,0.8571428571428568,,0.9854432631516742,0.006002537985859793,0.06301650605089486,20271,807,,,,179.57142857142858,6.0,-0.45091249948023115,-0.15411572825610823
CAN,Canada,37411047,0.28737474949899816,-0.020000000000000052,,307.28571428571445,-0.14285714285714324,,1.0931108347111078,0.0033253814040542624,0.043026622590915456,157219,9328,,,,1376.5714285714287,7.0,-2.598751486330993,0.0018118528178226604
CHL,Chile,18952038,0.1058450385138197,0.4035087719298246,,166.8571428571429,16.42857142857143,,0.939232589114464,0.010608252262896476,0.13416467400498036,459671,12698,,,,1743.2857142857142,57.142857142857146,-1.1266253346587147,-8.166830054315598
CHN,China,1433783686,-0.23456790123456783,0.0,,-5.428571428571427,0.0,,0.9549924526031929,3.308727841111731e-06,0.0010733955303213012,90505,4739,,,,17.714285714285715,0.2857142857142857,0.0006301034755938609,-0.0
COL,Colombia,50339443,-0.015965226706219172,-0.02354788069073779,,-110.71428571428532,-4.285714285714278,,0.9050339239187957,0.008813764586151658,0.11972846024537856,818203,25641,,,,6824.0,177.71428571428572,0.20500692626944572,0.21934391091293598
