abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,0.1256743890828308,0.06666666666666664,,56.571428571428555,0.5714285714285712,,1.1104713404088697,0.0004055229159817559,0.004359342312858921,21355,1052,,,,506.7142857142857,9.142857142857142,-0.06879743590242281,-0.012020839652308497
ARG,Argentina,44780677,0.16085196607555907,0.17014925373134335,,476.8571428571431,8.142857142857146,,1.066815510461438,0.003126929054690263,0.010329857228375533,114783,2112,,,,3441.4285714285716,56.0,-1.894990110466576,-0.890052940473976
AUS,Australia,25203198,0.4212538226299693,4.0,,78.7142857142857,1.1428571428571428,,1.0159658780922505,0.00017997716004135666,0.0019268189695609264,11233,116,,,,265.57142857142856,1.4285714285714286,-0.30848608850507725,-0.5581691331117716
AUT,Austria,8858775,-0.02818991097922857,4.0,,-2.7142857142857224,0.5714285714285714,,1.0233638500229754,0.00041924532455108073,0.01477935719103375,19270,711,,,,93.57142857142857,0.7142857142857143,0.0007628866535672501,-0.33889207367037016
BGD,Bangladesh,163046161,-0.06247468155016427,-0.1730769230769231,,-198.28571428571422,-7.714285714285715,,0.9781343042509729,0.00051957678414765,0.00282065518856344,196323,2496,,,,2975.5714285714284,36.857142857142854,0.1467768442607586,0.3337858328910183
BLR,Belarus,9452411,-0.29246935201401053,-0.18181818181818174,,-71.57142857142858,-1.1428571428571423,,1.0119447904218974,0.0021257010512979175,0.011980752847077851,65623,485,,,,173.14285714285714,5.142857142857143,0.27308735766621894,0.12312119940319118
BEL,Belgium,11455519,0.6797385620915033,0.0,,59.42857142857143,0.0,,0.8891419526940801,0.0007406037212281696,0.11905327030578013,63238,9795,,,,146.85714285714286,2.4285714285714284,-0.43351196016755383,-0.0
BOL,Bolivia,11513100,0.16983110075713467,-0.05722070844686648,,208.28571428571445,-3.0,,1.0001418416964674,0.009018248777479566,0.035740417437527684,54156,1984,,,,1434.7142857142858,49.42857142857143,-1.1830758616916826,0.45479607115819887
BRA,Brazil,211049527,-0.009844701665758999,0.027945205479452024,,-364.14285714285506,29.14285714285711,,1.0031474250791241,0.009244479377582306,0.057696822035521546,2012151,76688,,,,36624.57142857143,1072.0,0.13079707679806185,-1.090106608758281
BGR,Bulgaria,7000039,0.08474576271186435,0.03333333333333342,,16.428571428571416,0.14285714285714324,,1.0656733730971377,0.003225553457630736,0.013652781077362569,8144,293,,,,210.28571428571428,4.428571428571429,-0.024040348906623637,-0.01016641990746476
