abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,0.8571428571428572,-0.2933333333333333,,108.85714285714286,-3.1428571428571423,,1.0387785779678653,0.00031189425028942195,0.003736947441637938,13571,905,,,,235.85714285714286,7.571428571428571,-0.44172058853718044,2.4734266852414395
ARG,Argentina,44780677,0.42738350074098475,0.25396825396825384,,741.5714285714287,6.857142857142854,,1.0919035086229896,0.0016668796677638438,0.005936734721540722,62268,1280,,,,2476.714285714286,33.857142857142854,-4.763189192201345,-9.766379359718533
AUS,Australia,25203198,1.3586206896551722,inf,,28.14285714285714,0.2857142857142857,,0.9765035882143872,1.5077451678949632e-05,0.0017781870380100175,7834,104,,,,48.857142857142854,0.2857142857142857,-0.10940676400411088,-0.00715558617443799
AUT,Austria,8858775,0.4,0.08333333333333343,,14.0,0.14285714285714302,,0.9787591887659073,0.00024630945023437214,0.013695460151093125,17723,703,,,,49.0,1.8571428571428572,-0.028972863694751307,-0.07608559168331848
BGD,Bangladesh,163046161,0.0336949179481067,-0.040955631399317266,,121.14285714285734,-1.7142857142857082,,1.0827737640652126,0.000736742277544333,0.002481358638060788,141801,1783,,,,3716.4285714285716,40.142857142857146,-0.0387586126969027,0.23745484136869893
BLR,Belarus,9452411,-0.3628827999078978,-0.07692307692307682,,-225.14285714285717,-0.42857142857142794,,1.0023680887883073,0.001678936728417755,0.008696828777335222,61790,387,,,,395.2857142857143,5.142857142857143,1.15485007689037,0.3424222217075471
BEL,Belgium,11455519,0.8022222222222222,0.028571428571428647,,51.57142857142857,0.14285714285714324,,0.9168376248239357,0.0009676558521704691,0.11013075880717407,61361,9732,,,,115.85714285714286,5.142857142857143,-0.28277944571820957,-0.0657479274420274
BOL,Bolivia,11513100,0.03302180685358261,0.33510638297872325,,30.285714285714334,8.999999999999996,,1.094905962120408,0.007326176268772094,0.02334184537613675,32125,1071,,,,947.4285714285714,35.857142857142854,-0.019490873405300976,-39.731991474269016
BRA,Brazil,211049527,0.1994784577381199,-0.036788840262582174,,6218.000000000004,-38.42857142857156,,0.9943623967369744,0.009012988690564562,0.047532544339698994,1368195,58314,,,,37389.28571428572,1006.1428571428571,-32.78868090303605,20.656363410314498
BGR,Bulgaria,7000039,0.317262830482115,-0.48387096774193555,,29.14285714285714,-2.1428571428571432,,1.0942125171609232,0.0017808472209940546,0.008215811369050944,4831,223,,,,121.0,2.2857142857142856,-0.08684170267707558,4.549496584408489
