abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,0.4819121447028424,0.5783132530120482,0.23784544524053225,532.8571428571429,6.857142857142858,1859.0,1.0914561339718463,0.031235615217455593,0.09126618718241307,57255.0,1164.0,9675.0,0.16936138796603914,40.0,1638.5714285714287,18.714285714285715,-41.053099246810795,-19.6662836365682
AK,Alaska,731545,0.6419753086419753,-1.0,-0.061450480894203206,22.285714285714285,-0.42857142857142855,-168.85714285714266,0.9625731480305053,0.0018659139219050092,0.007614022377297364,1579.0,17.0,2579.0,0.021880019941284,0.0,57.0,0.0,-3.202772969910464,0.0
AZ,Arizona,7278717,-0.11068584241861903,0.45390070921985815,-0.03416596675687717,-409.0,18.285714285714285,-470.7142857142844,0.9973453712395848,0.03866725413283687,0.11783931151602679,128097.0,2337.0,13306.57142857143,0.24695639104202005,23.0,3286.1428571428573,58.57142857142857,15.837709217516293,-57.55795621874073
AR,Arkansas,3017825,0.4190093708165997,-0.032258064516129115,0.004866673425935337,223.57142857142856,-0.14285714285714324,27.42857142857156,1.0213410586976723,0.013272141360085492,0.048273508238549284,29812.0,331.0,5663.428571428572,0.13169710422762587,10.857142857142858,757.1428571428571,4.285714285714286,-20.114036148364136,0.11617068238204797
CA,California,39512223,0.1826253945316957,0.3788187372708758,0.06767951444741097,1372.1428571428578,26.57142857142857,7050.57142857142,1.0547899231981106,0.016678130207961217,0.0627368396862915,346211.0,7250.0,111226.42857142857,0.07543685018334544,92.28571428571429,8885.57142857143,96.71428571428571,-30.481245230313952,-31.527674919545607
CO,Colorado,5758736,0.5500256541816314,6.000000000000001,0.20476850719082187,153.1428571428571,5.142857142857143,1076.0,1.0269240829209956,0.005782866240091575,0.052375903323229264,37668.0,1738.0,6330.714285714285,0.06735868216179623,7.285714285714286,431.57142857142856,6.0,-6.057189755731265,-60.81877283095365
CT,Connecticut,3565287,-0.04238921001926777,1.125,-0.03231679563040507,-3.142857142857139,2.571428571428571,-294.1428571428569,0.9204853424176411,0.001914291892910725,0.1392426472258755,47530.0,4372.0,8807.714285714286,0.008061115256106659,-2.4285714285714284,71.0,4.857142857142857,0.03333046123860868,-7.916300062201628
DE,Delaware,973764,-0.4095744680851063,-0.20000000000000007,-0.2746012132105145,-54.999999999999986,-0.1428571428571429,-698.4285714285716,1.0124055407814398,0.007268701656664243,0.07419251481878567,12969.0,518.0,1845.0,0.0429732868757259,-1.1428571428571428,79.28571428571429,0.5714285714285714,3.933623513625832,0.25197625841645044
FL,Florida,21477737,0.26849739243807025,0.6904761904761904,0.28331364378051754,2353.5714285714275,33.14285714285714,13121.428571428572,1.0762999122854902,0.02896524899247998,0.08764252025248284,291629.0,4409.0,59435.57142857143,0.18708132936264718,1193.4285714285713,11119.285714285714,81.14285714285714,-100.0,-89.10226705888824
GA,Georgia,10617423,0.22493352103863617,0.6489361702127658,0.04127110610411197,616.2857142857147,8.714285714285714,858.2857142857138,1.0863272515547935,0.015855353978079238,0.06456849275007692,123963.0,3054.0,21654.571428571428,0.15498542043250518,92.14285714285714,3356.1428571428573,22.142857142857142,-25.541858131166702,-17.55002707138109
