abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,-0.05596269153897402,-0.06914893617021278,-0.12482697099264811,-96.0,-1.8571428571428577,-1159.4285714285706,0.934494896962623,0.029697635312557043,0.15441616010817458,93702,1666,8128.857142857143,0.1992197110822115,-11.571428571428571,1619.4285714285713,25.0,3.8628177678724542,1.6039979445624606
AK,Alaska,731545,-0.03488372093023258,-0.25,0.10000283695991373,-3.4285714285714306,-0.14285714285714285,503.57142857142844,1.0060825432044427,0.007791728465097841,0.024296523112043687,3394,25,5539.142857142857,0.019987620570485375,-1.5714285714285714,94.85714285714286,0.42857142857142855,0.5859972135715971,0.24763047421728343
AZ,Arizona,7278717,-0.155353312851429,-0.10816326530612241,-0.03545307151864533,-382.8571428571431,-7.571428571428569,-421.71428571428623,0.9018560673339401,0.03548125308347611,0.2111193497425439,180505,3845,11473.285714285714,0.1814276642635688,-77.14285714285714,2081.5714285714284,62.42857142857143,17.794346628824528,7.625904481193981
AR,Arkansas,3017825,-0.05899384726746288,0.1481481481481482,-0.12488313341688055,-46.571428571428555,1.1428571428571432,-896.8571428571431,0.9652076893325173,0.021527424552450856,0.10150787404836265,45381,490,6284.714285714285,0.11820062282635875,3.5714285714285716,742.8571428571429,8.857142857142858,2.429551234980772,-1.3149247475532242
CA,California,39512223,-0.09004669931822258,0.27054361567635915,0.007847352923147411,-790.5714285714294,30.571428571428584,987.5714285714203,0.96266308398203,0.02165762731193332,0.11214648692380583,526685,9684,126835.28571428571,0.059556432583541985,-98.14285714285714,7989.0,143.57142857142858,12.721120656545965,-24.147266852700337
CO,Colorado,5758736,-0.2761457109283197,-0.045454545454545435,0.049703852964523454,-167.8571428571429,-0.2857142857142856,348.8571428571431,0.9779342277112991,0.00816950108496031,0.06466939967381731,48376,1849,7367.571428571428,0.06598413898745469,-2.7142857142857144,440.0,6.0,6.743033286699622,0.08949585889249996
CT,Connecticut,3565287,0.05300713557594303,-0.17647058823529405,-0.06975993589386882,7.428571428571445,-0.4285714285714284,-895.4285714285725,0.9391116346758211,0.003568857149508581,0.1524777668670152,50110,4437,11940.42857142857,0.01235897251833507,0.8571428571428571,147.57142857142858,2.0,-0.16676989387382124,0.20543362356665226
DE,Delaware,973764,-0.09452054794520551,-0.8727272727272727,-0.09775129024330319,-9.857142857142861,-6.857142857142857,-227.28571428571468,0.9418629921687622,0.008245324329098221,0.1084595446124523,15137,587,2097.8571428571427,0.045011916922029285,-2.857142857142857,94.42857142857143,1.0,0.9560016974670238,0.21191042320153103
FL,Florida,21477737,-0.23273221241146055,0.4105378704720089,-0.20073630465459105,-2398.5714285714284,53.428571428571445,-10912.857142857138,0.9114528184812721,0.044671792004902566,0.20426756319811534,497330,7402,43451.28571428572,0.18198705282434516,-162.14285714285714,7907.571428571428,183.57142857142858,100.0,-100.0
GA,Georgia,10617423,-0.12154696132596693,0.15857605177993525,-0.07784518447158066,-452.5714285714289,7.0,-2135.5714285714275,0.944066393043603,0.026372030199795185,0.14415870969820077,197948,3921,25298.0,0.12929311182137493,-9.0,3270.8571428571427,51.142857142857146,15.38146469153943,-5.4387602381204765
