abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,-0.11058738216098618,-0.15624999999999994,,-43.571428571428555,-1.428571428571428,,1.0025279878358189,0.0008148550855416668,0.008992439885913785,45469,1529,,,,350.42857142857144,7.714285714285714,0.16125702938392789,0.36059242157531834
ARG,Argentina,44780677,0.19354295717748438,-0.14481409001956952,,1642.5714285714275,-31.714285714285722,,0.9686947118855519,0.015487885544919297,0.07158500529145641,451198,9361,,,,10129.42857142857,187.28571428571428,-51.69964585811678,36.01764317015578
AUS,Australia,25203198,-0.3390970220941402,0.3873873873873873,,-50.42857142857143,6.142857142857142,,0.9085821882710255,0.0015919805097749896,0.012019744478458647,26136,737,,,,98.28571428571429,22.0,0.3656710569116625,-8.143430211086399
AUT,Austria,8858775,0.04196891191709839,-0.5,,11.571428571428555,-0.2857142857142857,,0.9712897491866548,0.0006964845590953602,0.019569409991787804,28372,735,,,,287.2857142857143,0.2857142857142857,-0.09892086389209928,0.10448353153365156
BGD,Bangladesh,163046161,-0.09149422521655436,-0.16065573770491803,,-217.28571428571422,-7.0,,0.9849633394073892,0.0010205514743766336,0.00948922066309798,319686,4383,,,,2157.5714285714284,36.57142857142857,0.748076893343008,1.83713308749787
BLR,Belarus,9452411,-0.06419753086419766,-0.028571428571428647,,-11.142857142857167,-0.14285714285714324,,0.9888075392181315,0.0038629297858504036,0.0332981712284834,72302,696,,,,162.42857142857142,4.857142857142857,0.07611973780202459,0.045715698311452314
BEL,Belgium,11455519,-0.08368452739313668,-1.1630434782608696,,-39.71428571428572,15.285714285714285,,0.938107245492717,0.0018673968416446256,0.13489305897009118,86544,9899,,,,434.85714285714283,2.142857142857143,0.4055743288202584,-27.463877155715092
BOL,Bolivia,11513100,-0.19988674971687426,0.022633744855967048,,-201.71428571428567,1.5714285714285694,,0.9639302858738948,0.014820421954121827,0.11205062059740643,118781,5288,,,,807.4285714285714,71.0,4.695730861637124,-1.4196031964518427
BRA,Brazil,211049527,0.08029959601566601,-0.05988967691095356,,2975.857142857145,-54.285714285714334,,0.9572200433142518,0.014856361180093997,0.14865466151933143,4041638,124614,,,,40035.28571428572,852.1428571428571,-33.788526868802556,23.422281687842442
BGR,Bulgaria,7000039,-0.08350951374207183,0.03225806451612891,,-11.285714285714278,0.2857142857142847,,1.0147620710711442,0.010971510301585462,0.05958281089576787,16775,658,,,,123.85714285714286,9.142857142857142,0.10417561280500048,-0.1899783711732456
CAN,Canada,37411047,0.14948614138897548,-0.19607843137254904,,68.57142857142861,-1.4285714285714288,,0.9583813390915936,0.0006412009800206875,0.038216759878439116,132527,9189,,,,527.2857142857143,5.857142857142857,-0.439772348532611,0.4184429716278747
