abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,-0.006880189798339211,-0.012820512820512775,,-4.14285714285711,-0.14285714285714235,,0.9919640078001505,0.0009528476191259278,0.007094479290598061,30950,1223,,,,598.0,11.0,0.004805295895259498,0.0023035542174399833
ARG,Argentina,44780677,0.0669924602066463,0.04457652303120363,,342.71428571428623,4.285714285714292,,1.0673502772940222,0.0115262884480286,0.03309367118322039,196543,3596,,,,5458.428571428572,100.42857142857143,-3.4937001231914864,-0.3800203095993699
AUS,Australia,25203198,0.10188389081122655,0.39393939393939387,,37.85714285714289,1.8571428571428568,,1.0145371581565383,0.0019600687182634523,0.005013490748277262,17269,201,,,,409.42857142857144,6.571428571428571,-0.2232816397547225,-0.36389703325326284
AUT,Austria,8858775,0.14248366013071892,5.0,,15.57142857142857,0.7142857142857142,,0.9805448930886229,0.00048483001317902304,0.017093785540325836,21212,718,,,,124.85714285714286,0.8571428571428571,-0.15431588487939216,-1.005315719696768
BGD,Bangladesh,163046161,-0.022498953537044838,-0.11945392491467578,,-61.42857142857156,-5.0,,0.9586387835094057,0.0005447475699841838,0.004595397986708807,239860,3132,,,,2668.8571428571427,36.857142857142854,0.07355825089182406,0.264207847347577
BLR,Belarus,9452411,-0.10009532888465204,-0.05714285714285712,,-15.0,-0.2857142857142856,,0.958636426568839,0.0016700501067928595,0.019045828625098928,67946,563,,,,134.85714285714286,4.714285714285714,0.12058353330265767,0.029094474402227597
BEL,Belgium,11455519,0.8184067293419099,0.1428571428571428,,236.28571428571428,0.4285714285714284,,1.0197075632696404,0.0004773245105699707,0.12712370343063462,69402,9845,,,,525.0,3.4285714285714284,-14.975923990604667,-0.04775411678793588
BOL,Bolivia,11513100,0.036379769299024,0.2331002331002331,,52.71428571428578,14.285714285714285,,0.9715844627148661,0.01514405329581086,0.07693505658771313,78793,3064,,,,1501.7142857142858,75.57142857142857,-0.7669504176283213,-10.363400704751799
BRA,Brazil,211049527,-0.019674459492011513,-0.07333593851765013,,-898.4285714285652,-80.42857142857144,,1.0105420002033512,0.01482670463412126,0.10659536801520526,2707877,93563,,,,44766.28571428572,1016.2857142857143,3.3020338240186486,12.19434123110963
BGR,Bulgaria,7000039,-0.08960573476702505,0.2051282051282052,,-21.428571428571416,1.1428571428571432,,0.9869439252693696,0.008815808026212426,0.03579780055511119,11836,385,,,,217.71428571428572,6.714285714285714,0.2871690771649967,-0.34468828633621806
CAN,Canada,37411047,-0.15076495132127948,0.5405405405405405,,-77.42857142857139,2.8571428571428568,,0.9841445336584963,0.00051169377857829,0.036367386349812666,118523,8986,,,,436.14285714285717,8.142857142857142,0.4850661586418021,-0.6691687508684149
CHL,Chile,18952038,-0.046114200461141994,-0.10782608695652163,,-97.14285714285711,-8.857142857142847,,0.9838712431327649,0.005003208625900813,0.07926287399803651,357658,9533,,,,2009.4285714285713,73.28571428571429,1.022403317849464,2.475261647476945
CHN,China,1433783686,0.5015576323987538,1.5,,69.0,1.2857142857142856,,0.9902312529349491,7.162168254716772e-06,0.00100926660983085,87827,4667,,,,206.57142857142858,2.142857142857143,-0.13597712103116125,-0.06601115650895902
COL,Colombia,50339443,0.30524004391655857,0.17569880205362248,,2184.4285714285716,44.00000000000003,,0.9729838081369404,0.019753416818696225,0.07021760252690917,306181,10330,,,,9340.857142857143,294.42857142857144,-100.0,-18.416290738378212
HRV,Croatia,4076246,-0.19851576994434136,-0.07692307692307701,,-15.285714285714285,-0.14285714285714302,,0.993212646658301,0.0037833830441047966,0.01594530850198933,5224,145,,,,61.714285714285715,1.7142857142857142,0.2728811119078567,0.026419644450296396
CUB,Cuba,11333483,3.6969696969696964,0.0,,17.428571428571427,0.0,,0.9218256394755042,6.096978307551174e-05,0.002217853064234534,2633,87,,,,22.142857142857142,0.0,-0.9532027542961696,-0.0
CYP,Cyprus,875899,3.4375,0.0,,7.857142857142857,0.0,,0.9307881625712409,0.0006347763840351456,0.006710819398126953,1124,19,,,,10.142857142857142,0.0,-1.265624851900085,-0.0
CZE,Czechia,10649800,0.09579955784819447,0.27272727272727276,,18.571428571428555,0.4285714285714286,,1.0263608339639114,0.0018218182501079832,0.010241788578189262,16699,383,,,,212.42857142857142,2.0,-0.1626458474267422,-0.06025809315428025
DNK,Denmark,5806081,0.43122676579925645,0.0,,16.57142857142857,0.0,,0.9849868162810812,0.0007121843460330643,0.022525693320503106,14028,615,,,,55.0,0.2857142857142857,-0.31816127690448626,-0.0
DOM,Dominican Republic,10738958,0.12178735203156657,0.3690476190476189,,163.1428571428571,4.428571428571427,,0.9856235986324454,0.004795716679402229,0.028530328547704535,71415,1170,,,,1502.7142857142858,16.428571428571427,-4.287196160804056,-2.2402985625132654
ECU,Ecuador,17373662,-0.06883077847911033,0.017777777777777712,,-65.42857142857144,0.5714285714285694,,0.92217471273792,0.008593294839050051,0.13126610843470995,86232,5736,,,,885.1428571428571,32.714285714285715,0.6101510875055105,-0.05227733530349719
EGY,Egypt,100388073,-0.3804126048515075,-0.1009771986970683,,-239.71428571428567,-4.4285714285714235,,0.8868488277815451,0.0006658958380444259,0.011058554734883696,94316,4834,,,,390.42857142857144,39.42857142857143,1.907671436332297,0.27248054633088414
EST,Estonia,1324820,2.25,0.0,,3.8571428571428568,0.0,,0.8565135710586718,0.000766896635014568,0.013269727208224514,2072,69,,,,5.571428571428571,0.0,-0.24569032751173703,-0.0
FIN,Finland,5517919,-0.21428571428571433,-1.0,,-2.1428571428571432,-0.14285714285714285,,0.9850065172707108,0.0005732233474249985,0.012739766567794852,7443,329,,,,7.857142857142857,0.0,0.010454379089149332,0.0
FRA,France,67012883,0.2627176510754524,0.825,,219.8571428571429,4.714285714285714,,0.9173567767596443,0.0005986610067201556,0.07329435446017149,225198,30268,,,,1056.7142857142858,10.428571428571429,-2.505656844868866,-1.3823350179194427
DEU,Germany,83019213,0.2271547248182762,-0.09090909090909097,,125.0,-0.4285714285714288,,0.916110240360564,0.0002495085083497479,0.022286600090993394,211005,9154,,,,675.2857142857143,4.285714285714286,-0.8815054372005758,0.008871882149465868
GRC,Greece,10724599,1.3005464480874318,-0.2857142857142857,,34.0,-0.2857142857142857,,0.9781025048790336,0.00022555621893182207,0.004097029641854208,4587,206,,,,60.142857142857146,0.7142857142857143,-1.1600504149457058,0.024728243330709547
HND,Honduras,9746117,-0.24765279007971663,0.3043478260869564,,-199.71428571428578,8.999999999999996,,0.9935228782519634,0.011559372825095369,0.045254535729460255,42685,1368,,,,606.7142857142857,38.57142857142857,5.705218599497105,-6.448051940261265
HUN,Hungary,9772756,-0.06422018348623854,inf,,-1.0,0.14285714285714285,,0.9930780470219635,0.0006467980987144261,0.01267257670200709,4526,597,,,,14.571428571428571,0.14285714285714285,0.0021022019969799306,-0.0015640559697826055
ISL,Iceland,339031,9.0,0.0,,6.428571428571429,0.0,,0.9365778482348615,0.0006607065430594843,0.010075774781657134,1893,10,,,,7.142857142857143,0.0,-3.6448745898581567,-0.0
IND,India,1366417754,0.18591280282211706,0.011441647597253983,,8176.285714285717,8.571428571428555,,1.0509301509327371,0.006206350126214768,0.02208905652143627,1750723,37364,,,,52155.42857142857,757.7142857142857,-97.46051411135792,-0.06876289822644675
IDN,Indonesia,270625568,0.01983231215736857,-0.31375358166189105,,35.14285714285711,-31.285714285714278,,1.0125030685766705,0.0013389422244094837,0.00617000829722046,109936,5193,,,,1807.142857142857,68.42857142857143,-0.02208629847681251,4.4195588222752225
IRN,Iran,82913906,0.03945917716009989,-0.004651162790697674,,97.14285714285734,-1.0,,0.9355357116398572,0.021676170942905523,0.11975222829328533,306752,16982,,,,2559.0,214.0,-0.2874129088387939,0.023759816048850482
IRL,Ireland,4904240,1.0168067226890756,-1.0909090909090908,,17.285714285714285,-1.7142857142857142,,0.9528429586273058,0.0010509273608143158,0.07150017128036149,26109,1763,,,,34.285714285714285,-0.14285714285714285,-0.5767270937239409,0.0
ISR,Israel,8519377,0.020065411473526112,0.2321428571428572,,32.42857142857156,1.8571428571428577,,0.9785441422989771,0.010680006296235042,0.04468143621300008,72218,526,,,,1648.5714285714287,9.857142857142858,-0.6409224251349406,-0.6178979900205692
ITA,Italy,60359546,0.19417475728155356,-0.26666666666666666,,45.71428571428575,-2.2857142857142856,,0.9057002132283299,0.0006126122949963871,0.088372798562799,247832,35146,,,,281.14285714285717,6.285714285714286,-0.21492798959962434,0.18488287312848653
JPN,Japan,126860301,0.713803292528493,0.5999999999999999,,483.1428571428571,0.857142857142857,,1.04963190692517,0.00017285943535637677,0.0020631907534256915,37804,1012,,,,1160.0,2.2857142857142856,-10.899060273033284,-0.06189363949587718
KWT,Kuwait,4207083,-0.06038592508513053,0.09090909090909087,,-38.0,0.2857142857142856,,1.0501779495785626,0.006610518499397326,0.04751819728776447,67448,453,,,,591.2857142857143,3.4285714285714284,1.3881108029058293,-0.07500584382557175
LVA,Latvia,1919968,0.8823529411764707,inf,,2.142857142857143,0.14285714285714285,,0.9419965655641549,0.00032344289071484526,0.003707874297904965,1238,32,,,,4.571428571428571,0.14285714285714285,-0.04796111873656241,-0.01796126366539487
LTU,Lithuania,2794184,0.069767441860465,0.0,,0.8571428571428559,0.0,,0.9348508386178895,0.0004308950305348538,0.0061749691502062855,2093,80,,,,13.142857142857142,0.0,-0.008217920089369389,-0.0
LUX,Luxembourg,613894,-0.14447592067988665,3.0,,-14.57142857142857,0.42857142857142855,,1.0269711608384973,0.00845911509153046,0.04590369021361994,6793,116,,,,86.28571428571429,0.5714285714285714,3.1669119305266267,-1.693809316981525
MYS,Malaysia,31949777,-0.1583333333333333,1.0,,-2.7142857142857135,0.14285714285714285,,0.8491233199835302,3.126782387244831e-05,0.0012289913635390945,8985,125,,,,14.428571428571429,0.2857142857142857,0.0035755683137745956,-0.012329447181094912
MLT,Malta,493559,13.454545454545455,0.0,,21.142857142857142,0.0,,0.9452070181483992,0.0005490731604529549,0.005128059664599369,845,9,,,,22.714285714285715,0.0,-22.952597849946553,-0.0
MEX,Mexico,127575529,0.06578063005441973,-0.08649130628622383,,433.42857142857156,-55.428571428571445,,0.9817771316186192,0.014359282021868003,0.10179485910656111,434193,47472,,,,7022.428571428572,585.4285714285714,-2.4471875519814352,9.911988781011607
MDA,Moldova,4043263,0.1234021632251722,0.07692307692307689,,35.85714285714289,0.5714285714285712,,0.9601865941555486,0.016625928117958193,0.09100768364560999,25113,788,,,,326.42857142857144,8.0,-1.2346881127132547,-0.23064459664154596
MAR,Morocco,36471769,1.041825095057034,0.7222222222222222,,391.4285714285714,3.7142857142857144,,1.055035539265079,0.0016184846970268977,0.004702979995294443,25015,367,,,,767.1428571428571,8.857142857142858,-19.842115472243005,-1.214288280843869
NLD,Netherlands,17282163,0.7336170212765957,1.0,,123.14285714285714,0.5714285714285714,,0.9176963542305651,0.0003018719358219223,0.07191102178587253,55021,6167,,,,291.0,1.1428571428571428,-4.134241058157162,-0.13756669066425162
NGA,Nigeria,200963599,-0.08010335917312669,-0.6538461538461537,,-44.285714285714334,-7.285714285714285,,0.9488647191927341,0.00013897044110958623,0.0015539082776876423,43537,883,,,,508.57142857142856,3.857142857142857,0.061958995834287774,0.5884904824278235
NOR,Norway,5378857,0.7108433734939757,0.0,,8.428571428571427,0.0,,0.8971663937813225,0.00029374270407263103,0.010426936429059185,9253,255,,,,20.285714285714285,0.0,-0.1517321962606499,-0.0
PAK,Pakistan,216565318,-0.46012269938650313,-0.4921259842519685,,-632.1428571428572,-17.857142857142858,,0.881400843569868,0.0007878131252761349,0.014513247222715504,278305,5951,,,,741.7142857142857,18.428571428571427,5.620157442075469,2.2899210343204737
PAN,Panama,4246439,0.13872482205058298,-0.14705882352941174,,130.85714285714278,-4.285714285714285,,0.9481404555889832,0.016486048663362406,0.08209254860366533,66383,1449,,,,1074.142857142857,24.857142857142858,-8.050776221434862,3.510345019780866
PER,Peru,32510453,0.1916027361021881,-0.7568627450980393,,724.2857142857142,-523.8571428571429,,0.9100058984335776,0.014126410357923957,0.1276005289744809,407492,19021,,,,4504.428571428572,168.28571428571428,-19.59648023751634,-0.20069493917084488
