abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,-0.22514432328415654,-0.06349206349206346,-0.18057523256806346,-250.71428571428578,-0.5714285714285712,-1511.2857142857138,0.9422729764253753,0.012173311837101802,0.2209370031928226,156698,2550,6858.0,0.12581760613256676,4.857142857142857,862.8571428571429,8.428571428571429,25.260145218214475,1.7148770629601098
AK,Alaska,731545,0.3426229508196722,-0.2857142857142857,0.21350753070879816,29.85714285714286,-0.2857142857142857,702.7142857142858,1.1245619317360929,0.011889904243758074,0.05379299974711057,8073,57,3994.0,0.029973531726160667,-0.2857142857142857,117.0,0.7142857142857143,-11.49043354381672,3.9933951358937576
AZ,Arizona,7278717,-0.008467153284671467,-0.2205882352941176,-0.16116365414292047,-4.14285714285711,-4.285714285714285,-1506.8571428571431,0.9742236034425135,0.01095041887189734,0.24162417634866146,219763,5693,7843.0,0.061856796779657934,9.285714285714286,485.14285714285717,15.142857142857142,0.08938579302056018,18.93902024625585
AR,Arkansas,3017825,-0.005286493860845723,0.3440860215053763,1.1377904742812275,-4.428571428571331,4.571428571428571,9729.571428571428,1.0110701679974794,0.034569267601666766,0.2501709012285338,85779,1391,18280.85714285714,0.04558242033040027,-0.7142857142857143,833.2857142857143,17.857142857142858,0.8026944641794231,-64.28496646658974
CA,California,39512223,-0.07513757292399358,-0.13643659711075437,-0.06728330939214523,-259.42857142857156,-12.142857142857139,-8411.0,0.9391042027526934,0.008450650827719817,0.12882109923301455,826013,16054,116597.71428571429,0.028470295913666524,-20.142857142857142,3193.285714285714,76.85714285714286,4.719758213185139,23.444108714337293
CO,Colorado,5758736,-0.04886227544910174,-0.08000000000000008,0.2353141531223721,-29.14285714285711,-0.28571428571428603,3158.285714285712,1.0361423445477091,0.004845334114986344,0.07807772400054457,71876,2057,16579.85714285714,0.03447384519942443,3.4285714285714284,567.2857142857143,3.2857142857142856,1.7173739606145155,0.46851315831251655
CT,Connecticut,3565287,0.6132075471698114,0.33333333333333315,0.6211766646392378,92.85714285714286,0.4285714285714284,8607.999999999998,1.0458237335977174,0.0037158298897115435,0.10393693410937184,58297,4513,22465.571428571428,0.010873781468787161,4.857142857142857,244.28571428571428,1.7142857142857142,-9.891866025488614,-1.5612071530033451
DE,Delaware,973764,0.18497913769123783,0.0,0.016114008941877686,19.0,0.0,24.714285714285552,0.9959487886976481,0.009241458916123414,0.15272797104842653,20937,642,1558.4285714285713,0.07810065083875699,4.285714285714286,121.71428571428571,1.5714285714285714,-5.472620059081161,-0.0
FL,Florida,21477737,-0.12673506336753168,-0.07391304347826079,-0.13238897533580152,-330.0,-7.285714285714278,-3172.2857142857138,1.0140738539844716,0.016848329970704082,0.19521311765760052,711804,14554,20789.571428571428,0.10937489263160788,-9.285714285714286,2273.8571428571427,91.28571428571429,11.027515148288087,15.487224274032958
GA,Georgia,10617423,-0.15942028985507245,-0.31360946745562124,-0.15818801445630815,-220.0,-15.142857142857139,-3289.0,0.9465667484706618,0.014371660618588898,0.20949612726176586,320634,7106,17502.714285714286,0.06627543483051608,-14.142857142857142,1160.0,33.142857142857146,10.604269361741407,93.37688131134853
HI,Hawaii,1415872,0.053412462908011826,1.1428571428571428,-0.23595697456035516,5.142857142857139,1.1428571428571428,-592.2857142857144,1.000853665536382,0.009573605523663155,0.057776409166930345,12601,142,1917.857142857143,0.05631284916201117,-2.857142857142857,101.42857142857143,2.142857142857143,-0.9348831341670716,-22.251041030083606
