abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,0.22414989590562112,-0.4301075268817205,-0.04203615279672573,138.42857142857144,-5.714285714285715,-281.7142857142853,1.0961689259549414,0.005752995246967023,0.02701264586182247,29002.0,822.0,6420.0,0.11775700934579439,7.428571428571429,756.0,7.571428571428571,-5.491656363912272,14.006886908993824
AK,Alaska,731545,-0.04950495049504958,-1.0,0.28928210313447933,-0.7142857142857153,-0.2857142857142857,408.7142857142858,0.6530786237899016,0.000129862141084964,0.0024550779514588986,720.0,12.0,1821.5714285714287,0.007607246490471335,0.42857142857142855,13.714285714285714,0.0,0.014079913316151018,0.0
AZ,Arizona,7278717,0.612906976744186,0.17021276595744692,0.7094847058326824,753.0,3.4285714285714306,4801.285714285715,1.0967109928913257,0.009919193176489758,0.03531858705318534,46910.0,1321.0,11568.57142857143,0.1700543344035564,70.85714285714286,1981.5714285714287,23.571428571428573,-59.03764616675641,-8.55031587218509
AR,Arkansas,3017825,0.06491712707182315,0.5833333333333335,0.6009668467070514,26.857142857142833,2.0000000000000004,2877.0,1.1102225876346115,0.003739448112465103,0.013255904500757996,14631.0,214.0,7664.285714285715,0.057483690587138855,3.0,440.57142857142856,5.428571428571429,-0.5963947129991819,-8.238558650848741
CA,California,39512223,0.1568758663543807,-0.002227171492204837,0.1643459691596173,468.85714285714266,-0.1428571428571388,9949.857142857145,1.1011483721893742,0.004772852188043178,0.024830949147052545,170862.0,5426.0,70492.0,0.047488671460185955,15.285714285714286,3457.5714285714284,64.0,-3.696141912578057,0.015951451127526908
CO,Colorado,5758736,0.13184079601990056,0.051724137931034295,-0.02811348801137474,22.714285714285722,0.42857142857142705,-124.28571428571468,1.0344245473659925,0.0034620444486428968,0.04036979642754938,30172.0,1643.0,4296.571428571428,0.0416943742518952,-1.2857142857142858,195.0,8.714285714285714,-0.13919608958792304,-0.3659169348521514
CT,Connecticut,3565287,-0.2937347436940603,-0.3471074380165288,0.15762707910513907,-51.571428571428584,-5.999999999999998,965.2857142857138,0.9234962612663198,0.005416113765876351,0.1523908173451394,45557.0,4238.0,7089.142857142857,0.0174915363533774,-10.285714285714286,124.0,11.285714285714286,0.686467807086398,29.841026477919996
DE,Delaware,973764,0.0949999999999999,-0.2692307692307692,0.1618787049703603,5.4285714285714235,-1.0,253.57142857142867,0.970499270816183,0.005129579651743133,0.05931416647154752,10611.0,433.0,1820.0,0.03437990580847724,-3.5714285714285716,62.57142857142857,2.7142857142857144,-0.19393531977139022,9.045178268826719
FL,Florida,21477737,0.9800695982284088,0.046082949308755825,-0.01983986783373732,1327.7142857142858,1.4285714285714306,-569.5714285714312,1.0990369166669607,0.004708596627288992,0.02508127369284762,89748.0,3104.0,28138.85714285714,0.09532827000791992,0.0,2682.4285714285716,32.42857142857143,-100.0,-0.500270597118509
GA,Georgia,10617423,0.20612165827198758,-0.10655737704918027,-0.06916953784008543,152.0,-3.7142857142857117,-831.7142857142844,1.0536298996703766,0.008543504388965194,0.04246981588658566,62009.0,2636.0,11192.57142857143,0.07946597232858528,14.428571428571429,889.4285714285714,31.142857142857142,-2.3652044835240775,5.475268205664853
HI,Hawaii,1415872,0.9761904761904763,0.0,0.1476854076565753,5.857142857142858,0.0,131.71428571428567,0.5944323132208437,3.7432762283596254e-05,0.0017699340053338156,789.0,17.0,1023.5714285714286,0.009769713886950453,0.0,11.857142857142858,0.0,-0.041400457027708296,-0.0
