abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,-0.15591596019166964,-0.1343283582089551,,-60.42857142857139,-1.2857142857142847,,1.0046260137954666,0.0008246569453586266,0.009151290405554041,46071,1549,,,,327.14285714285717,8.285714285714286,0.16949764294861086,0.14072644231641418
ARG,Argentina,44780677,0.09513167900429884,-0.07906976744186046,,875.7142857142862,-17.0,,0.9652784453924449,0.015001738361391901,0.07280198108661913,471806,9739,,,,10081.0,198.0,-8.766444979369153,5.740005733779623
AUS,Australia,25203198,-0.2922002328288707,0.3027522935779816,,-35.85714285714285,4.7142857142857135,,0.9099149337965404,0.001560238506240359,0.012197340988234906,26278,753,,,,86.85714285714286,20.285714285714285,0.12548251602978758,-2.293450720749557
AUT,Austria,8858775,0.09308372334893389,1.0,,25.571428571428555,0.14285714285714285,,0.9720562298775153,0.0006848576693730228,0.019626302733730117,29087,735,,,,300.2857142857143,0.2857142857142857,-0.17417499625769753,-0.045213176793187926
BGD,Bangladesh,163046161,-0.10184049079754591,-0.19397993311036787,,-237.14285714285688,-8.285714285714285,,0.9863885001547714,0.0010176136560492216,0.009623354456042666,323565,4447,,,,2091.4285714285716,34.42857142857143,0.5208933668287797,1.2065476132920157
BLR,Belarus,9452411,-0.07915993537964458,0.0,,-14.0,0.0,,0.9905234486852664,0.003866738337975359,0.03387992756557031,72663,705,,,,162.85714285714286,4.857142857142857,0.0610486567402463,-0.0
BEL,Belgium,11455519,0.0303417438518045,-1.1546391752577319,,13.571428571428555,16.0,,0.939220422533788,0.001831780821104657,0.13516288524334863,87825,9906,,,,460.85714285714283,2.142857142857143,-0.05751693529842148,-13.609498785578555
BOL,Bolivia,11513100,-0.2944997834560416,-0.07258064516129047,,-291.42857142857144,-5.142857142857153,,0.9625212614977592,0.014489494575744152,0.11350713535016634,120241,5398,,,,698.1428571428571,65.71428571428571,4.915806128980256,3.102167940144002
BRA,Brazil,211049527,0.04949372798920352,-0.011809713905522382,,1865.142857142855,-10.142857142857224,,0.9528999428501651,0.014211920029557802,0.14986108450269117,4123000,126203,,,,39549.57142857143,848.7142857142857,-7.865032324173048,0.5330002355629786
BGR,Bulgaria,7000039,-0.14230396902226533,0.0,,-21.000000000000014,0.0,,1.004350832297478,0.009734088624363379,0.05845596003107983,17050,671,,,,126.57142857142857,9.428571428571429,0.14463735304782274,-0.0
CAN,Canada,37411047,0.2575511529717441,-0.2954545454545454,,113.28571428571428,-1.8571428571428568,,0.957454527539809,0.0006268736611407855,0.038253727568757966,133511,9192,,,,553.1428571428571,4.428571428571429,-0.7033905373427952,0.32599928447716436
CHL,Chile,18952038,0.01008048126168608,-0.0488431876606684,,17.71428571428578,-2.7142857142857153,,1.0173865805119962,0.008948219711252162,0.11447291315055405,420434,11551,,,,1775.0,52.857142857142854,-0.061195830170797993,0.7293597942939184
CHN,China,1433783686,-0.22488038277511965,-0.3,,-6.714285714285715,-0.4285714285714286,,0.9622824444316106,5.918605493185951e-06,0.0010725718356374156,90025,4728,,,,23.142857142857142,1.0,0.0010929930243074506,0.005389466628249663
COL,Colombia,50339443,-0.3546806266560338,-0.2693386773547094,,-3939.2857142857147,-96.0,,0.9258423272048658,0.01315646261719662,0.10395081248713857,650055,20886,,,,7167.285714285715,260.42857142857144,100.0,100.0
HRV,Croatia,4076246,-0.042325344212136774,0.07692307692307689,,-11.85714285714289,0.1428571428571428,,1.021827230057145,0.00380374491627836,0.02226141405597209,11739,197,,,,268.2857142857143,2.0,0.157168726192185,-0.05106343975135307
CUB,Cuba,11333483,0.21103896103896103,0.1999999999999999,,9.285714285714285,0.1428571428571428,,0.9952828812394087,0.0002404380012746302,0.0027358756350541135,4298,100,,,,53.285714285714285,0.8571428571428571,-0.03422639464909976,-0.01793192469024089
CYP,Cyprus,875899,-0.6363636363636364,inf,,-6.0,0.14285714285714285,,0.9604931055207493,0.0009647231016361475,0.009189415674638286,1507,21,,,,3.4285714285714284,0.14285714285714285,0.11988883375640227,-0.10430533712065207
CZE,Czechia,10649800,0.5876736111111109,0.0,,193.4285714285714,0.0,,1.006293736401626,0.0012075344137918082,0.011961633082311405,27752,431,,,,522.5714285714286,1.4285714285714286,-5.245525443980712,-0.0
DNK,Denmark,5806081,0.691358024691358,0.5,,56.0,0.14285714285714285,,0.9636343803820899,0.0008306807982871752,0.025634675093234145,18163,627,,,,137.0,0.42857142857142855,-1.334349097101356,-0.041316795109057176
DOM,Dominican Republic,10738958,0.5906654052349416,0.40336134453781514,,267.57142857142856,6.857142857142858,,0.9948084925296512,0.0059676180873414345,0.04372416765201987,98776,1840,,,,720.5714285714286,23.857142857142858,-8.512767801529385,-8.0354083796555
ECU,Ecuador,17373662,-0.11655492521918519,-0.2807692307692308,,-96.85714285714289,-10.42857142857143,,0.9116812186772912,0.006746994387251231,0.1611990609694145,118045,6724,,,,734.1428571428571,26.714285714285715,0.6226768414651012,6.928241375893419
EGY,Egypt,100388073,-0.03571428571428565,0.015037593984962353,,-6.428571428571416,0.2857142857142847,,0.8729939864733538,0.00040821582460298845,0.012498277559327193,99712,5511,,,,173.57142857142858,19.285714285714285,0.0021930651693969146,-0.004957525249149094
EST,Estonia,1324820,0.3061224489795918,-1.0,,4.285714285714285,-0.14285714285714285,,0.8024080144522223,0.0006114038133482284,0.014254011865762896,2491,64,,,,18.285714285714285,0.0,-0.09595041216722072,0.0
FIN,Finland,5517919,0.48251748251748255,0.0,,9.857142857142858,0.0,,0.9117253819587229,0.0004296909758914547,0.014249756112766425,8261,336,,,,30.285714285714285,0.14285714285714285,-0.08706391302024606,-0.0
FRA,France,67012883,0.44019057342181367,0.5357142857142856,,1847.8571428571422,6.428571428571427,,0.9915382486550404,0.0027833155603826207,0.0770656293059351,347267,30730,,,,6045.714285714285,18.428571428571427,-45.371886635394645,-2.9395511323781673
