abbr,country,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
DZA,Algeria,43053054,0.006578947368421128,0.11111111111111106,,0.7142857142857224,0.8571428571428568,,1.0716348446574475,0.000275799249920807,0.0021084683098207156,10919,767,,,,109.28571428571429,8.571428571428571,-1.606874998681054e-05,-0.0031167284994465883
ARG,Argentina,44780677,0.4778731280498066,0.3519999999999999,,405.7142857142858,6.285714285714285,,1.0983490158643936,0.0009132063814041936,0.0030198962824970242,31577,833,,,,1254.7142857142858,24.142857142857142,-7.311405677090968,-0.17246671212341985
AUS,Australia,25203198,0.1111111111111111,-1.0,,1.0,0.14285714285714285,,0.8764446724212153,4.404202990430024e-06,0.000489461694504007,7335,102,,,,10.0,0.0,-6.0342418821367926e-05,-0.0
AUT,Austria,8858775,0.2105263157894738,0.2500000000000001,,5.142857142857146,0.1428571428571429,,0.8774700153834166,0.00024834133387516895,0.011957635226089386,17109,677,,,,29.571428571428573,0.7142857142857143,-0.005295183287111335,-0.0005682807710511086
BGD,Bangladesh,163046161,0.16840352385045115,0.1890756302521009,,447.85714285714266,6.428571428571431,,1.1429539961968609,0.0005309907296744018,0.0014582250728368883,87520,1171,,,,3107.285714285714,40.42857142857143,-1.9038775514415758,-0.042304697742756886
BLR,Belarus,9452411,-0.12034902864669071,0.1470588235294118,,-104.42857142857133,0.7142857142857144,,0.979002999102592,0.0010113821754047724,0.0049053093438277285,53973,308,,,,763.2857142857143,5.571428571428571,1.4774152358507158,-0.014473014422644979
BEL,Belgium,11455519,-0.049704142011834325,-0.53125,,-6.0,-9.714285714285714,,0.8796374603182062,0.001710005456758441,0.13470939204063997,60029,9655,,,,114.71428571428571,8.571428571428571,0.004274800525429848,0.6112470880373645
BOL,Bolivia,11513100,0.3154875717017208,-0.039473684210526334,,165.0,-0.8571428571428577,,1.129442134800292,0.004113661828699482,0.011094926648774005,18459,611,,,,688.0,20.857142857142858,-4.450996243834245,0.02667002137843503
BRA,Brazil,211049527,-0.005895686482881029,-0.03696961209914573,,-149.0,-37.714285714285666,,1.009774803858641,0.007409549892049746,0.031103855541926895,867624,43332,,,,25123.714285714286,982.4285714285714,0.13832327572732722,0.9954900489274351
BGR,Bulgaria,7000039,1.6308411214953271,-0.3,,49.85714285714286,-0.8571428571428572,,1.0810878599942093,0.0011422793501579063,0.005488540849558124,3290,174,,,,80.42857142857143,2.0,-1.4056034312966619,0.014744919073619394
CAN,Canada,37411047,-0.3134709512662269,-0.3220675944333996,,-210.4285714285715,-23.142857142857146,,0.9578847785393617,0.0023693536296912512,0.02971996480077128,100404,8218,,,,460.85714285714283,48.714285714285715,1.0983657448089807,1.4290380605225181
CHL,Chile,18952038,0.16484823863966105,1.891938250428816,,811.5714285714284,157.57142857142856,,1.1155137290263324,0.01602740560144508,0.040145286749636105,174293,3323,,,,5734.714285714285,240.85714285714286,-56.10744604785067,-100.0
CHN,China,1433783686,2.2,0.0,,14.142857142857144,0.0,,0.7263070685956996,2.8735157473398675e-07,0.00027686742698786713,84335,4638,,,,20.571428571428573,0.0,-0.0005881196318937848,-0.0
COL,Colombia,50339443,-0.01674290942360474,0.16045845272206305,,-26.14285714285711,8.0,,1.1356022267809387,0.0023476223207316775,0.0064481444500687065,48896,1670,,,,1535.2857142857142,57.857142857142854,0.017923786232090122,-0.22541763322854405
HRV,Croatia,4076246,4.0,2.0,,0.5714285714285714,0.2857142857142857,,0.9266723705288924,0.0002391906670990907,0.004067467959490178,2252,107,,,,0.7142857142857143,0.42857142857142855,-0.0006566561625470205,-0.009170025231409753
CUB,Cuba,11333483,-0.6095890410958904,inf,,-12.714285714285715,0.14285714285714285,,0.8154558393462181,2.179382984030593e-05,0.0009051056943395071,2248,84,,,,8.142857142857142,0.14285714285714285,0.007977872771349015,-2.1601002070548003e-05
CYP,Cyprus,875899,-0.049999999999999975,-1.0,,-0.1428571428571428,-0.14285714285714285,,0.4937439168293298,9.932652052348501e-05,0.0030151878241669416,983,18,,,,2.7142857142857144,0.0,6.240956341867316e-05,0.0
CZE,Czechia,10649800,0.09999999999999992,-0.7142857142857143,,5.142857142857139,-0.7142857142857143,,0.7422062889442596,0.0001334297357696858,0.004658491239272099,10024,329,,,,56.57142857142857,0.2857142857142857,-0.0039342268753524215,0.002105569556430033
DNK,Denmark,5806081,-0.12186379928315405,-0.4666666666666667,,-4.857142857142854,-1.0,,0.9208919702563336,0.0005466682259513776,0.015782590701025355,12393,597,,,,35.0,1.1428571428571428,0.005506514615379536,0.017097729357665528
DOM,Dominican Republic,10738958,0.452267818574514,0.4999999999999999,,149.57142857142856,2.571428571428571,,1.0571457752765965,0.000646431432174332,0.006088113949230456,22962,592,,,,480.2857142857143,7.714285714285714,-4.353830190629264,-0.14895208299022014
ECU,Ecuador,17373662,-0.0972153157633019,0.04562737642585554,,-55.85714285714289,1.7142857142857153,,0.9903345452816585,0.002535504604613581,0.026082756761355207,46751,3896,,,,518.7142857142857,39.285714285714285,0.22572352944586774,-0.054380482474247746
EGY,Egypt,100388073,0.15669672311414126,0.21582733812949634,,203.57142857142867,8.57142857142857,,1.0953482938620103,0.0006784570912124193,0.002479428009341309,44598,1575,,,,1502.7142857142858,48.285714285714285,-0.6348893112724284,-0.12655773471653298
EST,Estonia,1324820,-0.5142857142857143,-1.0,,-5.142857142857143,-0.14285714285714285,,0.512744896619319,0.0002672061110188554,0.007865974245557888,1973,69,,,,4.857142857142857,0.0,0.022402042072069188,0.0
FIN,Finland,5517919,0.008196721311475585,0.0,,0.1428571428571459,0.0,,0.9007888146823095,0.0003330965894932492,0.00929045895744392,7104,326,,,,17.571428571428573,0.42857142857142855,-5.798688055861435e-06,-0.0
FRA,France,67012883,0.45771619684663156,-0.2861189801699717,,136.85714285714283,-14.42857142857143,,0.8843896879356533,0.0008584319525545558,0.08168292058110677,194153,29410,,,,435.85714285714283,36.0,-0.5443832144190122,0.3172419801009614
DEU,Germany,83019213,-0.24444444444444438,-0.19999999999999996,,-81.7142857142857,-4.142857142857142,,0.9566302209752028,0.000745839399850731,0.017076456747427853,187518,8801,,,,252.57142857142858,16.571428571428573,0.08096661711912133,0.023840037453983873
GRC,Greece,10724599,0.55,-0.4,,6.2857142857142865,-0.28571428571428575,,0.8637521571776207,0.00010023684801641534,0.002694739448999445,3121,183,,,,17.714285714285715,0.42857142857142855,-0.008218623249876638,0.0007656535883009031
