abbr,state,population,case_7day_perc_change,death_7day_perc_change,test_7day_perc_change,case_7day_change,death_7day_change,test_7day_change,current_r,cur_infected_perc,total_infected_perc,Confirmed,Deaths,daily_tests_7day_ma,pos_rate_7day_ma,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,c19pro_score_cases,c19pro_score_deaths
AL,Alabama,4903185,0.10156118851771027,0.03086419753086424,-0.15119409465914024,172.8571428571429,0.7142857142857153,-1741.0,0.9296179987290996,0.05323784438074435,0.15946185999508483,74212.0,1397.0,9774.0,0.19182086585401503,21.714285714285715,1874.857142857143,23.857142857142858,-31.05161522318832,-0.7318888636414816
AK,Alaska,731545,0.17647058823529413,inf,-0.028997727106092823,10.714285714285715,0.2857142857142857,-113.0,0.9985305113081662,0.004474092502853549,0.014078423063516256,2193.0,19.0,3783.8571428571427,0.024615849284554688,0.5714285714285714,71.42857142857143,0.2857142857142857,-4.295194567680723,-0.48285511778327117
AZ,Arizona,7278717,-0.1645702306079664,0.2577092511013215,-0.23655735148900794,-515.8571428571427,16.714285714285708,-3251.1428571428587,0.9063540629554008,0.04414898944415616,0.1847887477971736,152944.0,3063.0,10492.42857142857,0.2495813307555108,-69.71428571428571,2618.714285714286,81.57142857142857,57.57079684541012,-43.73334110796708
AR,Arkansas,3017825,0.016396681153694238,0.4062500000000001,0.25396694214876037,11.85714285714289,1.8571428571428577,1317.0,0.9624321528562153,0.018472906812025215,0.0766316801007348,36259.0,386.0,6502.714285714285,0.11302972385157847,1.4285714285714286,735.0,6.428571428571429,-1.3098036495131107,-3.9551724997334112
CA,California,39512223,0.061794863553084056,0.13015873015873008,0.030728466061543,549.2857142857138,11.714285714285708,3674.571428571435,0.9555644607717753,0.02016882218952854,0.09202691531681222,430773.0,8201.0,123256.57142857143,0.08048020621328796,65.28571428571429,9438.142857142857,101.71428571428571,-18.310560354647347,-5.780437898869032
CO,Colorado,5758736,0.12058731646360518,0.05128205128205126,0.08087621391220289,55.14285714285717,0.2857142857142856,525.8571428571431,1.0314065595943192,0.011212529971854936,0.05988327994198727,42295.0,1786.0,7027.857142857143,0.07201951417827016,-5.428571428571429,512.4285714285714,5.857142857142857,-3.614077821296517,-0.12821581198639734
CT,Connecticut,3565287,-0.1090573012939002,-0.4878048780487805,-0.19312963247302514,-8.42857142857143,-2.8571428571428568,-1976.5714285714275,0.992980748520715,0.0031545847501196957,0.14847360114347036,48232.0,4410.0,8257.857142857143,0.008338379032955628,0.8571428571428571,68.85714285714286,3.0,0.2971468644506141,3.9833586570678743
DE,Delaware,973764,0.3893653516295024,1.0,0.19202182066143877,32.428571428571416,0.5714285714285714,402.2857142857142,0.9720604804453424,0.008143656984649257,0.10163242839127345,13924.0,529.0,2497.285714285714,0.046336021966706706,0.8571428571428571,115.71428571428571,1.1428571428571428,-10.7201913260137,-2.4822930490491433
FL,Florida,21477737,-0.10792588222545954,0.2589820359281436,-0.13726157740823183,-1280.5714285714275,24.714285714285708,-8985.142857142855,0.9217914319405127,0.04838894339752833,0.1607807191232484,389868.0,5518.0,56474.857142857145,0.18742348048689178,44.285714285714285,10584.714285714286,120.14285714285714,96.70548799674413,-35.33084273878556
GA,Georgia,10617423,0.030944625407166217,0.4628571428571428,-0.0005289672544080605,108.5714285714289,11.57142857142857,-12.0,0.9649929738915538,0.03814051677134838,0.1266271486028201,156607.0,3361.0,22673.714285714286,0.1594861261624537,45.142857142857146,3617.1428571428573,36.57142857142857,-6.4034293479494675,-23.665558786224203
