country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,136895,160068,147300,178664,2020-07-29,1595,3.1,2020-11-01
India,,,86752,136051,106553,166094,2020-06-16,2003,,2020-11-01
Mexico,,,73493,88701,82007,97676,2020-06-03,1092,2.7,2020-11-01
United Kingdom,,,41866,43870,41909,51046,2020-04-21,1224,53.0,2020-11-01
Italy,,,35707,36813,35725,41001,2020-03-27,919,53.8,2020-11-01
Spain,,,30495,36679,31128,54056,2020-06-19,1179,,2020-11-01
France,,,31257,35594,31981,48810,2020-04-15,1438,,2020-11-01
Peru,,,31369,34137,31992,37881,2020-08-14,4143,3.0,2020-11-01
Iran,,,24301,30251,26948,34910,2020-07-28,235,1.0,2020-11-01
Colombia,,,24208,29760,27084,34657,2020-09-09,442,1.9,2020-11-01
Russia,,,19349,24509,20274,32408,2020-05-29,232,2.0,2020-11-01
Argentina,,,13053,21097,16452,31254,2020-08-24,381,0.9,2020-11-01
South Africa,,,15953,18248,16891,20734,2020-07-22,572,18.1,2020-11-01
Chile,,,12286,14550,12550,19388,2020-07-17,1057,5.7,2020-11-01
Indonesia,,,9553,14544,12527,20025,2020-07-22,139,1.3,2020-11-01
Ecuador,,,11090,12400,11199,14508,2020-09-07,3852,13.4,2020-11-01
Belgium,,,9948,10244,9980,11102,2020-04-10,496,76.9,2020-11-01
Turkey,,,7506,10226,7959,14559,2020-04-19,127,1.6,2020-11-01
Canada,,,9267,9763,9305,11324,2020-04-16,251,36.4,2020-11-01
Germany,,,9390,9678,9402,10832,2020-04-15,510,122.8,2020-11-01
Bolivia,,,7617,8764,8125,9481,2020-09-07,1656,2.5,2020-11-01
Philippines,,,4984,7913,6224,10411,2020-09-14,259,1.5,2020-11-01
Pakistan,,,6420,6759,6473,7307,2020-06-14,178,30.3,2020-11-01
Netherlands,,,6324,6635,6337,7480,2020-04-07,234,40.6,2020-11-01
Egypt,,,5770,6531,5862,8191,2020-06-15,97,3.7,2020-11-01
Ukraine,,,3626,6265,4769,8494,2020-11-01,80,2.0,2020-11-01
Romania,,,4435,6002,5100,7488,2020-09-01,60,1.3,2020-11-01
Sweden,,,5865,5960,5872,6220,2020-04-14,115,,2020-11-01
Bangladesh,,,4939,5940,5335,7087,2020-06-30,64,1.8,2020-11-01
Saudi Arabia,,,4485,5243,4750,6051,2020-07-05,58,1.7,2020-11-01
China,,,4737,4791,4737,5234,2020-04-17,1290,,2020-11-01
Morocco,,,1830,3432,2464,4852,2020-11-01,47,1.4,2020-11-01
Poland,,,2293,2986,2491,3966,2020-04-24,40,2.1,2020-11-01
Panama,,,2257,2883,2678,3275,2020-07-24,41,2.1,2020-11-01
Honduras,,,2184,2717,2347,3293,2020-08-27,56,1.3,2020-11-01
Dominican Republic,,,2047,2646,2272,3282,2020-09-05,39,6.3,2020-11-01
Switzerland,,,2045,2221,2082,2546,2020-04-04,75,,2020-11-01
Portugal,,,1912,2213,1936,2719,2020-04-03,37,2.2,2020-11-01
Israel,,,1256,2099,1516,3154,2020-08-19,73,0.8,2020-11-01
Algeria,,,1672,1934,1729,2299,2020-04-09,30,1.7,2020-11-01
Ireland,,,1792,1861,1797,2064,2020-04-24,220,,2020-11-01
Japan,,,1508,1822,1595,2203,2020-05-01,29,5.0,2020-11-01
Moldova,,,1203,1593,1363,1962,2020-09-18,16,5.1,2020-11-01
Nigeria,,,1098,1230,1131,1420,2020-06-16,31,3.7,2020-11-01
Belarus,,,780,1001,852,1311,2020-08-16,7,1.6,2020-11-01
Bulgaria,,,761,996,875,1195,2020-08-24,18,1.3,2020-11-01
Australia,,,851,985,896,1123,2020-09-03,59,8.6,2020-11-01
Hungary,,,683,982,797,1279,2020-04-24,23,1.5,2020-11-01
Austria,,,766,886,782,1109,2020-04-08,30,17.6,2020-11-01
Czechia,,,503,849,660,1244,2020-04-14,18,3.2,2020-11-01
Serbia,,,741,809,758,912,2020-07-10,18,9.6,2020-11-01
Kuwait,,,584,752,609,981,2020-05-30,11,2.4,2020-11-01
Denmark,,,638,702,647,837,2020-04-04,22,4.7,2020-11-01
Greece,,,338,563,429,814,2020-04-03,10,1.1,2020-11-01
United Arab Emirates,,,404,518,410,740,2020-05-10,13,,2020-11-01
South Korea,,,385,504,400,732,2020-03-02,11,2.6,2020-11-01
Finland,,,339,355,341,411,2020-04-21,43,,2020-11-01
Croatia,,,248,350,285,508,2020-04-19,8,0.8,2020-11-01
Norway,,,267,284,270,322,2020-04-20,16,,2020-11-01
Slovenia,,,142,167,146,224,2020-04-07,6,3.0,2020-11-01
Cuba,,,115,155,126,218,2020-04-24,6,0.8,2020-11-01
Malaysia,,,130,139,132,148,2020-03-29,8,,2020-11-01
Luxembourg,,,124,138,128,160,2020-04-11,8,,2020-11-01
Lithuania,,,87,95,88,108,2020-04-10,6,,2020-11-01
Estonia,,,64,69,66,75,2020-04-02,6,,2020-11-01
Slovakia,,,39,51,42,72,2020-09-03,4,,2020-11-01
Malta,,,20,50,32,86,2020-09-19,2,1.1,2020-11-01
Latvia,,,36,42,37,51,2020-04-21,4,,2020-11-01
Cyprus,,,22,26,23,31,2020-03-30,2,,2020-11-01
Iceland,,,10,11,10,14,2020-03-15,5,,2020-11-01
