country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23159,23934,23220,26385,2020-04-07,814,40.7,2020-10-01
US,CA,Los Angeles,3457,6776,4134,12173,2020-04-18,79,,2020-10-01
Canada,,Quebec,5566,6359,5768,7055,2020-05-31,202,19.2,2020-10-01
US,IL,Cook,4622,6332,5074,7809,2020-05-13,140,19.2,2020-10-01
Canada,,Ontario,2744,3177,2814,3917,2020-05-04,120,14.8,2020-10-01
US,AZ,Maricopa,880,3091,2033,5451,2020-07-01,46,1.9,2020-10-01
US,MI,Wayne,2728,3078,2762,3723,2020-04-22,173,,2020-10-01
US,FL,Miami-Dade,1038,2673,1363,4165,2020-04-16,37,5.8,2020-10-01
US,NJ,Bergen,2003,2332,2030,3049,2020-06-25,265,14.0,2020-10-01
US,NY,Nassau,2186,2317,2199,2911,2020-04-07,338,76.0,2020-10-01
US,NY,Suffolk,1983,2292,2011,3258,2020-05-06,226,,2020-10-01
US,PA,Philadelphia,1619,2283,1743,3714,2020-05-01,97,,2020-10-01
US,MA,Middlesex,1877,2254,1949,2973,2020-04-25,201,6.6,2020-10-01
US,NJ,Essex,2038,2233,2073,2609,2020-06-25,247,12.2,2020-10-01
US,NJ,Hudson,1455,1578,1475,1823,2020-04-19,178,36.0,2020-10-01
US,NY,Westchester,1426,1510,1437,1812,2020-04-06,144,,2020-10-01
US,TX,Dallas,395,1466,627,3055,2020-06-30,20,7.0,2020-10-01
US,FL,Palm Beach,541,1436,789,2274,2020-04-08,18,2.6,2020-10-01
US,TX,Harris,387,1406,554,3179,2020-04-28,14,,2020-10-01
US,CA,Orange,363,1329,620,2539,2020-06-24,26,4.3,2020-10-01
US,CA,Riverside,479,1244,613,2505,2020-04-27,23,,2020-10-01
US,MA,Suffolk,1008,1141,1028,1429,2020-04-25,106,-26.0,2020-10-01
US,NV,Clark,435,996,592,1703,2020-04-12,25,,2020-10-01
US,CA,San Diego,387,851,452,1934,2020-04-22,24,,2020-10-01
US,FL,Broward,409,849,473,1644,2020-05-08,18,2.0,2020-10-01
US,WA,King,619,813,644,1161,2020-03-28,27,11.0,2020-10-01
US,FL,Hillsborough,150,661,307,1247,2020-09-09,7,3.5,2020-10-01
US,CA,San Bernardino,269,596,332,1299,2020-05-13,18,,2020-10-01
US,LA,Orleans,534,569,544,645,2020-04-14,32,,2020-10-01
US,TX,Tarrant,233,519,315,1137,2020-06-10,11,,2020-10-01
US,TX,Bexar,117,479,220,1069,2020-04-08,6,2.5,2020-10-01
US,CA,Alameda,140,348,164,1173,2020-04-15,13,,2020-10-01
US,CA,Santa Clara,160,238,176,403,2020-04-22,11,,2020-10-01
Canada,,Alberta,155,225,165,424,2020-05-04,9,,2020-10-01
Canada,,British Columbia,177,222,187,332,2020-04-13,11,,2020-10-01
US,FL,Orange,59,157,69,388,2020-04-15,5,,2020-10-01
US,NV,Washoe,79,148,91,297,2020-05-25,6,0.5,2020-10-01
US,CA,Sacramento,69,110,73,235,2020-04-09,11,,2020-10-01
