country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Italy,,24648,44683,32779,70978,2020-03-27,919,1.5
France,,20829,41643,27920,80282,2020-04-15,1440,1.7
United Kingdom,,17378,39890,24808,79024,2020-04-10,981,1.0
Spain,,21282,31854,26552,45275,2020-04-02,961,2.0
Brazil,,2741,16846,8119,36341,2020-04-30,221,1.4
Germany,,5033,16281,7840,29426,2020-04-15,510,1.3
Belgium,,5998,11465,7954,22223,2020-04-10,496,1.8
Netherlands,,3929,9906,5581,16921,2020-04-07,234,0.9
Iran,,5297,9724,6959,15085,2020-04-04,158,1.6
Turkey,,2259,7996,4048,19289,2020-04-24,151,1.3
Canada,,1909,7722,3924,13349,2020-04-16,251,0.7
Sweden,,1765,6078,3134,12638,2020-04-21,185,0.5
Russia,,456,3466,1458,7638,2020-05-01,63,1.2
Portugal,,762,3154,1519,6129,2020-04-03,37,1.3
Switzerland,,1478,2873,1878,5578,2020-04-04,75,1.2
Mexico,,712,2816,1352,6143,2020-04-19,104,2.0
Ireland,,730,2652,1258,5766,2020-04-20,77,1.1
Romania,,498,2313,1115,4872,2020-04-19,30,1.4
India,,645,2103,1044,4340,2020-04-21,53,0.7
Indonesia,,616,1704,888,3078,2020-04-14,60,1.0
Poland,,401,1444,644,3454,2020-04-08,30,0.9
Austria,,491,1261,697,2877,2020-04-08,30,1.0
Philippines,,437,1049,571,1898,2020-04-12,50,1.8
Hungary,,213,871,381,2110,2020-04-19,17,0.9
Denmark,,370,803,533,1512,2020-04-04,22,2.5
Finland,,141,721,278,1694,2020-04-21,43,0.2
Czechia,,201,643,374,1068,2020-04-14,18,1.3
Norway,,182,475,272,1158,2020-04-20,16,7.0
Greece,,121,301,186,516,2020-04-03,10,0.8
Croatia,,48,204,100,513,2020-04-19,8,2.0
Slovenia,,77,201,110,442,2020-04-07,6,
Luxembourg,,78,178,111,303,2020-04-11,8,1.0
Bulgaria,,45,171,90,403,2020-04-03,4,1.0
Estonia,,43,169,99,275,2020-04-02,6,0.7
Lithuania,,38,166,85,378,2020-04-10,6,2.0
Latvia,,9,84,51,137,2020-04-21,4,0.2
Slovakia,,14,71,29,183,2020-04-15,4,1.0
Cyprus,,12,45,31,78,2020-03-30,2,
Malta,,3,18,13,27,2020-04-11,1,
