country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23723,23881,23732,24700,2020-05-18,4424,225.1,2020-11-01
US,CA,Los Angeles,6128,7440,6673,8702,2020-08-12,113,1.2,2020-11-01
Canada,,Quebec,5773,5885,5786,6269,2020-05-31,202,58.2,2020-11-01
US,IL,Cook,5103,5381,5131,5988,2020-05-13,140,28.0,2020-11-01
US,AZ,Maricopa,3133,3622,3360,4000,2020-08-12,111,2.6,2020-11-01
US,FL,Miami-Dade,2789,3323,3037,3739,2020-09-01,100,0.7,2020-11-01
US,TX,Harris,2363,3150,2713,3835,2020-08-12,63,,2020-11-01
US,MI,Wayne,2939,3070,2966,3334,2020-04-22,173,6.9,2020-11-01
Canada,,Ontario,2863,2927,2870,3137,2020-05-04,120,63.2,2020-11-01
US,NY,Nassau,2199,2209,2202,2241,2020-04-07,338,,2020-11-01
US,MA,Middlesex,2094,2201,2111,2417,2020-04-25,201,9.2,2020-11-01
US,NJ,Essex,2121,2152,2130,2218,2020-06-25,247,,2020-11-01
US,NJ,Bergen,2040,2068,2048,2127,2020-06-25,265,45.4,2020-11-01
US,NY,Suffolk,2006,2021,2009,2060,2020-05-06,226,,2020-11-01
US,PA,Philadelphia,1763,1832,1776,1985,2020-05-01,97,,2020-11-01
US,NV,Clark,1240,1668,1455,1999,2020-08-20,37,0.9,2020-11-01
US,TX,Bexar,1172,1599,1366,1952,2020-07-27,158,,2020-11-01
US,FL,Broward,1258,1555,1391,1777,2020-08-16,40,1.2,2020-11-01
US,NJ,Hudson,1512,1530,1518,1562,2020-04-19,178,,2020-11-01
US,CA,Orange,1069,1513,1272,1940,2020-08-06,32,2.8,2020-11-01
US,NY,Westchester,1452,1462,1455,1492,2020-04-06,144,,2020-11-01
US,CA,Riverside,1094,1435,1255,1735,2020-08-24,45,1.1,2020-11-01
US,FL,Palm Beach,1187,1422,1293,1669,2020-08-07,27,1.3,2020-11-01
US,TX,Dallas,1021,1341,1175,1568,2020-07-29,36,,2020-11-01
US,MA,Suffolk,1113,1165,1127,1258,2020-04-25,106,13.7,2020-11-01
US,CA,San Bernardino,796,1151,961,1469,2020-08-22,62,1.8,2020-11-01
US,CA,San Diego,725,939,813,1146,2020-04-22,24,1.3,2020-11-01
US,TX,Tarrant,643,901,765,1130,2020-08-31,58,,2020-11-01
US,WA,King,744,806,752,923,2020-03-28,27,11.9,2020-11-01
US,FL,Hillsborough,579,714,638,830,2020-07-16,40,0.7,2020-11-01
US,LA,Orleans,584,602,590,633,2020-04-14,32,13.0,2020-11-01
US,CA,Sacramento,346,597,447,876,2020-08-31,19,0.8,2020-11-01
US,FL,Orange,401,513,449,625,2020-08-06,25,0.9,2020-11-01
US,CA,Alameda,303,472,381,606,2020-09-03,21,,2020-11-01
US,CA,Santa Clara,263,371,308,493,2020-07-14,13,,2020-11-01
Canada,,Alberta,253,350,282,472,2020-05-04,9,0.4,2020-11-01
Canada,,British Columbia,213,251,219,322,2020-04-13,11,,2020-11-01
US,NV,Washoe,147,194,166,235,2020-05-25,6,,2020-11-01
