country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,686.593295377,476,953
US,TX,,96.9586265423,64,135
US,CA,,93.4481387086,55,141
US,FL,,82.6716405905,47,119
US,GA,,41.9966631282,23,65
US,TN,,24.3100478308,16,35
US,NC,,22.4638153463,13,34
US,SC,,22.2883275334,13,33
US,LA,,20.3665705874,9,36
US,IL,,19.6979473104,2,40
US,OH,,19.690875964,6,36
US,MS,,15.2232436911,7,26
US,AZ,,14.490686865,6,26
US,AL,,12.3118049038,6,20
US,PA,,11.7995566872,0,32
US,VA,,11.6387188763,2,25
US,AR,,11.5533178137,7,17
US,MA,,11.1954175372,0,30
US,MI,,10.8833334973,1,24
US,MO,,10.2659583995,5,17
US,IN,,9.90788285175,0,25
US,NV,,8.98110564636,5,14
US,IA,,8.33702740877,3,15
US,KY,,8.10849453239,4,13
US,MN,,8.05415319903,1,17
US,PR,,7.58488323391,5,11
US,OK,,7.28512488726,4,11
US,WA,,6.93406730579,1,16
US,NY,,6.49889306124,0,42
US,WI,,6.2495495352,3,11
US,MD,,6.04095807777,0,15
US,NJ,,5.5686493492,0,24
US,KS,,5.01747602984,2,9
US,ID,,3.91018637525,2,6
US,WV,,3.73571067875,2,6
US,OR,,3.44661642858,2,6
US,NE,,3.31999706778,1,6
US,NM,,2.93572392359,1,6
US,CO,,2.90049337891,0,10
US,UT,,2.51429142494,1,4
US,MT,,2.21163979977,1,4
US,HI,,2.0384036385,1,4
US,CT,,2.01315399843,0,8
US,RI,,1.82135351006,0,6
US,ND,,1.80802709415,1,3
US,SD,,1.46048011495,0,4
US,GU,,1.26226246102,0,3
US,DE,,0.959126342796,0,3
US,DC,,0.571918513202,0,2
US,NH,,0.500933642806,0,2
US,AK,,0.427004510458,0,1
US,VI,,0.293157362544,0,1
US,ME,,0.287614981259,0,1
US,WY,,0.250525946417,0,1
US,VT,,0.0935221519272,0,1
US,MP,,0.00819509991423,0,1
US,AS,,,,
