date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,295,200,400,295,200,400,295,200,400
2020-02-23,,,,,,,,,295,200,400,590,400,800,590,400,800
2020-02-24,,,,,,,,,295,200,400,884,600,1200,884,600,1200
2020-02-25,,,,,,,,,295,200,400,1179,800,1600,1179,800,1600
2020-02-26,,,,,,,,,295,200,400,1474,1000,2000,1474,1000,2000
2020-02-27,,,,,,,,,295,200,400,1769,1200,2400,1769,1200,2400
2020-02-28,,,,,,,,,295,200,400,2063,1400,2800,2063,1400,2800
2020-02-29,,,,,,,,,295,200,400,2358,1600,3200,2358,1600,3200
2020-03-01,,,,,,,,,295,200,400,2653,1800,3600,2653,1800,3600
2020-03-02,,,,,,,,,896,599,1249,3549,2399,4849,3549,2399,4849
2020-03-03,,,,,,,,,891,598,1239,4440,2998,6088,4440,2998,6088
2020-03-04,,,,,,,,,949,636,1316,5389,3634,7404,5389,3634,7404
2020-03-05,,,,,,,,,1067,714,1477,6456,4348,8880,6456,4348,8880
2020-03-06,,,,,,,,,1311,875,1818,7766,5224,10697,7766,5224,10697
2020-03-07,,,,,,,,,1690,1128,2366,9457,6352,13063,9457,6352,13063
2020-03-08,,,,,,,,,1988,1331,2824,11150,7484,15486,11445,7684,15886
2020-03-09,,,,,,,,,2258,1519,3196,13113,8804,18281,13703,9204,19081
2020-03-10,,,,,,,,,2587,1752,3667,15405,10357,21548,16289,10957,22748
2020-03-11,,,,,,,,,2986,2043,4213,18097,12200,25361,19276,13000,26961
2020-03-12,,,,,,,,,3477,2412,4879,21279,14413,29840,22752,15413,31840
2020-03-13,,,,,,,,,3976,2814,5553,24960,17027,34992,26729,18227,37392
2020-03-14,,,,,,,,,4469,3241,6190,29135,20068,40782,31198,21468,43582
2020-03-15,,,,,,,,,4974,3685,6754,33814,23554,47135,36172,25154,50335
2020-03-16,,,,,,,,,5496,4164,7312,39015,27518,54046,41668,29318,57646
2020-03-17,1,1,,,,,,,6029,4638,7852,44148,31556,60650,47696,33956,65498
2020-03-18,0,1,,,,,,,6536,5087,8260,49792,36046,67670,54232,39044,73757
2020-03-19,3,4,,,,,,,6994,5537,8622,55837,40947,74975,61226,44581,82378
2020-03-20,1,5,,,,,,,7398,5929,9003,62169,46162,82501,68624,50511,91380
2020-03-21,1,6,,,,,,,7749,6322,9343,68607,51609,90026,76374,56834,100723
2020-03-22,3,9,,,,,,,8048,6654,9648,74966,57136,97308,84422,63489,110370
2020-03-23,3,12,,,,,,,8292,6898,9873,81269,62703,104358,92714,70387,120243
2020-03-24,4,16,,,,,,,8480,7110,10002,87491,68294,111164,101194,77498,130244
2020-03-25,3,19,,,,,,,8618,7202,10135,93523,73744,117632,109812,84701,140379
2020-03-26,7,26,,,,,,,8718,7298,10191,99254,78999,123609,118530,92000,150569
2020-03-27,8,34,,,,,,,8785,7342,10280,104563,83928,129010,127315,99342,160849
2020-03-28,13,47,,,,,,,8828,7399,10310,109414,88514,133766,136143,106741,171158
2020-03-29,19,66,,,,,,,8848,7400,10324,113793,92672,137900,144991,114141,181481
2020-03-30,7,73,,,,,,,8849,7374,10369,117669,96361,141515,153840,121516,191850
2020-03-31,26,99,,,,,,,8836,7372,10373,121008,99570,144576,162676,128889,202222
2020-04-01,42,141,,,,,,,8810,7345,10328,123790,102277,147053,171486,136234,212550
2020-04-02,22,163,,,,,,,8777,7215,10352,126030,104405,149145,180263,143449,222902
2020-04-03,47,210,,,,,,,8736,7131,10364,127772,105999,150888,188999,150581,233266
2020-04-04,34,244,,,,,,,8689,7010,10421,129063,107079,152307,197688,157591,243686
2020-04-05,30,274,,,,,,,8638,6824,10466,129952,107581,153430,206326,164415,254152
