country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1869,1347,2478
US,NY,436,321,561
US,NJ,217,156,281
US,MA,172,130,221
US,PA,167,143,221
US,MI,114,81,149
US,IL,85,62,105
US,CT,83,58,109
US,CA,70,45,98
US,MD,53,37,72
US,LA,48,33,64
US,OH,41,30,58
US,FL,38,24,54
US,GA,35,25,47
US,IN,35,24,47
US,CO,27,19,37
US,TX,25,17,34
US,VA,23,16,31
US,NC,18,13,23
US,MN,18,12,25
US,WA,15,8,24
US,MO,12,9,16
US,AZ,12,8,15
US,RI,10,7,14
US,DC,9,6,13
US,AL,9,6,12
US,SC,8,6,12
US,MS,8,5,12
US,KY,8,5,11
US,WI,8,4,11
US,IA,7,6,10
US,DE,7,5,9
US,NV,7,4,10
US,OK,6,4,9
US,NM,6,4,8
US,TN,5,3,7
US,KS,4,2,7
US,OR,3,1,4
US,NE,2,1,4
US,PR,2,1,4
US,AR,2,1,3
US,ID,2,1,3
US,ME,2,1,3
US,NH,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,VT,1,0,2
US,HI,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,MP,0,0,1
US,SD,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
