country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,730,492,1018
US,TX,,116,81,159
US,FL,,110,60,159
US,CA,,86,33,142
US,AZ,,70,40,104
US,GA,,22,8,44
US,AL,,21,11,31
US,LA,,21,7,46
US,SC,,20,11,31
US,NC,,19,9,33
US,OH,,19,7,40
US,NJ,,19,3,29
US,NY,,16,1,54
US,MS,,15,6,26
US,PA,,15,3,33
US,MA,,14,4,30
US,IL,,14,4,21
US,TN,,13,8,19
US,MD,,9,3,18
US,IN,,8,2,21
US,VA,,8,2,16
US,MI,,8,1,20
US,NV,,7,3,13
US,MO,,6,2,13
US,MN,,6,2,12
US,KY,,6,2,11
US,AR,,5,2,9
US,CO,,5,1,14
US,IA,,5,1,12
US,WA,,5,1,12
US,UT,,4,2,6
US,NM,,4,1,10
US,WI,,4,1,9
US,OK,,4,1,7
US,OR,,3,1,7
US,NE,,3,1,6
US,ID,,3,1,5
US,CT,,3,0,6
US,KS,,2,0,5
US,RI,,2,0,4
US,DC,,1,0,3
US,DE,,1,0,3
US,MT,,1,0,3
US,PR,,1,0,3
US,SD,,1,0,3
US,ND,,1,0,2
US,NH,,1,0,2
US,WV,,0,0,2
US,AK,,0,0,1
US,GU,,0,0,1
US,HI,,0,0,1
US,ME,,0,0,1
US,MP,,0,0,1
US,VI,,0,0,1
US,VT,,0,0,1
US,WY,,0,0,1
US,AS,,,,
