country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,783,513,1088
US,NY,,74,36,149
US,IL,,67,42,82
US,CA,,66,32,104
US,NJ,,62,31,87
US,PA,,43,22,68
US,MA,,42,23,64
US,GA,,35,20,52
US,FL,,35,17,50
US,MD,,28,13,37
US,TX,,24,14,37
US,OH,,24,12,34
US,MN,,21,12,27
US,AZ,,21,11,31
US,IN,,20,9,36
US,MI,,19,9,30
US,CT,,18,9,28
US,NC,,16,10,22
US,LA,,14,7,23
US,AL,,13,8,18
US,VA,,13,5,22
US,MS,,12,5,19
US,MO,,11,6,16
US,CO,,10,3,17
US,RI,,9,5,13
US,SC,,9,5,13
US,IA,,8,5,12
US,WI,,8,5,12
US,WA,,8,2,17
US,TN,,6,3,9
US,KY,,5,3,8
US,NH,,5,2,9
US,NM,,5,2,8
US,NE,,4,3,6
US,AR,,4,2,6
US,NV,,4,2,6
US,DE,,4,1,7
US,DC,,4,1,6
US,UT,,3,1,4
US,OK,,2,1,4
US,KS,,2,0,4
US,OR,,1,0,3
US,SD,,1,0,3
US,ND,,1,0,2
US,PR,,1,0,2
US,WV,,1,0,2
US,AK,,0,0,1
US,GU,,0,0,1
US,HI,,0,0,1
US,ID,,0,0,1
US,ME,,0,0,1
US,MP,,0,0,1
US,MT,,0,0,1
US,VI,,0,0,1
US,VT,,0,0,1
US,WY,,0,0,1
US,AS,,,,
