date,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-05-17,1490090,85926,11857580,22622.4,1328.14,374414,0.062075,0.0604209,4.84093,3.22728,7.26139,0.934821,88029.9,58686.6,132045,1.4751e+06,983399,2.21265e+06,0.00444473,0.00296316,0.0066671,1.26065e+07,8.40435e+06,1.89098e+07,0.0379857,0.0253238,0.0569785
2020-05-18,1510938,86816,12221954,22986.6,1327.71,370849,0.0636855,0.0619837,4.69318,3.12879,7.03977,0.945141,87795,58530,131692,1.45338e+06,968920,2.18007e+06,0.00437929,0.00291953,0.00656894,1.26943e+07,8.46288e+06,1.90415e+07,0.0382502,0.0255001,0.0573753
2020-05-19,1531816,88147,12618968,22746.4,1302.86,381204,0.0612697,0.0596699,4.68599,3.12399,7.02898,0.954396,87426.5,58284.3,131140,1.43293e+06,955285,2.14939e+06,0.00431766,0.00287844,0.00647649,1.27817e+07,8.52116e+06,1.91726e+07,0.0385137,0.0256758,0.0577705
2020-05-20,1553074,89533,13057718,22693.7,1252.86,393663,0.0587718,0.0576476,4.64526,3.09684,6.96789,0.959752,86858.2,57905.5,130287,1.4132e+06,942130,2.11979e+06,0.00425821,0.00283881,0.00638731,1.28686e+07,8.57907e+06,1.93029e+07,0.0387754,0.0258502,0.0581631
2020-05-21,1579817,90959,13553065,22698,1191.71,409043,0.0564461,0.0554905,4.5991,3.06606,6.89864,0.961058,85953.7,57302.5,128931,1.39373e+06,929154,2.0906e+06,0.00419956,0.00279971,0.00629934,1.29546e+07,8.63637e+06,1.94318e+07,0.0390344,0.0260229,0.0585515
2020-05-22,1603990,92262,13961940,22519.6,1197.14,409473,0.0559362,0.0549965,4.5566,3.03773,6.8349,0.959443,85191.2,56794.1,127787,1.37453e+06,916355,2.0618e+06,0.00414171,0.00276114,0.00621256,1.30397e+07,8.69317e+06,1.95596e+07,0.0392911,0.026194,0.0589366
2020-05-23,1626355,93297,14382183,22344.1,1174.29,416347,0.0545268,0.0536671,4.50723,3.00482,6.76085,0.956395,83778.3,55852.2,125667,1.3557e+06,903799,2.03355e+06,0.00408496,0.0027233,0.00612743,1.31235e+07,8.74902e+06,1.96853e+07,0.0395435,0.0263623,0.0593152
2020-05-24,1645214,93980,14738778,22252,1150.57,419638,0.0540622,0.0530266,4.43685,2.9579,6.65528,0.953394,82453.6,54969,123680,1.33744e+06,891627,2.00616e+06,0.00402995,0.00268663,0.00604492,1.3206e+07,8.80399e+06,1.9809e+07,0.0397919,0.026528,0.0596879
2020-05-25,1663745,94533,15162218,21921,1102.43,428875,0.0521882,0.0511128,4.40114,2.93409,6.60171,0.954028,81634,54422.6,122451,1.32035e+06,880231,1.98052e+06,0.00397844,0.00265229,0.00596765,1.32876e+07,8.85841e+06,1.99314e+07,0.0400379,0.0266919,0.0600569
2020-05-26,1680723,95206,15476446,21363.9,1008.43,417495,0.0523353,0.0511715,4.41179,2.9412,6.61769,0.958584,81111.9,54074.6,121668,1.30498e+06,869987,1.95747e+06,0.00393214,0.00262142,0.00589821,1.33687e+07,8.91248e+06,2.00531e+07,0.0402823,0.0268549,0.0604235
2020-05-27,1700136,96521,15890650,21100.3,998.286,415206,0.0521375,0.0508189,4.3745,2.91633,6.56174,0.969356,81212.5,54141.6,121819,1.29194e+06,861293,1.93791e+06,0.00389284,0.00259523,0.00583927,1.34499e+07,8.96663e+06,2.01749e+07,0.040527,0.027018,0.0607906
2020-05-28,1722794,97766,16356076,20516.7,972.429,410488,0.0512367,0.0499813,4.41577,2.94385,6.62366,0.985777,81789.3,54526.2,122684,1.28143e+06,854284,1.92214e+06,0.00386116,0.00257411,0.00579175,1.35317e+07,9.02115e+06,2.02976e+07,0.0407735,0.0271823,0.0611602
2020-05-29,1746382,98933,16869163,20433.1,953,425086,0.0491988,0.0480683,4.36295,2.90864,6.54443,1.00609,82423.8,54949.2,123636,1.27325e+06,848835,1.90988e+06,0.00383654,0.00255769,0.0057548,1.36142e+07,9.0761e+06,2.04212e+07,0.0410218,0.0273479,0.0615328
2020-05-30,1769819,99850,17312502,20586.3,936.143,428579,0.0491769,0.0480338,4.29637,2.86425,6.44456,1.02986,84054.6,56036.4,126082,1.26816e+06,845439,1.90224e+06,0.00382119,0.00254746,0.00573178,1.36982e+07,9.13214e+06,2.05473e+07,0.0412751,0.0275167,0.0619127
2020-05-31,1791211,100500,17734174,20856.7,931.429,436053,0.0487405,0.0478307,4.2207,2.8138,6.33105,1.05658,85822.1,57214.7,128733,1.26553e+06,843690,1.8983e+06,0.00381328,0.00254219,0.00571992,1.3784e+07,9.18935e+06,2.0676e+07,0.0415337,0.0276891,0.0623006
2020-06-01,1811571,101173,18147077,20616,948.571,432696,0.048348,0.0476455,4.25858,2.83906,6.38788,1.08322,87875,58583.3,131813,1.26538e+06,843586,1.89807e+06,0.00381281,0.00254187,0.00571922,1.38719e+07,9.24794e+06,2.08079e+07,0.0417985,0.0278657,0.0626977
2020-06-02,1831729,102173,18587668,21070.3,995.286,449554,0.0474065,0.0468693,4.14928,2.76619,6.22392,1.11069,90793.1,60528.7,136190,1.26838e+06,845585,1.90257e+06,0.00382185,0.0025479,0.00573277,1.39627e+07,9.30846e+06,2.0944e+07,0.0420721,0.028048,0.0631081
2020-06-03,1851884,103152,19059086,21176.3,947.286,456835,0.0467846,0.0463543,4.10167,2.73445,6.15251,1.13752,93987.9,62658.6,140982,1.27494e+06,849959,1.91241e+06,0.00384162,0.00256108,0.00576242,1.40567e+07,9.37112e+06,2.1085e+07,0.0423553,0.0282368,0.0635329
2020-06-04,1872267,104020,19553602,20851.3,893.429,461163,0.0456475,0.0452146,4.12223,2.74815,6.18334,1.1642,97734.4,65156.3,146602,1.28582e+06,857210,1.92872e+06,0.00387439,0.00258293,0.00581158,1.41544e+07,9.43628e+06,2.12316e+07,0.0426498,0.0284332,0.0639746
2020-06-05,1895332,104860,20142787,20776.6,846.714,472720,0.0444266,0.0439511,4.10035,2.73357,6.15052,1.19165,102292,68194.7,153438,1.30215e+06,868102,1.95323e+06,0.00392362,0.00261575,0.00588543,1.42567e+07,9.50447e+06,2.13851e+07,0.042958,0.0286387,0.064437
2020-06-06,1917892,105570,20701053,20651.3,817.143,489456,0.042661,0.0421924,4.05681,2.70454,6.08521,1.21847,106990,71326.5,160485,1.32395e+06,882635,1.98593e+06,0.0039893,0.00265953,0.00598395,1.43637e+07,9.5758e+06,2.15456e+07,0.0432804,0.0288536,0.0649205
2020-06-07,1936710,106016,21125612,20283.6,788,491815,0.0418657,0.0412423,4.06504,2.71003,6.09756,1.24317,113018,75345,169526,1.35319e+06,902128,2.02979e+06,0.0040774,0.00271827,0.00611611,1.44767e+07,9.65115e+06,2.17151e+07,0.0436209,0.0290806,0.0654314
2020-06-08,1953940,106695,21535762,20338.4,788.857,493461,0.0420131,0.0412159,4.01378,2.67585,6.02067,1.26704,119761,79840.4,179641,1.3905e+06,926999,2.08575e+06,0.00418982,0.00279321,0.00628473,1.45965e+07,9.73099e+06,2.18947e+07,0.0439818,0.0293212,0.0659726
2020-06-09,1971092,107599,21980256,19909,775.143,495836,0.0410787,0.0401524,4.07413,2.71609,6.1112,1.28696,126842,84561.5,190263,1.43571e+06,957138,2.15356e+06,0.00432604,0.00288403,0.00648906,1.47233e+07,9.81555e+06,2.2085e+07,0.044364,0.029576,0.0665459
2020-06-10,1991819,108484,22428294,19990.7,761.714,494419,0.0415335,0.0404327,4.06251,2.70834,6.09376,1.30291,134327,89551.5,201491,1.48892e+06,992615,2.23338e+06,0.00448638,0.00299092,0.00672958,1.48576e+07,9.9051e+06,2.22865e+07,0.0447687,0.0298458,0.0671531
2020-06-11,2013889,109382,22907335,20231.7,766,496618,0.0422282,0.040739,4.04263,2.69508,6.06394,1.3136,142282,94854.8,213423,1.54999e+06,1.03333e+06,2.32499e+06,0.0046704,0.0031136,0.0070056,1.49999e+07,9.99995e+06,2.24999e+07,0.0451974,0.0301316,0.0677962
2020-06-12,2036984,110145,23503439,20236,755,498160,0.0421502,0.0406215,4.07313,2.71542,6.10969,1.31849,150463,100308,225694,1.61867e+06,1.07911e+06,2.428e+06,0.00487732,0.00325155,0.00731599,1.51504e+07,1.01003e+07,2.27256e+07,0.0456508,0.0304339,0.0684762
2020-06-13,2062230,110835,24027043,20619.7,752.143,494132,0.043397,0.0417291,4.07642,2.71761,6.11463,1.318,159185,106124,238778,1.69543e+06,1.13028e+06,2.54314e+06,0.00510862,0.00340575,0.00766293,1.53096e+07,1.02064e+07,2.29644e+07,0.0461305,0.0307536,0.0691957
2020-06-14,2083563,111190,24508873,20979,739.143,501892,0.0434058,0.0417998,4.09086,2.72724,6.13629,1.31324,167384,111589,251076,1.77876e+06,1.18584e+06,2.66813e+06,0.00535971,0.00357314,0.00803956,1.5477e+07,1.0318e+07,2.32154e+07,0.0466348,0.0310899,0.0699522
2020-06-15,2102217,111597,24955766,21182.4,700.286,507213,0.0433558,0.0417624,4.14849,2.76566,6.22273,1.30267,175754,117169,263631,1.86869e+06,1.24579e+06,2.80303e+06,0.00563069,0.00375379,0.00844603,1.56527e+07,1.04351e+07,2.34791e+07,0.0471644,0.0314429,0.0707466
2020-06-16,2125485,112304,25439807,22056.1,672.143,513046,0.044628,0.0429905,4.11645,2.7443,6.17468,1.28833,184174,122783,276261,1.96499e+06,1.30999e+06,2.94748e+06,0.00592085,0.00394723,0.00888128,1.58369e+07,1.05579e+07,2.37553e+07,0.0477193,0.0318129,0.071579
2020-06-17,2149390,113098,25962250,22510.1,659.143,524377,0.0445877,0.0429274,4.17536,2.78357,6.26304,1.27018,192563,128376,288845,2.06676e+06,1.37784e+06,3.10014e+06,0.0062275,0.00415167,0.00934126,1.60295e+07,1.06863e+07,2.40442e+07,0.0482996,0.0321997,0.0724494
2020-06-18,2176478,113788,26498035,23227,629.429,529479,0.0452806,0.0438677,4.20779,2.8052,6.31169,1.24975,199920,133280,299880,2.17269e+06,1.44846e+06,3.25903e+06,0.0065467,0.00436446,0.00982004,1.62294e+07,1.08196e+07,2.43441e+07,0.048902,0.0326013,0.0733529
2020-06-19,2207438,114444,27111222,24350.6,614.143,532081,0.0472462,0.0457648,4.20081,2.80054,6.30121,1.22707,206048,137365,309072,2.281e+06,1.52067e+06,3.4215e+06,0.00687306,0.00458204,0.0103096,1.64354e+07,1.09569e+07,2.46531e+07,0.0495228,0.0330152,0.0742842
2020-06-20,2239388,115055,27688949,25308.3,602.857,539142,0.0483786,0.0469418,4.22746,2.81831,6.34119,1.20347,211279,140853,316919,2.38999e+06,1.59333e+06,3.58498e+06,0.00720146,0.00480097,0.0108022,1.66467e+07,1.10978e+07,2.49701e+07,0.0501594,0.0334396,0.0752392
2020-06-21,2268236,115347,28220410,26381.9,593.857,546615,0.0497565,0.0482641,4.28391,2.85594,6.42587,1.17991,216702,144468,325053,2.4997e+06,1.66647e+06,3.74955e+06,0.00753204,0.00502136,0.0112981,1.68634e+07,1.12423e+07,2.52951e+07,0.0508124,0.0338749,0.0762186
2020-06-22,2295415,115642,28718544,27599.7,577.857,553742,0.0513445,0.0498422,4.3392,2.8928,6.5088,1.15939,221381,147588,332072,2.60807e+06,1.73871e+06,3.9121e+06,0.00785856,0.00523904,0.0117878,1.70848e+07,1.13899e+07,2.56272e+07,0.0514795,0.0343196,0.0772192
2020-06-23,2329299,116367,29363396,29116.3,580.429,577913,0.0519458,0.0503818,4.3564,2.90427,6.53461,1.14283,225748,150498,338621,2.71405e+06,1.80937e+06,4.07108e+06,0.00817792,0.00545195,0.0122669,1.73105e+07,1.15404e+07,2.59658e+07,0.0521597,0.0347731,0.0782395
2020-06-24,2368308,117073,29870925,31274,567.857,575521,0.0560082,0.0543403,4.29517,2.86345,6.44276,1.13157,229719,153146,344579,2.81693e+06,1.87795e+06,4.2254e+06,0.00848791,0.0056586,0.0127319,1.75403e+07,1.16935e+07,2.63104e+07,0.0528519,0.0352346,0.0792778
2020-06-25,2407989,117737,30520341,33073,564.143,592135,0.0575568,0.0558539,4.30206,2.86804,6.4531,1.12448,235004,156669,352505,2.91761e+06,1.94507e+06,4.37641e+06,0.00879126,0.00586084,0.0131869,1.77753e+07,1.18502e+07,2.66629e+07,0.05356,0.0357066,0.08034
2020-06-26,2452368,118362,31261482,34990,559.714,613944,0.0590156,0.0569922,4.30016,2.86677,6.45024,1.12215,241627,161085,362441,3.01695e+06,2.0113e+06,4.52543e+06,0.00909061,0.0060604,0.0136359,1.80169e+07,1.20113e+07,2.70253e+07,0.054288,0.036192,0.0814321
2020-06-27,2495261,118864,31893011,36553.3,544.143,624366,0.0608633,0.0585446,4.35489,2.90326,6.53233,1.12276,248679,165786,373019,3.11517e+06,2.07678e+06,4.67275e+06,0.00938655,0.0062577,0.0140798,1.82656e+07,1.2177e+07,2.73983e+07,0.0550374,0.0366916,0.082556
2020-06-28,2536592,119134,32499973,38336.6,541,638840,0.0627064,0.0600096,4.36617,2.91078,6.54925,1.12407,254423,169615,381635,3.21041e+06,2.14027e+06,4.81561e+06,0.00967352,0.00644901,0.0145103,1.852e+07,1.23467e+07,2.778e+07,0.055804,0.0372027,0.083706
2020-06-29,2576357,119492,33177348,40134.6,550,667602,0.0630084,0.0601175,4.37912,2.91941,6.56868,1.12328,260355,173570,390532,3.30338e+06,2.20225e+06,4.95506e+06,0.00995366,0.00663577,0.0149305,1.87803e+07,1.25202e+07,2.81705e+07,0.0565885,0.0377256,0.0848827
2020-06-30,2623987,120077,33840832,42098.3,530,671422,0.0658162,0.0627002,4.37486,2.91657,6.56229,1.11982,266360,177573,399540,3.39398e+06,2.26266e+06,5.09097e+06,0.0102267,0.00681778,0.01534,1.90467e+07,1.26978e+07,2.857e+07,0.0573911,0.0382607,0.0860866
2020-07-01,2674988,120765,34510215,43811.4,527.429,697911,0.0661049,0.0627751,4.39528,2.93019,6.59292,1.11239,271601,181067,407402,3.48141e+06,2.32094e+06,5.22211e+06,0.0104901,0.0069934,0.0157352,1.93183e+07,1.28789e+07,2.89774e+07,0.0582094,0.0388063,0.0873142
2020-07-02,2728496,121461,35215932,45786.7,532,708834,0.068257,0.0645944,4.36633,2.91089,6.54949,1.10186,275236,183491,412854,3.56408e+06,2.37606e+06,5.34612e+06,0.0107392,0.00715947,0.0161088,1.95935e+07,1.30624e+07,2.93903e+07,0.0590388,0.0393592,0.0885582
2020-07-03,2782184,122063,35946941,47116.6,528.714,705216,0.0703914,0.0668115,4.37315,2.91543,6.55972,1.0879,277526,185017,416288,3.64169e+06,2.42779e+06,5.46253e+06,0.010973,0.00731537,0.0164596,1.98711e+07,1.32474e+07,2.98066e+07,0.059875,0.0399167,0.0898125
2020-07-04,2836328,122363,36606386,48723.9,499.857,707002,0.0723615,0.0689162,4.33626,2.89084,6.50438,1.07155,278911,185941,418366,3.71455e+06,2.47637e+06,5.57183e+06,0.0111926,0.00746173,0.0167889,2.015e+07,1.34333e+07,3.0225e+07,0.0607154,0.0404769,0.0910731
2020-07-05,2881495,122570,37293502,49271.9,490.857,716201,0.0719518,0.0687961,4.39809,2.93206,6.59714,1.0548,280561,187041,420842,3.78383e+06,2.52256e+06,5.67575e+06,0.0114014,0.00760091,0.017102,2.04305e+07,1.36204e+07,3.06458e+07,0.0615608,0.0410405,0.0923412
2020-07-06,2922989,122836,37939942,49518.9,477.714,711003,0.0727822,0.0696464,4.47065,2.98043,6.70597,1.03903,281271,187514,421907,3.8484e+06,2.5656e+06,5.7726e+06,0.0115959,0.00773061,0.0173939,2.07118e+07,1.38079e+07,3.10677e+07,0.0624083,0.0416055,0.0936125
2020-07-07,2974731,123740,38622565,50106.3,523.286,714082,0.0733508,0.0701688,4.50537,3.00358,6.75806,1.02378,280467,186978,420701,3.90749e+06,2.60499e+06,5.86123e+06,0.011774,0.0078493,0.0176609,2.09923e+07,1.39948e+07,3.14884e+07,0.0632534,0.0421689,0.0948801
2020-07-08,3037467,124553,39330666,51782.7,541.143,718988,0.0751961,0.0720217,4.43622,2.95748,6.65432,1.00976,279414,186276,419121,3.96116e+06,2.64077e+06,5.94173e+06,0.0119357,0.00795711,0.0179035,2.12717e+07,1.41811e+07,3.19075e+07,0.0640953,0.0427302,0.096143
2020-07-09,3096428,125453,40099966,52561.7,570.286,725947,0.0753336,0.0724043,4.471,2.98067,6.7065,0.997119,277898,185266,416848,4.00933e+06,2.67289e+06,6.014e+06,0.0120808,0.00805389,0.0181212,2.15496e+07,1.43664e+07,3.23244e+07,0.0649327,0.0432885,0.097399
2020-07-10,3163252,126275,40988478,54438.3,601.714,749670,0.0755857,0.0726164,4.43855,2.95904,6.65783,0.985851,276105,184070,414157,4.05044e+06,2.70029e+06,6.07565e+06,0.0122047,0.00813645,0.018307,2.18257e+07,1.45505e+07,3.27385e+07,0.0657647,0.0438431,0.098647
2020-07-11,3225577,127025,41746163,55607,666,765684,0.0757327,0.072624,4.47208,2.98139,6.70812,0.975873,273715,182477,410573,4.08252e+06,2.72168e+06,6.12379e+06,0.0123014,0.00820091,0.018452,2.20994e+07,1.47329e+07,3.31491e+07,0.0665894,0.0443929,0.0998841
2020-07-12,3286549,127499,42569974,57864.9,704.143,785302,0.0767661,0.0736849,4.39685,2.93123,6.59528,0.966704,270594,180396,405891,4.10444e+06,2.73629e+06,6.15666e+06,0.0123674,0.00824493,0.0185511,2.237e+07,1.49133e+07,3.3555e+07,0.0674048,0.0449365,0.101107
2020-07-13,3344151,127830,43329810,60166,713.429,800179,0.0781396,0.0751907,4.32728,2.88485,6.49091,0.958022,267324,178216,400986,4.11734e+06,2.74489e+06,6.17601e+06,0.0124063,0.00827085,0.0186094,2.26373e+07,1.50915e+07,3.3956e+07,0.0682102,0.0454735,0.102315
2020-07-14,3406885,128568,44143910,61736.3,689.714,818227,0.0782697,0.0754513,4.31448,2.87632,6.47172,0.95039,263770,175847,395656,4.12075e+06,2.74717e+06,6.18113e+06,0.0124166,0.00827771,0.0186248,2.29011e+07,1.52674e+07,3.43516e+07,0.069005,0.0460034,0.103508
2020-07-15,3472504,129431,44989216,62148.1,696.857,836875,0.0768814,0.0742622,4.37022,2.91348,6.55533,0.943636,260261,173508,390392,4.11466e+06,2.7431e+06,6.17198e+06,0.0123982,0.00826546,0.0185973,2.31614e+07,1.54409e+07,3.4742e+07,0.0697892,0.0465262,0.104684
2020-07-16,3542950,130384,45890377,63788.9,704.429,857440,0.077114,0.0743945,4.3148,2.87654,6.4722,0.93726,256086,170724,384129,4.09914e+06,2.73276e+06,6.14871e+06,0.0123514,0.00823429,0.0185272,2.34174e+07,1.56116e+07,3.51262e+07,0.0705609,0.0470406,0.105841
2020-07-17,3619168,131319,46801135,65130.9,720.571,861067,0.078435,0.0756397,4.26105,2.8407,6.39157,0.930581,251840,167893,377759,4.07574e+06,2.71716e+06,6.11362e+06,0.0122809,0.00818729,0.0184214,2.36693e+07,1.57795e+07,3.55039e+07,0.0713197,0.0475465,0.10698
2020-07-18,3683592,132192,47644528,65430.7,738.143,872583,0.0776512,0.0749851,4.26269,2.84179,6.39404,0.923893,247504,165003,371257,4.04572e+06,2.69715e+06,6.06858e+06,0.0121905,0.00812698,0.0182857,2.39168e+07,1.59445e+07,3.58752e+07,0.0720655,0.0480437,0.108098
2020-07-19,3747309,132717,48487081,65822.9,745.429,877197,0.0778691,0.0750377,4.26237,2.84158,6.39355,0.916909,242712,161808,364069,4.00952e+06,2.67302e+06,6.01429e+06,0.0120814,0.00805427,0.0181221,2.41595e+07,1.61063e+07,3.62392e+07,0.0727968,0.0485312,0.109195
2020-07-20,3804245,133085,49247544,65727.7,750.714,880179,0.0777483,0.0746754,4.27934,2.8529,6.41901,0.910612,236832,157888,355248,3.9658e+06,2.64386e+06,5.94869e+06,0.0119496,0.00796643,0.0179245,2.43963e+07,1.62642e+07,3.65945e+07,0.0735104,0.049007,0.110266
2020-07-21,3867869,134155,50058298,65854.9,798.143,880752,0.0779428,0.0747711,4.25887,2.83925,6.38831,0.904708,231078,154052,346617,3.9156e+06,2.6104e+06,5.8734e+06,0.0117984,0.0078656,0.0176976,2.46274e+07,1.64183e+07,3.69411e+07,0.0742067,0.0494711,0.11131
2020-07-22,3937213,135291,50942644,66387,837.143,888743,0.0780574,0.0746976,4.20886,2.80591,6.3133,0.900487,225076,150051,337614,3.86021e+06,2.57347e+06,5.79032e+06,0.0116315,0.00775433,0.0174472,2.48525e+07,1.65683e+07,3.72787e+07,0.0748849,0.0499233,0.112327
2020-07-23,4008438,136351,51850552,66498.3,852.429,890073,0.0780997,0.074711,4.17903,2.78602,6.26855,0.898869,220654,147103,330981,3.80145e+06,2.5343e+06,5.70218e+06,0.0114544,0.00763629,0.0171817,2.50731e+07,1.67154e+07,3.76097e+07,0.0755498,0.0503665,0.113325
2020-07-24,4083295,137541,52853673,66303.9,888.857,904327,0.076683,0.0733185,4.16423,2.77616,6.24635,0.901023,215860,143907,323790,3.73941e+06,2.49294e+06,5.60912e+06,0.0112675,0.00751167,0.0169013,2.5289e+07,1.68593e+07,3.79335e+07,0.0762002,0.0508001,0.1143
2020-07-25,4147669,138549,53734367,66296.7,908.143,911357,0.0762051,0.0727451,4.12864,2.75242,6.19295,0.905836,212275,141517,318412,3.67558e+06,2.45039e+06,5.51337e+06,0.0110752,0.00738345,0.0166128,2.55013e+07,1.70008e+07,3.82519e+07,0.0768398,0.0512266,0.11526
2020-07-26,4207792,139109,54627631,65783.3,913.143,918913,0.0749905,0.0715882,4.11342,2.74228,6.17013,0.914148,210014,140009,315021,3.61188e+06,2.40792e+06,5.41782e+06,0.0108832,0.00725549,0.0163249,2.57113e+07,1.71409e+07,3.85669e+07,0.0774726,0.0516484,0.116209
2020-07-27,4262806,140174,55452201,65508.7,1012.71,927452,0.0739059,0.070633,4.08074,2.72049,6.12111,0.923399,208207,138805,312311,3.54949e+06,2.36633e+06,5.32424e+06,0.0106953,0.00713017,0.0160429,2.59195e+07,1.72797e+07,3.88792e+07,0.0781,0.0520667,0.11715
2020-07-28,4321790,141302,56304358,64845.9,1021,932289,0.0726732,0.0695555,4.06765,2.71177,6.10148,0.933116,206540,137693,309810,3.48871e+06,2.32581e+06,5.23307e+06,0.0105121,0.00700807,0.0157681,2.6126e+07,1.74174e+07,3.91891e+07,0.0787223,0.0524816,0.118084
2020-07-29,4385731,142791,57210616,64074,1071.43,933051,0.0715571,0.0686715,4.06189,2.70792,6.09283,0.940479,205480,136986,308220,3.43042e+06,2.28695e+06,5.14563e+06,0.0103365,0.00689097,0.0155047,2.63315e+07,1.75543e+07,3.94973e+07,0.0793415,0.0528943,0.119012
2020-07-30,4454537,144041,58101564,63728.4,1098.57,930221,0.0713643,0.0685089,4.0184,2.67893,6.02759,0.943581,202992,135328,304489,3.37315e+06,2.24877e+06,5.05973e+06,0.0101639,0.00677593,0.0152458,2.65345e+07,1.76897e+07,3.98018e+07,0.0799531,0.0533021,0.11993
2020-07-31,4522066,145354,59098271,62681.6,1116.14,929011,0.0702641,0.0674713,4.01776,2.67851,6.02664,0.94187,201065,134043,301598,3.31813e+06,2.21209e+06,4.97719e+06,0.00999811,0.00666541,0.0149972,2.67356e+07,1.78237e+07,4.01034e+07,0.080559,0.053706,0.120838
2020-08-01,4582313,146546,59923491,62092,1142.43,919862,0.0702271,0.0675014,3.98609,2.6574,5.97914,0.936715,197349,131566,296023,3.26364e+06,2.17576e+06,4.89546e+06,0.00983392,0.00655595,0.0147509,2.69329e+07,1.79553e+07,4.03994e+07,0.0811536,0.0541024,0.12173
2020-08-02,4628824,147038,60673587,60147.4,1132.71,899199,0.0696386,0.06689,4.03529,2.69019,6.05294,0.926203,192197,128131,288296,3.20833e+06,2.13889e+06,4.8125e+06,0.00966727,0.00644485,0.0145009,2.71251e+07,1.80834e+07,4.06877e+07,0.0817328,0.0544885,0.122599
2020-08-03,4678172,147574,61473247,59338,1057.14,894296,0.0689857,0.0663517,3.99124,2.66083,5.98686,0.913675,187618,125079,281427,3.15324e+06,2.10216e+06,4.72986e+06,0.00950126,0.00633417,0.0142519,2.73127e+07,1.82085e+07,4.09691e+07,0.0822981,0.0548654,0.123447
2020-08-04,4729986,148812,62247849,58313.7,1072.86,885490,0.0686795,0.0658548,3.96267,2.64178,5.944,0.900434,182684,121789,274026,3.09909e+06,2.06606e+06,4.64863e+06,0.0093381,0.0062254,0.0140072,2.74954e+07,1.83303e+07,4.12431e+07,0.0828485,0.0552324,0.124273
2020-08-05,4782450,150171,63035546,56674.1,1054.29,869940,0.0681071,0.0651472,3.97141,2.64761,5.95711,0.888151,176601,117734,264902,3.04461e+06,2.02974e+06,4.56692e+06,0.00917395,0.00611597,0.0137609,2.7672e+07,1.8448e+07,4.1508e+07,0.0833807,0.0555871,0.125071
2020-08-06,4836252,151420,63869783,54530.7,1054.14,861687,0.0661755,0.0632837,4.04642,2.69761,6.06963,0.878862,171412,114274,257118,2.99095e+06,1.99397e+06,4.48642e+06,0.00901225,0.00600817,0.0135184,2.78434e+07,1.85623e+07,4.17651e+07,0.0838972,0.0559314,0.125846
2020-08-07,4897090,152752,64762950,53574.9,1056.86,846864,0.0662039,0.0632627,4.02912,2.68608,6.04369,0.873715,166194,110796,249290,2.93649e+06,1.95766e+06,4.40473e+06,0.00884815,0.00589877,0.0132722,2.80096e+07,1.86731e+07,4.20144e+07,0.0843979,0.0562653,0.126597
2020-08-08,4950174,153834,65504062,52551.6,1041.14,835321,0.0659182,0.0629119,4.03936,2.69291,6.05904,0.872123,161702,107801,242553,2.88233e+06,1.92155e+06,4.32349e+06,0.00868497,0.00578998,0.0130275,2.81713e+07,1.87809e+07,4.2257e+07,0.0848852,0.0565901,0.127328
2020-08-09,5000327,154448,66282379,53071.9,1058.57,840053,0.0662358,0.0631768,3.95717,2.63811,5.93575,0.876238,158119,105413,237179,2.82817e+06,1.88545e+06,4.24226e+06,0.00852179,0.00568119,0.0127827,2.83294e+07,1.88863e+07,4.24942e+07,0.0853616,0.0569077,0.128042
2020-08-10,5042070,154885,67076110,51985.4,1044.43,840667,0.0649486,0.0618383,4.0051,2.67007,6.00766,0.884221,154887,103258,232331,2.77305e+06,1.8487e+06,4.15957e+06,0.00835568,0.00557045,0.0125335,2.84843e+07,1.89896e+07,4.27265e+07,0.0858283,0.0572189,0.128742
2020-08-11,5097498,156204,67874196,52501.7,1056,843479,0.0653198,0.0622443,3.93396,2.62264,5.90095,0.894521,152353,101569,228530,2.71719e+06,1.81146e+06,4.07579e+06,0.00818738,0.00545825,0.0122811,2.86367e+07,1.90911e+07,4.2955e+07,0.0862874,0.0575249,0.129431
2020-08-12,5153393,157722,68425070,52991.9,1078.71,835427,0.0688267,0.0634308,3.87757,2.58505,5.81636,0.907632,150760,100507,226140,2.66141e+06,1.77428e+06,3.99212e+06,0.00801931,0.0053462,0.012029,2.87874e+07,1.91916e+07,4.31812e+07,0.0867417,0.0578278,0.130112
2020-08-13,5205014,158887,69437901,52680.3,1066.71,859551,0.0662274,0.0612882,3.85329,2.56886,5.77993,0.92184,149486,99657.2,224229,2.60542e+06,1.73695e+06,3.90813e+06,0.00785059,0.00523372,0.0117759,2.89369e+07,1.92913e+07,4.34054e+07,0.0871921,0.0581281,0.130788
