date,daily_positive_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-29,2.5714285714285716,6.0,0.4285714285714286,0.4285714285714286,30.869520587648367,20.57968039176558,46.30428088147256,3.744043064395318,2972.861538672238,1981.9076924481585,4459.2923080083565,11772.963256422554,7848.64217094837,17659.44488463383,3.5474013551014694e-05,2.3649342367343128e-05,5.321102032652204e-05,11772.963256422554,7848.64217094837,17659.44488463383,3.5474013551014694e-05,2.364934236734313e-05,5.321102032652204e-05
2020-03-01,7.142857142857142,18.714285714285715,0.38167938931297707,0.38167938931297707,31.234557948236038,20.82303863215735,46.85183692235405,3.6559776997218436,3787.870630488705,2525.2470869924696,5681.80594573306,15560.83388691126,10373.88925794084,23341.25083036689,4.68875354612392e-05,3.1258356974159465e-05,7.03313031918588e-05,15560.83388691126,10373.88925794084,23341.25083036689,4.68875354612392e-05,3.1258356974159465e-05,7.03313031918588e-05
2020-03-02,13.42857142857143,48.0,0.2797619047619048,0.2797619047619048,20.67741687428433,13.78494458285622,31.016125311426492,3.555503188249232,4851.179710975816,3234.11980731721,7276.769566463721,20412.013597887075,13608.009065258046,30618.020396830623,6.150499506400167e-05,4.100333004266778e-05,9.22574925960025e-05,20412.013597887075,13608.009065258046,30618.020396830623,6.150499506400167e-05,4.100333004266777e-05,9.225749259600254e-05
2020-03-03,20.571428571428573,86.42857142857143,0.23801652892561984,0.23801652892561984,16.761454677723286,11.174303118482188,25.142182016584922,3.4860168576509376,6164.63098145037,4109.7539876335795,9246.946472175552,26576.644579337433,17717.76305289163,39864.966869006166,8.008011487113057e-05,5.3386743247420376e-05,0.00012012017230669587,26576.644579337433,17717.76305289163,39864.966869006166,8.008011487113054e-05,5.338674324742039e-05,0.00012012017230669587
2020-03-04,40.57142857142857,237.11344537815123,0.1712907117008444,0.17110555880424577,14.9866991358072,9.991132757204799,22.480048703710796,3.4282070833941773,7795.474657286652,5196.983104857767,11693.21198592998,34372.1192366241,22914.746157749396,51558.17885493614,0.00010356925414779637,6.904616943186424e-05,0.00015535388122169458,34372.1192366241,22914.746157749396,51558.17885493614,0.00010356925414779639,6.904616943186424e-05,0.00015535388122169455
2020-03-05,55.142857142857146,320.6491978609626,0.1721677074041035,0.17197254042958113,14.476488807407405,9.650992538271604,21.714733211111113,3.3893701820938054,9800.568479272282,6533.712319514855,14700.852718908427,44093.308948670994,29395.539299114,66139.9634230065,0.00013286091233665625,8.857394155777084e-05,0.00019929136850498446,44172.687715896376,29448.458477264256,66259.03157384456,0.0001331000945546658,8.873339636977722e-05,0.0001996501418319987
2020-03-06,72.14285714285715,431.20645530939646,0.1675514266755143,0.1673046779670626,14.515710281688401,9.677140187792268,21.7735654225326,3.36447713221103,12510.46751058814,8340.311673725426,18765.70126588221,56380.672473914616,37587.11498260972,84571.0087108719,0.00016988490457267607,0.0001132566030484507,0.00025482735685901413,56683.15522648454,37788.77015098967,85024.73283972678,0.00017079633842581075,0.00011386422561720712,0.00025619450763871606
2020-03-07,93.42857142857143,546.9337018023992,0.17106984043944548,0.17082248016657434,14.49642968229883,9.664286454865884,21.744644523448247,3.36612029285105,16103.194269078147,10735.462846052102,24154.79140361723,72206.19857353807,48137.46571569206,108309.29786030712,0.0002175700043289944,0.00014504666955266293,0.0003263550064934917,72786.34949556268,48524.232997041785,109179.52424334403,0.00021931810132218833,0.00014621206754812554,0.0003289771519832825
2020-03-08,117.42857142857142,1596.1239930837469,0.07362292879534259,0.07357108341044158,15.016044646495832,10.01069643099722,22.524066969743743,3.373586253515903,20622.334216622905,13748.22281108194,30933.501324934365,92483.72572250495,61655.817148336646,138725.58858375737,0.0002786697680160256,0.0001857798453440171,0.0004180046520240385,93408.68371218558,62272.45580812371,140113.02556827833,0.00028145682948435644,0.00018763788632290428,0.00042218524422653456
2020-03-09,153.14285714285714,1827.1569852053917,0.08390075917664554,0.08381483276087646,15.044376360413906,10.029584240275938,22.566564540620863,3.3726649044968227,26563.79794749086,17709.198631660576,39845.69692123628,118439.49187648592,78959.66125099061,177659.23781472896,0.00035687906674725084,0.00023791937783150058,0.0005353186001208763,119972.48165967641,79981.6544397843,179958.7224895147,0.00036149823518921465,0.00024099882345947647,0.0005422473527838222
2020-03-10,204.14285714285708,2174.6139388369243,0.0939884240989213,0.0938754477275361,14.56265274367087,9.708435162447245,21.8439791155063,3.349112279645479,34376.014332591374,22917.34288839424,51564.02149888706,152017.23125484027,101344.82083656017,228025.84688226035,0.00045805471435409915,0.0003053698095693994,0.0006870820715311487,154348.49599226782,102898.99732817856,231522.7439884017,0.00046507922594776204,0.00031005281729850807,0.000697618838921643
2020-03-11,255.85714285714278,2587.460983900449,0.0989995025150627,0.09888347861054617,14.804631163272441,9.869754108848293,22.206946744908674,3.29355372449209,42983.51646579416,28655.67764386277,64475.274698691224,193953.54290745544,129302.3619383036,290930.31436118326,0.0005844162136166474,0.00038961080907776494,0.0008766243204249712,197332.01245806194,131554.6749720413,295998.018687093,0.0005945961379066959,0.00039639742527113064,0.0008918942068600441
2020-03-12,339.2857142857142,3461.469034059387,0.09819730422558504,0.09801783894273984,14.298213884981356,9.532142589987568,21.447320827472026,3.201683366496453,52983.19639926613,35322.1309328441,79474.79459889919,245582.35859068958,163721.57239379315,368373.5378860345,0.0007399829360533929,0.0004933219573689286,0.0011099744040800894,250315.20885732808,166876.8059048854,375472.8132859922,0.0007542438481820418,0.0005028292321213612,0.0011313657722730628
2020-03-13,472.9999999999999,4935.917698200492,0.0960211124644742,0.09582817804527889,13.033046472410934,8.688697648273955,19.549569708616392,3.075817693863967,64710.86711394112,43140.578075960766,97066.30067091169,308529.9130332852,205686.6086888567,462794.86954992777,0.0009296550135638437,0.0006197700090425626,0.0013944825203457652,315026.07597126917,210017.38398084612,472539.1139569038,0.0009492290975962497,0.0006328193983974998,0.0014238436463943746
2020-03-14,580.7142857142857,5860.863277226663,0.0993790338353217,0.09908340431191177,13.423941599263609,8.949294399509071,20.135912398895417,2.9094030374243522,77845.97855493939,51897.31903662625,116768.96783240906,384071.9528084581,256047.96853897217,576107.9292126874,0.0011572764954531948,0.0007715176636354633,0.001735914743179792,392872.05452620855,261914.70301747235,589308.0817893129,0.0011837927531519927,0.000789195168767995,0.0017756891297279892
2020-03-15,732.5714285714286,6199.650906178454,0.11862681595262332,0.11816333526801677,13.378311106650932,8.918874071100621,20.067466659976404,2.731744350257806,92889.97590443822,61926.6506029588,139334.96385665727,473989.06717422424,315992.71144948277,710983.6007613362,0.0014282126110262403,0.0009521417406841603,0.00214231891653936,485762.0304306469,323841.3536204313,728643.0456459703,0.0014636866245772552,0.0009757910830515037,0.0021955299368658825
2020-03-16,945.5714285714287,9152.727973581768,0.10377047895273186,0.10331033887390788,13.230589601770202,8.820393067846801,19.845884402655305,2.5570273948026006,108599.24714840735,72399.49809893825,162898.87072261097,578800.4436921427,385866.9624614285,868200.6655382143,0.0017440277639248795,0.0011626851759499197,0.0026160416458873184,594361.2775790544,396240.8517193695,891541.9163685814,0.001790915299386119,0.001193943532924079,0.0026863729490791783
2020-03-17,1253.714285714285,11959.78707007401,0.10532758848309542,0.10482747546997313,12.84438923012159,8.562926153414397,19.266583845182396,2.38541537194289,124121.11169637597,82747.40779758396,186181.6675445639,698070.3756775429,465380.2504516953,1047105.5635163145,0.0021034090931047306,0.0014022727287364872,0.003155113639657095,718482.3892754298,478988.2595169535,1077723.5839131451,0.002164914088168731,0.001443276058779155,0.003247371132253098
2020-03-18,1615.8571428571431,15732.421841733514,0.10322044880043076,0.10270873480971293,12.762473655411574,8.508315770274384,19.143710483117363,2.2293937094261476,141858.73332180953,94572.48888120639,212788.09998271437,833764.4780179025,555842.9853452682,1250646.7170268537,0.0025122793427072416,0.0016748528951381608,0.0037684190140608604,860341.1225972399,573560.7483981597,1290511.683895859,0.002592359457578372,0.001728239638385581,0.003888539186367556
2020-03-19,2190.142857142857,19467.55279658449,0.11289894987996522,0.11250221740901659,12.128796923386345,8.085864615590898,18.193195385079513,2.09410563419785,160924.00777713498,107282.67185142329,241386.01166570242,986893.0111377502,657928.6740918339,1480339.5167066257,0.002973682605473488,0.0019824550703156584,0.00446052390821023,1021265.1303743749,680843.420249583,1531897.6955615615,0.0030772518596212848,0.002051501239747522,0.004615877789431924
2020-03-20,2913.857142857142,24053.723060386248,0.12152355758918994,0.12113954814986351,11.797426108160007,7.864950738773335,17.69613916224001,1.9694891905803937,179892.39949567948,119928.26633045301,269838.59924351913,1156984.8421541576,771323.2281027718,1735477.2632312372,0.00348619927497904,0.002324132849986027,0.0052292989124685585,1201157.5298700545,800771.686580036,1801736.294805081,0.003619299369533707,0.0024128662463558034,0.005428949054300559
2020-03-21,3754.857142857142,30089.863850354555,0.12513628161852575,0.12478810677014406,11.447443892122932,7.631629261415288,17.171165838184397,1.8574536528144776,199646.39065987908,133097.5937732527,299469.5859898184,1344120.7653034488,896080.5102022992,2016181.1479551732,0.004050072798499813,0.0027000485323332097,0.006075109197749719,1400803.9205299334,933869.2803532887,2101205.8807948995,0.004220869136925625,0.0028139127579504164,0.006331303705388436
2020-03-22,4884.428571428572,35805.1634659428,0.13675360672588885,0.136416876746689,10.847368453536395,7.231578969024266,16.271052680304592,1.7539297526401125,217852.11034556458,145234.74023037648,326778.1655183468,1545869.6813799352,1030579.7875866235,2318804.522069902,0.004657977845591123,0.003105318563727416,0.006986966768386683,1618656.030875498,1079104.0205836652,2427984.0463132467,0.004877295946913312,0.003251530631275541,0.007315943920369967
2020-03-23,6262.5714285714275,40936.00266296584,0.15333708765167386,0.1529844396418578,10.332954737843604,6.888636491895739,15.499432106765408,1.6549579176871256,234665.1704964923,156443.4469976615,351997.7557447382,1759912.5176598048,1173275.0117732023,2639868.7764897067,0.005302926641345454,0.0035352844275636356,0.007954389962018178,1853321.20137199,1235547.4675813264,2779981.802057984,0.005584383470829809,0.0037229223138865388,0.008376575206244711
2020-03-24,7432.857142857142,48018.09915637977,0.15513930633080486,0.15479282340291473,10.473224099261499,6.982149399507664,15.709836148892245,1.5640902079412355,250784.2535118795,167189.502341253,376176.38026781916,1984132.9732241933,1322755.3154827955,2976199.4598362898,0.005978542398046863,0.003985694932031242,0.00896781359707029,2104105.4548838697,1402736.9699225794,3156158.1823258027,0.006340040633236078,0.004226693755490717,0.009510060949854111
2020-03-25,8841.714285714286,56440.11842226159,0.15695403872878688,0.15665655092294883,10.505878487220764,7.003918991480507,15.758817730831138,1.4772630685964303,263996.7843553687,175997.8562369125,395995.17653305305,2213753.7432469707,1475835.8288313139,3320630.6148704537,0.0066704302541427994,0.004446953502761867,0.010005645381214196,2368102.239239239,1578734.826159492,3552153.3588588564,0.007135509480090564,0.0047570063200603726,0.010703264220135837
2020-03-26,10701.285714285712,67286.81284399786,0.15948298804127745,0.159039866237925,10.148242935279495,6.765495290186331,15.222364402919236,1.3930936009450838,274395.48543093813,182930.32362062554,411593.2281464073,2445165.712212114,1630110.4748080769,3667748.568318171,0.007367715308392684,0.004911810205595123,0.011051572962589023,2642497.7246701764,1761665.149780118,3963746.5870052637,0.00796231144629938,0.005308207630866254,0.011943467169449067
2020-03-27,12576.142857142857,76787.55069958125,0.16424710669634443,0.1637784086426322,9.869569160140308,6.579712773426871,14.804353740210459,1.3165797049279813,283326.26224768214,188884.17483178814,424989.39337152307,2675508.7780605312,1783672.5187070207,4013263.167090796,0.008061779569132758,0.005374519712755174,0.012092669353699135,2925823.9869178594,1950549.3246119062,4388735.980376786,0.008816023417314803,0.005877348944876535,0.013224035125972193
2020-03-28,14403.714285714286,83056.8215843142,0.17387570403225533,0.17342000345019848,9.848760570216678,6.565840380144453,14.773140855325021,1.2479864081145553,288775.98412994214,192517.3227532949,433163.9761949134,2899573.895076533,1933049.2633843543,4349360.842614798,0.008736927263405832,0.00582461817560389,0.013105390895108746,3214599.971047802,2143066.647365201,4821899.956571701,0.009686156361002085,0.00645743757400139,0.014529234541503124
2020-03-29,15871.571428571431,87905.89972277323,0.18102733308892419,0.18055183416158907,10.139135151258266,6.759423434172176,15.208702726887397,1.1867848161749701,292407.244335681,194938.162890454,438610.86650352145,3114135.1608572737,2076090.1072381823,4671202.741285908,0.009383438178631584,0.006255625452421057,0.014075157267947376,3507007.215383481,2338004.8102556546,5260510.823075222,0.010567230931783574,0.007044820621189052,0.015850846397675363
2020-03-30,17307.714285714283,96234.11749466573,0.1802645479028106,0.17985008577310072,10.393769883534647,6.9291799223564325,15.590654825301964,1.1349797771604262,295312.0896794032,196874.72645293537,442968.1345191045,3316557.2746322392,2211038.1830881587,4974835.911948356,0.009993371689055208,0.006662247792703474,0.014990057533582811,3802319.3050628845,2534879.5367085896,5703478.957594325,0.011457058313632463,0.007638038875754974,0.01718558747044869
2020-03-31,19367.42857142857,102340.84102129735,0.18961994050075037,0.1892443757365465,10.308358175870783,6.872238783913854,15.462537263806162,1.089805450089272,295866.56474078615,197244.37649385747,443799.84711117914,3503824.592224617,2335883.061483078,5255736.888336926,0.010557641127194343,0.007038427418129562,0.01583646169079151,4098185.869803671,2732123.913202448,6147278.804705503,0.01234855642658046,0.008232370951053641,0.018522834639870683
2020-04-01,21257.285714285714,105622.45091858333,0.20156591824985606,0.2012572661343696,10.248350296160321,6.832233530773553,15.37252544424048,1.0508742825437738,294408.5454726681,196272.36364844546,441612.81820900226,3674112.026000909,2449408.0173339397,5511168.039001362,0.011070747182294977,0.007380498121529986,0.01660612077344246,4392594.41527634,2928396.2768508927,6588891.622914508,0.013235661270463713,0.008823774180309139,0.01985349190569556
2020-04-02,22730.714285714275,107648.09171095173,0.21137912206890216,0.21115761482097628,10.323704198067102,6.882469465378066,15.485556297100642,1.0181215784685373,292175.5042800157,194783.66952001044,438263.25642002333,3824428.7969591166,2549619.1979727447,5736643.195438672,0.011523678110029523,0.007682452073353014,0.01728551716504428,4684769.919556355,3123179.946370904,7027154.879334531,0.014116037567607894,0.009410691711738597,0.021174056351411837
2020-04-03,24535.285714285714,111481.91329121703,0.22058523215476042,0.22008310576975626,10.221370822099697,6.814247214733132,15.33205623314954,0.9895554167620314,287823.39345385786,191882.26230257197,431735.0901807867,3951328.182635838,2634218.788423893,5926992.273953758,0.011906048328050521,0.007937365552033681,0.017859072492075776,4972593.313010212,3315062.2086734762,7458889.969515317,0.014983300187671803,0.009988866791781207,0.022474950281507703
2020-04-04,26430.428571428565,130871.07398615628,0.20251539282489112,0.20195775709936034,9.98836563099664,6.658910420664428,14.98254844649496,0.9649008497817956,282929.4030080408,188619.60200536062,424394.10451206117,4054365.1861482,2702910.1240987997,6081547.7792222975,0.012216516982308783,0.00814434465487252,0.018324775473463166,5255522.716018252,3503681.8106788355,7883284.074027379,0.01583581635184248,0.010557210901228324,0.02375372452776373
2020-04-05,27314.57142857143,136497.48449053554,0.2008053133034229,0.20011043815584284,10.045754741145839,6.697169827430564,15.068632111718761,0.9455122160686456,277138.9154855472,184759.27699036477,415708.3732283205,4131857.7109738686,2754571.8073159116,6197786.566460801,0.012450015619473767,0.00830001041298251,0.018675023429210645,5532661.631503802,3688441.0876692007,8298992.4472557,0.01667088475639939,0.011113923170932927,0.02500632713459908
2020-04-06,28303.85714285714,141586.52568518167,0.20071644282893608,0.1999050192515558,10.01016436797496,6.673442911983309,15.015246551962436,0.9295761480905556,270460.4398553635,180306.95990357565,405690.6597830451,4184466.040483667,2789644.026989112,6276699.060725498,0.012608533789732113,0.008405689193154741,0.018912800684598163,5803122.071359166,3868748.047572776,8704683.107038746,0.01748582973664543,0.011657219824430283,0.026228744604968133
2020-04-07,29093.57142857142,147450.5888715583,0.19831497272931758,0.19731064929089115,9.92576606962557,6.617177379750385,14.888649104438361,0.9178075848566335,264613.62247494824,176409.08164996558,396920.4337124223,4214414.492462124,2809609.661641416,6321621.738693184,0.012698773754656497,0.008465849169770999,0.01904816063198474,6067735.69383411,4045157.1292227423,9101603.540751169,0.0182831572254863,0.01218877148365754,0.02742473583822946
2020-04-08,29776.285714285714,154240.88338512302,0.19430039496952198,0.193050539265504,9.820138318843217,6.546758879228811,14.730207478264823,0.9106479006696723,260018.06514433533,173345.37676289032,390027.097716503,4223648.304094579,2815765.5360630522,6335472.456141869,0.012726596856779791,0.008484397904519861,0.019089895285169686,6327753.75897845,4218502.505985632,9491630.638467673,0.019066637490015876,0.01271109166001058,0.028599956235023812
2020-04-09,30787.571428571428,161703.78087777836,0.19171520045261622,0.19039487673972078,9.591925441879711,6.3946169612531385,14.387888162819559,0.9081540913602122,254698.6208123706,169799.08054158045,382047.93121855607,4214350.140551581,2809566.760367721,6321525.210827368,0.012698579851006506,0.008465719900671005,0.019047869776509758,6582452.379790819,4388301.586527213,9873678.569686228,0.019834089331097073,0.013222726220731383,0.029751133996645605
2020-04-10,31015.571428571424,164471.35297564795,0.18977976494857982,0.18857734716369523,9.539291108086276,6.359527405390852,14.308936662129412,0.9091592857313905,249963.72687847394,166642.48458564933,374945.59031771094,4189918.381999118,2793278.921332744,6284877.572998674,0.012624962655820542,0.00841664177054703,0.018937443983730814,6832416.106669293,4554944.071112862,10248624.16000394,0.020587274102119926,0.013724849401413285,0.030880911153179893
2020-04-11,30762.000000000004,152202.0766838344,0.20363862640812844,0.2021128796021696,9.570526801660101,6.380351201106737,14.355790202490157,0.9127108135657698,245564.92462177726,163709.9497478516,368347.3869326658,4152157.044373213,2768104.696248807,6228235.566559817,0.01251118108923704,0.008340787392824695,0.018766771633855556,7077981.031291069,4718654.020860714,10616971.5469366,0.02132720450655184,0.01421813633770123,0.031990806759827746
2020-04-12,31100.285714285706,154833.49649003573,0.2025722814435445,0.2008627746534624,9.394624440566052,6.263082960377367,14.09193666084907,0.9167061834374506,243244.9386633908,162163.2924422605,364867.4079950863,4106625.998906661,2737750.665937772,6159938.998359989,0.012373988023337409,0.008249325348891607,0.01856098203500611,7321225.969954459,4880817.313302975,10981838.954931691,0.02206014438433949,0.014706762922893,0.03309021657650924
2020-04-13,30525.14285714286,152182.56372259662,0.2027007669722856,0.20058239334688233,9.429059670608796,6.286039780405865,14.143589505913189,0.9211746579807631,240696.96889335272,160464.6459289018,361045.4533400289,4054915.7234643325,2703277.1489762207,6082373.585196495,0.01221817584828733,0.008145450565524888,0.01832726377243099,7561922.938847812,5041281.959231877,11342884.408271719,0.022785406780070905,0.015190271186713945,0.034178110170106364
2020-04-14,29864.85714285714,153173.31493896502,0.19712907110183658,0.19497428226814437,9.473656667924487,6.315771111949661,14.21048500188673,0.9240175148651432,237004.0420828104,158002.69472187368,355506.0631242156,3996607.67586774,2664405.117245159,5994911.513801607,0.012042483422725198,0.0080283222818168,0.018063725134087792,7798926.980930625,5199284.653953748,11698390.47139593,0.023499541736357668,0.015666361157571772,0.03524931260453648
2020-04-15,29715.142857142848,151685.3817640958,0.19830511221552852,0.1958998455326199,9.326521390723494,6.217680927148995,13.98978208608523,0.9245840460790814,232806.73411191776,155204.4894079451,349210.1011678767,3933547.845238871,2622365.230159247,5900321.767858305,0.01185247303727421,0.00790164869151614,0.017778709555911307,8031733.71504254,5354489.143361694,12047600.572563812,0.02420102946385467,0.01613401964256978,0.03630154419578201
2020-04-16,29210.142857142862,152316.6388303554,0.19457954864464927,0.19177250155628783,9.259127597495704,6.172751731663802,13.888691396243551,0.9213340830017122,228743.48578572687,152495.65719048464,343115.2286785903,3867882.78555193,2578588.5237012873,5801824.178327894,0.011654612637438853,0.007769741758292568,0.01748191895615827,8260477.200828269,5506984.800552179,12390715.8012424,0.024890273907902567,0.01659351593860171,0.03733541086185384
2020-04-17,28996.71428571429,153918.54144898237,0.1915759330710742,0.1883900017031119,9.125641611239882,6.0837610741599235,13.68846241685982,0.9152581103305998,224233.83842683723,149489.22561789153,336350.75764025573,3799941.119698753,2533294.0797991673,5699911.679548128,0.011449892421919678,0.007633261614613118,0.017174838632879504,8484711.039255109,5656474.026170072,12727066.558882657,0.025565929989527583,0.01704395332635172,0.03834889498429136
2020-04-18,28530.285714285714,156368.37222938775,0.1858261415710996,0.18245560344154912,9.113756088819637,6.075837392546428,13.670634133229456,0.9070723598114656,219495.67705814852,146330.45137209902,329243.5155872226,3731613.403303043,2487742.268868694,5597420.104954565,0.011244008968065442,0.007496005978710295,0.016866013452098153,8704206.716313254,5802804.4775421675,13056310.07446988,0.026227309155737247,0.017484872770491492,0.03934096373360587
2020-04-19,28426.000000000007,158171.14782446838,0.1829889488586986,0.17971672072296,8.960058425820394,5.9733722838802645,13.440087638730597,0.897524066398628,212473.16948569336,141648.77965712894,318709.75422853994,3661157.169780695,2440771.446520463,5491735.754671042,0.011031711916907848,0.007354474611271898,0.01654756787536176,8916679.885798946,5944453.2571993,13375019.828698419,0.026867528268750333,0.01791168551250023,0.0403012924031255
2020-04-20,28671.714285714283,160500.43793776122,0.18178228188381446,0.17863947696412258,8.71812980513058,5.812086536753721,13.077194707695872,0.8870621182593499,205605.9318380366,137070.62122535778,308408.89775705483,3589624.1861331845,2393082.790755457,5384436.279199776,0.010816170427820808,0.007210780285213873,0.016224255641731206,9122285.817636985,6081523.878424659,13683428.72645547,0.027487055184220205,0.01832470345614681,0.041230582776330287
2020-04-21,28691.42857142857,161322.91921198458,0.1810573155845959,0.17785091363073413,8.558825295521016,5.705883530347348,12.838237943281522,0.8785214695400558,199745.01835605176,133163.3455707012,299617.52753407764,3518908.764633872,2345939.176422582,5278363.146950807,0.010603092397600693,0.007068728265067131,0.01590463859640104,9322030.835993035,6214687.223995357,13983046.253989551,0.028088922134246117,0.018725948089497412,0.042133383201369175
2020-04-22,28587.428571428572,188612.8786355414,0.15382049202694964,0.15156668398380344,8.50880792078304,5.672538613855359,12.763211881174561,0.8714763735996262,193855.53856381882,129237.02570921255,290783.3078457282,3448150.6807227433,2298767.1204818287,5172226.021084115,0.010389885818013526,0.0069265905453423544,0.01558482872702029,9515886.374556856,6343924.2497045705,14273829.561835282,0.028673043043499845,0.019115362028999893,0.04300956456524976
2020-04-23,28643.000000000007,192995.8695506997,0.1504347956572955,0.14841250264413322,8.40334353571039,5.602229023806925,12.605015303565576,0.866487773229988,188385.54058661632,125590.36039107753,282578.3108799243,3376518.156165024,2251012.1041100156,5064777.234247534,0.010174044394617623,0.006782696263078418,0.015261066591926433,9704271.915143475,6469514.610095648,14556407.872715198,0.02924068188463351,0.019493787923089,0.04386102282695022
2020-04-24,28971.714285714275,204025.28333567496,0.14378643812316586,0.14200060802291953,8.180532216544577,5.4536881443630545,12.270798324816866,0.8631007369832581,183164.46289579602,122109.64193053063,274746.69434369385,3304983.998248448,2203322.665498966,4957475.997372671,0.009958499367250904,0.0066389995781672715,0.014937749050876352,9887436.378039265,6591624.252026178,14831154.567058897,0.02979258869834797,0.019861725798898652,0.04468888304752195
2020-04-25,30089.428571428572,220722.08106883633,0.13787094882254675,0.13632269334233316,7.737160363789011,5.1581069091926715,11.605740545683519,0.8593953976723137,177355.96639952363,118237.3109330158,266033.94959928555,3232376.2377694994,2154917.491846333,4848564.356654245,0.009739719386116247,0.006493146257410835,0.01460957907917437,10064792.344438793,6709861.562959194,15097188.516658189,0.030326993488236184,0.02021799565882412,0.045490490232354276
2020-04-26,30057.99999999999,228591.66903026155,0.1330146299276911,0.1314921061100474,7.610070057413233,5.0733800382754906,11.41510508611985,0.855373391630026,172095.46822260023,114730.31214840016,258143.20233390023,3158906.781370322,2105937.8542468813,4738360.172055481,0.009518342963279943,0.006345561975519964,0.014277514444919912,10236887.81266139,6824591.875107592,15355331.718992082,0.03084554746983179,0.020563698313221187,0.04626832120474767
