date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-05,0,0,0,,,,,,,,,,,62.7925,41.8617,94.1888,62.7925,41.8617,94.1888,1.89205e-07,1.26137e-07,2.83808e-07,62.7925,41.8617,94.1888,1.89205e-07,1.26137e-07,2.83808e-07
2020-02-06,0,0,0,,,,,,,,,,,147.46,98.3064,221.189,210.252,140.168,315.378,6.33527e-07,4.22351e-07,9.5029e-07,210.252,140.168,315.378,6.33527e-07,4.22351e-07,9.5029e-07
2020-02-07,0,0,0,,,,,,,,,,,188.785,125.857,283.177,399.037,266.025,598.555,1.20237e-06,8.01579e-07,1.80355e-06,399.037,266.025,598.555,1.20237e-06,8.01579e-07,1.80355e-06
2020-02-08,0,0,0,,,,,,,,,,,255.176,170.117,382.764,654.213,436.142,981.319,1.97126e-06,1.31417e-06,2.95689e-06,654.213,436.142,981.319,1.97126e-06,1.31417e-06,2.95689e-06
2020-02-09,0,0,0,,,,,,,,,,,505.734,337.156,758.601,1159.95,773.298,1739.92,3.49512e-06,2.33008e-06,5.24269e-06,1159.95,773.298,1739.92,3.49512e-06,2.33008e-06,5.24269e-06
2020-02-10,0,0,0,,,,,,,,,,,606.935,404.624,910.403,1766.88,1177.92,2650.32,5.32393e-06,3.54928e-06,7.98589e-06,1766.88,1177.92,2650.32,5.32393e-06,3.54928e-06,7.98589e-06
2020-02-11,0,0,0,,,,,,,,,,,752.119,501.412,1128.18,2519,1679.33,3778.5,7.59019e-06,5.06013e-06,1.13853e-05,2519,1679.33,3778.5,7.59019e-06,5.06013e-06,1.13853e-05
2020-02-12,0,0,0,,,,,,,,,,,913.164,608.776,1369.75,3432.16,2288.11,5148.25,1.03417e-05,6.89448e-06,1.55126e-05,3432.16,2288.11,5148.25,1.03417e-05,6.89448e-06,1.55126e-05
2020-02-13,0,0,0,,,,,,,,,,,1137.62,758.412,1706.43,4569.78,3046.52,6854.67,1.37696e-05,9.17971e-06,2.06543e-05,4569.78,3046.52,6854.67,1.37696e-05,9.17971e-06,2.06543e-05
2020-02-14,0,0,0,,,,,,,,,,,1419.59,946.392,2129.38,5989.37,3992.91,8984.06,1.8047e-05,1.20314e-05,2.70705e-05,5989.37,3992.91,8984.06,1.8047e-05,1.20314e-05,2.70705e-05
