date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,55.2857,36.8571,82.9286,55.2857,36.8571,82.9286,1.66586e-07,1.11057e-07,2.49878e-07,55.2857,36.8571,82.9286,1.66586e-07,1.11057e-07,2.49878e-07
2020-02-13,0,0,0,,,,,,,,,,,149.659,99.773,224.489,204.945,136.63,307.418,6.17536e-07,4.11691e-07,9.26304e-07,204.945,136.63,307.418,6.17536e-07,4.11691e-07,9.26304e-07
2020-02-14,0,0,0,,,,,,,,,,,213.191,142.127,319.786,418.136,278.757,627.204,1.25992e-06,8.39945e-07,1.88988e-06,418.136,278.757,627.204,1.25992e-06,8.39945e-07,1.88988e-06
2020-02-15,0,0,0,,,,,,,,,,,298.842,199.228,448.263,716.978,477.985,1075.47,2.16038e-06,1.44025e-06,3.24057e-06,716.978,477.985,1075.47,2.16038e-06,1.44025e-06,3.24057e-06
2020-02-16,0,0,0,,,,,,,,,,,594.804,396.536,892.206,1311.78,874.521,1967.67,3.95263e-06,2.63509e-06,5.92895e-06,1311.78,874.521,1967.67,3.95263e-06,2.63509e-06,5.92895e-06
2020-02-17,0,0,0,,,,,,,,,,,703.031,468.688,1054.55,2014.81,1343.21,3022.22,6.07099e-06,4.04733e-06,9.10648e-06,2014.81,1343.21,3022.22,6.07099e-06,4.04733e-06,9.10648e-06
2020-02-18,0,0,0,,,,,,,,,,,870.713,580.475,1306.07,2885.53,1923.68,4328.29,8.6946e-06,5.7964e-06,1.30419e-05,2885.53,1923.68,4328.29,8.6946e-06,5.7964e-06,1.30419e-05
2020-02-19,0,0,0,,,,,,,,,,,1084.19,722.796,1626.29,3969.72,2646.48,5954.58,1.19615e-05,7.97431e-06,1.79422e-05,3969.72,2646.48,5954.58,1.19615e-05,7.97431e-06,1.79422e-05
2020-02-20,0,0,0,,,,,,,,,,,1364.6,909.736,2046.91,5334.32,3556.22,8001.49,1.60733e-05,1.07155e-05,2.41099e-05,5334.32,3556.22,8001.49,1.60733e-05,1.07155e-05,2.41099e-05
2020-02-21,0,0,0,,,,,,,,,,,1711.49,1140.99,2567.23,7045.81,4697.21,10568.7,2.12303e-05,1.41535e-05,3.18454e-05,7045.81,4697.21,10568.7,2.12303e-05,1.41535e-05,3.18454e-05
2020-02-22,0,0,0,,,,,,,,,,,2173.96,1449.3,3260.94,9219.77,6146.51,13829.7,2.77808e-05,1.85205e-05,4.16712e-05,9219.77,6146.51,13829.7,2.77808e-05,1.85205e-05,4.16712e-05
2020-02-23,0,0,0,,,,,,,,,,,2754.11,1836.08,4131.17,11973.9,7982.59,17960.8,3.60794e-05,2.4053e-05,5.41191e-05,11973.9,7982.59,17960.8,3.60794e-05,2.4053e-05,5.41191e-05
2020-02-24,0,0,0,,,,,,,,,,,3552.63,2368.42,5328.95,15526.5,10351,23289.8,4.67841e-05,3.11894e-05,7.01762e-05,15526.5,10351,23289.8,4.67841e-05,3.11894e-05,7.01762e-05
2020-02-25,0,0,0,,,,,,,,,,,4561.12,3040.74,6841.67,20087.6,13391.8,30131.4,6.05276e-05,4.03517e-05,9.07914e-05,20087.6,13391.8,30131.4,6.05276e-05,4.03517e-05,9.07914e-05
2020-02-26,0,0,0,,,,,,,,,,,5787.52,3858.35,8681.28,25875.2,17250.1,38812.7,7.79664e-05,5.19776e-05,0.00011695,25875.2,17250.1,38812.7,7.79664e-05,5.19776e-05,0.00011695
2020-02-27,0,0,0,,,,,,,,,,,7283.66,4855.77,10925.5,33103.5,22069,49655.3,9.97468e-05,6.64978e-05,0.00014962,33158.8,22105.9,49738.2,9.99133e-05,6.66089e-05,0.00014987
2020-02-28,0,0,0,,,,,,,,,,,9213.26,6142.17,13819.9,42167.1,28111.4,63250.7,0.000127057,8.47047e-05,0.000190585,42372.1,28248,63558.1,0.000127675,8.51163e-05,0.000191512
2020-02-29,18,5,42,,2.57143,0.714286,6,0.428571,0.428571,116.216,77.4776,174.325,3.22603,11425.1,7616.76,17137.7,53379.1,35586,80068.6,0.000160841,0.000107227,0.000241261,53797.2,35864.8,80695.8,0.0001621,0.000108067,0.000243151
2020-03-01,50,8,131,,7.14286,1.14286,18.7143,0.381679,0.381679,83.2726,55.515,124.909,3.17592,14262.2,9508.11,21393.2,67342.4,44894.9,101014,0.000202914,0.000135276,0.000304372,68059.4,45372.9,102089,0.000205075,0.000136717,0.000307612
2020-03-02,94,11,336,,13.4286,1.57143,48,0.283133,0.279762,52.3534,34.9023,78.5301,3.13572,17880.7,11920.4,26821,84628.3,56418.8,126942,0.000255,0.00017,0.0003825,85940,57293.4,128910,0.000258952,0.000172635,0.000388429
2020-03-03,145,14,606,,20.7143,2,86.5714,0.241265,0.239274,42.0344,28.0229,63.0516,3.09965,22379.3,14919.6,33569,106305,70869.7,159457,0.000320314,0.000213543,0.000480472,108319,72212.9,162479,0.000326385,0.00021759,0.000489578
2020-03-04,279,16,1582,,39.8571,2.28571,226.122,0.177143,0.176264,27.202,18.1347,40.803,3.0728,27923.5,18615.7,41885.2,133357,88904.9,200036,0.000401829,0.000267886,0.000602744,136243,90828.6,204364,0.000410524,0.000273683,0.000615786
2020-03-05,367,20,2126,,52.4286,2.85714,303.854,0.174181,0.172545,26.0279,17.3519,39.0418,3.04231,35064.6,23376.4,52596.9,167338,111558,251007,0.000504218,0.000336145,0.000756327,171307,114205,256961,0.00051618,0.00034412,0.000774269
2020-03-06,497,26,2944,,71,3.71429,420.801,0.170147,0.168726,24.1055,16.0703,36.1582,3.00007,44109.3,29406.2,66163.9,210082,140055,315124,0.000633015,0.00042201,0.000949523,215417,143611,323125,0.000649088,0.000432726,0.000973633
2020-03-07,631,27,3784,,87.5714,3.14286,534.877,0.165407,0.163722,24.825,16.55,37.2374,2.93757,54143.4,36095.6,81215,262514,175010,393771,0.000791002,0.000527334,0.0011865,269560,179707,404340,0.000812232,0.000541488,0.00121835
2020-03-08,827,31,11373,,111,3.28571,1606.44,0.0694556,0.0690967,24.8118,16.5412,37.2178,2.85511,65201.1,43467.4,97801.7,325541,217028,488312,0.000980914,0.000653942,0.00147137,334761,223174,502142,0.00100869,0.000672463,0.00151304
2020-03-09,1112,35,13395,,145.429,3.42857,1866.31,0.0779539,0.0779233,24.4287,16.2858,36.6431,2.7449,78013.2,52008.8,117020,400800,267200,601201,0.00120768,0.000805122,0.00181152,412774,275183,619162,0.00124376,0.000829175,0.00186564
