date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,67.4908,44.9939,101.236,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07
2020-02-13,0,0,0,,,,,,,,,,,171.563,114.375,257.344,239.054,159.369,358.581,7.20311e-07,4.80207e-07,1.08047e-06,239.054,159.369,358.581,7.20311e-07,4.80207e-07,1.08047e-06
2020-02-14,0,0,0,,,,,,,,,,,237.589,158.393,356.383,476.643,317.762,714.964,1.43621e-06,9.57472e-07,2.15431e-06,476.643,317.762,714.964,1.43621e-06,9.57472e-07,2.15431e-06
2020-02-15,0,0,0,,,,,,,,,,,329.795,219.864,494.693,806.438,537.625,1209.66,2.42994e-06,1.61996e-06,3.64491e-06,806.438,537.625,1209.66,2.42994e-06,1.61996e-06,3.64491e-06
2020-02-16,0,0,0,,,,,,,,,,,638.283,425.522,957.425,1444.72,963.147,2167.08,4.3532e-06,2.90213e-06,6.5298e-06,1444.72,963.147,2167.08,4.3532e-06,2.90213e-06,6.5298e-06
2020-02-17,0,0,0,,,,,,,,,,,752.911,501.941,1129.37,2197.63,1465.09,3296.45,6.62185e-06,4.41457e-06,9.93278e-06,2197.63,1465.09,3296.45,6.62185e-06,4.41457e-06,9.93278e-06
2020-02-18,0,0,0,,,,,,,,,,,932.299,621.533,1398.45,3129.93,2086.62,4694.9,9.43103e-06,6.28736e-06,1.41466e-05,3129.93,2086.62,4694.9,9.43103e-06,6.28736e-06,1.41466e-05
2020-02-19,0,0,0,,,,,,,,,,,1155.32,770.215,1732.98,4285.25,2856.84,6427.88,1.29122e-05,8.60815e-06,1.93683e-05,4285.25,2856.84,6427.88,1.29122e-05,8.60815e-06,1.93683e-05
2020-02-20,0,0,0,,,,,,,,,,,1451.75,967.831,2177.62,5737,3824.67,8605.5,1.72866e-05,1.15244e-05,2.59299e-05,5737,3824.67,8605.5,1.72866e-05,1.15244e-05,2.59299e-05
2020-02-21,0,0,0,,,,,,,,,,,1819.56,1213.04,2729.34,7556.56,5037.7,11334.8,2.27692e-05,1.51795e-05,3.41539e-05,7556.56,5037.7,11334.8,2.27692e-05,1.51795e-05,3.41539e-05
2020-02-22,0,0,0,,,,,,,,,,,2307.49,1538.32,3461.23,9864.04,6576.03,14796.1,2.97221e-05,1.98147e-05,4.45831e-05,9864.04,6576.03,14796.1,2.97221e-05,1.98147e-05,4.45831e-05
2020-02-23,0,0,0,,,,,,,,,,,2918.45,1945.63,4377.67,12782.5,8521.66,19173.7,3.85159e-05,2.56773e-05,5.77738e-05,12782.5,8521.66,19173.7,3.85159e-05,2.56773e-05,5.77738e-05
2020-02-24,0,0,0,,,,,,,,,,,3756.07,2504.05,5634.11,16538.6,11025.7,24807.8,4.98336e-05,3.32224e-05,7.47504e-05,16538.6,11025.7,24807.8,4.98336e-05,3.32224e-05,7.47504e-05
2020-02-25,0,0,0,,,,,,,,,,,4811.26,3207.51,7216.89,21349.8,14233.2,32024.7,6.43308e-05,4.28872e-05,9.64962e-05,21349.8,14233.2,32024.7,6.43308e-05,4.28872e-05,9.64962e-05
2020-02-26,0,0,0,,,,,,,,,,,6089.26,4059.51,9133.89,27439.1,18292.7,41158.6,8.26788e-05,5.51192e-05,0.000124018,27439.1,18292.7,41158.6,8.26788e-05,5.51192e-05,0.000124018
