date,total_cases,total_tests,daily_positive_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-22,40191,304543,4884.428571428572,35805.1634659428,0.13675360672588885,0.136416876746689,13.226484584581641,8.817656389721092,19.83972687687246,1.338135404131777,272164.65310404863,181443.10206936585,408246.97965607315,2553930.926620511,1702620.6177470074,3830896.3899307665,0.0076954440718115,0.0051302960478743324,0.011543166107717249,2821841.7621100526,1881227.8414067011,4232762.643165078,0.008502706644676063,0.005668471096450706,0.01275405996701409
2020-03-23,51623,362791,6262.5714285714275,40936.00266296584,0.15333708765167386,0.1529844396418578,12.29722213169954,8.198148087799689,18.445833197549305,1.2739342618868292,280056.097157938,186704.06477195874,420084.145736907,2769383.204573958,1846255.4697159738,4154074.8068609377,0.008344639763775297,0.005563093175850197,0.012516959645662944,3101897.8592679915,2067931.9061786605,4652846.788901986,0.009346565031833202,0.006231043354555467,0.014019847547749799
2020-03-24,62379,434506,7432.857142857142,48018.09915637977,0.15558233484141248,0.15479282340291473,12.190877303034322,8.127251535356214,18.286315954551483,1.2149434371213081,284539.8273780523,189693.21825203486,426809.7410670785,2976910.799979234,1984607.1999861563,4465366.199968849,0.00896995699031128,0.005979971326874186,0.013454935485466923,3386437.6866460424,2257625.124430695,5079656.5299690645,0.010203933688505588,0.006802622459003726,0.015305900532758385
2020-03-25,75278,523662,8841.714285714286,56440.11842226159,0.15778430977649854,0.15665655092294883,11.950121903542453,7.966747935694967,17.92518285531368,1.1608314623004783,287275.46665209724,191516.97776806488,430913.19997814577,3173573.2171917786,2115715.478127852,4760359.825787667,0.009562535519711448,0.006375023679807632,0.014343803279567172,3673713.153298141,2449142.1021987596,5510569.729947209,0.011069545308530918,0.007379696872353942,0.01660431796279637
2020-03-26,93001,631921,10701.285714285712,67286.81284399786,0.16134340477682785,0.159039866237925,11.297607388310054,7.531738258873371,16.946411082465083,1.1139002303272465,289315.63184289506,192877.0878952634,433973.4477643427,3357229.2854840946,2238152.8569893963,5035843.92822614,0.01011592362714256,0.006743949084761708,0.015173885440713842,3963028.7851410345,2642019.1900940235,5944543.177711552,0.011941304305902822,0.00796086953726855,0.017911956458854232
2020-03-27,112246,741319,12576.142857142857,76787.55069958125,0.1664948755822772,0.1637784086426322,10.797507347492582,7.1983382316617215,16.196261021238872,1.0720040501361159,289074.5872938057,192716.39152920386,433611.88094070856,3525404.9482277674,2350269.9654851793,5288107.422341651,0.010622666543873012,0.007081777695915342,0.015933999815809518,4252103.3724348415,2834735.5816232264,6378155.058652259,0.012812336993558602,0.008541557995705731,0.019218505490337896
2020-03-28,131847,834686,14403.714285714286,83056.8215843142,0.17702343726681688,0.17342000345019848,10.595154826133323,7.063436550755548,15.892732239199978,1.0352890145052218,286904.75417054415,191269.8361136961,430357.13125581644,3676518.7074951963,2451012.4716634653,5514778.061242796,0.011077998937871023,0.007385332625247349,0.016616998406806537,4539008.126605386,3026005.417736924,6808512.189908076,0.013676831591530287,0.009117887727686857,0.020515247387295422
2020-03-29,151292,918268,15871.571428571431,87905.89972277323,0.18452066579638798,0.18055183416158907,10.722763908416477,7.148509272277654,16.084145862624712,1.003986892236345,284007.17658966733,189338.11772644497,426010.7648845009,3807916.301156333,2538610.8674375555,5711874.451734498,0.01147392304946315,0.007649282032975435,0.01721088457419473,4823015.303195053,3215343.5354633685,7234522.954792577,0.014532595277485145,0.009688396851656763,0.02179889291622771
2020-03-30,172777,1034881,17307.714285714283,96234.11749466573,0.18387702880316167,0.17985008577310072,10.82445520701739,7.216303471344928,16.23668281052609,0.9764464821565438,279084.40729761467,186056.2715317432,418626.61094642204,3916813.5951698082,2611209.063446539,5875220.392754711,0.011802049792014173,0.007868033194676119,0.01770307468802127,5102099.710492667,3401399.806995112,7653149.565738999,0.01537352579181012,0.010249017194540083,0.023060288687715178
2020-03-31,197951,1149473,19367.42857142857,102340.84102129735,0.18961994050075037,0.1892443757365465,10.592646845456011,7.061764563637341,15.888970268184012,0.9526023596484505,273680.1940058184,182453.46267054565,410520.2910087276,4003147.2111540567,2668764.807436038,6004720.816731083,0.012062188195288525,0.008041458796859018,0.018093282292932795,5375779.904498489,3583853.269665656,8063669.85674773,0.016198172458868263,0.0107987816392455,0.024297258688302386
2020-04-01,224079,1261887,21257.285714285714,105622.45091858333,0.20156591824985606,0.2012572661343696,10.416671767795004,6.94444784519667,15.625007651692508,0.9338687121167146,267462.90780485846,178308.605203239,401194.3617072876,4065457.787797177,2710305.1918647853,6098186.681695768,0.012249940946406964,0.008166627297604642,0.01837491141961045,5643242.812303344,3762161.8748688963,8464864.218455017,0.017004085346661167,0.011336056897774113,0.02550612801999175
2020-04-02,252116,1384668,22730.714285714275,107648.09171095173,0.21137912206890216,0.21115761482097628,10.405858674536749,6.937239116357833,15.608788011805123,0.9185029260909351,260431.7205986378,173621.1470657586,390647.5808979567,4104459.3404358635,2736306.2269572415,6156689.010653796,0.012367459499440805,0.008244972999627202,0.018551189249161215,5903674.53290198,3935783.021934654,8855511.79935297,0.01778881202799096,0.011859208018660644,0.02668321804198644
2020-04-03,283993,1519916,24535.285714285714,111481.91329121703,0.22058523215476042,0.22008310576975626,10.23168851933324,6.821125679555493,15.347532778999854,0.9072419429965436,254249.58836208543,169499.72557472365,381374.38254312816,4122176.328369532,2748117.5522463555,6183264.4925542995,0.012420843907117375,0.008280562604744916,0.01863126586067607,6157924.121264066,4105282.7475093785,9236886.181896104,0.018554910855147006,0.012369940570098008,0.027832366282720525
2020-04-04,316860,1748261,26430.428571428565,130871.07398615628,0.20251539282489112,0.20195775709936034,9.946562699109574,6.631041799406382,14.919844048664363,0.9005398768128653,249311.41960773178,166207.61307182122,373967.12941159774,4120450.346815846,2746966.8978772303,6180675.52022377,0.012415643220451607,0.008277095480301068,0.018623464830677415,6407235.540871798,4271490.3605812,9610853.311307695,0.019306130109378743,0.012870753406252499,0.02895919516406811
2020-04-05,342494,1870444,27314.57142857143,136497.48449053554,0.2008053133034229,0.20011043815584284,9.964082863821195,6.642721909214134,14.946124295731801,0.8984565296613269,243730.6930505074,162487.12870033836,365596.03957576124,4101289.1249163025,2734192.7499442026,6151933.687374453,0.012357907081255927,0.008238604720837284,0.0185368606218839,6650966.2339223055,4433977.489281539,9976449.350883462,0.02004053365076032,0.013360355767173553,0.030060800476140494
2020-04-06,370904,2021980,28303.85714285714,141586.52568518167,0.20071644282893608,0.1999050192515558,9.894626578434874,6.596417718956585,14.84193986765231,0.8998556586179818,238753.49516366626,159168.99677577754,358130.24274549936,4067877.9669759213,2711918.6446506144,6101816.950463879,0.012257233372885552,0.008171488915257034,0.018385850059328336,6889719.729085976,4593146.486057315,10334579.593628952,0.020759940017561623,0.013839960011707743,0.0311399100263424
2020-04-07,401606,2176400,29093.57142857142,147450.5888715583,0.19831497272931758,0.19731064929089115,9.780161506696945,6.5201076711312975,14.670242260045422,0.9037956197333524,234139.23690472194,156092.82460314804,351208.85535708285,4021961.106722705,2681307.4044818035,6032941.660084057,0.012118877779024845,0.00807925185268323,0.018178316668537274,7123858.965990695,4749239.310660463,10685788.44898604,0.021465442810858045,0.014310295207238694,0.03219816421628706
2020-04-08,432513,2334628,29776.285714285714,154240.88338512302,0.19430039496952198,0.193050539265504,9.64779386551465,6.4318625770097695,14.471690798271974,0.9081968806067883,231533.6505226247,154355.76701508308,347300.47578393697,3968954.929867277,2645969.953244852,5953432.394800915,0.011959160824584243,0.007972773883056162,0.01793874123687637,7355392.616513319,4903595.077675547,11033088.924769975,0.022163094513089832,0.01477539634205989,0.033244641769634736
2020-04-09,467629,2508799,30787.571428571428,161703.78087777836,0.19171520045261622,0.19039487673972078,9.397156658300267,6.264771105533512,14.095734987450404,0.9130758838429367,228748.8982904165,152499.26552694428,343123.3474356247,3910428.3615055955,2606952.241003732,5865642.542258392,0.011782809957437516,0.007855206638291678,0.01767421493615628,7584141.514803735,5056094.343202492,11376212.2722056,0.02285235526596843,0.015234903510645626,0.034278532898952635
2020-04-10,501102,2663921,31015.571428571424,164471.35297564795,0.18977976494857982,0.18857734716369523,9.320305059010174,6.213536706006786,13.980457588515264,0.9163563052269846,224915.20397688658,149943.46931792438,337372.80596532975,3846027.933639588,2564018.622426392,5769041.90045938,0.01158876011619949,0.007725840077466326,0.01738314017429924,7809056.718780622,5206037.812520415,11713585.07817093,0.02353006442210231,0.015686709614734874,0.03529509663315345
2020-04-11,532194,2805693,30762.000000000004,152202.0766838344,0.20363862640812844,0.2021128796021696,9.32659626066394,6.217730840442627,13.989894390995916,0.9173750886554805,220638.76212063298,147092.50808042203,330958.14318094944,3777592.1084664143,2518394.73897761,5666388.162699622,0.011382550911542062,0.007588367274361375,0.0170738263673131,8029695.480901257,5353130.320600837,12044543.221351884,0.024194887905100666,0.016129925270067107,0.036292331857650996
2020-04-12,560196,2945132,31100.285714285706,154833.49649003573,0.2025722814435445,0.2008627746534624,9.131979660855995,6.087986440570666,13.697969491283988,0.9145943013190923,216513.36340602464,144342.24227068314,324770.0451090371,3707200.7177018956,2471467.1451345976,5560801.076552842,0.011170449243043855,0.007446966162029235,0.016755673864565786,8246208.844307277,5497472.562871521,12369313.266460922,0.024847280834574128,0.016564853889716097,0.03727092125186121
2020-04-13,584580,3076125,30525.14285714286,152182.56372259662,0.2027007669722856,0.20058239334688233,9.142771537670598,6.095181025113734,13.714157306505896,0.9089817011629192,211997.57241930638,141331.71494620424,317996.3586289595,3635191.113531535,2423460.7423543567,5452786.6702973,0.010953471612305983,0.007302314408203986,0.016430207418458978,8458206.416726587,5638804.277817722,12687309.625089882,0.025486066889791128,0.016990711259860743,0.03822910033468669
2020-04-14,610660,3236893,29864.85714285714,153173.31493896502,0.19712907110183658,0.19497428226814437,9.163954566957479,6.109303044638321,13.74593185043622,0.9012426430499827,207286.34594349985,138190.8972956666,310929.5189152498,3563393.052177419,2375595.3681182796,5345089.57826613,0.010737131397362817,0.007158087598241876,0.016105697096044227,8665492.762670085,5776995.175113389,12998239.144005133,0.02611065718917293,0.01740710479278195,0.03916598578375941
2020-04-15,640519,3383547,29715.142857142848,151685.3817640958,0.19830511221552852,0.1958998455326199,9.000895909896878,6.000597273264586,13.501343864845312,0.892110707553776,200442.05821884325,133628.03881256224,300663.08732826484,3490154.916390445,2326769.9442602964,5235232.374585667,0.01051645198430673,0.007010967989537818,0.015774677976460094,8865934.820888933,5910623.213925954,13298902.23133339,0.026714624443174993,0.017809749628783324,0.04007193666476246
2020-04-16,672100,3559634,29210.142857142862,152316.6388303554,0.19457954864464927,0.19177250155628783,8.915797566356423,5.943865044237618,13.373696349534635,0.8820388357123558,193772.582806865,129181.72187124332,290658.8742102975,3416464.591392451,2277643.0609283005,5124696.887088674,0.010294410045448947,0.006862940030299296,0.01544161506817342,9059707.403695792,6039804.935797197,13589561.105543694,0.027298495392110104,0.01819899692807341,0.04094774308816517
2020-04-17,704079,3723433,28996.71428571429,153918.54144898237,0.1915759330710742,0.1883900017031119,8.768220628616039,5.845480419077361,13.15233094292406,0.8738389532482266,188069.7275533315,125379.81836888767,282104.5913299972,3344102.598347144,2229401.73223143,5016153.897520715,0.010076370604914106,0.006717580403276066,0.015114555907371156,9247777.131249124,6165184.754166085,13871665.69687369,0.027865182632905064,0.018576788421936715,0.0417977739493576
2020-04-18,731906,3880418,28530.285714285714,156368.37222938775,0.1858261415710996,0.18245560344154912,8.738483101937403,5.825655401291603,13.107724652906105,0.8671012706642592,182361.2307718399,121574.15384789329,273541.8461577599,3272214.2407568987,2181476.160504599,4908321.361135347,0.00985975831149466,0.006573172207663102,0.014789637467241986,9430138.362020964,6286758.908013977,14145207.54303145,0.028414669166641662,0.01894311277776111,0.04262200374996251
2020-04-19,759178,4032531,28426.000000000007,158171.14782446838,0.1829889488586986,0.17971672072296,8.574217021406717,5.7161446809378145,12.861325532110081,0.862399183750508,177067.61279130136,118045.07519420092,265601.419186952,3199970.433940468,2133313.6226269784,4799955.650910703,0.0096420749869005,0.006428049991266997,0.014463112480350745,9607205.97481227,6404803.983208178,14410808.962218396,0.02894820509627925,0.019298803397519496,0.04342230764441885
2020-04-20,785282,4180204,28671.714285714283,160500.43793776122,0.18178228188381446,0.17863947696412258,8.327144055094937,5.551429370063293,12.490716082642404,0.8592864393461758,172024.18123962512,114682.78749308344,258036.27185943775,3128263.922129586,2085509.2814197245,4692395.8831943795,0.009426010626868835,0.0062840070845792215,0.014139015940303251,9779230.156051895,6519486.770701261,14668845.234077843,0.029466544277629163,0.01964436285175277,0.04419981641644375
2020-04-21,811500,4346155,28691.42857142857,161322.91921198458,0.1810573155845959,0.17785091363073413,8.160598776802697,5.440399184535134,12.240898165204044,0.8558836019392716,166452.6647526137,110968.4431684092,249678.9971289207,3055963.0917185335,2037308.7278123563,4583944.637577797,0.009208155480132341,0.006138770320088225,0.01381223322019851,9945682.820804505,6630455.21386967,14918524.231206758,0.02996809549769395,0.019978730331795966,0.044952143246540927
