date,total_cases,total_tests,daily_positive_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-15,0,0,,,,,,,,,162.28571428571428,108.1904761904762,243.42857142857144,162.28571428571428,108.1904761904762,243.42857142857144,4.889954637857998e-07,3.259969758571999e-07,7.334931956786998e-07,162.28571428571428,108.1904761904762,243.42857142857144,4.889954637857998e-07,3.259969758571999e-07,7.334931956786998e-07
2020-02-16,0,0,,,,,,,,,356.54368068279393,237.69578712186265,534.815521024191,518.8293949685083,345.8862633123389,778.2440924527624,1.5633244228242266e-06,1.0422162818828178e-06,2.34498663423634e-06,518.8293949685083,345.8862633123389,778.2440924527624,1.5633244228242266e-06,1.0422162818828178e-06,2.34498663423634e-06
2020-02-17,0,0,,,,,,,,,446.7301483960929,297.8200989307286,670.0952225941394,965.559543364601,643.7063622430675,1448.339315046902,2.9094011065516264e-06,1.9396007377010846e-06,4.36410165982744e-06,965.559543364601,643.7063622430675,1448.339315046902,2.909401106551626e-06,1.9396007377010846e-06,4.36410165982744e-06
2020-02-18,0,0,,,,,,,,,559.6261940546061,373.0841293697374,839.4392910819092,1525.1857374192073,1016.790491612805,2287.778606128811,4.5956534764098124e-06,3.0637689842732083e-06,6.893480214614719e-06,1525.1857374192073,1016.790491612805,2287.778606128811,4.5956534764098124e-06,3.0637689842732087e-06,6.893480214614719e-06
2020-02-19,0,0,,,,,,,,,1054.3674573431408,702.9116382287606,1581.5511860147112,2579.553194762348,1719.7021298415652,3869.3297921435224,7.772648482245327e-06,5.181765654830219e-06,1.1658972723367992e-05,2579.553194762348,1719.7021298415652,3869.3297921435224,7.772648482245327e-06,5.181765654830218e-06,1.1658972723367992e-05
2020-02-20,0,0,,,,,,,,,1338.3633638824651,892.2422425883101,2007.5450458236978,3917.9165586448134,2611.944372429876,5876.874837967221,1.180537321538741e-05,7.870248810258272e-06,1.7708059823081114e-05,3917.9165586448134,2611.944372429876,5876.874837967221,1.180537321538741e-05,7.870248810258274e-06,1.7708059823081117e-05
2020-02-21,0,0,,,,,,,,,1689.963988061452,1126.6426587076348,2534.9459820921775,5607.880546706265,3738.58703113751,8411.820820059398,1.6897532606992927e-05,1.1265021737995284e-05,2.534629891048939e-05,5607.880546706265,3738.58703113751,8411.820820059398,1.6897532606992924e-05,1.1265021737995284e-05,2.534629891048939e-05
2020-02-22,0,0,,,,,,,,,2132.32827641937,1421.5521842795795,3198.492414629054,7740.208823125634,5160.13921541709,11610.313234688454,2.3322613576446146e-05,1.5548409050964095e-05,3.4983920364669216e-05,7740.208823125634,5160.13921541709,11610.313234688454,2.332261357644614e-05,1.5548409050964095e-05,3.4983920364669216e-05
2020-02-23,0,0,,,,,,,,,2708.039604061917,1805.3597360412784,4062.059406092877,10448.248427187553,6965.498951458367,15672.372640781334,3.148241425863804e-05,2.0988276172425362e-05,4.7223621387957065e-05,10448.248427187553,6965.498951458367,15672.372640781334,3.148241425863804e-05,2.0988276172425355e-05,4.722362138795708e-05
2020-02-24,0,0,,,,,,,,,3460.1655355200696,2306.7770236800466,5190.248303280105,13908.413962707622,9272.275975138413,20862.620944061437,4.190850295205436e-05,2.793900196803624e-05,6.286275442808154e-05,13908.413962707622,9272.275975138413,20862.620944061437,4.190850295205436e-05,2.7939001968036236e-05,6.286275442808155e-05
2020-02-25,0,0,,,,,,,,,4447.33657655873,2964.891051039153,6671.004864838094,18355.75053926635,12237.167026177569,27533.62580889953,5.530911200404486e-05,3.6872741336029906e-05,8.296366800606729e-05,18355.75053926635,12237.167026177569,27533.62580889953,5.530911200404486e-05,3.687274133602991e-05,8.29636680060673e-05
2020-02-26,0,0,,,,,,,,,5620.216938017269,3746.8112920115127,8430.325407025904,23975.96747728361,15983.97831818908,35963.95121592544,7.22438163326346e-05,4.8162544221756396e-05,0.00010836572449895189,23975.96747728361,15983.97831818908,35963.95121592544,7.224381633263457e-05,4.8162544221756396e-05,0.00010836572449895192
2020-02-27,0,0,,,,,,,,,7176.862038347197,4784.574692231465,10765.293057520794,31152.829515630816,20768.55301042054,46729.24427344623,9.386896674353074e-05,6.257931116235383e-05,0.0001408034501152961,31152.829515630816,20768.55301042054,46729.24427344623,9.386896674353073e-05,6.25793111623538e-05,0.0001408034501152961
2020-02-28,0,0,,,,,,,,,9042.17168053794,6028.11445369196,13563.25752080691,40195.001196168756,26796.66746411251,60292.50179425314,0.00012111462391068595,8.074308260712398e-05,0.00018167193586602894,40195.001196168756,26796.66746411251,60292.50179425314,0.00012111462391068595,8.074308260712398e-05,0.00018167193586602894
2020-02-29,18,42,2.5714285714285716,6.0,0.4285714285714286,0.4285714285714286,63.1111111111111,42.074074074074076,94.66666666666667,3.2564367724791743,11326.208852816135,7550.805901877424,16989.313279224207,51521.21004898488,34347.47336598993,77281.81507347734,0.00015524248769274897,0.000103494991795166,0.00023286373153912348,51521.21004898488,34347.47336598993,77281.81507347734,0.00015524248769274894,0.000103494991795166,0.00023286373153912348
2020-03-01,50,131,7.142857142857142,18.714285714285715,0.38167938931297707,0.38167938931297707,49.916115295591155,33.277410197060775,74.87417294338674,3.228028205035564,14137.494622184957,9424.996414789975,21206.241933277444,65496.41895688412,43664.27930458943,98244.6284353262,0.00019735225558883298,0.00013156817039255533,0.0002960283833832495,65658.70467116983,43772.46978077991,98488.05700675478,0.00019784125105261872,0.00013189416736841255,0.0002967618765789282
2020-03-02,94,336,13.42857142857143,48.0,0.283132530120482,0.2797619047619048,33.26713871034734,22.17809247356489,49.90070806552101,3.194824138831208,17857.952838280795,11905.301892187195,26786.9292574212,82997.82811448212,55331.88540965475,124496.74217172322,0.0002500870864123125,0.000166724724274875,0.00037513062961846885,83516.65750945064,55677.7716729671,125274.98626417597,0.0002516504108351367,0.00016776694055675785,0.0003774756162527051
2020-03-03,144,605,20.571428571428573,86.42857142857143,0.24,0.23801652892561984,27.204051099876683,18.136034066584457,40.806076649815026,3.16602364670102,22499.70370907346,14999.802472715637,33749.555563610185,105050.8016751595,70033.86778343967,157576.20251273923,0.00031653658310167504,0.0002110243887344501,0.0004748048746525127,106016.36121852409,70677.57414568274,159024.54182778613,0.00031944598420822665,0.00021296398947215115,0.00047916897631234
2020-03-04,284,1658,40.57142857142857,237.11344537815123,0.17201695941853423,0.17110555880424577,25.98793028662671,17.32528685775114,38.98189542994007,3.12861147969425,28272.909111179277,18848.606074119525,42409.36366676892,132764.08459228423,88509.38972818946,199146.12688842625,0.0004000415896435811,0.0002666943930957208,0.0006000623844653717,134289.27032970343,89526.18021980226,201433.90549455507,0.00040463724311999105,0.00026975816207999395,0.0006069558646799864
2020-03-05,386,2242,55.142857142857146,320.6491978609626,0.17363922627080522,0.17197254042958113,24.270838205122423,16.18055880341495,36.40625730768364,3.084675902290025,35488.53802382679,23659.025349217864,53232.80703574019,167198.25515876786,111465.50343917859,250797.38273815173,0.0005037978153862386,0.00033586521025749254,0.0007556967230793581,169777.8083535302,113185.20556902014,254666.71253029522,0.0005115704638684841,0.00034104697591232276,0.0007673556958027259
2020-03-06,505,3014,72.14285714285715,431.20645530939646,0.16883985289200942,0.1673046779670626,23.425243398871608,15.616828932581075,35.13786509830741,3.019881440224762,44355.0701909536,29570.046793969053,66532.60528643041,210214.96198583895,140143.30799055935,315322.4429787585,0.0006334147357542757,0.0004222764905028505,0.0009501221036314137,214132.8785444837,142755.25236298918,321199.3178167257,0.0006452201089696629,0.00043014673931310874,0.0009678301634544948
2020-03-07,672,3865,93.42857142857143,546.9337018023992,0.17269606548719307,0.17082248016657434,22.82308552742445,15.215390351616294,34.234628291136666,2.936777304125521,53777.956945057005,35851.97129670469,80666.93541758553,262302.9549428346,174868.63662855639,393454.4324142518,0.0007903650402575703,0.0005269100268383803,0.0011855475603863557,267910.83548954077,178607.22365969385,401866.2532343112,0.0008072625728645632,0.0005381750485763755,0.0012108938592968448
2020-03-08,872,11296,117.42857142857142,1596.1239930837469,0.07398739873987398,0.07357108341044158,23.061164511476182,15.374109674317458,34.59174676721428,2.830398362579611,64603.81920449013,43069.21280299341,96905.72880673519,324774.4458709054,216516.29724727024,487161.66880635807,0.0009786026544814578,0.0006524017696543054,0.0014679039817221873,332514.65469403093,221676.4364626873,498771.98204104655,0.0010019252680579043,0.0006679501787052695,0.0015028879020868567
2020-03-09,1166,13113,153.14285714285714,1827.1569852053917,0.08390075917664554,0.08381483276087646,22.594364504328812,15.062909669552543,33.89154675649322,2.7039414657468592,77012.23197277776,51341.48798185182,115518.34795916661,399078.6382396212,266052.42549308075,598617.9573594319,0.0012024942839356713,0.0008016628559571143,0.0018037414259035073,409526.8866668087,273017.9244445391,614290.3300002131,0.0012339766981943096,0.0008226511321295396,0.0018509650472914646
2020-03-10,1573,15809,204.14285714285708,2174.6139388369243,0.0939884240989213,0.0938754477275361,21.785413601057463,14.523609067371643,32.6781204015862,2.5560124414330283,90613.04943955367,60408.6996263691,135919.5741593305,486231.52214365464,324154.3480957699,729347.283215482,0.0014651012858674143,0.0009767341905782764,0.002197651928801122,500139.93610636226,333426.62407090835,750209.9041595436,0.0015070097888194686,0.0010046731925463129,0.0022605146832292036
2020-03-11,2075,19749,255.85714285714278,2587.460983900449,0.09938405193940399,0.09888347861054617,21.96623035517638,14.644153570117586,32.949345532764575,2.4088979909636246,105659.5635505785,70439.70903371899,158489.34532586776,587443.7491176745,391629.16607844963,881165.6236765118,0.001770071566756218,0.0011800477111708122,0.0026551073501343276,605799.4996569406,403866.3331046273,908699.2494854113,0.0018253806787602623,0.0012169204525068424,0.002738071018140395
2020-03-12,2761,26428,339.2857142857142,3461.469034059387,0.09900783725195929,0.09801783894273984,21.152856534075955,14.101904356050635,31.729284801113923,2.26702024444995,120898.92455013108,80599.28303342074,181348.38682519665,702722.4567297884,468481.63781985885,1054083.6850946823,0.0021174266333529542,0.0014116177555686363,0.003176139950029432,726698.4242070718,484465.616138048,1090047.636310608,0.0021896704496855886,0.001459780299790393,0.0032845056745283837
2020-03-13,3816,37496,472.9999999999999,4935.917698200492,0.0969574511698732,0.09582817804527889,19.11664203073561,12.744428020490405,28.67496304610341,2.1311955882643985,135790.99490311634,90527.3299354109,203686.49235467453,831336.5895945575,554224.3930630385,1247004.8843918364,0.0025049636869157307,0.0016699757912771538,0.003757445530373596,862489.4191101884,574992.946073459,1293734.1286652822,0.002598832653659262,0.0017325551024395083,0.0038982489804888915
2020-03-14,4737,44769,580.7142857142857,5860.863277226663,0.1006711409395973,0.09908340431191177,19.503926683816225,13.002617789210817,29.255890025724344,2.0088508203793203,152609.5829285312,101739.72195235413,228914.37439279672,974904.0008425505,649936.0005617003,1462356.0012638262,0.002937557604111306,0.001958371736074204,0.004406336406166959,1015099.0020387194,676732.668025813,1522648.5030580794,0.003058672228021992,0.0020391148186813283,0.004588008342032989
2020-03-15,6000,54524,732.5714285714286,6199.650906178454,0.12059072523751295,0.11816333526801677,19.29845209736636,12.86563473157758,28.947678146049554,1.9014991861034498,170187.1132841399,113458.07552275997,255280.66992620975,1133764.9052738743,755843.2701825829,1700647.3579108114,0.003416233512103197,0.0022774890080687975,0.005124350268154795,1185286.1153228595,790190.7435485729,1777929.1729842885,0.0035714759997959463,0.002380983999863964,0.0053572139996939175
2020-03-16,7785,76898,945.5714285714287,9152.727973581768,0.10543502500876106,0.10331033887390788,18.885884554761375,12.590589703174249,28.328826832142074,1.8017572863119125,187346.57802156924,124897.71868104619,281019.86703235394,1306973.9886732593,871315.9924488391,1960460.983009888,0.003938143012527111,0.002625428675018074,0.005907214518790667,1372632.6933444284,915088.4622296193,2058949.040016643,0.004135984263579729,0.002757322842386487,0.006203976395369595
2020-03-17,10349,99130,1253.714285714285,11959.78707007401,0.10721659560431498,0.10482747546997313,17.946436413344838,11.964290942229889,26.919654620017255,1.7122092177033001,205152.33116173744,136768.22077449164,307728.4967426061,1494268.3669967153,996178.9113311438,2241402.5504950727,0.004502493989419067,0.0030016626596127112,0.006753740984128601,1577785.0245061663,1051856.683004111,2366677.5367592485,0.004754144400254205,0.00316942960016947,0.007131216600381304
2020-03-18,13386,129330,1615.8571428571431,15732.421841733514,0.10322044880043076,0.10270873480971293,17.49715885229024,11.664772568193499,26.245738278435365,1.6295821567424265,221430.16795995203,147620.1119733014,332145.2519399281,1693198.8312475942,1128799.220831729,2539798.2468713904,0.005101906544341938,0.003401271029561291,0.007652859816512906,1799215.192466118,1199476.7949774119,2698822.788699178,0.005421352528550163,0.0036142350190334414,0.008132028792825248
2020-03-19,18092,162222,2190.142857142857,19467.55279658449,0.11289894987996522,0.11250221740901659,16.203754886621066,10.802503257747379,24.3056323299316,1.550792472779392,236532.60042841628,157688.40028561087,354798.9006426244,1901458.5225648314,1267639.0150432205,2852187.7838472454,0.005729429704909648,0.003819619803273098,0.00859414455736447,2035747.7928945345,1357165.1952630233,3053621.6893418008,0.006134066948029638,0.0040893779653530925,0.009201100422044453
2020-03-20,24213,205340,2913.857142857142,24053.723060386248,0.12152355758918994,0.12113954814986351,15.222115572715364,10.148077048476905,22.833173359073047,1.4781703518101434,251037.40116141798,167358.26744094532,376556.10174212686,2117007.3857024224,1411338.2571349477,3175511.0785536338,0.006378916425058661,0.004252610950039106,0.00956837463758799,2286785.194055952,1524523.4627039684,3430177.791083929,0.006890486888927142,0.004593657925951429,0.010335730333390717
2020-03-21,31021,254812,3754.857142857142,30089.863850354555,0.12513628161852575,0.12478810677014406,14.322237810660443,9.5481585404403,21.48335671599067,1.4076090844710336,262891.9149500513,175261.27663336752,394337.872425077,2335544.2304615197,1557029.4869743462,3503316.345692279,0.0070374064605347375,0.004691604307023157,0.010556109690802104,2549677.1090060025,1699784.7393373356,3824515.663509005,0.007682626569504395,0.005121751046336265,0.011523939854256596
