date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,67.4908,44.9939,101.236,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07
2020-02-13,0,0,0,,,,,,,,,,,171.563,114.375,257.344,239.054,159.369,358.581,7.20311e-07,4.80207e-07,1.08047e-06,239.054,159.369,358.581,7.20311e-07,4.80207e-07,1.08047e-06
2020-02-14,0,0,0,,,,,,,,,,,237.589,158.393,356.383,476.643,317.762,714.964,1.43621e-06,9.57472e-07,2.15431e-06,476.643,317.762,714.964,1.43621e-06,9.57472e-07,2.15431e-06
2020-02-15,0,0,0,,,,,,,,,,,329.795,219.864,494.693,806.438,537.625,1209.66,2.42994e-06,1.61996e-06,3.64491e-06,806.438,537.625,1209.66,2.42994e-06,1.61996e-06,3.64491e-06
2020-02-16,0,0,0,,,,,,,,,,,633.389,422.259,950.084,1439.83,959.885,2159.74,4.33845e-06,2.8923e-06,6.50768e-06,1439.83,959.885,2159.74,4.33845e-06,2.8923e-06,6.50768e-06
2020-02-17,0,0,0,,,,,,,,,,,748.089,498.726,1122.13,2187.92,1458.61,3281.87,6.59258e-06,4.39505e-06,9.88887e-06,2187.92,1458.61,3281.87,6.59258e-06,4.39505e-06,9.88887e-06
2020-02-18,0,0,0,,,,,,,,,,,944.467,629.644,1416.7,3132.38,2088.26,4698.57,9.43842e-06,6.29228e-06,1.41576e-05,3132.38,2088.26,4698.57,9.43842e-06,6.29228e-06,1.41576e-05
2020-02-19,0,0,0,,,,,,,,,,,1160.92,773.949,1741.39,4293.31,2862.2,6439.96,1.29365e-05,8.62433e-06,1.94047e-05,4293.31,2862.2,6439.96,1.29365e-05,8.62433e-06,1.94047e-05
2020-02-20,0,0,0,,,,,,,,,,,1453.48,968.989,2180.23,5746.79,3831.19,8620.19,1.73161e-05,1.15441e-05,2.59741e-05,5746.79,3831.19,8620.19,1.73161e-05,1.15441e-05,2.59741e-05
2020-02-21,0,0,0,,,,,,,,,,,1823.39,1215.59,2735.08,7570.18,5046.79,11355.3,2.28103e-05,1.52069e-05,3.42154e-05,7570.18,5046.79,11355.3,2.28103e-05,1.52069e-05,3.42154e-05
2020-02-22,0,0,0,,,,,,,,,,,2313.82,1542.54,3470.73,9884,6589.33,14826,2.97822e-05,1.98548e-05,4.46733e-05,9884,6589.33,14826,2.97822e-05,1.98548e-05,4.46733e-05
2020-02-23,0,0,0,,,,,,,,,,,2920.03,1946.69,4380.05,12804,8536.02,19206,3.85808e-05,2.57205e-05,5.78712e-05,12804,8536.02,19206,3.85808e-05,2.57205e-05,5.78712e-05
2020-02-24,0,0,0,,,,,,,,,,,3752.31,2501.54,5628.46,16556.3,11037.6,24834.5,4.98872e-05,3.32581e-05,7.48307e-05,16556.3,11037.6,24834.5,4.98872e-05,3.32581e-05,7.48307e-05
2020-02-25,0,0,0,,,,,,,,,,,4798.13,3198.75,7197.19,21354.5,14236.3,32031.7,6.43448e-05,4.28965e-05,9.65172e-05,21354.5,14236.3,32031.7,6.43448e-05,4.28965e-05,9.65172e-05
2020-02-26,0,0,0,,,,,,,,,,,6064.05,4042.7,9096.07,27418.5,18279,41127.8,8.26168e-05,5.50779e-05,0.000123925,27418.5,18279,41127.8,8.26168e-05,5.50779e-05,0.000123925
