date,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-05-16,1469946,85077,11511660,22727.9,1354.29,362494,0.0643695,0.0626985,4.89921,3.26614,7.34882,0.923429,88384.2,58922.8,132576,1.49904e+06,999359,2.24856e+06,0.00451687,0.00301124,0.0067753,1.25194e+07,8.34628e+06,1.87791e+07,0.0377232,0.0251488,0.0565848
2020-05-17,1490090,85926,11856096,22622.4,1328.14,373686,0.0620302,0.0605386,4.84516,3.23011,7.26774,0.934356,87970.3,58646.9,131955,1.47566e+06,983773,2.21349e+06,0.00444642,0.00296428,0.00666963,1.26074e+07,8.40492e+06,1.89111e+07,0.0379883,0.0253255,0.0569824
2020-05-18,1510938,86816,12219826,22986.6,1327.71,369805,0.06364,0.0621586,4.6977,3.1318,7.04656,0.945021,87749.9,58499.9,131625,1.4538e+06,969200,2.1807e+06,0.00438056,0.00292037,0.00657083,1.26951e+07,8.46342e+06,1.90427e+07,0.0382527,0.0255018,0.057379
2020-05-19,1531816,88147,12616958,22746.4,1302.86,379451,0.0612828,0.0599456,4.69067,3.12711,7.036,0.95468,87406.9,58271.3,131110,1.43322e+06,955482,2.14983e+06,0.00431855,0.00287904,0.00647783,1.27825e+07,8.52169e+06,1.91738e+07,0.0385161,0.0256774,0.0577741
2020-05-20,1553074,89533,13056086,22693.7,1252.86,392320,0.0587651,0.057845,4.64978,3.09985,6.97467,0.960444,86877,57918,130315,1.4134e+06,942269,2.12011e+06,0.00425884,0.00283922,0.00638825,1.28694e+07,8.57961e+06,1.93041e+07,0.0387778,0.0258519,0.0581667
2020-05-21,1579817,90959,13550524,22698,1191.71,407672,0.0564539,0.0556771,4.60362,3.06908,6.90544,0.962113,86015.7,57343.8,129024,1.3939e+06,929266,2.09085e+06,0.00420006,0.00280004,0.00630009,1.29554e+07,8.63696e+06,1.94332e+07,0.039037,0.0260247,0.0585555
2020-05-22,1603990,92262,13959189,22519.6,1197.14,408295,0.0559468,0.0551551,4.56073,3.04048,6.84109,0.960758,85287.8,56858.5,127932,1.37469e+06,916462,2.06204e+06,0.00414219,0.00276146,0.00621329,1.30407e+07,8.69381e+06,1.95611e+07,0.039294,0.026196,0.058941
2020-05-23,1626355,93297,14379849,22344.1,1174.29,415491,0.0545323,0.0537777,4.51055,3.00704,6.76583,0.957801,83899.7,55933.2,125850,1.35589e+06,903925,2.03383e+06,0.00408553,0.00272369,0.00612829,1.31246e+07,8.74975e+06,1.96869e+07,0.0395468,0.0263645,0.0593202
2020-05-24,1645214,93980,14736313,22252,1150.57,418295,0.0540806,0.053197,4.43937,2.95958,6.65906,0.954697,82590.2,55060.1,123885,1.33769e+06,891796,2.00654e+06,0.00403071,0.00268714,0.00604606,1.32072e+07,8.80481e+06,1.98108e+07,0.0397957,0.0265304,0.0596935
2020-05-25,1663745,94533,15159912,21921,1102.43,428229,0.0521913,0.0511899,4.40275,2.93516,6.60412,0.955041,81774.6,54516.4,122662,1.32068e+06,880455,1.98102e+06,0.00397945,0.00265297,0.00596918,1.3289e+07,8.85932e+06,1.99335e+07,0.0400421,0.0266947,0.0600631
2020-05-26,1680723,95206,15474407,21363.9,1008.43,417516,0.0523358,0.0511689,4.41243,2.94162,6.61864,0.959159,81241.1,54160.7,121862,1.30541e+06,870274,1.95812e+06,0.00393344,0.00262229,0.00590015,1.33702e+07,8.91348e+06,2.00553e+07,0.0402869,0.0268579,0.0604303
2020-05-27,1700136,96521,15887646,21100.3,998.286,415355,0.0521628,0.0508006,4.3741,2.91607,6.56115,0.969392,81312.5,54208.3,121969,1.29246e+06,861638,1.93869e+06,0.0038944,0.00259627,0.0058416,1.34515e+07,8.96769e+06,2.01773e+07,0.0405319,0.0270212,0.0607978
2020-05-28,1722794,97766,16352853,20516.7,972.429,411296,0.0512492,0.0498831,4.41394,2.94263,6.62092,0.985231,81853.6,54569.1,122780,1.28202e+06,854678,1.92302e+06,0.00386294,0.00257529,0.00579441,1.35334e+07,9.02226e+06,2.03001e+07,0.0407785,0.0271857,0.0611678
2020-05-29,1746382,98933,16865351,20433.1,953,426278,0.0492168,0.0479339,4.36024,2.90682,6.54036,1.00499,82452.4,54968.3,123679,1.27391e+06,849273,1.91086e+06,0.00383851,0.00255901,0.00575777,1.36158e+07,9.07723e+06,2.04238e+07,0.0410269,0.0273513,0.0615404
2020-05-30,1769819,99850,17309363,20586.3,936.143,430264,0.0491904,0.0478457,4.29335,2.86224,6.44003,1.02829,84044.5,56029.7,126067,1.26886e+06,845907,1.90329e+06,0.0038233,0.00254887,0.00573495,1.36999e+07,9.13326e+06,2.05498e+07,0.0412802,0.0275201,0.0619203
2020-05-31,1791211,100500,17731142,20856.7,931.429,438209,0.0487497,0.0475953,4.21784,2.81189,6.32676,1.05469,85771.6,57181.1,128657,1.26625e+06,844165,1.89937e+06,0.00381543,0.00254362,0.00572314,1.37857e+07,9.19044e+06,2.06785e+07,0.0415386,0.0276924,0.0623079
2020-06-01,1811571,101173,18143989,20616,948.571,434128,0.0483607,0.0474883,4.2564,2.8376,6.38459,1.08119,87781.1,58520.7,131672,1.26606e+06,844039,1.89909e+06,0.00381486,0.00254324,0.00572229,1.38734e+07,9.24896e+06,2.08102e+07,0.0418031,0.0278688,0.0627047
2020-06-02,1831729,102173,18584482,21070.3,995.286,450150,0.0474239,0.0468073,4.14835,2.76557,6.22253,1.10875,90665.1,60443.4,135998,1.26897e+06,845983,1.90346e+06,0.00382364,0.00254909,0.00573546,1.39641e+07,9.30941e+06,2.09462e+07,0.0420763,0.0280509,0.0631145
2020-06-03,1851884,103152,19056183,21176.3,947.286,456831,0.0467831,0.0463547,4.10256,2.73504,6.15384,1.13592,93841.7,62561.1,140763,1.27541e+06,850272,1.91311e+06,0.00384303,0.00256202,0.00576455,1.40579e+07,9.37197e+06,2.10869e+07,0.0423591,0.0282394,0.0635386
2020-06-04,1872267,104020,19550179,20851.3,893.429,460191,0.0456503,0.0453101,4.1252,2.75013,6.1878,1.16315,97590,65060,146385,1.28612e+06,857414,1.92918e+06,0.00387531,0.00258354,0.00581297,1.41555e+07,9.43703e+06,2.12333e+07,0.0426531,0.0284354,0.0639797
2020-06-05,1895332,104860,20139386,20776.6,846.714,470870,0.044421,0.0441237,4.105,2.73666,6.15749,1.19135,102172,68114.7,153258,1.30228e+06,868185,1.95342e+06,0.00392399,0.002616,0.00588599,1.42577e+07,9.50514e+06,2.13866e+07,0.042961,0.0286407,0.0644415
2020-06-06,1917892,105570,20698451,20651.3,817.143,486601,0.0426542,0.0424398,4.06269,2.70846,6.09403,1.21903,106914,71276.1,160371,1.3239e+06,882603,1.98586e+06,0.00398916,0.00265944,0.00598374,1.43646e+07,9.57642e+06,2.15469e+07,0.0432832,0.0288554,0.0649247
2020-06-07,1936710,106016,21123155,20283.6,788,488796,0.0418586,0.041497,4.07178,2.71452,6.10767,1.2446,113004,75335.8,169506,1.35301e+06,902005,2.02951e+06,0.00407685,0.0027179,0.00611528,1.44776e+07,9.65175e+06,2.17164e+07,0.0436237,0.0290824,0.0654355
2020-06-08,1953940,106695,21533921,20338.4,788.857,490886,0.0419976,0.0414321,4.0207,2.68046,6.03104,1.26921,119833,79888.4,179749,1.39025e+06,926834,2.08538e+06,0.00418907,0.00279271,0.00628361,1.45975e+07,9.73164e+06,2.18962e+07,0.0439847,0.0293232,0.0659771
2020-06-09,1971092,107599,21978106,19909,775.143,493582,0.0410661,0.0403357,4.08062,2.72041,6.12093,1.28961,127005,84670.2,190508,1.43548e+06,956988,2.15322e+06,0.00432536,0.00288357,0.00648804,1.47245e+07,9.81631e+06,2.20867e+07,0.0443674,0.0295783,0.0665511
2020-06-10,1991819,108484,22425973,19990.7,761.714,492455,0.0415263,0.040594,4.06751,2.71167,6.10127,1.3057,134567,89711.4,201851,1.48881e+06,992538,2.23321e+06,0.00448604,0.00299069,0.00672906,1.4859e+07,9.90602e+06,2.22886e+07,0.0447729,0.0298486,0.0671593
2020-06-11,2013889,109382,22904999,20231.7,766,495155,0.0422145,0.0408594,4.04581,2.69721,6.06871,1.31619,142565,95043.4,213848,1.55006e+06,1.03337e+06,2.32509e+06,0.0046706,0.00311374,0.00700591,1.50016e+07,1.00011e+07,2.25024e+07,0.0452025,0.030135,0.0678037
2020-06-12,2036984,110145,23500689,20236,755,497752,0.042142,0.0406548,4.07454,2.71636,6.11181,1.32055,150747,100498,226120,1.61895e+06,1.0793e+06,2.42843e+06,0.00487819,0.00325213,0.00731729,1.51523e+07,1.01016e+07,2.27285e+07,0.0456567,0.0304378,0.068485
2020-06-13,2062230,110835,24025283,20619.7,752.143,494938,0.043386,0.0416612,4.07593,2.71729,6.1139,1.31931,159454,106302,239180,1.69595e+06,1.13064e+06,2.54393e+06,0.00511021,0.00340681,0.00766531,1.53118e+07,1.02079e+07,2.29677e+07,0.0461372,0.0307581,0.0692057
2020-06-14,2083563,111190,24506996,20979,739.143,503413,0.0433983,0.0416736,4.08845,2.72563,6.13268,1.31371,167625,111750,251437,1.77953e+06,1.18636e+06,2.6693e+06,0.00536205,0.0035747,0.00804308,1.54794e+07,1.03196e+07,2.32191e+07,0.0466422,0.0310948,0.0699634
2020-06-15,2102217,111597,24952547,21182.4,700.286,509085,0.0433733,0.0416089,4.14405,2.7627,6.21608,1.30237,175942,117294,263912,1.8697e+06,1.24647e+06,2.80456e+06,0.00563375,0.00375583,0.00845062,1.56554e+07,1.04369e+07,2.3483e+07,0.0471724,0.0314483,0.0707586
2020-06-16,2125485,112304,25437589,22056.1,672.143,515857,0.0446289,0.0427563,4.11065,2.74043,6.16597,1.28744,184299,122866,276448,1.96622e+06,1.31081e+06,2.94933e+06,0.00592457,0.00394972,0.00888686,1.58397e+07,1.05598e+07,2.37595e+07,0.0477277,0.0318185,0.0715916
2020-06-17,2149390,113098,25959842,22510.1,659.143,527926,0.0445888,0.0426388,4.16886,2.77924,6.25329,1.26896,192633,128422,288949,2.06819e+06,1.37879e+06,3.10228e+06,0.00623182,0.00415455,0.00934773,1.60323e+07,1.06882e+07,2.40484e+07,0.0483081,0.0322054,0.0724622
2020-06-18,2176478,113788,26495581,23227,629.429,533811,0.0452821,0.0435116,4.20157,2.80105,6.30236,1.24844,199964,133309,299946,2.17431e+06,1.44954e+06,3.26147e+06,0.00655159,0.00436772,0.00982738,1.62323e+07,1.08215e+07,2.43484e+07,0.0489107,0.0326071,0.073366
2020-06-19,2207438,114444,27108337,24350.6,614.143,535879,0.047248,0.0454404,4.19588,2.79725,6.29382,1.2259,206102,137401,309152,2.28282e+06,1.52188e+06,3.42424e+06,0.00687855,0.0045857,0.0103178,1.64384e+07,1.09589e+07,2.46575e+07,0.0495317,0.0330211,0.0742975
2020-06-20,2239388,115055,27676741,25308.3,602.857,541771,0.0485171,0.046714,4.22447,2.81631,6.33671,1.20257,211346,140897,317019,2.392e+06,1.59467e+06,3.588e+06,0.00720751,0.00480501,0.0108113,1.66497e+07,1.10998e+07,2.49746e+07,0.0501685,0.0334457,0.0752528
2020-06-21,2268236,115347,28208070,26381.9,593.857,547458,0.0498971,0.0481898,4.28339,2.85559,6.42508,1.17932,216773,144516,325160,2.50186e+06,1.6679e+06,3.75279e+06,0.00753854,0.00502569,0.0113078,1.68665e+07,1.12443e+07,2.52997e+07,0.0508217,0.0338811,0.0762325
2020-06-22,2295415,115642,28704687,27599.7,577.857,552608,0.0514901,0.0499445,4.34181,2.89454,6.51271,1.15907,221466,147644,332199,2.61032e+06,1.74021e+06,3.91548e+06,0.00786535,0.00524357,0.011798,1.70879e+07,1.1392e+07,2.56319e+07,0.051489,0.034326,0.0772335
2020-06-23,2329299,116367,29349746,29116.3,580.429,575502,0.0520976,0.0505929,4.362,2.908,6.543,1.1427,225843,150562,338765,2.71633e+06,1.81089e+06,4.0745e+06,0.00818478,0.00545652,0.0122772,1.73138e+07,1.15425e+07,2.59707e+07,0.0521695,0.0347797,0.0782543
2020-06-24,2368308,117073,29857420,31274,567.857,572070,0.0561677,0.0546682,4.30284,2.86856,6.45426,1.13153,229820,153213,344730,2.81914e+06,1.87943e+06,4.22872e+06,0.00849458,0.00566305,0.0127419,1.75436e+07,1.16957e+07,2.63154e+07,0.052862,0.0352413,0.079293
2020-06-25,2407989,117737,30505553,33073,564.143,587141,0.0577338,0.0563289,4.31062,2.87375,6.46593,1.12446,235091,156728,352637,2.91967e+06,1.94645e+06,4.3795e+06,0.00879748,0.00586499,0.0131962,1.77787e+07,1.18525e+07,2.66681e+07,0.0535704,0.0357136,0.0803556
2020-06-26,2452368,118362,31247023,34990,559.714,608556,0.0591806,0.0574968,4.30828,2.87219,6.46243,1.12207,241687,161125,362531,3.01879e+06,2.01253e+06,4.52819e+06,0.00909615,0.0060641,0.0136442,1.80204e+07,1.20136e+07,2.70306e+07,0.0542986,0.0361991,0.0814479
2020-06-27,2495261,118864,31878332,36553.3,544.143,619284,0.0608991,0.0590251,4.36222,2.90815,6.54333,1.12259,248723,165815,373084,3.11677e+06,2.07784e+06,4.67515e+06,0.00939137,0.00626091,0.0140871,1.82691e+07,1.21794e+07,2.74037e+07,0.0550481,0.0366987,0.0825721
2020-06-28,2536592,119134,32485110,38336.6,541,635589,0.0627434,0.0603166,4.37245,2.91497,6.55867,1.12385,254454,169636,381681,3.21177e+06,2.14118e+06,4.81765e+06,0.00967762,0.00645175,0.0145164,1.85236e+07,1.2349e+07,2.77854e+07,0.0558148,0.0372098,0.0837222
2020-06-29,2576357,119492,33160537,40134.6,550,666375,0.0630501,0.0602282,4.38379,2.92253,6.57569,1.12305,260374,173582,390560,3.30452e+06,2.20301e+06,4.95677e+06,0.00995709,0.00663806,0.0149356,1.87839e+07,1.25226e+07,2.81759e+07,0.0565993,0.0377329,0.084899
2020-06-30,2623987,120077,33824217,42098.3,530,670632,0.0658599,0.0627741,4.37782,2.91855,6.56673,1.11963,266377,177585,399566,3.39495e+06,2.2633e+06,5.09243e+06,0.0102296,0.00681973,0.0153444,1.90503e+07,1.27002e+07,2.85755e+07,0.057402,0.038268,0.086103
2020-07-01,2674988,120765,34492397,43811.4,527.429,696951,0.0661665,0.0628616,4.39686,2.93124,6.5953,1.11227,271627,181084,407440,3.48228e+06,2.32152e+06,5.22342e+06,0.0104927,0.00699515,0.0157391,1.93219e+07,1.28813e+07,2.89829e+07,0.0582204,0.0388136,0.0873306
2020-07-02,2728496,121461,35198282,45786.7,532,708783,0.0682986,0.064599,4.3673,2.91153,6.55094,1.10184,275282,183522,412924,3.56493e+06,2.37662e+06,5.34739e+06,0.0107418,0.00716117,0.0161126,1.95972e+07,1.30648e+07,2.93958e+07,0.0590499,0.0393666,0.0885749
2020-07-03,2782184,122063,35928804,47116.6,528.714,705292,0.0704467,0.0668044,4.37429,2.91619,6.56143,1.088,277600,185067,416400,3.64257e+06,2.42838e+06,5.46385e+06,0.0109757,0.00731713,0.0164635,1.98748e+07,1.32499e+07,2.98122e+07,0.0598864,0.0399242,0.0898295
2020-07-04,2836328,122363,36588057,48723.9,499.857,706973,0.0724176,0.068919,4.33763,2.89175,6.50644,1.07176,278998,185999,418497,3.71546e+06,2.47697e+06,5.57319e+06,0.0111953,0.00746356,0.016793,2.01538e+07,1.34359e+07,3.02307e+07,0.060727,0.0404847,0.0910905
2020-07-05,2881495,122570,37274962,49271.9,490.857,715246,0.072007,0.068888,4.39954,2.93303,6.59931,1.05508,280681,187121,421021,3.7848e+06,2.5232e+06,5.6772e+06,0.0114043,0.00760284,0.0171064,2.04345e+07,1.3623e+07,3.06518e+07,0.0615728,0.0410485,0.0923592
2020-07-06,2922989,122836,37919980,49518.9,477.714,709294,0.0728304,0.0698143,4.47236,2.98157,6.70854,1.03935,281415,187610,422122,3.84944e+06,2.56629e+06,5.77416e+06,0.011599,0.00773269,0.0173986,2.07159e+07,1.38106e+07,3.10739e+07,0.0624207,0.0416138,0.0936311
2020-07-07,2974731,123740,38603718,50106.3,523.286,712652,0.0733851,0.0703097,4.50728,3.00486,6.76093,1.02411,280627,187085,420941,3.9086e+06,2.60573e+06,5.8629e+06,0.0117773,0.00785153,0.0176659,2.09965e+07,1.39977e+07,3.14948e+07,0.0632663,0.0421775,0.0948995
2020-07-08,3037467,124553,39310777,51782.7,541.143,718025,0.0752284,0.0721183,4.43816,2.95877,6.65723,1.01006,279583,186389,419374,3.96234e+06,2.64156e+06,5.94351e+06,0.0119392,0.00795948,0.0179088,2.12761e+07,1.41841e+07,3.19142e+07,0.0641087,0.0427392,0.0961631
2020-07-09,3096428,125453,40080137,52561.7,570.286,724955,0.0753673,0.0725034,4.47267,2.98178,6.70901,0.997338,278069,185379,417104,4.01059e+06,2.67373e+06,6.01588e+06,0.0120846,0.00805641,0.0181269,2.15542e+07,1.43695e+07,3.23313e+07,0.0649466,0.0432977,0.0974199
2020-07-10,3163252,126275,40968545,54438.3,601.714,749116,0.0756126,0.0726701,4.43965,2.95977,6.65948,0.98596,276271,184180,414406,4.05177e+06,2.70118e+06,6.07765e+06,0.0122087,0.00813913,0.018313,2.18305e+07,1.45536e+07,3.27457e+07,0.0657791,0.0438527,0.0986686
2020-07-11,3225577,127025,41726075,55607,666,765478,0.0757586,0.0726435,4.47287,2.98191,6.7093,0.975852,273870,182580,410805,4.08395e+06,2.72263e+06,6.12593e+06,0.0123057,0.00820377,0.0184585,2.21043e+07,1.47362e+07,3.31565e+07,0.0666043,0.0444029,0.0999064
2020-07-12,3286549,127499,42549702,57864.9,704.143,785531,0.0767913,0.0736634,4.39738,2.93159,6.59608,0.966545,270700,180467,406050,4.10593e+06,2.73728e+06,6.15889e+06,0.0123719,0.00824792,0.0185578,2.2375e+07,1.49167e+07,3.35626e+07,0.0674199,0.0449466,0.10113
2020-07-13,3344151,127830,43307351,60166,713.429,800543,0.0781758,0.0751565,4.32759,2.88506,6.49138,0.957713,267389,178260,401084,4.11886e+06,2.74591e+06,6.17829e+06,0.0124109,0.00827391,0.0186163,2.26424e+07,1.5095e+07,3.39636e+07,0.0682256,0.0454838,0.102338
2020-07-14,3406885,128568,44119894,61736.3,689.714,817574,0.078343,0.0755115,4.31476,2.87651,6.47214,0.949949,263794,175863,395692,4.12228e+06,2.74819e+06,6.18343e+06,0.0124212,0.00828078,0.0186317,2.29062e+07,1.52708e+07,3.43593e+07,0.0690205,0.0460137,0.103531
2020-07-15,3472504,129431,44966847,62148.1,696.857,836750,0.0769151,0.0742733,4.37063,2.91376,6.55595,0.943085,260244,173496,390366,4.11615e+06,2.7441e+06,6.17423e+06,0.0124027,0.00826846,0.018604,2.31665e+07,1.54443e+07,3.47497e+07,0.0698047,0.0465364,0.104707
2020-07-16,3542950,130384,45867408,63788.9,704.429,857104,0.0771559,0.0744237,4.31553,2.87702,6.47329,0.936654,256027,170685,384041,4.10055e+06,2.7337e+06,6.15083e+06,0.0123557,0.00823712,0.0185335,2.34225e+07,1.5615e+07,3.51337e+07,0.0705761,0.0470507,0.105864
2020-07-17,3619168,131319,46777623,65130.9,720.571,860333,0.0784834,0.0757042,4.26219,2.84146,6.39329,0.929967,251734,167823,377602,4.077e+06,2.718e+06,6.1155e+06,0.0122847,0.00818982,0.0184271,2.36742e+07,1.57828e+07,3.55113e+07,0.0713346,0.0475564,0.107002
2020-07-18,3683592,132192,47620727,65430.7,738.143,871506,0.0777001,0.0750778,4.26402,2.84268,6.39603,0.92332,247373,164915,371060,4.04678e+06,2.69785e+06,6.07016e+06,0.0121936,0.0081291,0.0182905,2.39216e+07,1.59477e+07,3.58824e+07,0.07208,0.0480533,0.10812
2020-07-19,3747309,132717,48463052,65822.9,745.429,875674,0.0779186,0.0751682,4.26419,2.84279,6.39628,0.91643,242587,161724,363880,4.01036e+06,2.67358e+06,6.01555e+06,0.0120839,0.00805596,0.0181259,2.41642e+07,1.61095e+07,3.62463e+07,0.072811,0.0485406,0.109216
2020-07-20,3804245,133085,49221321,65727.7,750.714,878310,0.0777978,0.0748343,4.28152,2.85435,6.42228,0.910272,236713,157809,355069,3.9664e+06,2.64426e+06,5.94959e+06,0.0119515,0.00796763,0.0179272,2.44009e+07,1.62673e+07,3.66014e+07,0.0735242,0.0490161,0.110286
2020-07-21,3867869,134155,50030634,65854.9,798.143,879275,0.0779909,0.0748968,4.2613,2.84087,6.39195,0.904528,230971,153981,346457,3.91595e+06,2.61064e+06,5.87393e+06,0.0117995,0.0078663,0.0176992,2.46319e+07,1.64212e+07,3.69478e+07,0.0742202,0.0494801,0.11133
2020-07-22,3937213,135291,50913763,66387,837.143,885765,0.0781429,0.0749487,4.21141,2.80761,6.31711,0.900482,224990,149993,337484,3.86032e+06,2.57354e+06,5.79047e+06,0.0116318,0.00775454,0.0174477,2.48569e+07,1.65712e+07,3.72853e+07,0.0748981,0.0499321,0.112347
2020-07-23,4008438,136351,51824658,66498.3,852.429,887862,0.0781381,0.0748971,4.1816,2.78773,6.2724,0.899032,220593,147062,330890,3.80133e+06,2.53422e+06,5.70199e+06,0.0114541,0.00763604,0.0171811,2.50775e+07,1.67183e+07,3.76162e+07,0.0755628,0.0503752,0.113344
2020-07-24,4083295,137541,52827072,66303.9,888.857,902166,0.0767222,0.073494,4.16674,2.77782,6.2501,0.901341,215838,143892,323757,3.73909e+06,2.49273e+06,5.60864e+06,0.0112666,0.00751103,0.0168998,2.52933e+07,1.68622e+07,3.79399e+07,0.0762132,0.0508088,0.11432
2020-07-25,4147669,138549,53707622,66296.7,908.143,909338,0.076242,0.0729066,4.13097,2.75398,6.19646,0.906294,212288,141526,318432,3.67511e+06,2.45007e+06,5.51267e+06,0.0110738,0.00738251,0.0166106,2.55056e+07,1.70037e+07,3.82584e+07,0.0768528,0.0512352,0.115279
2020-07-26,4207792,139109,54600656,65783.3,913.143,917068,0.0750265,0.0717322,4.11502,2.74335,6.17253,0.914719,210057,140038,315085,3.6113e+06,2.40753e+06,5.41695e+06,0.0108815,0.00725432,0.0163222,2.57156e+07,1.71438e+07,3.85735e+07,0.0774858,0.0516572,0.116229
2020-07-27,4262806,140174,55423047,65508.7,1012.71,925798,0.0739409,0.0707592,4.08174,2.72116,6.1226,0.924063,208283,138855,312425,3.54888e+06,2.36592e+06,5.32332e+06,0.0106934,0.00712894,0.0160401,2.59239e+07,1.72826e+07,3.88859e+07,0.0781134,0.0520756,0.11717
2020-07-28,4321790,141302,56276485,64845.9,1021,931970,0.0726756,0.0695793,4.06802,2.71202,6.10204,0.933867,206653,137769,309980,3.48815e+06,2.32543e+06,5.23222e+06,0.0105104,0.00700693,0.0157656,2.61306e+07,1.74204e+07,3.91959e+07,0.078736,0.0524907,0.118104
2020-07-29,4385731,142791,57182890,64074,1071.43,934865,0.0715439,0.0685382,4.06162,2.70775,6.09243,0.941306,205636,137091,308454,3.42999e+06,2.28666e+06,5.14498e+06,0.0103352,0.00689011,0.0155027,2.63362e+07,1.75575e+07,3.95043e+07,0.0793557,0.0529038,0.119033
2020-07-30,4454537,144041,58073429,63728.4,1098.57,931481,0.0713899,0.0684162,4.01747,2.67831,6.02621,0.944466,203193,135462,304789,3.37294e+06,2.24862e+06,5.0594e+06,0.0101633,0.0067755,0.0152449,2.65394e+07,1.76929e+07,3.98091e+07,0.0799679,0.0533119,0.119952
2020-07-31,4522066,145354,59069903,62681.6,1116.14,930663,0.070284,0.0673515,4.01608,2.67739,6.02413,0.942783,201311,134207,301967,3.31822e+06,2.21215e+06,4.97733e+06,0.00999838,0.00666559,0.0149976,2.67407e+07,1.78271e+07,4.01111e+07,0.0805745,0.0537163,0.120862
2020-08-01,4582313,146546,59894946,62092,1142.43,921785,0.0702475,0.0673606,3.98398,2.65598,5.97596,0.937617,197637,131758,296455,3.26412e+06,2.17608e+06,4.89618e+06,0.00983538,0.00655692,0.0147531,2.69384e+07,1.79589e+07,4.04075e+07,0.08117,0.0541133,0.121755
2020-08-02,4628824,147038,60644860,60147.4,1132.71,901408,0.0696588,0.0667261,4.0332,2.6888,6.0498,0.927048,192513,128342,288769,3.20926e+06,2.13951e+06,4.81389e+06,0.00967007,0.00644672,0.0145051,2.71309e+07,1.80872e+07,4.06963e+07,0.0817501,0.0545001,0.122625
2020-08-03,4678172,147574,61444180,59338,1057.14,897562,0.0689847,0.0661102,3.98923,2.65949,5.98384,0.914404,187944,125296,281916,3.15462e+06,2.10308e+06,4.73193e+06,0.00950543,0.00633695,0.0142581,2.73188e+07,1.82125e+07,4.09782e+07,0.0823164,0.0548776,0.123475
2020-08-04,4729986,148812,62217741,58313.7,1072.86,887738,0.0687053,0.065688,3.96084,2.64056,5.94126,0.900982,183005,122003,274507,3.10091e+06,2.06727e+06,4.65137e+06,0.00934359,0.00622906,0.0140154,2.75018e+07,1.83345e+07,4.12527e+07,0.0828678,0.0552452,0.124302
2020-08-05,4782450,150171,63004753,56674.1,1054.29,870985,0.068143,0.065069,3.96988,2.64659,5.95482,0.888458,176901,117934,265351,3.04684e+06,2.03123e+06,4.57026e+06,0.00918067,0.00612045,0.013771,2.76787e+07,1.84525e+07,4.15181e+07,0.0834008,0.0556006,0.125101
2020-08-06,4836252,151420,63838196,54530.7,1054.14,862432,0.0662152,0.063229,4.0453,2.69687,6.06795,0.878888,171677,114452,257516,2.99353e+06,1.99569e+06,4.49029e+06,0.00902003,0.00601335,0.01353,2.78504e+07,1.85669e+07,4.17756e+07,0.0839181,0.0559454,0.125877
2020-08-07,4897090,152752,64730616,53574.9,1056.86,847123,0.0662503,0.0632433,4.02872,2.68581,6.04308,0.873444,166410,110940,249614,2.93935e+06,1.95956e+06,4.40902e+06,0.00885677,0.00590451,0.0132852,2.80168e+07,1.86779e+07,4.20252e+07,0.0844196,0.0562797,0.126629
2020-08-08,4950174,153834,65471286,52551.6,1041.14,835081,0.0659682,0.0629299,4.03962,2.69308,6.05943,0.871564,161860,107907,242791,2.88537e+06,1.92358e+06,4.32805e+06,0.00869412,0.00579608,0.0130412,2.81787e+07,1.87858e+07,4.2268e+07,0.0849073,0.0566049,0.127361
2020-08-09,5000327,154448,66249256,53071.9,1058.57,839283,0.0662878,0.0632348,3.95797,2.63865,5.93696,0.875422,158223,105482,237335,2.8313e+06,1.88754e+06,4.24695e+06,0.00853121,0.00568748,0.0127968,2.83369e+07,1.88913e+07,4.25053e+07,0.085384,0.0569227,0.128076
2020-08-10,5042070,154885,67041691,51985.4,1044.43,838609,0.0650107,0.0619901,4.00657,2.67105,6.00985,0.883196,154941,103294,232411,2.77619e+06,1.85079e+06,4.16428e+06,0.00836514,0.00557676,0.0125477,2.84918e+07,1.89946e+07,4.27377e+07,0.0858509,0.0572339,0.128776
2020-08-11,5097498,156204,67837573,52501.7,1056,840689,0.0653955,0.0624508,3.93612,2.62408,5.90418,0.893342,152361,101574,228541,2.72026e+06,1.81351e+06,4.0804e+06,0.00819664,0.00546442,0.012295,2.86442e+07,1.90961e+07,4.29663e+07,0.08631,0.05754,0.129465
2020-08-12,5153393,157722,68385893,52991.9,1078.71,831480,0.0689339,0.063732,3.88052,2.58701,5.82078,0.906362,150725,100483,226088,2.66434e+06,1.77622e+06,3.9965e+06,0.00802811,0.00535208,0.0120422,2.87949e+07,1.91966e+07,4.31924e+07,0.0867641,0.0578428,0.130146
