date,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-07,632,27,3885,87.7143,3.14286,549.791,0.161282,0.159541,22.6008,15.0672,33.9013,2.93469,49826.5,33217.7,74739.8,242154,161436,363231,0.000729653,0.000486435,0.00109448,248601,165734,372902,0.000749079,0.000499386,0.00112362
2020-03-08,827,31,11487,111,3.28571,1623.41,0.068755,0.0683746,22.6072,15.0715,33.9109,2.84306,59971.9,39981.3,89957.8,300143,200096,450215,0.000904385,0.000602924,0.00135658,308573,205715,462859,0.000929785,0.000619857,0.00139468
2020-03-09,1112,35,13574,145.429,3.42857,1893.01,0.0768998,0.0768238,22.2999,14.8666,33.4498,2.72712,71634.6,47756.4,107452,369269,246179,553903,0.00111267,0.000741781,0.00166901,380208,253472,570311,0.00114563,0.000763755,0.00171845
2020-03-10,1551,37,16640,200.857,3.28571,2293.19,0.0876887,0.0875887,20.7326,13.8217,31.0988,2.58965,84696.1,56464.1,127044,450722,300481,676083,0.0013581,0.000905403,0.00203716,464904,309936,697356,0.00140084,0.000933891,0.00210126
2020-03-11,2054,43,20962,253.571,3.57143,2767.03,0.0920739,0.0916402,20.8777,13.9185,31.3165,2.44669,99029.5,66019.7,148544,545587,363725,818380,0.00164395,0.00109597,0.00246592,563933,375955,845900,0.00169923,0.00113282,0.00254885
2020-03-12,2796,51,28194,347,3.57143,3723.47,0.0940671,0.0931927,19.2137,12.8092,28.8206,2.3074,113810,75873.5,170715,654103,436069,981155,0.00197093,0.00131395,0.00295639,677743,451829,1.01662e+06,0.00204216,0.00136144,0.00306324
2020-03-13,3748,56,37132,464.429,3.14286,4884.35,0.0962176,0.0950851,18.1812,12.1208,27.2717,2.17205,128210,85473.5,192315,775646,517098,1.16347e+06,0.00233716,0.00155811,0.00350574,805954,537303,1.20893e+06,0.00242848,0.00161899,0.00364272
2020-03-14,4730,64,45592,585.429,3.57143,5975.58,0.0995095,0.0979702,17.919,11.946,26.8786,2.04653,144463,96308.4,216694,911665,607777,1.3675e+06,0.00274701,0.00183134,0.00412051,950416,633611,1.42562e+06,0.00286377,0.00190918,0.00429566
2020-03-15,5919,79,54671,727.429,4.14286,6193.37,0.119868,0.117453,18.0402,12.0268,27.0603,1.93673,161993,107995,242989,1.06317e+06,708778,1.59475e+06,0.00320351,0.00213567,0.00480527,1.11241e+06,741606,1.66861e+06,0.00335188,0.00223459,0.00502783
2020-03-16,7777,100,78760,952.143,5.28571,9352.87,0.10385,0.101802,17.3432,11.5621,26.0148,1.83691,179331,119554,268996,1.22938e+06,819583,1.84406e+06,0.00370432,0.00246955,0.00555649,1.29174e+06,861160,1.93761e+06,0.00389224,0.00259483,0.00583836
2020-03-17,10023,124,102186,1210.29,6.57143,12277.6,0.100764,0.0985764,17.1601,11.4401,25.7401,1.7466,196819,131213,295229,1.40968e+06,939788,2.11452e+06,0.00424762,0.00283175,0.00637143,1.48856e+06,992373,2.23284e+06,0.00448529,0.00299019,0.00672794
2020-03-18,13387,155,129548,1619,7.85714,15590.3,0.104369,0.103847,16.0407,10.6938,24.061,1.66239,213548,142365,320321,1.60246e+06,1.06831e+06,2.40369e+06,0.0048285,0.003219,0.00724274,1.70211e+06,1.13474e+06,2.55316e+06,0.00512875,0.00341916,0.00769312
2020-03-19,18092,203,162451,2185.14,11.8571,19248,0.113931,0.113526,14.8619,9.9079,22.2928,1.5817,229033,152689,343550,1.80552e+06,1.20368e+06,2.70829e+06,0.00544036,0.00362691,0.00816054,1.93114e+06,1.28743e+06,2.89671e+06,0.00581886,0.00387924,0.0087283
2020-03-20,24213,273,205550,2923.57,16.2857,24135.7,0.121513,0.12113,13.9155,9.27703,20.8733,1.50575,243898,162599,365848,2.01695e+06,1.34463e+06,3.02542e+06,0.00607742,0.00405161,0.00911612,2.17504e+06,1.45003e+06,3.26256e+06,0.00655377,0.00436918,0.00983066
2020-03-21,31021,335,255099,3755.86,20.1429,30013.3,0.12549,0.12514,13.2664,8.84423,19.8995,1.43214,255948,170632,383921,2.23221e+06,1.48814e+06,3.34832e+06,0.00672605,0.00448403,0.0100891,2.43099e+06,1.62066e+06,3.64648e+06,0.00732499,0.00488333,0.0109875
2020-03-22,40191,481,304895,4896,43.7143,35834.4,0.136965,0.136628,12.2492,8.16611,18.3737,1.35868,265276,176851,397914,2.44766e+06,1.63177e+06,3.67149e+06,0.00737523,0.00491682,0.0110628,2.69626e+06,1.79751e+06,4.04439e+06,0.00812431,0.00541621,0.0121865
2020-03-23,51623,582,363067,6263.71,48.1429,40709.4,0.154221,0.153864,11.4364,7.62429,17.1547,1.2901,273167,182111,409750,2.66085e+06,1.7739e+06,3.99128e+06,0.00801763,0.00534508,0.0120264,2.96943e+06,1.97962e+06,4.45414e+06,0.00894741,0.00596494,0.0134211
2020-03-24,62379,820,434753,7479.43,86.1429,47616.8,0.157883,0.157075,11.3239,7.54925,16.9858,1.22727,278068,185378,417102,2.86729e+06,1.91153e+06,4.30093e+06,0.00863964,0.00575976,0.0129595,3.2475e+06,2.165e+06,4.87124e+06,0.00978528,0.00652352,0.0146779
2020-03-25,75277,1058,523842,8841.43,119.714,56434.7,0.157794,0.156667,11.2006,7.46708,16.8009,1.17017,280830,187220,421245,3.06342e+06,2.04228e+06,4.59513e+06,0.00923063,0.00615375,0.0138459,3.52833e+06,2.35222e+06,5.29249e+06,0.0106315,0.00708764,0.0159472
2020-03-26,93001,1374,632127,10701.3,159.857,67283.5,0.161351,0.159048,10.6352,7.09013,15.9528,1.1204,282901,188600,424351,3.24729e+06,2.16486e+06,4.87094e+06,0.00978467,0.00652311,0.014677,3.81123e+06,2.54082e+06,5.71684e+06,0.0114839,0.00765593,0.0172258
2020-03-27,112248,1782,734191,12576.4,211.857,75739.3,0.168842,0.166049,10.1945,6.79633,15.2917,1.07663,282737,188491,424106,3.41622e+06,2.27748e+06,5.12433e+06,0.0102937,0.00686245,0.0154405,4.09396e+06,2.72931e+06,6.14095e+06,0.0123358,0.00822389,0.0185037
2020-03-28,131847,2333,834821,14403.7,281.429,83035.1,0.177071,0.173465,10.0295,6.68636,15.0443,1.03849,280687,187125,421031,3.5687e+06,2.37913e+06,5.35305e+06,0.0107531,0.00716874,0.0161297,4.37465e+06,2.91643e+06,6.56198e+06,0.0131816,0.00878773,0.0197724
2020-03-29,151292,2837,918378,15871.6,333.429,87871.3,0.184595,0.180623,10.2065,6.80431,15.3097,1.00635,277921,185281,416882,3.70216e+06,2.4681e+06,5.55323e+06,0.0111552,0.00743683,0.0167329,4.65257e+06,3.10171e+06,6.97886e+06,0.014019,0.00934601,0.0210285
2020-03-30,172777,3425,1034998,17307.7,402.714,96211.4,0.183921,0.179893,10.3613,6.90754,15.542,0.978289,273173,182116,409760,3.81334e+06,2.54222e+06,5.72e+06,0.0114903,0.00766017,0.0172354,4.92575e+06,3.28383e+06,7.38862e+06,0.0148421,0.00989476,0.0222632
2020-03-31,197951,4332,1149520,19367.4,498.286,102312,0.189673,0.189297,10.1624,6.77492,15.2436,0.954085,267951,178634,401926,3.90196e+06,2.6013e+06,5.85293e+06,0.0117573,0.00783819,0.0176359,5.1937e+06,3.46246e+06,7.79054e+06,0.0156495,0.010433,0.0234743
2020-04-01,224079,5336,1261941,21257.4,607.857,105604,0.201602,0.201293,10.0458,6.69719,15.0687,0.93508,261932,174621,392898,3.96707e+06,2.64471e+06,5.9506e+06,0.0119535,0.00796898,0.0179302,5.45563e+06,3.63709e+06,8.18344e+06,0.0164388,0.0109592,0.0246582
2020-04-02,252116,6514,1384668,22730.7,730.571,107619,0.211437,0.211215,10.0759,6.71728,15.1139,0.919693,255114,170076,382672,4.00864e+06,2.67242e+06,6.01295e+06,0.0120787,0.00805248,0.0181181,5.71074e+06,3.80716e+06,8.56611e+06,0.0172075,0.0114716,0.0258112
2020-04-03,283993,7799,1519916,24535,856.429,112500,0.218582,0.218089,9.94084,6.62723,14.9113,0.908427,249127,166084,373690,4.02873e+06,2.68582e+06,6.04309e+06,0.0121393,0.00809285,0.0182089,5.95987e+06,3.97325e+06,8.9398e+06,0.0179581,0.0119721,0.0269372
2020-04-04,316860,9280,1748261,26430.4,989.429,130852,0.202545,0.201988,9.68382,6.45588,14.5257,0.901732,244352,162901,366528,4.02918e+06,2.68612e+06,6.04377e+06,0.0121406,0.00809376,0.018211,6.20422e+06,4.13615e+06,9.30633e+06,0.0186944,0.0124629,0.0280416
2020-04-05,342494,10619,1870444,27314.6,1110.86,136482,0.200829,0.200133,9.71188,6.47459,14.5678,0.899662,238949,159299,358424,4.01218e+06,2.67479e+06,6.01828e+06,0.0120894,0.00805961,0.0181341,6.44317e+06,4.29545e+06,9.66475e+06,0.0194144,0.0129429,0.0291216
2020-04-06,370904,11932,2021980,28303.9,1214.43,141570,0.20074,0.199929,9.65121,6.43414,14.4768,0.901081,234135,156090,351203,3.98104e+06,2.65403e+06,5.97157e+06,0.0119956,0.00799706,0.0179934,6.67731e+06,4.45154e+06,1.0016e+07,0.0201199,0.0134133,0.0301798
2020-04-07,401606,13976,2176400,29093.6,1376.57,147444,0.198324,0.19732,9.5577,6.3718,14.3366,0.905043,229676,153117,344514,3.93755e+06,2.62504e+06,5.90633e+06,0.0118645,0.00790969,0.0177968,6.90698e+06,4.60465e+06,1.03605e+07,0.020812,0.0138746,0.0312179
2020-04-08,432513,15973,2334628,29776.3,1519.14,154233,0.19431,0.19306,9.43133,6.28756,14.147,0.909468,227185,151456,340777,3.88667e+06,2.59111e+06,5.83001e+06,0.0117112,0.00780748,0.0175668,7.13417e+06,4.75611e+06,1.07012e+07,0.0214965,0.014331,0.0322447
2020-04-09,467629,18035,2508799,30787.6,1645.71,161704,0.191715,0.190395,9.18879,6.12586,13.7832,0.914368,224517,149678,336775,3.83036e+06,2.55357e+06,5.74554e+06,0.0115415,0.00769436,0.0173123,7.35868e+06,4.90579e+06,1.1038e+07,0.022173,0.014782,0.0332595
2020-04-10,501102,20107,2663921,31015.6,1758.14,164471,0.18978,0.188577,9.11597,6.07731,13.674,0.917665,220819,147213,331228,3.76827e+06,2.51218e+06,5.65241e+06,0.0113545,0.00756965,0.0170317,7.5795e+06,5.053e+06,1.13693e+07,0.0228384,0.0152256,0.0342576
2020-04-11,532194,22186,2805693,30762,1843.57,152202,0.203639,0.202113,9.12448,6.08299,13.6867,0.918692,216686,144457,325029,3.70222e+06,2.46815e+06,5.55334e+06,0.0111555,0.00743697,0.0167332,7.79619e+06,5.19746e+06,1.16943e+07,0.0234913,0.0156609,0.0352369
2020-04-12,560196,23886,2945132,31100.3,1895.29,154833,0.202572,0.200863,8.93629,5.95753,13.4044,0.915911,212695,141797,319042,3.63423e+06,2.42282e+06,5.45135e+06,0.0109506,0.00730039,0.0164259,8.00888e+06,5.33925e+06,1.20133e+07,0.0241322,0.0160881,0.0361983
2020-04-13,584580,25516,3076125,30525.1,1940.57,152183,0.202701,0.200582,8.94913,5.96609,13.4237,0.910288,208318,138879,312477,3.56463e+06,2.37642e+06,5.34694e+06,0.0107409,0.00716057,0.0161113,8.2172e+06,5.47813e+06,1.23258e+07,0.0247599,0.0165066,0.0371398
2020-04-14,610660,27869,3236893,29864.9,1984.71,153173,0.197129,0.194974,8.97211,5.98141,13.4582,0.902532,203744,135829,305616,3.4952e+06,2.33013e+06,5.2428e+06,0.0105316,0.0070211,0.0157975,8.42094e+06,5.61396e+06,1.26314e+07,0.0253738,0.0169159,0.0380607
2020-04-15,640519,30415,3383547,29715.1,2063.14,151685,0.198305,0.1959,8.81476,5.8765,13.2221,0.893374,197072,131381,295608,3.42432e+06,2.28288e+06,5.13648e+06,0.0103181,0.00687872,0.0154771,8.61802e+06,5.74534e+06,1.2927e+07,0.0259676,0.0173117,0.0389514
2020-04-16,672100,32612,3559634,29210.1,2082.43,152317,0.19458,0.191773,8.73376,5.82251,13.1006,0.883273,190567,127045,285851,3.35296e+06,2.2353e+06,5.02943e+06,0.010103,0.00673536,0.0151546,8.80858e+06,5.87239e+06,1.32129e+07,0.0265418,0.0176945,0.0398127
2020-04-17,704079,34730,3723433,28996.7,2089,153919,0.191576,0.18839,8.59155,5.7277,12.8873,0.875021,185008,123338,277511,3.28285e+06,2.18857e+06,4.92427e+06,0.0098918,0.00659453,0.0148377,8.99359e+06,5.99573e+06,1.34904e+07,0.0270993,0.0180662,0.0406489
2020-04-18,731906,36621,3880418,28530.3,2062.14,156368,0.185826,0.182456,8.56466,5.70977,12.847,0.868231,179438,119625,269157,3.21316e+06,2.14211e+06,4.81974e+06,0.00968182,0.00645455,0.0145227,9.17303e+06,6.11535e+06,1.37595e+07,0.02764,0.0184266,0.0414599
2020-04-19,759178,38384,4032531,28426,2071.14,158171,0.182989,0.179717,8.40601,5.604,12.609,0.863477,174274,116183,261411,3.14308e+06,2.09539e+06,4.71462e+06,0.00947066,0.00631377,0.014206,9.3473e+06,6.23154e+06,1.4021e+07,0.0281651,0.0187767,0.0422476
2020-04-20,785282,40199,4180204,28671.7,2097.57,160500,0.181782,0.178639,8.16607,5.44404,12.2491,0.860315,169323,112882,253984,3.07346e+06,2.04897e+06,4.61018e+06,0.00926086,0.00617391,0.0138913,9.51663e+06,6.34442e+06,1.42749e+07,0.0286753,0.0191168,0.0430129
2020-04-21,811500,42680,4346155,28691.4,2115.86,161323,0.181057,0.177851,8.00505,5.3367,12.0076,0.856868,163878,109252,245817,3.0032e+06,2.00213e+06,4.5048e+06,0.00904917,0.00603278,0.0135738,9.6805e+06,6.45367e+06,1.45208e+07,0.0291691,0.019446,0.0437536
2020-04-22,840631,44762,4684492,28587.4,2049.57,188613,0.15382,0.151567,7.94701,5.29801,11.9205,0.853168,158956,105971,238434,2.93248e+06,1.95499e+06,4.39872e+06,0.00883608,0.00589072,0.0132541,9.83946e+06,6.55964e+06,1.47592e+07,0.029648,0.0197654,0.044472
2020-04-23,872601,46576,4892444,28643,1994.86,192996,0.150435,0.148413,7.83844,5.22563,11.7577,0.848956,153838,102559,230757,2.85913e+06,1.90609e+06,4.2887e+06,0.00861507,0.00574338,0.0129226,9.9933e+06,6.6622e+06,1.49899e+07,0.0301116,0.0200744,0.0451674
2020-04-24,906881,48548,5133872,28971.7,1974,204025,0.143786,0.142001,7.62188,5.08125,11.4328,0.842686,147383,98255.4,221075,2.782e+06,1.85467e+06,4.173e+06,0.00838265,0.00558843,0.012574,1.01407e+07,6.76045e+06,1.5211e+07,0.0305557,0.0203704,0.0458335
2020-04-25,942532,50175,5408122,30089.4,1936.29,220722,0.137871,0.136323,7.2014,4.80093,10.8021,0.835386,141463,94308.4,212194,2.70264e+06,1.80176e+06,4.05396e+06,0.00814354,0.00542902,0.0122153,1.02821e+07,6.85476e+06,1.54232e+07,0.0309819,0.0206546,0.0464729
2020-04-26,969584,51397,5614357,30058,1859,228592,0.133015,0.131492,7.07614,4.71743,10.6142,0.828696,135343,90228.9,203015,2.6213e+06,1.74753e+06,3.93195e+06,0.00789844,0.00526562,0.0118477,1.04175e+07,6.94499e+06,1.56262e+07,0.0313897,0.0209265,0.0470846
2020-04-27,992183,52684,5813615,29557.3,1783.57,236054,0.126668,0.125214,7.04793,4.69862,10.5719,0.822976,129597,86398,194395,2.5382e+06,1.69213e+06,3.8073e+06,0.00764805,0.0050987,0.0114721,1.05471e+07,7.03139e+06,1.58206e+07,0.0317802,0.0211868,0.0476703
2020-04-28,1017548,54761,6023314,29435.4,1725.86,242347,0.122855,0.12146,6.92173,4.61449,10.3826,0.821982,124431,82954.3,186647,2.45432e+06,1.63621e+06,3.68147e+06,0.00739528,0.00493019,0.0110929,1.06715e+07,7.11434e+06,1.60073e+07,0.0321552,0.0214368,0.0482327
2020-04-29,1043778,57446,6274556,29021,1812,230219,0.12776,0.126058,6.79067,4.52711,10.186,0.825372,119728,79818.4,179591,2.3703e+06,1.5802e+06,3.55545e+06,0.00714213,0.00476142,0.0107132,1.07912e+07,7.19416e+06,1.61869e+07,0.0325159,0.0216773,0.0487739
2020-04-30,1073758,59599,6540925,28736.7,1860.43,238790,0.122026,0.120343,6.63149,4.421,9.94724,0.83323,115616,77077.4,173424,2.28884e+06,1.5259e+06,3.43326e+06,0.00689669,0.00459779,0.010345,1.09069e+07,7.27124e+06,1.63603e+07,0.0328643,0.0219095,0.0492964
2020-05-01,1106553,61407,6823706,28524.6,1837,244903,0.118161,0.116473,6.4859,4.32394,9.72885,0.845603,113518,75678.4,170276,2.21179e+06,1.47453e+06,3.31769e+06,0.00666452,0.00444301,0.00999678,1.10204e+07,7.34692e+06,1.65306e+07,0.0332063,0.0221376,0.0498095
2020-05-02,1135592,62938,7093984,27580,1823.29,244473,0.114517,0.112814,6.5061,4.3374,9.75915,0.861889,111349,74232.4,167023,2.13813e+06,1.42542e+06,3.2072e+06,0.00644257,0.00429505,0.00966386,1.11317e+07,7.42115e+06,1.66976e+07,0.0335418,0.0223612,0.0503128
2020-05-03,1161126,64172,7322970,27363.1,1825,247892,0.112104,0.110383,6.36893,4.24595,9.55339,0.878631,109609,73072.9,164414,2.06831e+06,1.37887e+06,3.10246e+06,0.00623217,0.00415478,0.00934825,1.12413e+07,7.49422e+06,1.6862e+07,0.0338721,0.0225814,0.0508082
2020-05-04,1183627,65199,7561530,27349.1,1787.86,253533,0.109527,0.107872,6.19115,4.12744,9.28673,0.895937,107984,71989.4,161976,2.00202e+06,1.33468e+06,3.00302e+06,0.00603243,0.00402162,0.00904864,1.13493e+07,7.56621e+06,1.7024e+07,0.0341975,0.0227983,0.0512962
2020-05-05,1206137,67695,7835385,26941.3,1847.71,262987,0.104074,0.102443,6.08279,4.05519,9.12419,0.909977,106696,71130.6,160044,1.93939e+06,1.29293e+06,2.90908e+06,0.00584372,0.00389581,0.00876558,1.1456e+07,7.63734e+06,1.7184e+07,0.034519,0.0230127,0.0517785
2020-05-06,1231282,69610,8113179,26786.3,1737.71,268202,0.101981,0.0998735,5.93422,3.95615,8.90133,0.920567,105521,70347.2,158281,1.88103e+06,1.25402e+06,2.82155e+06,0.00566788,0.00377859,0.00850182,1.15615e+07,7.70769e+06,1.73423e+07,0.0348369,0.0232246,0.0522554
2020-05-07,1258506,72363,8428717,26392.6,1823.43,275442,0.0978646,0.0958191,5.82883,3.88589,8.74324,0.926992,104493,69662.1,156740,1.82657e+06,1.21771e+06,2.73985e+06,0.00550377,0.00366918,0.00825566,1.1666e+07,7.77735e+06,1.7499e+07,0.0351518,0.0234345,0.0527277
2020-05-08,1285665,74143,8733377,25587.4,1819.43,279263,0.0937921,0.0916248,5.75998,3.83999,8.63997,0.928809,102706,68470.4,154058,1.77544e+06,1.18362e+06,2.66315e+06,0.0053497,0.00356647,0.00802455,1.17687e+07,7.84582e+06,1.76531e+07,0.0354613,0.0236408,0.0531919
2020-05-09,1310851,75597,9040070,25037,1808.43,284949,0.0900572,0.0878648,5.65014,3.76676,8.47521,0.925849,100784,67189.6,151177,1.72884e+06,1.15256e+06,2.59326e+06,0.00520929,0.00347286,0.00781394,1.18695e+07,7.91301e+06,1.78043e+07,0.035765,0.0238433,0.0536474
2020-05-10,1331733,76629,9303194,24372.4,1779.57,290197,0.0861554,0.0839857,5.55313,3.70209,8.3297,0.921432,98784.9,65856.6,148177,1.68616e+06,1.12411e+06,2.52924e+06,0.0050807,0.00338713,0.00762105,1.19683e+07,7.97887e+06,1.79525e+07,0.0360626,0.0240417,0.0540939
2020-05-11,1350032,77522,9691447,23772.1,1760.43,312304,0.0781275,0.0761185,5.45163,3.63442,8.17745,0.915735,96512.6,64341.8,144769,1.64733e+06,1.09822e+06,2.47099e+06,0.00496369,0.00330913,0.00744554,1.20648e+07,8.04321e+06,1.80972e+07,0.0363534,0.0242356,0.0545301
2020-05-12,1372591,79027,10018758,23779.1,1618.86,320414,0.0762371,0.0742138,5.2328,3.48853,7.8492,0.910717,94266.5,62844.3,141400,1.612e+06,1.07467e+06,2.418e+06,0.00485724,0.00323816,0.00728585,1.21591e+07,8.10605e+06,1.82386e+07,0.0366375,0.024425,0.0549562
2020-05-13,1394218,80763,10352847,23276.6,1593.29,328549,0.0727501,0.0708466,5.14369,3.42913,7.71554,0.90821,92294.8,61529.8,138442,1.57986e+06,1.05324e+06,2.36979e+06,0.0047604,0.0031736,0.0071406,1.22514e+07,8.16758e+06,1.83771e+07,0.0369156,0.0246104,0.0553733
2020-05-14,1420931,82617,10736084,23203.6,1464.86,339152,0.0703941,0.0684164,4.98268,3.32179,7.47403,0.909261,90559.6,60373.1,135839,1.55069e+06,1.0338e+06,2.32604e+06,0.00467251,0.00311501,0.00700877,1.23419e+07,8.22796e+06,1.85129e+07,0.0371884,0.0247923,0.0557826
2020-05-15,1446353,83882,11141567,22955.4,1391.29,353489,0.0667256,0.0649395,4.94513,3.29676,7.4177,0.914421,89093.3,59395.6,133640,1.52417e+06,1.01611e+06,2.28626e+06,0.0045926,0.00306173,0.0068889,1.2431e+07,8.28735e+06,1.86465e+07,0.0374569,0.0249713,0.0561853
