date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,67.4908,44.9939,101.236,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07
2020-02-13,0,0,0,,,,,,,,,,,158.949,105.966,238.424,226.44,150.96,339.66,6.82305e-07,4.5487e-07,1.02346e-06,226.44,150.96,339.66,6.82305e-07,4.5487e-07,1.02346e-06
2020-02-14,0,0,0,,,,,,,,,,,207.704,138.469,311.556,434.144,289.429,651.216,1.30815e-06,8.72102e-07,1.96223e-06,434.144,289.429,651.216,1.30815e-06,8.72102e-07,1.96223e-06
2020-02-15,0,0,0,,,,,,,,,,,285.239,190.159,427.858,719.383,479.588,1079.07,2.16763e-06,1.44508e-06,3.25144e-06,719.383,479.588,1079.07,2.16763e-06,1.44508e-06,3.25144e-06
2020-02-16,0,0,0,,,,,,,,,,,563.562,375.708,845.342,1282.94,855.296,1924.42,3.86574e-06,2.57716e-06,5.79861e-06,1282.94,855.296,1924.42,3.86574e-06,2.57716e-06,5.79861e-06
2020-02-17,0,0,0,,,,,,,,,,,678.621,452.414,1017.93,1961.57,1307.71,2942.35,5.91054e-06,3.94036e-06,8.86581e-06,1961.57,1307.71,2942.35,5.91054e-06,3.94036e-06,8.86581e-06
2020-02-18,0,0,0,,,,,,,,,,,856.477,570.984,1284.72,2818.04,1878.69,4227.06,8.49126e-06,5.66084e-06,1.27369e-05,2818.04,1878.69,4227.06,8.49126e-06,5.66084e-06,1.27369e-05
2020-02-19,0,0,0,,,,,,,,,,,1047.12,698.082,1570.69,3865.17,2576.78,5797.75,1.16464e-05,7.76428e-06,1.74696e-05,3865.17,2576.78,5797.75,1.16464e-05,7.76428e-06,1.74696e-05
2020-02-20,0,0,0,,,,,,,,,,,1314.31,876.208,1971.47,5179.48,3452.99,7769.22,1.56067e-05,1.04045e-05,2.341e-05,5179.48,3452.99,7769.22,1.56067e-05,1.04045e-05,2.341e-05
2020-02-21,0,0,0,,,,,,,,,,,1669.53,1113.02,2504.29,6849.01,4566,10273.5,2.06373e-05,1.37582e-05,3.09559e-05,6849.01,4566,10273.5,2.06373e-05,1.37582e-05,3.09559e-05
2020-02-22,0,0,0,,,,,,,,,,,2131.43,1420.95,3197.14,8980.43,5986.96,13470.7,2.70596e-05,1.80398e-05,4.05894e-05,8980.43,5986.96,13470.7,2.70596e-05,1.80398e-05,4.05894e-05
2020-02-23,0,0,0,,,,,,,,,,,2685.14,1790.09,4027.7,11665.6,7777.05,17498.4,3.51504e-05,2.34336e-05,5.27256e-05,11665.6,7777.05,17498.4,3.51504e-05,2.34336e-05,5.27256e-05
2020-02-24,0,0,0,,,,,,,,,,,3467.41,2311.61,5201.11,15133,10088.7,22699.5,4.55983e-05,3.03989e-05,6.83975e-05,15133,10088.7,22699.5,4.55983e-05,3.03989e-05,6.83975e-05
2020-02-25,0,0,0,,,,,,,,,,,4433.95,2955.97,6650.93,19566.9,13044.6,29350.4,5.89586e-05,3.93057e-05,8.84379e-05,19566.9,13044.6,29350.4,5.89586e-05,3.93057e-05,8.84379e-05
2020-02-26,0,0,0,,,,,,,,,,,5644.67,3763.12,8467.01,25211.6,16807.7,37817.4,7.5967e-05,5.06447e-05,0.000113951,25211.6,16807.7,37817.4,7.5967e-05,5.06447e-05,0.000113951
2020-02-27,0,0,0,,,,,,,,,,,7176.87,4784.58,10765.3,32321,21547.3,48481.5,9.73888e-05,6.49259e-05,0.000146083,32388.5,21592.3,48582.7,9.75922e-05,6.50615e-05,0.000146388
2020-02-28,0,0,0,,,,,,,,,,,9109.09,6072.72,13663.6,41271.1,27514.1,61906.7,0.000124357,8.29048e-05,0.000186536,41497.6,27665,62246.3,0.000125039,8.33597e-05,0.000187559
2020-02-29,18,5,42,,2.57143,0.714286,6,0.428571,0.428571,110.926,73.9508,166.389,3.27259,11317.1,7544.73,16975.6,52380.5,34920.3,78570.8,0.000157832,0.000105221,0.000236748,52814.7,35209.8,79222,0.00015914,0.000106093,0.00023871
2020-03-01,42,8,131,,6,1.14286,18.7143,0.320611,0.320611,93.9269,62.618,140.89,3.23193,14197.7,9465.12,21296.5,66293,44195.3,99439.4,0.000199752,0.000133168,0.000299629,67012.3,44674.9,100519,0.00020192,0.000134613,0.00030288
2020-03-02,72,11,336,,10.2857,1.57143,48,0.216867,0.214286,65.9771,43.9847,98.9656,3.19818,17860.4,11906.9,26790.5,83589.8,55726.5,125385,0.000251871,0.000167914,0.000377806,84872.7,56581.8,127309,0.000255736,0.000170491,0.000383605
2020-03-03,114,14,606,,16.2857,2,86.5714,0.189684,0.188119,52.5907,35.0605,78.886,3.16222,22517.9,15011.9,33776.8,105429,70286,158144,0.000317676,0.000211784,0.000476514,107391,71593.7,161086,0.000323587,0.000215724,0.00048538
2020-03-04,240,16,1585,,34.2857,2.28571,226.429,0.152091,0.15142,30.5411,20.3607,45.8117,3.13397,28205.2,18803.5,42307.8,132778,88518.5,199167,0.000400083,0.000266722,0.000600124,135596,90397.2,203394,0.000408574,0.000272383,0.000612861
2020-03-05,305,20,2159,,43.5714,2.85714,308.429,0.142523,0.141269,30.1646,20.1097,45.2468,3.0952,35432.7,23621.8,53149,167163,111442,250745,0.000503692,0.000335795,0.000755539,171028,114019,256543,0.000515339,0.000343559,0.000773008
2020-03-06,437,26,5222,,62.4286,3.71429,746.012,0.0840546,0.0836831,26.743,17.8287,40.1145,3.0429,44590.3,29726.9,66885.5,210439,140293,315659,0.000634091,0.000422727,0.000951136,215619,143746,323428,0.000649697,0.000433132,0.000974546
2020-03-07,574,27,6104,,79.4286,3.14286,866.023,0.0922668,0.0917165,26.8345,17.8897,40.2518,2.97141,54761.9,36507.9,82142.9,263532,175688,395298,0.000794067,0.000529378,0.0011911,270381,180254,405571,0.000814705,0.000543136,0.00122206
2020-03-08,744,31,13714,,100.286,3.28571,1940.55,0.0518924,0.0516791,26.7749,17.8499,40.1623,2.87959,65991.6,43994.4,98987.4,327392,218261,491088,0.000986489,0.00065766,0.00147973,336372,224248,504558,0.00101355,0.000675699,0.00152032
2020-03-09,1020,35,15765,,135.429,3.42857,2204.52,0.0614427,0.0614323,25.6032,17.0688,38.4049,2.76034,78918.7,52612.5,118378,403625,269084,605438,0.00121619,0.000810796,0.00182429,415291,276861,622936,0.00125134,0.00083423,0.00187702
2020-03-10,1408,37,18903,,184.857,3.28571,2614.44,0.070722,0.0707063,23.9858,15.9906,35.9788,2.61805,93441.7,62294.4,140162,493600,329066,740399,0.0014873,0.000991535,0.00223095,508733,339155,763099,0.0015329,0.00102193,0.00229935
2020-03-11,1828,43,23360,,226.857,3.57143,3112.3,0.0731629,0.0728905,24.8821,16.588,37.3231,2.46833,109408,72938.5,164112,598573,399049,897860,0.00180361,0.0012024,0.00270541,618140,412094,927210,0.00186257,0.00124171,0.00279385
2020-03-12,2511,51,31157,,315.143,3.57143,4145.64,0.0765972,0.076018,22.7734,15.1823,34.1601,2.32227,125741,83827.4,188612,718670,479113,1.078e+06,0.00216548,0.00144365,0.00324822,743881,495921,1.11582e+06,0.00224145,0.0014943,0.00336217
2020-03-13,3354,56,41189,,416.714,3.14286,5143.58,0.08186,0.0810164,21.8593,14.5729,32.789,2.17973,141530,94353.2,212295,853023,568682,1.27953e+06,0.00257031,0.00171354,0.00385546,885411,590274,1.32812e+06,0.0026679,0.0017786,0.00400185
2020-03-14,4379,64,51282,,543.571,3.57143,6465.03,0.0852126,0.0840787,20.8199,13.8799,31.2298,2.04776,159266,106178,238900,1.00318e+06,668787,1.50477e+06,0.00302276,0.00201517,0.00453414,1.04468e+06,696452,1.56702e+06,0.0031478,0.00209853,0.0047217
2020-03-15,5668,79,61354,,703.429,4.14286,6820.69,0.104909,0.103132,20.1835,13.4557,30.2753,1.93225,178305,118870,267458,1.17017e+06,780112,1.75525e+06,0.00352592,0.00235062,0.00528889,1.22298e+06,815322,1.83447e+06,0.00368506,0.00245671,0.00552759
2020-03-16,7383,100,86698,,909,5.28571,10160.6,0.0909962,0.0894628,19.6484,13.0989,29.4725,1.82722,196956,131304,295435,1.35293e+06,901951,2.02939e+06,0.00407661,0.00271774,0.00611491,1.41994e+06,946626,2.12991e+06,0.00427853,0.00285235,0.00641779
2020-03-17,9471,124,113531,325,1151.86,6.57143,13556,0.08655,0.0849704,19.5492,13.0328,29.3238,1.73202,215444,143629,323166,1.55051e+06,1.03367e+06,2.32577e+06,0.00467196,0.00311464,0.00700794,1.63538e+06,1.09026e+06,2.45308e+06,0.0049277,0.00328513,0.00739155
2020-03-18,12828,152,146317,416,1571.43,7.85714,17614.5,0.0894622,0.0892123,17.9488,11.9658,26.9231,1.64341,232821,155214,349231,1.76081e+06,1.17388e+06,2.64122e+06,0.00530564,0.00353709,0.00795846,1.8682e+06,1.24547e+06,2.80231e+06,0.00562923,0.00375282,0.00844384
2020-03-19,17442,203,185964,617,2133,11.8571,22173.8,0.0964491,0.0961947,16.6117,11.0744,24.9175,1.55913,248602,165735,372903,1.98121e+06,1.32081e+06,2.97182e+06,0.00596974,0.00397982,0.00895461,2.11681e+06,1.4112e+06,3.17521e+06,0.00637831,0.00425221,0.00956747
2020-03-20,23544,273,233760,1042,2884.29,16.2857,27608.9,0.104844,0.104469,15.4597,10.3065,23.1896,1.48056,263580,175720,395369,2.20936e+06,1.47291e+06,3.31404e+06,0.00665718,0.00443812,0.00998578,2.38039e+06,1.58692e+06,3.57058e+06,0.00717252,0.00478168,0.0107588
2020-03-21,30476,335,289715,1492,3728.14,20.1429,34201.7,0.109452,0.109005,14.6888,9.79253,22.0332,1.40528,275325,183550,412988,2.44009e+06,1.62673e+06,3.66014e+06,0.00735243,0.00490162,0.0110286,2.65571e+06,1.77047e+06,3.98357e+06,0.00800213,0.00533475,0.0120032
2020-03-22,39699,480,340462,2173,4861.57,43.7143,40079.6,0.121928,0.121298,13.5741,9.04942,20.3612,1.33097,284006,189338,426009,2.66934e+06,1.77956e+06,4.00401e+06,0.00804318,0.00536212,0.0120648,2.93972e+06,1.95981e+06,4.40958e+06,0.00885789,0.00590526,0.0132868
2020-03-23,50891,581,400173,2812,6215.43,48.1429,45045.1,0.138793,0.137982,12.6972,8.46482,19.0458,1.26222,291073,194049,436610,2.89442e+06,1.92961e+06,4.34163e+06,0.00872139,0.00581426,0.0130821,3.23079e+06,2.15386e+06,4.84619e+06,0.00973494,0.00648996,0.0146024
2020-03-24,61773,817,480215,3938,7471.71,86.1429,52751.1,0.143008,0.141641,12.5061,8.33737,18.7591,1.19977,294941,196628,442412,3.11044e+06,2.07363e+06,4.66566e+06,0.00937231,0.00624821,0.0140585,3.52573e+06,2.35049e+06,5.2886e+06,0.0106237,0.00708244,0.0159355
2020-03-25,74404,1058,562847,5140,8796.57,119,59918.2,0.148571,0.14681,12.4375,8.29169,18.6563,1.14352,296494,197663,444741,3.31349e+06,2.209e+06,4.97024e+06,0.00998414,0.00665609,0.0149762,3.82223e+06,2.54815e+06,5.73334e+06,0.011517,0.00767803,0.0172756
2020-03-26,92020,1371,668507,7805,10654,159.429,69402.9,0.156306,0.15351,11.8022,7.86816,17.7034,1.0948,297265,198177,445898,3.50135e+06,2.33423e+06,5.25203e+06,0.0105502,0.00703346,0.0158253,4.11949e+06,2.74633e+06,6.17924e+06,0.0124128,0.00827517,0.0186191
2020-03-27,111274,1781,768256,10887,12532.9,211.714,76754.6,0.166388,0.163285,11.2927,7.52847,16.9391,1.05213,295670,197113,443505,3.67128e+06,2.44752e+06,5.50692e+06,0.0110622,0.00737481,0.0165933,4.41516e+06,2.94344e+06,6.62274e+06,0.0133037,0.00886911,0.0199555
