date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-05,0,0,0,,,,,,,,,,,62.7925,41.8617,94.1888,62.7925,41.8617,94.1888,1.89205e-07,1.26137e-07,2.83808e-07,62.7925,41.8617,94.1888,1.89205e-07,1.26137e-07,2.83808e-07
2020-02-06,0,0,0,,,,,,,,,,,147.465,98.3103,221.198,210.258,140.172,315.387,6.33544e-07,4.22363e-07,9.50317e-07,210.258,140.172,315.387,6.33544e-07,4.22363e-07,9.50317e-07
2020-02-07,0,0,0,,,,,,,,,,,188.793,125.862,283.19,399.051,266.034,598.577,1.20241e-06,8.01608e-07,1.80362e-06,399.051,266.034,598.577,1.20241e-06,8.01608e-07,1.80362e-06
2020-02-08,0,0,0,,,,,,,,,,,255.188,170.125,382.781,654.239,436.159,981.358,1.97134e-06,1.31422e-06,2.95701e-06,654.239,436.159,981.358,1.97134e-06,1.31422e-06,2.95701e-06
2020-02-09,0,0,0,,,,,,,,,,,513.57,342.38,770.355,1167.81,778.539,1751.71,3.51881e-06,2.34588e-06,5.27822e-06,1167.81,778.539,1751.71,3.51881e-06,2.34588e-06,5.27822e-06
2020-02-10,0,0,0,,,,,,,,,,,617.773,411.849,926.659,1785.58,1190.39,2678.37,5.38027e-06,3.58685e-06,8.07041e-06,1785.58,1190.39,2678.37,5.38027e-06,3.58685e-06,8.07041e-06
2020-02-11,0,0,0,,,,,,,,,,,765.377,510.251,1148.07,2550.96,1700.64,3826.44,7.68649e-06,5.12433e-06,1.15297e-05,2550.96,1700.64,3826.44,7.68649e-06,5.12433e-06,1.15297e-05
2020-02-12,0,0,0,,,,,,,,,,,929.813,619.876,1394.72,3480.77,2320.52,5221.16,1.04882e-05,6.99212e-06,1.57323e-05,3480.77,2320.52,5221.16,1.04882e-05,6.99212e-06,1.57323e-05
2020-02-13,0,0,0,,,,,,,,,,,1160.15,773.432,1740.22,4640.92,3093.95,6961.38,1.39839e-05,9.32261e-06,2.09759e-05,4640.92,3093.95,6961.38,1.39839e-05,9.32261e-06,2.09759e-05
2020-02-14,0,0,0,,,,,,,,,,,1449.95,966.635,2174.93,6090.87,4060.58,9136.31,1.83529e-05,1.22353e-05,2.75293e-05,6090.87,4060.58,9136.31,1.83529e-05,1.22353e-05,2.75293e-05
2020-02-15,0,0,0,,,,,,,,,,3.496,1816.32,1210.88,2724.48,7907.2,5271.46,11860.8,2.38258e-05,1.58839e-05,3.57387e-05,7907.2,5271.46,11860.8,2.38258e-05,1.58839e-05,3.57387e-05
2020-02-16,0,0,0,,,,,,,,,,3.24415,2287.2,1524.8,3430.8,10194.4,6796.26,15291.6,3.07175e-05,2.04783e-05,4.60763e-05,10194.4,6796.26,15291.6,3.07175e-05,2.04783e-05,4.60763e-05
2020-02-17,0,0,0,,,,,,,,,,3.04799,2892.14,1928.09,4338.2,13086.5,8724.35,19629.8,3.9432e-05,2.6288e-05,5.9148e-05,13086.5,8724.35,19629.8,3.9432e-05,2.6288e-05,5.9148e-05
2020-02-18,0,0,0,,,,,,,,,,3.09592,3641.17,2427.45,5461.76,16727.7,11151.8,25091.6,5.04035e-05,3.36024e-05,7.56053e-05,16727.7,11151.8,25091.6,5.04035e-05,3.36024e-05,7.56053e-05
2020-02-19,0,0,0,,,,,,,,,,3.1199,4584.84,3056.56,6877.26,21312.5,14208.4,31968.8,6.42185e-05,4.28123e-05,9.63277e-05,21312.5,14208.4,31968.8,6.42185e-05,4.28123e-05,9.63277e-05
2020-02-20,0,0,0,,,,,,,,,,3.12921,5763.51,3842.34,8645.27,27013.3,18008.8,40519.9,8.13957e-05,5.42638e-05,0.000122094,27076.1,18050.7,40614.1,8.15849e-05,5.439e-05,0.000122377
2020-02-21,0,0,0,,,,,,,,,,3.11677,7224.7,4816.46,10837,34090.5,22727,51135.7,0.000102721,6.84805e-05,0.000154081,34300.8,22867.2,51451.1,0.000103354,6.89028e-05,0.000155031
2020-02-22,0,0,0,,,,,,,,,,3.09804,8988.73,5992.49,13483.1,42890.4,28593.6,64335.7,0.000129236,8.61576e-05,0.000193855,43289.5,28859.7,64934.2,0.000130439,8.69592e-05,0.000195658
2020-02-23,0,0,0,,,,,,,,,,3.07493,11118.4,7412.24,16677.5,53753.6,35835.7,80630.4,0.000161969,0.000107979,0.000242954,54407.9,36271.9,81611.8,0.00016394,0.000109294,0.000245911
2020-02-24,0,0,0,,,,,,,,,,3.05036,13861.7,9241.15,20792.6,67101.8,44734.5,100653,0.000202189,0.000134793,0.000303284,68269.6,45513.1,102404,0.000205708,0.000137139,0.000308562
2020-02-25,0,0,0,,,,,,,,,,3.02946,17333,11555.4,25999.5,83817,55878,125726,0.000252555,0.00016837,0.000378833,85602.6,57068.4,128404,0.000257936,0.000171957,0.000386904
2020-02-26,0,0,0,,,,,,,,,,3.01293,21676.2,14450.8,32514.3,104728,69818.6,157092,0.000315563,0.000210376,0.000473345,107279,71519.2,160918,0.00032325,0.0002155,0.000484875
2020-02-27,0,0,0,,,,,,,,,,2.99325,26977.4,17984.9,40466,130775,87183.6,196163,0.000394049,0.0002627,0.000591074,134256,89504.1,201384,0.000404538,0.000269692,0.000606806
2020-02-28,0,0,0,,,,,,,,,,2.9583,33493.6,22329.1,50240.5,163109,108739,244663,0.000491476,0.000327651,0.000737214,167750,111833,251625,0.00050546,0.000336973,0.00075819
