date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,67.4908,44.9939,101.236,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07,67.4908,44.9939,101.236,2.03362e-07,1.35575e-07,3.05043e-07
2020-02-13,0,0,0,,,,,,,,,,,158.949,105.966,238.424,226.44,150.96,339.66,6.82305e-07,4.5487e-07,1.02346e-06,226.44,150.96,339.66,6.82305e-07,4.5487e-07,1.02346e-06
2020-02-14,0,0,0,,,,,,,,,,,207.704,138.469,311.556,434.144,289.429,651.216,1.30815e-06,8.72102e-07,1.96223e-06,434.144,289.429,651.216,1.30815e-06,8.72102e-07,1.96223e-06
2020-02-15,0,0,0,,,,,,,,,,,285.239,190.159,427.858,719.383,479.588,1079.07,2.16763e-06,1.44508e-06,3.25144e-06,719.383,479.588,1079.07,2.16763e-06,1.44508e-06,3.25144e-06
2020-02-16,0,0,0,,,,,,,,,,,578.244,385.496,867.366,1297.63,865.084,1946.44,3.90998e-06,2.60665e-06,5.86497e-06,1297.63,865.084,1946.44,3.90998e-06,2.60665e-06,5.86497e-06
2020-02-17,0,0,0,,,,,,,,,,,678.837,452.558,1018.26,1976.46,1317.64,2964.7,5.95543e-06,3.97029e-06,8.93315e-06,1976.46,1317.64,2964.7,5.95543e-06,3.97029e-06,8.93315e-06
2020-02-18,0,0,0,,,,,,,,,,,856.688,571.126,1285.03,2833.15,1888.77,4249.73,8.53679e-06,5.69119e-06,1.28052e-05,2833.15,1888.77,4249.73,8.53679e-06,5.69119e-06,1.28052e-05
2020-02-19,0,0,0,,,,,,,,,,,1051.82,701.212,1577.73,3884.97,2589.98,5827.46,1.17061e-05,7.80407e-06,1.75592e-05,3884.97,2589.98,5827.46,1.17061e-05,7.80407e-06,1.75592e-05
2020-02-20,0,0,0,,,,,,,,,,,1323.35,882.231,1985.02,5208.32,3472.21,7812.48,1.56936e-05,1.04624e-05,2.35404e-05,5208.32,3472.21,7812.48,1.56936e-05,1.04624e-05,2.35404e-05
2020-02-21,0,0,0,,,,,,,,,,,1675.67,1117.11,2513.51,6883.99,4589.33,10326,2.07427e-05,1.38284e-05,3.1114e-05,6883.99,4589.33,10326,2.07427e-05,1.38284e-05,3.1114e-05
2020-02-22,0,0,0,,,,,,,,,,,2136.53,1424.36,3204.8,9020.52,6013.68,13530.8,2.71804e-05,1.81203e-05,4.07706e-05,9020.52,6013.68,13530.8,2.71804e-05,1.81203e-05,4.07706e-05
2020-02-23,0,0,0,,,,,,,,,,,2693.24,1795.49,4039.86,11713.8,7809.17,17570.6,3.52956e-05,2.35304e-05,5.29434e-05,11713.8,7809.17,17570.6,3.52956e-05,2.35304e-05,5.29434e-05
2020-02-24,0,0,0,,,,,,,,,,,3475.51,2317.01,5213.27,15189.3,10126.2,22783.9,4.57679e-05,3.0512e-05,6.86519e-05,15189.3,10126.2,22783.9,4.57679e-05,3.0512e-05,6.86519e-05
2020-02-25,0,0,0,,,,,,,,,,,4448.12,2965.41,6672.17,19637.4,13091.6,29456.1,5.91709e-05,3.94473e-05,8.87564e-05,19637.4,13091.6,29456.1,5.91709e-05,3.94473e-05,8.87564e-05
2020-02-26,0,0,0,,,,,,,,,,,5654.12,3769.41,8481.18,25291.5,16861,37937.3,7.62078e-05,5.08052e-05,0.000114312,25291.5,16861,37937.3,7.62078e-05,5.08052e-05,0.000114312
2020-02-27,0,0,0,,,,,,,,,,,7181.42,4787.61,10772.1,32405.4,21603.6,48608.2,9.76433e-05,6.50955e-05,0.000146465,32472.9,21648.6,48709.4,9.78467e-05,6.52311e-05,0.00014677
2020-02-28,0,0,0,,,,,,,,,,,9115.18,6076.79,13672.8,41361.7,27574.4,62042.5,0.00012463,8.30867e-05,0.000186945,41588.1,27725.4,62382.2,0.000125312,8.35415e-05,0.000187968
2020-02-29,18,5,42,,2.57143,0.714286,6,0.428571,0.428571,110.926,73.9508,166.389,3.26831,11326.1,7550.76,16989.2,52480.1,34986.7,78720.2,0.000158132,0.000105421,0.000237198,52914.2,35276.2,79371.4,0.00015944,0.000106293,0.00023916
2020-03-01,42,8,131,,6,1.14286,18.7143,0.320611,0.320611,96.3739,64.2493,144.561,3.22879,14218,9478.67,21327,66412.9,44275.2,99619.3,0.000200114,0.000133409,0.000300171,67132.2,44754.8,100698,0.000202281,0.000134854,0.000303422
2020-03-02,72,11,336,,10.2857,1.57143,48,0.216867,0.214286,65.9981,43.9987,98.9971,3.19614,17887,11924.7,26830.5,83721.6,55814.4,125582,0.000252268,0.000168179,0.000378402,85019.2,56679.5,127529,0.000256178,0.000170785,0.000384267
2020-03-03,114,14,606,,16.2857,2,86.5714,0.189684,0.188119,52.6037,35.0691,78.9055,3.16127,22545.5,15030.4,33818.3,105588,70392.2,158382,0.000318156,0.000212104,0.000477234,107565,71709.9,161347,0.000324112,0.000216074,0.000486167
2020-03-04,243,16,1585,,34.7143,2.28571,226.429,0.153992,0.153312,30.2993,20.1995,45.449,3.13357,28235,18823.4,42352.6,132967,88644.4,199450,0.000400652,0.000267101,0.000600978,135800,90533.2,203700,0.000409189,0.000272793,0.000613783
2020-03-05,305,20,2159,,43.5714,2.85714,308.429,0.142523,0.141269,30.3719,20.2479,45.5578,3.09532,35481.8,23654.5,53222.7,167397,111598,251095,0.000504396,0.000336264,0.000756593,171282,114188,256922,0.000516102,0.000344068,0.000774153
2020-03-06,437,26,5222,,62.4286,3.71429,746.012,0.0840546,0.0836831,26.8414,17.8943,40.2621,3.04306,44650,29766.7,66975,210723,140482,316085,0.000634947,0.000423298,0.00095242,215932,143954,323897,0.00065064,0.00043376,0.00097596
2020-03-07,578,27,6104,,80,3.14286,866.023,0.0929306,0.0923763,26.7067,17.8044,40.06,2.97117,54822.5,36548.3,82233.7,263870,175913,395805,0.000795087,0.000530058,0.00119263,270754,180503,406131,0.00081583,0.000543887,0.00122374
2020-03-08,751,31,13714,,101.286,3.28571,1940.55,0.0524098,0.0521944,26.5905,17.727,39.8857,2.87909,66028.2,44018.8,99042.2,327762,218508,491643,0.000987604,0.000658403,0.00148141,336782,224522,505173,0.00101478,0.000676523,0.00152218
2020-03-09,1020,35,15765,,135.429,3.42857,2204.52,0.0614427,0.0614323,25.6631,17.1087,38.4946,2.75933,78993.7,52662.5,118491,404062,269375,606093,0.00121751,0.000811674,0.00182627,415776,277184,623664,0.00125281,0.000835204,0.00187921
2020-03-10,1409,37,18903,,185,3.28571,2614.44,0.0707766,0.0707609,24.0439,16.0292,36.0658,2.61696,93535.1,62356.7,140303,494122,329415,741183,0.00148888,0.000992584,0.00223331,509311,339541,763967,0.00153464,0.0010231,0.00230197
2020-03-11,1832,43,23360,,227,3.57143,3112.3,0.0732089,0.0729364,24.908,16.6053,37.362,2.46717,109528,73018.6,164292,599202,399468,898802,0.0018055,0.00120367,0.00270825,618839,412559,928258,0.00186467,0.00124311,0.00279701
2020-03-12,2511,51,31157,,315.143,3.57143,4145.64,0.0765972,0.076018,22.7878,15.1919,34.1817,2.32117,125786,83857.6,188680,719334,479556,1.079e+06,0.00216748,0.00144499,0.00325122,744625,496417,1.11694e+06,0.00224369,0.00149579,0.00336553
2020-03-13,3365,56,41189,,418.286,3.14286,5143.58,0.0821687,0.081322,21.7918,14.5278,32.6876,2.17835,141550,94366.3,212324,853702,569135,1.28055e+06,0.00257235,0.0017149,0.00385853,886175,590783,1.32926e+06,0.0026702,0.00178013,0.0040053
2020-03-14,4379,64,51282,,543,3.57143,6465.03,0.0851231,0.0839903,20.8584,13.9056,31.2877,2.04637,159287,106191,238931,1.00387e+06,669249,1.50581e+06,0.00302485,0.00201657,0.00453727,1.04546e+06,696975,1.56819e+06,0.00315016,0.00210011,0.00472524
2020-03-15,5674,79,61354,,703.286,4.14286,6820.69,0.104888,0.103111,20.2165,13.4777,30.3248,1.93082,178336,118890,267504,1.17088e+06,780589,1.75633e+06,0.00352808,0.00235205,0.00529212,1.2238e+06,815865,1.8357e+06,0.00368752,0.00245835,0.00553128
2020-03-16,7386,100,86698,,909.429,5.28571,10160.6,0.0910391,0.089505,19.6684,13.1123,29.5026,1.82598,196930,131287,295395,1.3536e+06,902397,2.03039e+06,0.00407862,0.00271908,0.00611793,1.42073e+06,947152,2.13109e+06,0.0042809,0.00285394,0.00642135
2020-03-17,9479,124,113531,325,1152.86,6.57143,13556,0.0866252,0.0850442,19.5562,13.0375,29.3344,1.73086,215384,143590,323077,1.55109e+06,1.03406e+06,2.32664e+06,0.00467372,0.00311581,0.00701057,1.63611e+06,1.09074e+06,2.45417e+06,0.00492989,0.0032866,0.00739484
2020-03-18,12856,155,146317,416,1574.86,7.85714,17614.5,0.0896574,0.0894069,17.9286,11.9524,26.893,1.6425,232735,155157,349102,1.76128e+06,1.17419e+06,2.64192e+06,0.00530705,0.00353804,0.00796058,1.86885e+06,1.2459e+06,2.80327e+06,0.00563116,0.00375411,0.00844675
2020-03-19,17455,203,185964,617,2134.86,11.8571,22173.8,0.0965331,0.0962785,16.6202,11.0802,24.9303,1.55848,248572,165715,372858,1.98162e+06,1.32108e+06,2.97243e+06,0.00597097,0.00398064,0.00895645,2.11742e+06,1.41161e+06,3.17613e+06,0.00638016,0.00425344,0.00957023
2020-03-20,23570,273,233760,1042,2886.43,16.2857,27608.9,0.104922,0.104547,15.4689,10.3126,23.2034,1.48028,263563,175709,395345,2.2097e+06,1.47313e+06,3.31455e+06,0.00665822,0.00443881,0.00998732,2.38098e+06,1.58732e+06,3.57147e+06,0.00717432,0.00478288,0.0107615
2020-03-21,30476,335,289715,1492,3728.14,20.1429,34201.7,0.109452,0.109005,14.705,9.80336,22.0576,1.40516,275297,183531,412946,2.44035e+06,1.6269e+06,3.66052e+06,0.0073532,0.00490213,0.0110298,2.65628e+06,1.77085e+06,3.98442e+06,0.00800384,0.00533589,0.0120058
2020-03-22,39746,481,340462,2173,4867.43,43.7143,40079.6,0.122075,0.121444,13.5653,9.04354,20.348,1.33098,283982,189321,425973,2.66951e+06,1.77967e+06,4.00426e+06,0.00804369,0.00536246,0.0120655,2.94026e+06,1.96017e+06,4.41039e+06,0.00885952,0.00590635,0.0132893
2020-03-23,50921,582,400173,2812,6219.29,48.1429,45045.1,0.138879,0.138068,12.7014,8.4676,19.0521,1.26229,291060,194040,436590,2.89454e+06,1.92969e+06,4.34181e+06,0.00872176,0.0058145,0.0130826,3.23132e+06,2.15421e+06,4.84698e+06,0.00973654,0.00649103,0.0146048
2020-03-24,61791,820,480215,3938,7473.14,86.1429,52751.1,0.143035,0.141668,12.5162,8.34411,18.7742,1.1999,294927,196618,442391,3.11047e+06,2.07365e+06,4.66571e+06,0.0093724,0.00624827,0.0140586,3.52625e+06,2.35083e+06,5.28937e+06,0.0106252,0.00708347,0.0159378
2020-03-25,74404,1058,562847,5140,8792.57,119.714,59918.2,0.148503,0.146743,12.4569,8.30458,18.6853,1.14365,296474,197649,444710,3.31341e+06,2.20894e+06,4.97012e+06,0.00998389,0.00665593,0.0149758,3.82272e+06,2.54848e+06,5.73408e+06,0.0115185,0.00767902,0.0172778
2020-03-26,92138,1374,668507,7805,10669,159.857,69402.9,0.156526,0.153726,11.7899,7.85993,17.6848,1.0949,297256,198171,445884,3.50114e+06,2.33409e+06,5.25171e+06,0.0105495,0.00703303,0.0158243,4.11998e+06,2.74665e+06,6.17997e+06,0.0124142,0.00827615,0.0186213
2020-03-27,111361,1782,768256,10978,12541.6,211.857,76754.6,0.166504,0.163398,11.2864,7.52428,16.9296,1.05217,295659,197106,443489,3.67101e+06,2.44734e+06,5.50652e+06,0.0110614,0.00737427,0.0165921,4.41564e+06,2.94376e+06,6.62346e+06,0.0133051,0.00887006,0.0199576
