date,daily_positive_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-28,,,,,,,,,6742.273806091345,4494.849204060897,10113.410709137013,29599.47013084027,19732.98008722685,44399.205196260365,8.918842110132848e-05,5.945894740088565e-05,0.0001337826316519927,29599.47013084027,19732.98008722685,44399.205196260365,8.918842110132849e-05,5.9458947400885674e-05,0.0001337826316519926
2020-02-29,2.5714285714285716,6.0,0.4285714285714286,0.4285714285714286,36.45348631827576,24.302324212183837,54.68022947741363,3.3241935208450544,8474.495963890156,5649.663975926773,12711.743945835242,38073.966094730415,25382.644063153624,57110.94914209564,0.00011472357126813613,7.648238084542409e-05,0.0001720853569022042,38073.966094730415,25382.644063153624,57110.94914209564,0.00011472357126813611,7.648238084542412e-05,0.0001720853569022042
2020-03-01,7.142857142857142,18.714285714285715,0.38167938931297707,0.38167938931297707,36.915273974731804,24.610182649821205,55.37291096209771,3.2877689218056836,10591.613352471135,7061.075568314092,15887.420028706707,48571.84191095457,32381.227940636385,72857.76286643185,0.00014635552159792642,9.757034773195097e-05,0.00021953328239688967,48665.57944720157,32443.719631467713,72998.36917080234,0.00014663796931806613,9.775864621204409e-05,0.00021995695397709916
2020-03-02,13.42857142857143,48.0,0.2797619047619048,0.2797619047619048,24.287836648317995,16.19189109887866,36.431754972476995,3.2652671355654923,13440.01748118243,8960.011654121621,20160.026221773653,61748.178863746034,41165.4525758307,92622.2682956191,0.0001860581474734526,0.00012403876498230174,0.00027908722121017894,62105.59692838398,41403.73128558932,93158.39539257603,0.00018713511110547842,0.0001247567407369856,0.0002807026666582178
2020-03-03,20.571428571428573,86.42857142857143,0.23801652892561984,0.23801652892561984,19.566805722892024,13.044537148594681,29.350208584338038,3.268811916116449,17201.19754595128,11467.465030634188,25801.796318926918,78623.22546041991,52415.48364027996,117934.83819062986,0.00023690563748985456,0.00015793709165990306,0.0003553584562347819,79306.79447433526,52871.196316223526,118960.19171150289,0.0002389653514237665,0.00015931023428251105,0.0003584480271356498
2020-03-04,40.57142857142857,237.11344537815123,0.1712907117008444,0.17110555880424577,17.318491783136224,11.545661188757482,25.97773767470433,3.278521432801991,21909.853584731107,14606.56905648741,32864.780377096664,100130.56189885155,66753.70793256769,150195.84284827733,0.00030171103334861925,0.0002011406888990795,0.0004525665500229289,101216.6480590664,67477.76537271093,151824.97208859955,0.00030498360239736863,0.00020332240159824574,0.0004574754035960528
2020-03-05,55.142857142857146,320.6491978609626,0.1721677074041035,0.17197254042958113,16.637031009293384,11.09135400619559,24.955546513940075,3.2803654028596982,28075.52684320584,18717.017895470548,42113.29026480876,127503.45278971297,85002.30185980871,191255.17918456957,0.00038419037871335887,0.0002561269191422393,0.0005762855680700384,129292.17490227222,86194.78326818152,193938.26235340838,0.0003895801137424995,0.00025972007582833316,0.0005843701706137494
2020-03-06,72.14285714285715,431.20645530939646,0.1675514266755143,0.1673046779670626,16.58682664319728,11.057884428798186,24.880239964795912,3.2605263169545466,36152.23519971164,24101.490133141077,54228.35279956743,162738.27456519793,108492.18304346527,244107.41184779676,0.0004903591076821904,0.00032690607178812695,0.0007355386615232856,165444.41010198384,110296.27340132256,248166.61515297572,0.0004985131710740436,0.0003323421140493624,0.0007477697566110654
2020-03-07,93.42857142857143,546.9337018023992,0.17106984043944548,0.17082248016657434,16.46209494232895,10.974729961552631,24.693142413493426,3.2096440465108134,45000.528683900746,30000.352455933822,67500.79302585112,206542.18218412512,137694.7881227501,309813.2732761877,0.0006223480027985932,0.0004148986685323955,0.0009335220041978896,210444.93878588456,140296.6258572564,315667.40817882697,0.000634107696391589,0.0004227384642610595,0.0009511615445873839
2020-03-08,117.42857142857142,1596.1239930837469,0.07362292879534259,0.07357108341044158,16.94448131939385,11.296320879595902,25.41672197909078,3.1233593807651374,55233.283615513516,36822.189077009025,82849.92542327025,260237.43578645532,173491.62385763688,390356.1536796832,0.0007841412669434639,0.0005227608446289761,0.0011762119004151959,265678.2224013981,177118.8149342654,398517.33360209723,0.0008005353160798502,0.0005336902107199,0.0012008029741197755
2020-03-09,153.14285714285714,1827.1569852053917,0.08390075917664554,0.08381483276087646,16.869641945508242,11.24642796367216,25.304462918262363,3.003682974003865,67174.69289299288,44783.128595328584,100762.03933948933,325422.3624445137,216948.24162967582,488133.54366677045,0.0009805549413281504,0.0006537032942187672,0.0014708324119922262,332852.91529439104,221901.94352959405,499279.3729415864,0.001002944506873111,0.0006686296712487407,0.001504416760309666
2020-03-10,204.14285714285708,2174.6139388369243,0.0939884240989213,0.0938754477275361,16.22314563764163,10.815430425094426,24.334718456462458,2.8440709473143904,80476.55853024083,53651.03902016051,120714.83779536115,403315.4558082425,268876.9705388283,604973.1837123636,0.00121526056210786,0.0008101737080719067,0.00182289084316179,413329.4738246317,275552.9825497545,619994.2107369476,0.0012454345635955235,0.0008302897090636824,0.0018681518453932855
2020-03-11,255.85714285714278,2587.460983900449,0.0989995025150627,0.09888347861054617,16.39068337528943,10.927122250192957,24.58602506293415,2.6728414938305627,95645.48006604084,63763.65337736055,143468.22009906126,495649.09657197044,330432.73104798025,743473.6448579556,0.0014934780976871155,0.0009956520651247436,0.0022402171465306735,508974.95389067265,339316.6359271151,763462.4308360089,0.0015336312547815836,0.0010224208365210558,0.002300446882172375
2020-03-12,339.2857142857142,3461.469034059387,0.09819730422558504,0.09801783894273984,15.73206699670864,10.488044664472428,23.598100495062962,2.503855864670474,111385.70075491886,74257.13383661257,167078.55113237828,602841.1239090111,401894.0826060076,904261.6858635176,0.0018164665711490134,0.0012109777140993424,0.0027246998567235204,620360.6546455914,413573.7697637278,930540.981968387,0.0018692560054843165,0.0012461706703228782,0.0028038840082264746
2020-03-13,472.9999999999999,4935.917698200492,0.0960211124644742,0.09582817804527889,14.254278659812572,9.50285243987505,21.381417989718848,2.3374118473749346,126815.87382441727,84543.91588294489,190223.81073662595,724319.3321452601,482879.5547635065,1086478.99821789,0.0021825018259328736,0.0014550012172885828,0.003273752738899311,747176.5284700089,498117.68564667244,1120764.792705013,0.0022513745875734075,0.0015009163917156045,0.00337706188136011
2020-03-14,580.7142857142857,5860.863277226663,0.0993790338353217,0.09908340431191177,14.593227982098671,9.72881865473245,21.88984197314802,2.1857981627736156,144401.61459615026,96267.74306410023,216602.4218942254,861978.6729353188,574652.4486235464,1292968.009402978,0.002597293685403451,0.0017315291236023015,0.0038959405281051777,891578.143066159,594385.4287107728,1337367.214599238,0.0026864821065047803,0.0017909880710031871,0.004029723159757169
2020-03-15,732.5714285714286,6199.650906178454,0.11862681595262332,0.11816333526801677,14.458130551345153,9.638753700896773,21.687195827017735,2.054163116140957,163215.67118530188,108810.44745686794,244823.50677795286,1016719.8481567308,677813.232104487,1525079.7722350957,0.0030635561230874984,0.0020423707487249995,0.004595334184631249,1054793.8142514613,703195.8761676408,1582190.7213771914,0.0031782796943556364,0.002118853129570424,0.004767419541533453
2020-03-16,945.5714285714287,9152.727973581768,0.10377047895273186,0.10331033887390788,14.213645923595257,9.475763949063506,21.32046888539289,1.9328100835660684,181807.70800477033,121205.13866984693,272711.5620071556,1187935.9428090302,791957.2952060198,1781903.9142135447,0.003579460397105686,0.0023863069314037913,0.005369190595658531,1236601.5222562316,824401.0148374876,1854902.283384347,0.003726098366423754,0.0024840655776158355,0.00558914754963563
2020-03-17,1253.714285714285,11959.78707007401,0.10532758848309542,0.10482747546997313,13.720189473753306,9.146792982502205,20.58028421062996,1.8237083613244087,201066.24232311928,134044.16154874625,301599.363484679,1375562.1676509662,917041.4451006444,2063343.2514764497,0.0041448112860535125,0.0027632075240356766,0.006217216929080272,1437667.7645793506,958445.1763862339,2156501.646869026,0.004331946397158992,0.002887964264772662,0.006497919595738489
2020-03-18,1615.8571428571431,15732.421841733514,0.10322044880043076,0.10270873480971293,13.559276376369704,9.039517584246472,20.338914564554557,1.722843422140212,218654.1335340833,145769.4223560555,327981.2003011249,1577015.103639098,1051343.4024260659,2365522.6554586478,0.0047518244929652155,0.003167882995310145,0.007127736739447825,1656321.898113434,1104214.5987422897,2484482.84717015,0.004990789844388983,0.0033271932295926565,0.007486184766583471
2020-03-19,2190.142857142857,19467.55279658449,0.11289894987996522,0.11250221740901659,12.819039064799485,8.546026043199651,19.22855859719923,1.62634227293285,234759.1179547302,156506.07863648684,352138.6769320952,1789864.368009097,1193242.9120060657,2684796.5520136473,0.005393176846160214,0.0035954512307734775,0.008089765269240323,1891081.016068164,1260720.6773787763,2836621.5241022455,0.005698160448557582,0.0037987736323717228,0.008547240672836373
2020-03-20,2913.857142857142,24053.723060386248,0.12152355758918994,0.12113954814986351,12.407003304308553,8.271335536205696,18.61050495646282,1.5377130430493946,250094.15775616647,166729.43850411108,375141.23663424974,2011882.9989220586,1341255.332614706,3017824.498383087,0.006062158117063912,0.004041438744709276,0.00909323717559587,2141175.173824331,1427450.115882887,3211762.7607364953,0.0064517382308064124,0.004301158820537608,0.009677607346209616
2020-03-21,3754.857142857142,30089.863850354555,0.12513628161852575,0.12478810677014406,11.984618048520213,7.98974536568014,17.97692707278032,1.4529741066184556,262455.51987343916,174970.3465822928,393683.27981015877,2238186.283595786,1492124.1890638573,3357279.4253936787,0.006744049805018978,0.004496033203345986,0.010116074707528467,2403630.6936977697,1602420.46246518,3605446.040546655,0.007242562976093022,0.004828375317395349,0.010863844464139535
2020-03-22,4884.428571428572,35805.1634659428,0.13675360672588885,0.136416876746689,11.308033848340049,7.538689232226702,16.962050772510068,1.3707551868212626,271963.48716552276,181308.9914436819,407945.2307482842,2465149.2420774084,1643432.828051605,3697723.8631161116,0.007427929206440128,0.00495195280429342,0.011141893809660191,2675594.1808632934,1783729.4539088616,4013391.2712949375,0.008062036902831719,0.005374691268554477,0.01209305535424757
2020-03-23,6262.5714285714275,40936.00266296584,0.15333708765167386,0.1529844396418578,10.726375524680648,7.150917016453765,16.089563287020972,1.2959841262291554,279974.67111404,186649.78074269346,419962.00667106,2689890.629575935,1793260.41971729,4034835.944363901,0.0081051146228855,0.005403409748590335,0.01215767193432825,2955568.851977332,1970379.2346515555,4433353.277965998,0.008905649938965348,0.005937099959310235,0.013358474908448024
2020-03-24,7432.857142857142,48018.09915637977,0.15513930633080486,0.15479282340291473,10.827136454193463,7.2180909694623026,16.240704681290183,1.2289304615985752,284519.2670167662,189679.51134451074,426778.90052514937,2907235.2036997066,1938156.802466472,4360852.805549561,0.00876001213677183,0.005840008091181222,0.013140018205157747,3240088.118994098,2160058.7459960664,4860132.178491146,0.00976295664364494,0.006508637762429962,0.014644434965467407
2020-03-25,8841.714285714286,56440.11842226159,0.15695403872878688,0.15665655092294883,10.817526666811313,7.211684444540874,16.22629000021697,1.1690967497594484,287271.5041905873,191514.33612705828,430907.2562858809,3114030.1493600556,2076020.0995733691,4671045.22404008,0.009383121760479738,0.006255414506986494,0.014074682640719609,3527359.6231846865,2351573.082123124,5291039.434777028,0.010628556324075264,0.007085704216050175,0.01594283448611289
2020-03-26,10701.285714285712,67286.81284399786,0.15948298804127745,0.159039866237925,10.408627872277458,6.9390852481849725,15.612941808416188,1.1184672855719004,289315.2341330302,192876.82275535347,433972.8511995454,3307699.903427044,2205133.268951363,4961549.855140564,0.009966682868295657,0.00664445524553044,0.014950024302443486,3816674.8573177154,2544449.904878478,5725012.285976575,0.011500314123077239,0.007666876082051496,0.017250471184615864
2020-03-27,12576.142857142857,76787.55069958125,0.16424710669634443,0.1637784086426322,10.083844885110366,6.722563256740248,15.125767327665553,1.0743323039975943,289074.5872938057,192716.39152920386,433611.8809407086,3485388.78996593,2323592.526643954,5228083.184948895,0.010502090805248701,0.007001393870165803,0.01575313620787305,4105749.444611521,2737166.296407682,6158624.166917284,0.012371346810733016,0.00824756454048868,0.01855702021609953
2020-03-28,14403.714285714286,83056.8215843142,0.17387570403225533,0.17342000345019848,10.025304010602937,6.6835360070686285,15.037956015904408,1.0363317153059686,286904.75417054415,191269.8361136961,430357.13125581644,3645477.6703120572,2430318.446874705,5468216.505468086,0.010984466821131295,0.0073229778807541975,0.01647670023169694,4392654.198782066,2928436.1325213783,6588981.2981731,0.013235841408704702,0.008823894272469804,0.019853762113057054
2020-03-29,15871.571428571431,87905.89972277323,0.18102733308892419,0.18055183416158907,10.283523085274776,6.855682056849853,15.425284627912168,1.0044152865767113,284007.17658966733,189338.11772644497,426010.76488450094,3785083.232305575,2523388.82153705,5677624.84845836,0.01140512298815478,0.007603415325436521,0.01710768448223217,4676661.375371735,3117774.250247823,7014992.0630576005,0.014091605094659565,0.00939440339643971,0.02113740764198934
2020-03-30,17307.714285714283,96234.11749466573,0.1802645479028106,0.17985008577310072,10.504432012425447,7.0029546749503,15.756648018638177,0.9766136838389885,279084.40729761467,186056.2715317432,418626.61094642204,3900951.9684178885,2600634.645611925,5851427.95262683,0.011754255914628902,0.007836170609752603,0.017631383871943355,4955745.782669348,3303830.5217795656,7433618.674004022,0.014932535608984537,0.009955023739323027,0.022398803413476807
2020-03-31,19367.42857142857,102340.84102129735,0.18961994050075037,0.1892443757365465,10.381669491206408,6.921112994137609,15.572504236809618,0.952657327445073,273680.1940058184,182453.46267054565,410520.2910087276,3992824.4544189353,2661882.9696126245,5989236.681628402,0.012031083909618918,0.008020722606412614,0.01804662586442838,5229425.976675165,3486283.984450111,7844138.96501275,0.015757182276042666,0.010504788184028448,0.023635773414064008
2020-04-01,21257.285714285714,105622.45091858333,0.20156591824985606,0.2012572661343696,10.286079628084375,6.857386418722915,15.42911944212656,0.9338811162240276,267462.90780485846,178308.605203239,401194.3617072876,4059221.1199006736,2706147.4132671165,6088831.679851012,0.012231148766676593,0.008154099177784395,0.018346723150014888,5496888.884480027,3664592.5896533504,8245333.326720038,0.016563095163835587,0.011042063442557057,0.02484464274575338
2020-04-02,22730.714285714275,107648.09171095173,0.21137912206890216,0.21115761482097628,10.32783726036585,6.885224840243901,15.49175589054877,0.9185050261645272,260431.7205986378,173621.1470657586,390647.5808979566,4100998.70696523,2733999.13797682,6151498.060447843,0.012357032000776404,0.008238021333850936,0.018535548001164606,5757320.605078661,3838213.7367191087,8635980.907617997,0.017347821845165378,0.01156521456344359,0.026021732767748086
2020-04-03,24535.285714285714,111481.91329121703,0.22058523215476042,0.22008310576975626,10.193244157354512,6.795496104903012,15.289866236031768,0.9072421287635114,254249.58836208543,169499.72557472365,381374.3825431281,4120489.177372584,2746992.7849150565,6180733.766058877,0.012415760223763849,0.008277173482509231,0.018623640335645772,6011570.193440748,4007713.4622938335,9017355.290161123,0.01811392067232143,0.012075947114880957,0.027170881008482146
2020-04-04,26430.428571428565,130871.07398615628,0.20251539282489112,0.20195775709936034,9.930051613205961,6.620034408803976,14.895077419808944,0.9005398768128661,249311.41960773178,166207.61307182122,373967.12941159774,4119706.4392241505,2746470.959482766,6179559.658836224,0.012413401695746756,0.008275601130497835,0.018620102543620135,6260881.613048478,4173921.075365655,9391322.41957272,0.01886513992655316,0.012576759951035448,0.02829770988982975
2020-04-05,27314.57142857143,136497.48449053554,0.2008053133034229,0.20011043815584284,9.956718079092578,6.637812052728388,14.935077118638869,0.8984565296613277,243730.6930505074,162487.12870033836,365596.03957576124,4100981.6124012168,2733987.7416008133,6151472.418601828,0.012356980491841722,0.008237986994561146,0.018535470737762585,6504612.306098987,4336408.2040659925,9756918.459148483,0.019599543467934744,0.013066362311956497,0.02939931520190212
2020-04-06,28303.85714285714,141586.52568518167,0.20071644282893608,0.1999050192515558,9.891749725167596,6.594499816778401,14.837624587751392,0.8998556586179826,238753.49516366626,159168.99677577754,358130.2427454993,4067771.620399362,2711847.7469329084,6101657.430599041,0.012256912931904314,0.008171275287936208,0.018385369397856472,6743365.801262653,4495577.20084177,10115048.701893982,0.02031894983473603,0.013545966556490688,0.03047842475210405
2020-04-07,29093.57142857142,147450.5888715583,0.19831497272931758,0.19731064929089115,9.779454808953199,6.519636539302131,14.669182213429803,0.9037956197333532,234139.23690472194,156092.82460314804,351208.85535708285,4021936.186190044,2681290.7907933635,6032904.279285066,0.01211880268906711,0.008079201792711405,0.018178204033600667,6977505.038167377,4651670.025444916,10466257.557251062,0.021024452628032465,0.014016301752021638,0.03153667894204869
2020-04-08,29776.285714285714,154240.88338512302,0.19430039496952198,0.193050539265504,9.64766079110947,6.431773860739649,14.471491186664203,0.9081968806067889,231533.6505226247,154355.76701508308,347300.47578393697,3968950.569695904,2645967.046463935,5953425.854543853,0.011959147686619306,0.00797276512441287,0.01793872152992896,7209038.688689999,4806025.792460001,10813558.033035,0.021722104330264246,0.014481402886842834,0.03258315649539637
2020-04-09,30787.571428571428,161703.78087777836,0.19171520045261622,0.19039487673972078,9.397143740429632,6.264762493619755,14.095715610644453,0.9130758838429375,228748.8982904165,152499.26552694428,343123.3474356247,3910427.963795731,2606951.975863822,5865641.945693594,0.011782808759067587,0.00785520583937839,0.01767421313860138,7437787.586980416,4958525.057986947,11156681.380470624,0.02241136508314285,0.014940910055428573,0.03361704762471427
2020-04-10,31015.571428571424,164471.35297564795,0.18977976494857982,0.18857734716369523,9.320305059010174,6.213536706006786,13.980457588515266,0.9163563052269854,224915.20397688658,149943.46931792438,337372.80596532975,3846027.9336395883,2564018.622426392,5769041.90045938,0.011588760116199488,0.007725840077466324,0.017383140174299233,7662702.790957302,5108468.52730487,11494054.186435955,0.023089074239276725,0.015392716159517823,0.034633611358915094
2020-04-11,30762.000000000004,152202.0766838344,0.20363862640812844,0.2021128796021696,9.32659626066394,6.217730840442627,13.989894390995916,0.9173750886554812,220638.76212063298,147092.50808042203,330958.14318094944,3777592.108466415,2518394.7389776097,5666388.162699621,0.011382550911542062,0.007588367274361372,0.017073826367313093,7883341.553077934,5255561.035385293,11825012.329616904,0.023753897722275073,0.01583593181485006,0.03563084658341262
2020-04-12,31100.285714285706,154833.49649003573,0.2025722814435445,0.2008627746534624,9.131979660855995,6.087986440570666,13.69796949128399,0.914594301319093,216513.36340602464,144342.24227068314,324770.04510903696,3707200.7177018966,2471467.1451345966,5560801.076552841,0.011170449243043851,0.007446966162029232,0.01675567386456578,8099854.916483961,5399903.277655974,12149782.374725942,0.024406290651748555,0.016270860434499036,0.03660943597762283
2020-04-13,30525.14285714286,152182.56372259662,0.2027007669722856,0.20058239334688233,9.142771537670598,6.095181025113734,13.714157306505896,0.9089817011629199,211997.57241930638,141331.71494620424,317996.3586289595,3635191.113531536,2423460.7423543567,5452786.6702973,0.01095347161230598,0.0073023144082039835,0.01643020741845897,8311852.488903269,5541234.992602178,12467778.733354902,0.025045076706965548,0.016696717804643692,0.03756761506044831
2020-04-14,29864.85714285714,153173.31493896502,0.19712907110183658,0.19497428226814437,9.163954566957479,6.109303044638321,13.74593185043622,0.9012426430499835,207286.34594349985,138190.8972956666,310929.5189152498,3563393.052177419,2375595.368118279,5345089.578266128,0.010737131397362813,0.007158087598241872,0.016105697096044223,8519138.834846769,5679425.8898978485,12778708.252270157,0.025669667006347357,0.017113111337564914,0.03850450050952105
2020-04-15,29715.142857142848,151685.3817640958,0.19830511221552852,0.1958998455326199,9.000895909896878,6.000597273264586,13.501343864845312,0.8921107075537767,200442.05821884325,133628.0388125622,300663.08732826484,3490154.916390445,2326769.9442602964,5235232.374585667,0.010516451984306726,0.007010967989537815,0.01577467797646009,8719580.893065615,5813053.928710409,13079371.339598415,0.026273634260349413,0.017515756173566273,0.0394104513905241
2020-04-16,29210.142857142862,152316.6388303554,0.19457954864464927,0.19177250155628783,8.915797566356423,5.943865044237618,13.373696349534633,0.8820388357123565,193772.582806865,129181.72187124332,290658.8742102974,3416464.591392452,2277643.0609283005,5124696.887088674,0.010294410045448945,0.006862940030299292,0.015441615068173415,8913353.475872478,5942235.650581649,13370030.21380872,0.026857505209284534,0.017905003472856347,0.040286257813926814
2020-04-17,28996.71428571429,153918.54144898237,0.1915759330710742,0.1883900017031119,8.768220628616039,5.845480419077361,13.152330942924056,0.8738389532482274,188069.7275533315,125379.81836888767,282104.5913299971,3344102.598347144,2229401.73223143,5016153.897520715,0.010076370604914103,0.0067175804032760635,0.01511455590737115,9101423.203425808,6067615.468950539,13652134.805138713,0.02742419245007949,0.01828279496671966,0.04113628867511924
2020-04-18,28530.285714285714,156368.37222938775,0.1858261415710996,0.18245560344154912,8.738483101937403,5.825655401291603,13.107724652906105,0.86710127066426,182361.2307718399,121574.15384789329,273541.8461577599,3272214.240756899,2181476.1605045996,4908321.361135347,0.009859758311494656,0.0065731722076631,0.01478963746724198,9283784.43419765,6189189.622798433,13925676.651296472,0.027973678983816093,0.01864911932254406,0.041960518475724136
2020-04-19,28426.000000000007,158171.14782446838,0.1829889488586986,0.17971672072296,8.574217021406717,5.7161446809378145,12.861325532110081,0.8623991837505087,177067.6127913014,118045.07519420092,265601.419186952,3199970.433940468,2133313.6226269784,4799955.650910703,0.009642074986900496,0.006428049991266994,0.01446311248035074,9460852.046988945,6307234.697992633,14191278.070483418,0.028507214913453652,0.019004809942302445,0.04276082237018048
2020-04-20,28671.714285714283,160500.43793776122,0.18178228188381446,0.17863947696412258,8.327144055094937,5.551429370063293,12.490716082642402,0.8592864393461765,172024.18123962512,114682.78749308344,258036.27185943772,3128263.922129586,2085509.2814197242,4692395.8831943795,0.009426010626868831,0.006284007084579219,0.014139015940303246,9632876.228228573,6421917.485485716,14449314.342342863,0.029025554094803573,0.019350369396535717,0.04353833114220537
2020-04-21,28691.42857142857,161322.91921198458,0.1810573155845959,0.17785091363073413,8.160598776802697,5.440399184535134,12.240898165204044,0.8558836019392724,166452.66475261375,110968.44316840921,249678.99712892063,3055963.0917185335,2037308.727812356,4583944.637577796,0.009208155480132338,0.006138770320088222,0.013812233220198505,9799328.892981187,6532885.928654126,14698993.339471782,0.02952710531486837,0.019684736876578915,0.044290657972302555
2020-04-22,28587.428571428572,188612.8786355414,0.15382049202694964,0.15156668398380344,8.09914224863263,5.399428165755085,12.148713372948942,0.8521992031208774,161415.51670500392,107610.34447000266,242123.27505750585,2983239.371518817,1988826.2476792105,4474859.0572782215,0.008989026091918404,0.005992684061278933,0.013483539137877604,9960744.409686193,6640496.273124129,14941116.61452929,0.03001347871995087,0.02000898581330058,0.04502021807992631
2020-04-23,28643.000000000007,192995.8695506997,0.1504347956572955,0.14841250264413322,7.986205994149231,5.324137329432819,11.979308991223846,0.8479974662666382,156182.42518375293,104121.61678916865,234273.63777562938,2907888.146179944,1938592.0974532962,4361832.219269915,0.008761979567561124,0.005841319711707414,0.013142969351341688,10116926.834869945,6744617.889913296,15175390.252304915,0.03048408389782538,0.02032272259855025,0.04572612584673806
