country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1769,1167,2486
US,NY,310,194,499
US,NJ,223,149,295
US,PA,152,112,206
US,MA,142,102,188
US,IL,110,78,141
US,CT,75,47,105
US,MI,73,48,106
US,CA,73,44,105
US,MD,54,37,71
US,IN,53,36,68
US,FL,50,29,73
US,OH,46,33,58
US,LA,40,25,56
US,GA,36,23,47
US,VA,32,20,43
US,TX,30,20,40
US,MN,23,17,30
US,AZ,22,15,31
US,CO,22,14,31
US,MS,17,12,24
US,MO,17,11,23
US,NC,17,11,23
US,RI,16,11,21
US,AL,15,11,19
US,WA,12,6,21
US,IA,11,8,14
US,DC,11,7,15
US,SC,9,6,13
US,WI,9,5,12
US,DE,8,5,10
US,KY,8,4,11
US,NM,7,4,10
US,NV,7,4,10
US,OK,6,3,8
US,NH,5,3,7
US,TN,5,3,7
US,KS,4,2,6
US,AR,3,2,4
US,NE,3,2,4
US,OR,3,1,5
US,PR,2,1,3
US,UT,2,1,3
US,ND,1,1,3
US,SD,1,0,3
US,ID,1,0,2
US,ME,1,0,2
US,WV,1,0,2
US,VT,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
