date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-28,,,,,,,,,60,25,75,60,25,75,60,25,75
2020-02-29,,,,,,,,,60,25,75,120,50,150,120,50,150
2020-03-01,,,,,,,,,60,25,75,180,75,225,180,75,225
2020-03-02,,,,,,,,,60,25,75,239,100,300,239,100,300
2020-03-03,,,,,,,,,60,25,75,299,125,375,299,125,375
2020-03-04,,,,,,,,,60,25,75,359,150,450,359,150,450
2020-03-05,,,,,,,,,60,25,75,419,175,525,419,175,525
2020-03-06,,,,,,,,,60,25,75,479,200,600,479,200,600
2020-03-07,,,,,,,,,60,25,75,539,225,675,539,225,675
2020-03-08,,,,,,,,,109,69,136,648,294,811,648,294,811
2020-03-09,,,,,,,,,108,68,135,756,362,945,756,362,945
2020-03-10,,,,,,,,,110,71,137,866,434,1082,866,434,1082
2020-03-11,,,,,,,,,114,78,141,980,512,1222,980,512,1222
2020-03-12,,,,,,,,,122,85,150,1102,598,1372,1102,598,1372
2020-03-13,,,,,,,,,134,95,165,1236,693,1536,1236,693,1536
2020-03-14,,,,,,,,,143,100,175,1319,768,1635,1379,793,1710
2020-03-15,,,,,,,,,149,105,182,1408,848,1742,1528,898,1892
2020-03-16,,,,,,,,,155,111,188,1503,934,1854,1683,1009,2079
2020-03-17,,,,,,,,,161,115,194,1604,1025,1973,1843,1125,2273
2020-03-18,,,,,,,,,168,121,202,1712,1121,2100,2011,1246,2475
2020-03-19,,,,,,,,,174,128,210,1826,1224,2235,2185,1374,2685
2020-03-20,,,,,,,,,180,134,217,1947,1333,2376,2366,1508,2901
2020-03-21,,,,,,,,,186,139,222,2073,1448,2523,2552,1648,3123
2020-03-22,,,,,,,,,191,144,227,2204,1568,2675,2743,1793,3350
2020-03-23,,,,,,,,,196,150,233,2291,1649,2772,2939,1943,3583
2020-03-24,2,2,,,,,,,202,156,239,2385,1737,2876,3141,2100,3821
2020-03-25,0,2,,,,,,,207,163,244,2481,1829,2983,3347,2263,4064
2020-03-26,0,2,,,,,,,211,169,248,2579,1920,3090,3559,2433,4312
2020-03-27,1,3,,,,,,,216,175,253,2672,2009,3193,3774,2608,4564
2020-03-28,2,5,,,,,,,220,179,258,2758,2094,3286,3994,2787,4821
2020-03-29,1,6,,,,,,,224,184,262,2839,2178,3373,4218,2971,5083
2020-03-30,1,7,,,,,,,228,188,266,2918,2261,3457,4446,3160,5348
2020-03-31,1,8,,,,,,,232,192,271,2994,2342,3540,4677,3352,5619
2020-04-01,2,10,,,,,,,235,195,275,3069,2423,3620,4912,3548,5893
2020-04-02,2,12,,,,,,,238,200,279,3140,2502,3696,5151,3748,6171
2020-04-03,0,12,,,,,,,241,203,283,3207,2577,3769,5392,3952,6454
2020-04-04,2,14,,,,,,,244,207,288,3271,2651,3840,5636,4159,6741
2020-04-05,2,16,,,,,,,247,210,295,3332,2722,3912,5884,4370,7035
2020-04-06,0,16,,,,,,,250,213,300,3391,2790,3985,6134,4584,7335
2020-04-07,2,18,,,,,,,253,214,305,3447,2855,4057,6386,4798,7639
2020-04-08,0,18,,,,,,,255,215,310,3501,2914,4129,6641,5014,7949
2020-04-09,3,21,,,,,,,257,217,315,3551,2968,4200,6899,5232,8264
2020-04-10,0,21,,,,,,,259,217,320,3599,3016,4272,7158,5450,8584
2020-04-11,4,25,,,,,,,261,217,324,3645,3059,4343,7419,5667,8907
2020-04-12,2,27,,,,,,,263,217,328,3689,3097,4414,7683,5885,9235
2020-04-13,2,29,,,,,,,265,217,332,3730,3130,4484,7948,6102,9566
2020-04-14,3,32,,,,,,,267,216,336,3769,3158,4554,8215,6318,9902
2020-04-15,1,33,,,,,,,268,214,340,3806,3181,4623,8483,6533,10241
2020-04-16,4,37,,,,,,,270,213,343,3841,3198,4691,8753,6747,10583
2020-04-17,0,37,,,,,,,271,212,345,3874,3210,4757,9024,6959,10928
2020-04-18,1,38,,,,,,,272,210,349,3905,3217,4823,9297,7170,11277
2020-04-19,1,39,,,,,,,274,208,353,3934,3219,4889,9570,7379,11629
2020-04-20,2,41,,,,,,,275,207,357,3961,3215,4951,9845,7586,11985
2020-04-21,1,42,,,,,,,276,205,360,3987,3208,5010,10121,7792,12344
2020-04-22,0,42,,,,,,,277,204,363,4011,3197,5067,10397,7996,12706
2020-04-23,3,45,,,,,,,277,202,365,4033,3184,5123,10674,8199,13071
2020-04-24,2,47,,,,,,,278,201,368,4054,3168,5175,10952,8400,13438
2020-04-25,1,48,,,,,,,279,200,370,4073,3151,5225,11231,8601,13808
2020-04-26,3,51,,,,,,,279,198,372,4090,3132,5273,11510,8800,14179
2020-04-27,0,51,,,,,,,279,197,374,4106,3112,5319,11789,8997,14553
2020-04-28,6,57,,,,,,,280,195,376,4121,3090,5363,12069,9193,14929
2020-04-29,0,57,,,,,,,280,194,378,4134,3068,5404,12349,9387,15306
2020-04-30,4,61,,,,,,,280,192,379,4145,3046,5444,12628,9580,15685
2020-05-01,3,64,,,,,,,280,190,382,4155,3024,5484,12908,9771,16066
2020-05-02,8,72,,,,,,,280,189,385,4164,3001,5523,13188,9960,16450
2020-05-03,4,76,,,,,,,280,187,387,4171,2978,5561,13467,10148,16837
2020-05-04,4,80,,,,,,,279,185,389,4176,2954,5597,13747,10333,17225
2020-05-05,3,83,,,,,,,279,183,391,4180,2930,5631,14025,10517,17616
2020-05-06,4,87,,,,,,,278,181,393,4183,2906,5665,14304,10698,18008
2020-05-07,0,87,,,,,,,278,179,395,4184,2881,5697,14582,10878,18403
2020-05-08,1,88,,,,,,,277,177,397,4184,2856,5730,14859,11055,18800
2020-05-09,,,3,2,4,91,90,92,276,175,399,4183,2830,5761,15135,11231,19199
2020-05-10,,,3,2,4,94,92,96,276,173,401,4180,2803,5793,15411,11404,19600
2020-05-11,,,3,2,4,97,95,100,275,171,403,4176,2775,5823,15686,11575,20002
2020-05-12,,,3,2,4,100,97,104,274,168,404,4171,2746,5854,15960,11744,20406
2020-05-13,,,3,2,4,103,99,108,273,166,406,4164,2717,5883,16233,11910,20812
2020-05-14,,,3,2,4,106,101,112,272,164,407,4156,2687,5913,16504,12075,21219
2020-05-15,,,3,2,4,109,103,116,283,163,446,4159,2657,5979,16787,12238,21664
2020-05-16,,,3,2,4,112,105,120,284,160,455,4163,2627,6052,17072,12398,22118
2020-05-17,,,3,2,4,115,108,123,286,158,465,4169,2596,6132,17357,12557,22582
2020-05-18,,,3,2,4,118,110,127,288,155,476,4177,2565,6221,17645,12713,23058
2020-05-19,,,3,2,4,121,112,131,291,153,493,4189,2532,6325,17935,12866,23550
2020-05-20,,,3,1,4,123,114,135,295,152,513,4205,2502,6448,18230,13019,24063
2020-05-21,,,3,1,4,126,116,139,299,152,525,4225,2472,6579,18529,13171,24587
2020-05-22,,,3,1,4,129,117,142,302,151,536,4249,2444,6720,18831,13322,25123
2020-05-23,,,3,1,4,132,119,146,305,150,552,4277,2416,6875,19136,13472,25675
2020-05-24,,,3,1,4,135,121,150,308,148,571,4308,2390,7046,19443,13621,26245
2020-05-25,,,3,1,4,137,123,154,311,147,592,4344,2364,7237,19755,13769,26836
2020-05-26,,,3,1,4,140,125,158,315,146,613,4384,2340,7448,20070,13915,27449
2020-05-27,,,3,1,4,143,127,162,318,145,635,4428,2316,7678,20388,14060,28084
2020-05-28,,,3,1,4,146,129,166,321,143,656,4476,2293,7928,20709,14204,28740
2020-05-29,,,3,1,4,149,130,170,324,141,677,4529,2271,8198,21033,14346,29416
2020-05-30,,,3,1,4,151,132,174,328,140,699,4574,2248,8451,21361,14486,30114
2020-05-31,,,3,1,4,154,134,178,331,138,720,4621,2226,8717,21692,14625,30834
2020-06-01,,,3,1,5,157,136,182,334,136,741,4669,2204,8993,22026,14761,31574
2020-06-02,,,3,1,5,160,137,186,337,134,765,4719,2183,9282,22364,14896,32339
2020-06-03,,,3,1,5,162,139,190,341,132,791,4769,2163,9580,22704,15029,33129
2020-06-04,,,3,1,5,165,141,194,344,130,816,4818,2141,9883,23048,15160,33945
2020-06-05,,,3,1,5,168,142,198,347,128,843,4866,2118,10201,23395,15289,34787
2020-06-06,,,3,1,5,171,144,203,350,126,869,4914,2093,10534,23745,15416,35656
2020-06-07,,,3,1,5,174,146,207,353,124,896,4962,2068,10878,24097,15540,36552
2020-06-08,,,3,1,5,176,147,212,356,122,923,5010,2041,11229,24453,15662,37474
2020-06-09,,,3,1,5,179,149,217,358,119,948,5057,2013,11586,24811,15782,38422
2020-06-10,,,3,1,6,182,150,222,361,116,973,5102,1983,11945,25172,15898,39394
2020-06-11,,,3,1,6,185,152,227,363,113,994,5147,1951,12305,25535,16012,40388
2020-06-12,,,3,1,6,188,153,232,364,110,1013,5190,1918,12661,25899,16122,41400
2020-06-13,,,3,1,6,191,155,238,365,107,1027,5230,1883,13011,26263,16230,42427
2020-06-14,,,3,1,6,194,156,243,365,104,1038,5267,1847,13350,26628,16334,43464
2020-06-15,,,3,1,6,197,158,249,364,100,1043,5300,1809,13672,26992,16434,44506
2020-06-16,,,3,1,6,200,159,255,363,97,1047,5329,1770,13978,27355,16532,45552
2020-06-17,,,3,1,7,204,161,261,361,94,1050,5352,1729,14262,27716,16626,46601
2020-06-18,,,3,1,7,207,162,267,359,90,1052,5371,1687,14524,28076,16717,47652
2020-06-19,,,3,1,7,210,164,274,357,87,1053,5385,1643,14760,28433,16804,48705
2020-06-20,,,3,1,7,213,165,281,355,83,1053,5393,1598,14971,28788,16888,49757
2020-06-21,,,3,1,8,217,166,288,352,80,1051,5396,1552,15152,29141,16968,50808
2020-06-22,,,3,1,8,220,168,295,349,76,1049,5393,1504,15305,29490,17045,51857
2020-06-23,,,3,1,8,223,169,303,346,73,1046,5383,1456,15429,29836,17119,52902
2020-06-24,,,3,1,8,227,171,310,343,69,1042,5368,1406,15523,30180,17189,53944
2020-06-25,,,3,1,8,230,172,318,340,66,1038,5347,1356,15588,30519,17255,54982
2020-06-26,,,3,1,9,233,173,327,336,62,1030,5320,1305,15624,30855,17318,56012
2020-06-27,,,3,1,9,237,174,335,332,59,1023,5288,1254,15635,31187,17377,57034
2020-06-28,,,3,1,9,240,176,344,328,56,1018,5251,1204,15626,31515,17434,58052
2020-06-29,,,4,1,9,244,177,353,324,53,1012,5211,1153,15600,31839,17487,59063
2020-06-30,,,4,1,10,247,178,362,320,50,1006,5167,1103,15563,32159,17538,60068
2020-07-01,,,4,1,10,251,179,371,316,48,999,5120,1054,15515,32475,17586,61066
2020-07-02,,,4,1,10,255,181,381,312,45,992,5071,1005,15457,32787,17632,62058
2020-07-03,,,4,1,10,258,182,391,308,43,984,5019,958,15390,33094,17675,63042
2020-07-04,,,4,1,11,262,183,401,303,40,976,4965,911,15313,33398,17716,64017
2020-07-05,,,4,1,11,265,184,411,299,38,968,4908,866,15228,33697,17754,64985
2020-07-06,,,4,1,11,269,185,421,294,36,959,4850,822,15136,33991,17791,65943
2020-07-07,,,4,1,11,273,186,432,290,34,950,4791,779,15036,34281,17825,66892
2020-07-08,,,4,0,11,276,187,442,285,32,940,4729,738,14929,34566,17858,67831
2020-07-09,,,4,0,11,280,188,453,281,30,930,4667,699,14817,34846,17888,68760
2020-07-10,,,4,0,11,284,189,463,276,28,919,4603,662,14698,35122,17917,69679
2020-07-11,,,4,0,11,287,190,474,271,27,908,4539,626,14575,35393,17944,70587
2020-07-12,,,4,0,11,291,190,484,266,25,897,4473,592,14450,35660,17970,71483
2020-07-13,,,4,0,11,294,191,495,262,24,886,4407,560,14317,35921,17994,72368
2020-07-14,,,3,0,11,298,192,505,257,22,874,4339,529,14179,36178,18017,73241
2020-07-15,,,3,0,11,301,193,515,252,21,861,4271,499,14035,36430,18038,74102
2020-07-16,,,3,0,11,305,193,526,247,20,849,4202,471,13885,36677,18058,74951
2020-07-17,,,3,0,11,308,194,536,242,18,836,4132,445,13730,36919,18077,75787
2020-07-18,,,3,0,11,311,195,546,237,17,823,4062,419,13569,37156,18095,76610
2020-07-19,,,3,0,11,315,195,557,232,16,810,3991,395,13403,37389,18111,77420
2020-07-20,,,3,0,11,318,196,567,227,15,797,3920,372,13232,37616,18127,78216
2020-07-21,,,3,0,11,321,196,577,223,14,783,3848,350,13057,37839,18142,78999
2020-07-22,,,3,0,11,324,197,587,218,13,770,3776,330,12877,38056,18155,79768
2020-07-23,,,3,0,10,327,197,597,213,12,756,3703,310,12693,38269,18168,80523
2020-07-24,,,3,0,10,331,198,607,208,12,742,3630,292,12505,38477,18180,81265
2020-07-25,,,3,0,10,334,198,617,203,11,728,3558,274,12313,38680,18192,81992
2020-07-26,,,3,0,10,337,199,626,198,10,713,3485,257,12118,38878,18202,82705
2020-07-27,,,3,0,10,340,199,636,194,9,701,3412,242,11922,39072,18212,83405
2020-07-28,,,3,0,10,343,199,645,190,9,688,3340,227,11724,39262,18221,84092
2020-07-29,,,3,0,10,345,200,655,185,8,675,3269,213,11526,39447,18230,84767
2020-07-30,,,3,0,10,348,200,664,181,8,662,3198,200,11327,39628,18238,85429
2020-07-31,,,3,0,10,351,200,674,177,7,650,3128,187,11128,39805,18246,86078
2020-08-01,,,3,0,10,354,201,683,173,7,638,3058,175,10929,39978,18253,86716
2020-08-02,,,3,0,10,356,201,692,169,6,626,2990,164,10732,40147,18260,87341
2020-08-03,,,3,0,9,359,201,701,165,6,614,2923,154,10536,40312,18266,87955
2020-08-04,,,3,0,9,362,201,710,162,5,603,2857,144,10342,40473,18272,88558
