country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,77177,189072,110432,331878,2020-04-16,4591,1.4
US,NY,26243,33835,29346,45713,2020-04-16,3215,7.5
US,NJ,8960,18102,11976,26466,2020-04-30,457,1.8
US,PA,3715,13741,7114,22336,2020-05-05,341,1.2
US,IL,3241,12086,6028,18906,2020-05-05,175,0.9
US,MA,4702,10512,7026,18019,2020-04-19,302,1.1
US,CA,2613,9362,3825,24266,2020-04-22,139,1.4
US,IN,1447,8064,3292,14661,2020-05-06,166,3.2
US,MI,4399,7493,5609,12112,2020-04-22,238,2.5
US,MD,1560,6015,2514,14011,2020-04-20,121,1.1
US,FL,1669,5721,2331,11956,2020-04-23,94,0.8
US,CT,2874,5718,3756,9534,2020-04-20,204,1.3
US,OH,1306,5685,2480,9877,2020-04-29,138,1.9
US,GA,1400,4784,2196,9468,2020-04-07,100,1.1
US,TX,1025,4651,1857,10181,2020-04-30,58,1.3
US,VA,812,4436,1436,9729,2020-07-24,64,1.5
US,LA,2227,3873,2853,5942,2020-04-14,129,3.3
US,MN,534,3410,1079,7311,2020-06-27,44,1.7
US,CO,960,3359,1454,6877,2020-04-24,122,2.2
US,AZ,517,2852,1369,5439,2020-05-08,67,0.5
US,MS,409,2548,1059,5090,2020-07-07,35,2.7
US,MO,483,2220,983,4333,2020-04-27,47,0.7
US,IA,243,2208,1070,3952,2020-06-25,32,2.7
US,AL,383,2087,973,3944,2020-05-06,28,1.8
US,NC,530,1692,829,3839,2020-05-05,30,1.1
US,RI,399,1488,775,2566,2020-04-17,31,1.5
US,WA,905,1478,1071,2761,2020-04-06,45,1.6
US,SC,320,1429,646,2764,2020-04-29,39,4.0
US,DC,304,984,494,1641,2020-05-08,19,0.6
US,DE,213,873,391,1581,2020-04-28,12,0.8
US,KY,298,843,452,1685,2020-04-07,20,2.0
US,WI,384,833,563,1505,2020-04-05,20,1.1
US,NM,181,785,314,1640,2020-05-03,13,1.0
US,NV,294,761,457,1429,2020-04-07,26,
US,NH,121,664,324,1214,2020-05-07,22,1.1
US,OK,266,662,407,1209,2020-04-21,21,1.2
US,KS,168,594,275,1483,2020-04-11,13,2.0
US,TN,242,524,361,903,2020-04-14,15,1.8
US,NE,90,485,215,1164,2020-04-30,14,
US,AR,88,362,201,710,2020-05-02,8,4.0
US,OR,124,288,168,603,2020-04-09,11,1.0
US,ME,63,277,114,620,2020-04-23,5,3.0
US,UT,61,255,105,617,2020-05-05,6,
US,PR,107,206,145,347,2020-04-09,9,0.6
US,SD,31,181,70,410,2020-05-06,5,
US,WV,52,154,88,315,2020-04-20,6,2.0
US,ND,33,141,75,268,2020-05-06,6,0.5
US,ID,67,113,86,149,2020-04-15,6,
US,VT,53,92,70,120,2020-04-16,4,
US,HI,17,35,25,44,2020-04-27,2,
US,WY,7,32,21,50,2020-04-22,4,
US,MT,16,29,23,44,2020-03-30,4,
US,AK,10,15,14,18,2020-04-04,2,
US,GU,5,15,11,30,2020-04-11,1,
US,VI,4,11,9,13,2020-04-26,1,
US,MP,2,9,7,13,2020-04-07,1,
US,AS,0,,,,,,
