date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-26,,,,,,,,,29,10,40,29,10,40,29,10,40
2020-02-27,,,,,,,,,29,10,40,57,20,80,57,20,80
2020-02-28,,,,,,,,,29,10,40,86,30,120,86,30,120
2020-02-29,,,,,,,,,29,10,40,115,40,160,115,40,160
2020-03-01,,,,,,,,,29,10,40,144,50,200,144,50,200
2020-03-02,,,,,,,,,29,10,40,172,60,240,172,60,240
2020-03-03,,,,,,,,,29,10,40,201,70,280,201,70,280
2020-03-04,,,,,,,,,29,10,40,230,80,320,230,80,320
2020-03-05,,,,,,,,,29,10,40,258,90,360,258,90,360
2020-03-06,,,,,,,,,90,31,146,349,121,506,349,121,506
2020-03-07,,,,,,,,,89,31,143,438,153,648,438,153,648
2020-03-08,,,,,,,,,94,34,151,532,188,799,532,188,799
2020-03-09,,,,,,,,,106,38,170,638,226,969,638,226,969
2020-03-10,,,,,,,,,129,48,212,766,275,1180,766,275,1180
2020-03-11,,,,,,,,,163,63,272,929,339,1452,929,339,1452
2020-03-12,,,,,,,,,186,76,304,1087,405,1716,1115,415,1756
2020-03-13,,,,,,,,,203,87,319,1261,483,1995,1318,503,2075
2020-03-14,,,,,,,,,222,102,331,1454,575,2285,1540,605,2405
2020-03-15,,,,,,,,,242,119,355,1667,684,2600,1782,724,2760
2020-03-16,,,,,,,,,263,141,383,1902,816,2942,2045,866,3142
2020-03-17,,,,,,,,,281,163,400,2154,969,3302,2326,1029,3542
2020-03-18,,,,,,,,,292,184,406,2417,1144,3667,2618,1214,3947
2020-03-19,,,,,,,,,301,204,408,2689,1339,4035,2919,1419,4355
2020-03-20,,,,,,,,,307,223,413,2968,1552,4408,3226,1642,4768
2020-03-21,1,1,,,,,,,312,236,414,3189,1756,4676,3538,1878,5181
2020-03-22,0,1,,,,,,,314,243,421,3414,1968,4955,3852,2121,5602
2020-03-23,1,2,,,,,,,314,243,414,3634,2177,5217,4166,2365,6016
2020-03-24,0,2,,,,,,,312,242,404,3840,2380,5451,4478,2607,6420
2020-03-25,0,2,,,,,,,309,240,397,4020,2572,5636,4787,2848,6816
2020-03-26,0,2,,,,,,,305,237,393,4162,2747,5757,5092,3086,7209
2020-03-27,1,3,,,,,,,300,232,390,4277,2903,5842,5392,3319,7598
2020-03-28,0,3,,,,,,,295,228,383,4369,3044,5906,5687,3547,7980
2020-03-29,0,3,,,,,,,290,222,376,4437,3164,5951,5977,3770,8356
2020-03-30,3,6,,,,,,,285,217,364,4480,3262,5960,6262,3987,8719
2020-03-31,2,8,,,,,,,279,212,358,4496,3333,5934,6541,4199,9076
2020-04-01,3,11,,,,,,,273,207,348,4488,3377,5883,6814,4407,9424
2020-04-02,1,12,,,,,,,268,201,338,4464,3394,5815,7082,4608,9762
2020-04-03,3,15,,,,,,,262,197,332,4425,3386,5739,7344,4806,10093
2020-04-04,3,18,,,,,,,257,192,325,4375,3356,5651,7601,4998,10418
2020-04-05,2,20,,,,,,,251,187,320,4314,3306,5557,7852,5185,10738
2020-04-06,1,21,,,,,,,246,182,315,4246,3246,5450,8098,5368,11052
2020-04-07,2,23,,,,,,,241,178,310,4173,3182,5346,8339,5547,11361
2020-04-08,1,24,,,,,,,236,173,306,4097,3113,5248,8575,5720,11667
2020-04-09,9,33,,,,,,,231,168,301,4019,3040,5152,8806,5889,11968
2020-04-10,6,39,,,,,,,226,162,300,3941,2965,5059,9032,6051,12267
2020-04-11,3,42,,,,,,,222,157,299,3862,2889,4968,9254,6208,12565
2020-04-12,2,44,,,,,,,218,150,297,3784,2811,4882,9472,6359,12862
2020-04-13,1,45,,,,,,,213,145,292,3707,2734,4798,9685,6504,13153
2020-04-14,0,45,,,,,,,209,140,291,3632,2656,4726,9894,6644,13444
2020-04-15,6,51,,,,,,,205,135,290,3558,2580,4658,10099,6780,13734
2020-04-16,5,56,,,,,,,201,131,288,3486,2504,4599,10301,6911,14022
2020-04-17,2,58,,,,,,,198,127,287,3416,2430,4547,10498,7039,14309
2020-04-18,2,60,,,,,,,194,124,286,3348,2357,4501,10692,7163,14594
2020-04-19,2,62,,,,,,,191,120,286,3282,2285,4462,10883,7283,14879
2020-04-20,1,63,,,,,,,187,115,285,3218,2213,4426,11070,7399,15163
2020-04-21,0,63,,,,,,,184,112,284,3156,2143,4395,11254,7511,15447
2020-04-22,0,63,,,,,,,181,109,284,3096,2073,4369,11434,7621,15730
2020-04-23,6,69,,,,,,,177,105,282,3037,2005,4345,11612,7726,16012
2020-04-24,8,77,,,,,,,174,102,281,2980,1939,4325,11786,7828,16292
2020-04-25,6,83,,,,,,,171,99,279,2925,1876,4304,11958,7928,16570
2020-04-26,1,84,,,,,,,169,96,280,2872,1815,4284,12126,8024,16849
2020-04-27,0,84,,,,,,,166,93,278,2820,1758,4266,12292,8118,17127
2020-04-28,2,86,,,,,,,163,89,276,2770,1703,4250,12455,8207,17403
2020-04-29,0,86,,,,,,,160,87,274,2721,1650,4232,12615,8295,17676
2020-04-30,6,92,,,,,,,158,84,271,2673,1599,4213,12772,8379,17946
2020-05-01,2,94,,,,,,,155,82,269,2627,1550,4193,12927,8462,18215
2020-05-02,1,95,,,,,,,152,79,267,2581,1503,4173,13080,8542,18481
2020-05-03,2,97,,,,,,,150,76,266,2537,1455,4154,13230,8618,18747
2020-05-04,0,97,,,,,,,147,74,265,2494,1409,4134,13377,8692,19012
2020-05-05,2,99,,,,,,,145,71,264,2452,1364,4112,13522,8764,19275
2020-05-06,0,99,,,,,,,143,68,262,2411,1321,4090,13665,8833,19536
2020-05-07,3,102,,,,,,,140,66,260,2370,1278,4066,13805,8900,19795
2020-05-08,5,107,,,,,,,138,64,257,2331,1238,4041,13943,8964,20052
2020-05-09,,,2,1,3,109,108,110,136,62,255,2292,1198,4016,14078,9027,20307
2020-05-10,,,2,1,3,111,109,113,133,60,253,2254,1160,3990,14212,9088,20560
2020-05-11,,,2,1,3,113,110,116,131,58,251,2217,1121,3962,14343,9146,20811
2020-05-12,,,2,1,3,115,112,119,129,56,249,2181,1085,3933,14472,9203,21059
2020-05-13,,,2,1,3,117,113,122,127,54,247,2145,1050,3903,14599,9258,21305
2020-05-14,,,2,1,3,119,114,125,125,53,245,2109,1016,3875,14724,9311,21550
2020-05-15,,,2,1,3,120,115,128,123,51,245,2075,982,3849,14847,9362,21794
2020-05-16,,,2,1,3,122,116,131,121,49,243,2040,950,3823,14968,9412,22037
2020-05-17,,,2,1,3,124,117,134,119,48,241,2007,918,3797,15086,9460,22278
2020-05-18,,,2,0,3,126,118,136,117,46,239,1974,888,3770,15203,9507,22517
2020-05-19,,,2,0,3,127,119,139,115,44,237,1941,858,3742,15318,9551,22754
2020-05-20,,,2,0,3,129,120,142,113,43,236,1909,830,3714,15431,9595,22989
2020-05-21,,,2,0,3,131,121,145,111,41,234,1877,803,3686,15541,9636,23222
