date,Province_State,Country_Region,Combined_Key,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,New Jersey,US,"Essex, New Jersey, US",0,0,,,0.0,0.0
2020-01-23,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-24,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-25,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-26,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-27,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-28,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-29,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-30,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-01-31,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-01,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-02,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-03,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-04,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-05,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-06,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-07,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-08,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-09,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-10,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-11,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-12,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-13,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-14,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-15,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-16,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-17,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-18,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-19,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-20,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-21,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-22,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-23,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-24,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-25,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
2020-02-26,New Jersey,US,"Essex, New Jersey, US",0,0,0.0,0.0,0.0,0.0
