date,Province_State,Country_Region,Combined_Key,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Washington,US,"King, Washington, US",1,0,,,0.0,0.0
2020-01-23,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-24,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-25,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-26,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-27,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-28,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-29,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-30,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-01-31,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-01,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-02,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-03,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-04,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-05,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-06,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-07,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-08,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-09,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-10,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-11,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-12,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-13,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-14,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-15,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-16,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-17,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-18,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-19,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-20,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-21,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-22,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-23,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
2020-02-24,Washington,US,"King, Washington, US",1,0,0.0,0.0,0.0,0.0
