date,Province_State,Country_Region,Combined_Key,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,California,US,"Santa Clara, California, US",0,0,,,0.0,0.0
2020-01-23,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-24,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-25,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-26,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-27,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-28,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-29,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-30,California,US,"Santa Clara, California, US",0,0,0.0,0.0,0.0,0.0
2020-01-31,California,US,"Santa Clara, California, US",1,0,0.0,1.0,0.14285714285714285,0.0
2020-02-01,California,US,"Santa Clara, California, US",1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-02,California,US,"Santa Clara, California, US",1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-03,California,US,"Santa Clara, California, US",2,0,0.0,1.0,0.2857142857142857,0.0
2020-02-04,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.2857142857142857,0.0
2020-02-05,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.2857142857142857,0.0
2020-02-06,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.2857142857142857,0.0
2020-02-07,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.14285714285714285,0.0
2020-02-08,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.14285714285714285,0.0
2020-02-09,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.14285714285714285,0.0
2020-02-10,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-11,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-12,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-13,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-14,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-15,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-16,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-17,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-18,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-19,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-20,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-21,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-22,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-23,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-24,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-25,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-26,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-27,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-28,California,US,"Santa Clara, California, US",2,0,0.0,0.0,0.0,0.0
2020-02-29,California,US,"Santa Clara, California, US",3,0,0.0,1.0,0.14285714285714285,0.0
2020-03-01,California,US,"Santa Clara, California, US",3,0,0.0,0.0,0.14285714285714285,0.0
2020-03-02,California,US,"Santa Clara, California, US",9,0,0.0,6.0,1.0,0.0
2020-03-03,California,US,"Santa Clara, California, US",11,0,0.0,2.0,1.2857142857142858,0.0
2020-03-04,California,US,"Santa Clara, California, US",11,0,0.0,0.0,1.2857142857142858,0.0
2020-03-05,California,US,"Santa Clara, California, US",20,0,0.0,9.0,2.5714285714285716,0.0
2020-03-06,California,US,"Santa Clara, California, US",20,0,0.0,0.0,2.5714285714285716,0.0
2020-03-07,California,US,"Santa Clara, California, US",32,0,0.0,12.0,4.142857142857143,0.0
2020-03-08,California,US,"Santa Clara, California, US",38,0,0.0,6.0,5.0,0.0
2020-03-09,California,US,"Santa Clara, California, US",38,0,0.0,0.0,4.142857142857143,0.0
2020-03-10,California,US,"Santa Clara, California, US",43,1,1.0,5.0,4.571428571428571,0.14285714285714285
2020-03-11,California,US,"Santa Clara, California, US",48,1,0.0,5.0,5.285714285714286,0.14285714285714285
2020-03-12,California,US,"Santa Clara, California, US",52,1,0.0,4.0,4.571428571428571,0.14285714285714285
2020-03-13,California,US,"Santa Clara, California, US",79,1,0.0,27.0,8.428571428571429,0.14285714285714285
2020-03-14,California,US,"Santa Clara, California, US",95,1,0.0,16.0,9.0,0.14285714285714285
2020-03-15,California,US,"Santa Clara, California, US",91,2,1.0,-4.0,7.571428571428571,0.2857142857142857
2020-03-16,California,US,"Santa Clara, California, US",138,2,0.0,47.0,14.285714285714286,0.2857142857142857
2020-03-17,California,US,"Santa Clara, California, US",155,4,2.0,17.0,16.0,0.42857142857142855
2020-03-18,California,US,"Santa Clara, California, US",175,6,2.0,20.0,18.142857142857142,0.7142857142857143
2020-03-19,California,US,"Santa Clara, California, US",189,6,0.0,14.0,19.571428571428573,0.7142857142857143
2020-03-20,California,US,"Santa Clara, California, US",196,8,2.0,7.0,16.714285714285715,1.0
2020-03-21,California,US,"Santa Clara, California, US",263,8,0.0,67.0,24.0,1.0
2020-03-22,California,US,"Santa Clara, California, US",263,8,0.0,0.0,24.571428571428573,0.8571428571428571
2020-03-23,California,US,"Santa Clara, California, US",302,10,2.0,39.0,23.428571428571427,1.1428571428571428
2020-03-24,California,US,"Santa Clara, California, US",375,16,6.0,73.0,31.428571428571427,1.7142857142857142
2020-03-25,California,US,"Santa Clara, California, US",459,17,1.0,84.0,40.57142857142857,1.5714285714285714
2020-03-26,California,US,"Santa Clara, California, US",542,19,2.0,83.0,50.42857142857143,1.8571428571428572
2020-03-27,California,US,"Santa Clara, California, US",574,20,1.0,32.0,54.0,1.7142857142857142
2020-03-28,California,US,"Santa Clara, California, US",591,25,5.0,17.0,46.857142857142854,2.4285714285714284
2020-03-29,California,US,"Santa Clara, California, US",646,25,0.0,55.0,54.714285714285715,2.4285714285714284
2020-03-30,California,US,"Santa Clara, California, US",848,28,3.0,202.0,78.0,2.5714285714285716
