country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,39680,161044,78911,285248,2020-06-04,1473,0.9,2020-10-01
India,,,8138,136148,39584,198370,2020-09-21,1740,4.5,2020-10-01
Mexico,,,15357,109248,59619,127443,2020-08-06,1101,1.6,2020-10-01
United Kingdom,,,41213,51031,44860,59470,2020-04-29,4421,3.3,2020-10-01
Italy,,,34114,35986,34460,36968,2020-03-28,924,13.0,2020-10-01
South Africa,,,1210,31907,17158,40659,2020-09-16,438,9.1,2020-10-01
France,,,29322,31225,29454,38250,2020-04-15,1440,40.6,2020-10-01
Spain,,,27136,28568,27231,33830,2020-04-02,961,,2020-10-01
Pakistan,,,2255,26165,8324,50081,2020-09-02,270,,2020-10-01
Peru,,,5903,25867,12577,38804,2020-05-30,272,1.3,2020-10-01
Russia,,,6350,24458,11441,44803,2020-05-29,232,0.9,2020-10-01
Chile,,,2475,21046,13938,24580,2020-06-08,627,1.1,2020-10-01
Colombia,,,1439,19687,10584,24390,2020-09-19,253,3.8,2020-10-01
Iran,,,8506,14832,9718,24816,2020-04-04,158,1.8,2020-10-01
Canada,,,8038,14427,9198,26310,2020-04-16,251,2.5,2020-10-01
Germany,,,8752,10864,9052,15176,2020-04-15,510,15.1,2020-10-01
Bangladesh,,,1012,10268,5682,13751,2020-08-26,98,2.6,2020-10-01
Belgium,,,9629,10240,9737,11649,2020-04-10,496,32.2,2020-10-01
Indonesia,,,1959,9177,3854,18220,2020-09-29,102,2.8,2020-10-01
Egypt,,,1342,8965,3600,15315,2020-09-12,95,2.6,2020-10-01
Saudi Arabia,,,819,7592,5086,9954,2020-09-03,78,2.2,2020-10-01
Sweden,,,4795,7395,5697,9513,2020-04-21,185,1.2,2020-10-01
Netherlands,,,6061,7011,6219,9157,2020-04-07,234,15.0,2020-10-01
Ecuador,,,3720,6503,4271,13561,2020-05-10,410,2.9,2020-10-01
Argentina,,,735,6338,2785,11806,2020-10-01,94,5.2,2020-10-01
Bolivia,,,512,5923,3526,8040,2020-09-05,63,2.5,2020-10-01
Turkey,,,4746,5678,4910,8234,2020-04-19,127,7.1,2020-10-01
China,,,4638,4643,4638,4676,2020-04-17,1290,,2020-10-01
Ukraine,,,841,4151,1571,6943,2020-08-17,35,1.5,2020-10-01
Poland,,,1206,3320,1614,6170,2020-04-24,40,1.0,2020-10-01
Nigeria,,,382,2465,750,3989,2020-09-10,22,1.3,2020-10-01
Portugal,,,1497,2144,1687,3571,2020-04-03,37,6.0,2020-10-01
Romania,,,1360,2132,1638,3391,2020-05-08,35,4.0,2020-10-01
Moldova,,,371,2090,867,3003,2020-08-11,19,3.2,2020-10-01
Switzerland,,,1936,2081,1962,2355,2020-04-04,75,31.5,2020-10-01
Philippines,,,1027,2075,1199,4433,2020-04-12,50,1.7,2020-10-01
Ireland,,,1695,1860,1719,2556,2020-04-24,220,13.8,2020-10-01
Honduras,,,290,1820,776,2960,2020-06-10,19,0.9,2020-10-01
Kuwait,,,275,1780,772,2757,2020-08-19,17,8.5,2020-10-01
Algeria,,,732,1470,827,4557,2020-04-09,30,2.0,2020-10-01
Panama,,,413,1458,594,2551,2020-06-06,16,1.1,2020-10-01
Japan,,,922,1211,934,1635,2020-05-04,49,9.5,2020-10-01
Dominican Republic,,,550,977,653,1663,2020-04-12,38,1.7,2020-10-01
Belarus,,,288,959,452,3054,2020-09-26,8,1.3,2020-10-01
Hungary,,,551,885,613,1645,2020-04-24,23,13.0,2020-10-01
Bulgaria,,,167,782,334,1317,2020-06-05,12,,2020-10-01
Austria,,,673,745,697,881,2020-04-08,30,21.0,2020-10-01
Denmark,,,593,708,631,880,2020-04-04,22,,2020-10-01
United Arab Emirates,,,284,544,341,1190,2020-05-10,13,6.0,2020-10-01
Finland,,,324,390,338,530,2020-04-21,43,,2020-10-01
Israel,,,299,375,326,502,2020-04-18,13,,2020-10-01
Czechia,,,330,373,352,424,2020-04-14,18,4.5,2020-10-01
Serbia,,,251,327,284,441,2020-04-30,54,6.0,2020-10-01
South Korea,,,276,324,281,446,2020-03-02,11,,2020-10-01
Norway,,,239,269,251,314,2020-04-20,16,,2020-10-01
Morocco,,,211,238,222,272,2020-03-27,12,6.0,2020-10-01
Greece,,,183,229,204,279,2020-04-03,10,,2020-10-01
Lithuania,,,74,147,98,288,2020-04-10,6,0.5,2020-10-01
Croatia,,,106,146,118,231,2020-04-19,8,,2020-10-01
Malaysia,,,118,145,134,162,2020-03-29,8,3.0,2020-10-01
Luxembourg,,,110,125,114,148,2020-04-11,8,,2020-10-01
Slovenia,,,109,124,113,151,2020-04-07,6,,2020-10-01
Australia,,,102,107,102,125,2020-04-23,8,,2020-10-01
Cuba,,,83,98,89,110,2020-04-24,6,,2020-10-01
Estonia,,,69,83,79,89,2020-04-02,6,,2020-10-01
Latvia,,,26,32,29,36,2020-04-21,4,,2020-10-01
Slovakia,,,28,32,29,36,2020-04-15,4,,2020-10-01
Cyprus,,,18,21,20,23,2020-03-30,2,,2020-10-01
Malta,,,9,14,12,17,2020-05-29,2,,2020-10-01
Iceland,,,10,11,11,12,2020-04-06,2,,2020-10-01
