country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1622,1090,2262
US,NY,306,194,466
US,NJ,209,140,270
US,MA,140,102,183
US,PA,126,105,169
US,IL,92,67,112
US,MI,86,56,124
US,CT,70,45,97
US,CA,66,40,93
US,MD,47,31,63
US,LA,41,26,58
US,IN,40,28,57
US,OH,40,28,55
US,FL,38,21,56
US,GA,33,22,43
US,TX,27,17,37
US,VA,25,16,35
US,CO,25,16,34
US,MN,21,15,28
US,AZ,15,11,20
US,NC,15,10,21
US,MS,13,9,18
US,RI,12,9,17
US,MO,12,8,17
US,AL,11,8,15
US,WA,11,6,20
US,IA,10,8,13
US,DC,9,6,13
US,SC,9,6,13
US,NV,8,5,11
US,DE,7,5,9
US,KY,7,4,10
US,WI,7,4,10
US,NM,6,4,9
US,OK,6,3,8
US,TN,5,3,7
US,KS,4,2,7
US,NH,3,2,5
US,AR,3,2,4
US,NE,3,1,4
US,OR,2,1,4
US,ME,2,1,3
US,PR,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,ID,1,0,2
US,ND,1,0,2
US,SD,1,0,2
US,VT,1,0,2
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
