country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,73428,175451,104726,292500,2020-04-16,4591,0.9
US,NY,25623,34376,28963,45291,2020-04-16,3215,1.5
US,NJ,8549,17746,11598,23947,2020-04-30,457,0.9
US,PA,3345,12851,6923,19238,2020-05-05,341,0.8
US,IL,2974,10850,5642,15457,2020-05-05,175,0.7
US,MA,4420,10336,6797,17487,2020-04-19,302,0.8
US,MI,4256,8040,5584,13563,2020-04-22,238,1.8
US,CA,2464,7114,3581,14104,2020-04-22,139,0.9
US,CT,2718,5472,3576,9116,2020-04-20,204,1.1
US,IN,1377,5366,2489,9579,2020-05-06,166,0.3
US,FL,1539,4893,2078,10174,2020-04-23,94,0.7
US,GA,1327,4809,2106,8890,2020-04-07,100,1.6
US,OH,1225,4758,2149,8394,2020-04-29,138,0.5
US,TX,954,4247,1659,10104,2020-04-30,58,1.5
US,MD,1437,4149,2091,8069,2020-04-20,121,1.2
US,LA,2167,4146,2859,6580,2020-04-14,129,1.2
US,CO,919,3520,1503,6678,2020-04-24,122,2.1
US,MN,485,3221,995,6753,2020-06-27,39,1.3
US,VA,713,3202,1185,7667,2020-05-03,43,
US,AZ,426,2823,1096,5944,2020-07-09,37,1.2
US,IA,219,2629,1193,4939,2020-06-26,37,3.1
US,MS,374,2217,903,4332,2020-05-06,32,0.9
US,AL,343,1830,780,3509,2020-05-06,28,0.7
US,MO,428,1771,739,3599,2020-04-27,47,0.9
US,NC,492,1490,772,3479,2020-05-05,30,0.9
US,SC,305,1430,649,2655,2020-04-29,39,1.7
US,WA,870,1379,1028,2502,2020-04-06,45,2.8
US,RI,370,1098,651,1653,2020-04-17,31,0.9
US,NV,289,950,508,1820,2020-04-07,26,0.4
US,DC,277,866,439,1423,2020-04-30,19,0.8
US,KY,283,811,427,1698,2020-04-07,20,1.0
US,DE,193,774,346,1353,2020-04-28,12,1.2
US,NM,169,749,305,1444,2020-05-03,13,1.1
US,WI,362,693,490,1098,2020-04-05,20,1.2
US,OK,253,665,397,1190,2020-04-21,21,1.2
US,KS,164,644,275,1724,2020-04-11,13,2.0
US,TN,239,549,359,927,2020-04-14,15,0.5
US,NH,92,517,199,1180,2020-04-30,12,
US,NE,78,414,175,1084,2020-04-30,14,
US,AR,87,394,216,685,2020-05-02,8,1.0
US,UT,58,275,102,703,2020-05-05,6,1.5
US,OR,115,235,150,421,2020-04-09,11,1.5
US,PR,99,184,133,283,2020-04-09,9,
US,SD,29,171,64,411,2020-05-06,5,0.4
US,WV,50,170,91,381,2020-04-20,6,1.0
US,ME,62,163,123,258,2020-04-23,5,2.0
US,ID,66,119,87,157,2020-04-15,6,2.0
US,ND,31,108,62,225,2020-05-06,6,0.2
US,VT,52,95,78,124,2020-04-16,4,
US,HI,17,39,27,49,2020-04-27,2,
US,MT,16,32,24,57,2020-03-30,4,
US,WY,7,19,16,28,2020-04-22,4,
US,AK,10,16,14,19,2020-04-04,2,
US,GU,5,16,12,29,2020-04-11,1,
US,VI,4,11,10,13,2020-04-26,1,
US,MP,2,9,8,13,2020-04-07,1,
US,AS,0,,,,,,
