country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,717.57147799,483,1026
US,FL,,91.9208224267,52,142
US,TX,,91.6277636309,53,138
US,CA,,84.9453551479,44,139
US,GA,,45.7992678729,25,74
US,NC,,26.33922899,15,41
US,IL,,21.8428469666,4,47
US,AZ,,20.8978093953,8,40
US,TN,,20.4021198318,12,31
US,VA,,19.9210905753,6,37
US,MO,,19.6372657413,11,32
US,OH,,19.5371048351,6,39
US,SC,,17.99034415,10,27
US,PA,,17.6597535252,2,38
US,LA,,15.8616115102,7,29
US,MS,,14.7486438297,7,25
US,AR,,13.9837042495,8,21
US,MA,,12.5884335771,1,30
US,IN,,10.7292154227,1,26
US,AL,,10.5008196774,5,18
US,MI,,9.54249707983,1,21
US,NY,,8.86206857336,0,54
US,MD,,8.02660793554,1,20
US,WA,,7.99481146221,1,18
US,OK,,7.98085694635,4,13
US,NV,,7.4655583427,3,13
US,KY,,7.44643182664,3,12
US,IA,,7.32079982182,3,13
US,MN,,7.22109071329,1,15
US,PR,,6.48427850647,4,10
US,WI,,6.31413780689,3,11
US,NJ,,6.08373704018,0,24
US,KS,,5.32938670167,2,9
US,ND,,5.32025112584,3,9
US,WV,,4.21886261417,2,7
US,CO,,4.16257237181,0,11
US,NM,,3.73409663726,1,7
US,ID,,3.11853153729,1,5
US,OR,,3.0532479121,1,5
US,NE,,2.87069372423,1,6
US,RI,,2.57295265792,0,7
US,SD,,2.46000402202,0,5
US,MT,,2.39985714732,1,4
US,UT,,2.34420516744,1,4
US,HI,,1.98238777002,1,3
US,CT,,1.85518413282,0,7
US,DE,,1.25217599456,0,4
US,GU,,0.95113899394,0,2
US,AK,,0.844794599446,0,2
US,DC,,0.56448783196,0,2
US,WY,,0.273387216824,0,1
US,NH,,0.237294743339,0,1
US,ME,,0.196528027979,0,1
US,VI,,0.114812131806,0,1
US,VT,,0.0299028881064,0,1
US,MP,,0.00864462960909,0,1
US,AS,,,,
