country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,1054.80437933,744,1565
India,,,697.9549799,535,963
Mexico,,,612.618745609,433,834
Colombia,,,215.715599886,144,270
Iran,,,206.102914149,131,292
Peru,,,189.489537424,113,299
South Africa,,,147.097750293,85,206
Russia,,,137.879431192,68,249
Indonesia,,,95.9107026615,56,134
Chile,,,77.2140593943,35,136
Argentina,,,74.375485914,54,99
Bolivia,,,55.0445054,34,78
Egypt,,,53.8065914066,27,89
United Kingdom,,,50.4537857785,10,119
Pakistan,,,43.7275614848,26,70
Bangladesh,,,40.056822762,19,66
Saudi Arabia,,,39.3613462116,19,66
Ecuador,,,38.0168859518,9,78
Panama,,,28.7567309083,20,39
Honduras,,,26.5792996904,16,36
Philippines,,,25.3335710235,6,60
Romania,,,22.5392279163,16,28
Turkey,,,17.6141041152,4,40
Ukraine,,,15.679718826,10,21
Sweden,,,12.9989931589,4,22
Italy,,,11.7407974942,0,22
Dominican Republic,,,11.2960529273,5,19
Serbia,,,10.430216842,7,15
Algeria,,,10.393896756,4,21
France,,,9.81679969316,0,55
Canada,,,8.38538296268,0,16
Nigeria,,,7.98008250153,3,16
Israel,,,7.60251715663,3,14
Moldova,,,7.39750120125,3,12
Poland,,,6.36341193134,2,12
Bulgaria,,,4.89477253815,3,8
Belarus,,,4.84435788016,3,7
Spain,,,4.74777059683,0,23
Portugal,,,4.01772055376,1,9
Morocco,,,3.58240961704,0,7
Germany,,,3.06038763435,0,11
Australia,,,2.75951774138,0,6
Kuwait,,,2.36904508756,0,5
Belgium,,,1.45973763199,0,6
Japan,,,1.20323929875,0,5
Netherlands,,,1.08048591523,0,3
United Arab Emirates,,,0.972678898605,0,3
South Korea,,,0.798993703038,0,3
Ireland,,,0.731509410574,0,3
Czechia,,,0.682232890557,0,2
Croatia,,,0.65564375454,0,2
Hungary,,,0.52070470379,0,2
Switzerland,,,0.493727500341,0,2
China,,,0.415621574647,0,4
Denmark,,,0.303594245644,0,1
Austria,,,0.250825904211,0,1
Malaysia,,,0.248933624797,0,1
Greece,,,0.243843219642,0,1
Finland,,,0.197077439405,0,1
Norway,,,0.196515600159,0,1
Lithuania,,,0.143147425394,0,1
Slovenia,,,0.114125455579,0,1
Cuba,,,0.108141830347,0,1
Luxembourg,,,0.0992222635383,0,1
Estonia,,,0.0845940514774,0,1
Latvia,,,0.0432075899716,0,1
Cyprus,,,0.0273851870085,0,1
Slovakia,,,0.0206143912914,0,1
Malta,,,0.0183944832058,0,1
Iceland,,,0.012668397922,0,1
