country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,82771,168488,117212,263642,2020-06-04,1473,0.9,2020-11-01
India,,,29861,142921,72600,231798,2020-06-16,2003,1.2,2020-11-01
Mexico,,,41190,89668,61730,158762,2020-06-03,1092,0.8,2020-11-01
United Kingdom,,,45586,48261,45807,54099,2020-04-21,1173,12.1,2020-11-01
Italy,,,35082,35805,35116,37379,2020-03-27,919,93.5,2020-11-01
France,,,30175,30824,30205,34205,2020-04-15,1438,125.6,2020-11-01
Spain,,,28426,28922,28450,31138,2020-06-19,1179,432.7,2020-11-01
Iran,,,14853,27562,20956,37484,2020-07-21,229,0.9,2020-11-01
Peru,,,13767,25573,16249,42436,2020-06-14,380,1.0,2020-11-01
South Africa,,,5940,25133,11888,42061,2020-07-22,572,0.4,2020-11-01
Colombia,,,7373,24376,16266,33139,2020-07-17,259,1.2,2020-11-01
Russia,,,12726,22980,14677,40292,2020-05-29,232,1.0,2020-11-01
Indonesia,,,4459,19122,9285,38023,2020-08-21,170,1.2,2020-11-01
Chile,,,8677,14807,9609,26393,2020-07-17,1057,,2020-11-01
Argentina,,,2588,10344,5696,16029,2020-07-21,117,0.9,2020-11-01
Belgium,,,9808,9903,9825,10238,2020-04-10,496,106.2,2020-11-01
Canada,,,8913,9437,8944,10543,2020-04-16,251,37.2,2020-11-01
Germany,,,9102,9410,9117,10665,2020-04-15,510,83.8,2020-11-01
Pakistan,,,5709,8184,6446,11852,2020-06-14,178,3.2,2020-11-01
Ecuador,,,5418,7991,5669,11748,2020-05-10,410,1.5,2020-11-01
Egypt,,,4440,7989,5207,13754,2020-06-15,97,1.7,2020-11-01
Turkey,,,5545,6677,5683,8766,2020-04-19,127,5.8,2020-11-01
Bolivia,,,2328,6286,4064,9644,2020-07-01,78,1.1,2020-11-01
Netherlands,,,6158,6243,6169,6490,2020-04-07,234,56.6,2020-11-01
Sweden,,,5667,6131,5784,6555,2020-04-21,185,4.5,2020-11-01
Bangladesh,,,2751,5480,3241,10051,2020-06-30,64,1.0,2020-11-01
Philippines,,,1843,5322,2213,12044,2020-07-12,162,6.7,2020-11-01
Saudi Arabia,,,2601,5233,3564,8201,2020-07-05,58,0.9,2020-11-01
China,,,4648,4688,4648,4973,2020-04-17,1290,,2020-11-01
Romania,,,2101,4589,3208,7363,2020-07-21,36,1.0,2020-11-01
Honduras,,,1006,3787,2145,6252,2020-07-21,53,1.9,2020-11-01
Panama,,,1180,3418,2285,5134,2020-07-17,38,1.7,2020-11-01
Ukraine,,,1553,3153,2220,4965,2020-06-17,31,1.1,2020-11-01
Algeria,,,1111,2323,1297,4840,2020-04-09,30,1.2,2020-11-01
Portugal,,,1702,2195,1769,3006,2020-04-03,37,5.9,2020-11-01
Poland,,,1642,2173,1718,3174,2020-04-24,40,3.5,2020-11-01
Dominican Republic,,,1005,2116,1336,3595,2020-04-12,38,2.3,2020-11-01
Switzerland,,,1972,2047,1984,2269,2020-04-04,75,,2020-11-01
Ireland,,,1754,1833,1766,2078,2020-04-24,220,53.0,2020-11-01
Serbia,,,499,1673,1011,2811,2020-07-10,18,1.6,2020-11-01
Nigeria,,,813,1563,909,3569,2020-06-16,31,1.2,2020-11-01
Israel,,,430,1545,784,2689,2020-04-18,13,2.3,2020-11-01
Moldova,,,712,1499,968,2244,2020-06-20,14,1.9,2020-11-01
Japan,,,990,1340,999,2631,2020-05-01,29,11.0,2020-11-01
Belarus,,,513,1009,808,1459,2020-07-08,7,0.9,2020-11-01
Bulgaria,,,321,912,535,1628,2020-06-05,12,0.9,2020-11-01
Australia,,,133,838,203,2419,2020-08-28,8,1.6,2020-11-01
Morocco,,,285,799,382,1649,2020-03-27,12,1.2,2020-11-01
Austria,,,711,779,728,903,2020-04-08,30,20.3,2020-11-01
Hungary,,,596,701,608,929,2020-04-24,23,,2020-11-01
Denmark,,,611,687,629,808,2020-04-04,22,,2020-11-01
Kuwait,,,417,643,444,1175,2020-05-30,11,1.4,2020-11-01
Czechia,,,364,541,401,846,2020-04-14,18,2.0,2020-11-01
United Arab Emirates,,,342,473,353,810,2020-05-10,13,6.6,2020-11-01
South Korea,,,297,385,300,613,2020-03-02,11,,2020-11-01
Finland,,,328,380,340,471,2020-04-21,43,,2020-11-01
Norway,,,255,285,263,331,2020-04-20,16,,2020-11-01
Croatia,,,125,274,174,462,2020-04-19,8,1.2,2020-11-01
Greece,,,200,243,210,296,2020-04-03,10,1.4,2020-11-01
Malaysia,,,123,161,136,182,2020-03-29,8,,2020-11-01
Luxembourg,,,111,156,126,214,2020-04-11,8,,2020-11-01
Slovenia,,,115,137,119,174,2020-04-07,6,3.1,2020-11-01
Cuba,,,87,108,90,139,2020-04-24,6,,2020-11-01
Lithuania,,,80,102,84,133,2020-04-10,6,,2020-11-01
Estonia,,,69,89,77,122,2020-04-02,6,,2020-11-01
Latvia,,,31,40,33,59,2020-04-21,4,,2020-11-01
Slovakia,,,28,35,29,50,2020-04-15,4,,2020-11-01
Cyprus,,,19,28,22,42,2020-03-30,2,,2020-11-01
Malta,,,9,14,11,17,2020-05-29,2,,2020-11-01
Iceland,,,10,13,10,20,2020-03-15,5,,2020-11-01
