country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,183063,219480,205499,240208,2020-04-17,2666,7.9,2020-11-01
US,NY,,32951,33380,32963,35607,2020-04-07,1081,78.4,2020-11-01
US,TX,,12683,18269,15703,21617,2020-07-27,685,2.6,2020-11-01
US,CA,,12937,18111,15303,22933,2020-08-14,278,3.1,2020-11-01
US,NJ,,15937,16155,15954,16852,2020-04-30,483,91.4,2020-11-01
US,FL,,11119,14366,12687,16580,2020-08-11,276,11.8,2020-11-01
US,MA,,9049,9682,9112,10919,2020-04-19,302,13.6,2020-11-01
US,IL,,8228,9270,8347,10867,2020-07-07,247,12.6,2020-11-01
US,PA,,7658,8414,7700,9973,2020-05-05,341,73.1,2020-11-01
US,GA,,5604,7910,6760,9660,2020-08-11,122,2.3,2020-11-01
US,MI,,6748,7275,6796,8177,2020-04-22,241,4.1,2020-11-01
US,AZ,,5030,5981,5444,6783,2020-07-30,172,3.2,2020-11-01
US,LA,,4931,5859,5313,6730,2020-04-14,129,2.4,2020-11-01
US,OH,,4129,4940,4325,5969,2020-08-29,147,-0.4,2020-11-01
US,CT,,4465,4570,4476,4886,2020-04-20,204,,2020-11-01
US,MD,,3752,4170,3791,4971,2020-05-02,171,10.4,2020-11-01
US,NC,,2692,3856,3216,4960,2020-08-03,60,2.8,2020-11-01
US,IN,,3291,3803,3325,4802,2020-04-30,150,8.9,2020-11-01
US,SC,,2709,3758,3231,4556,2020-07-25,80,3.6,2020-11-01
US,MS,,2441,3206,2790,3824,2020-08-25,67,2.0,2020-11-01
US,VA,,2569,3172,2612,4089,2020-05-28,57,36.3,2020-11-01
US,AL,,2162,2845,2477,3431,2020-07-22,61,2.3,2020-11-01
US,TN,,1747,2830,2300,3675,2020-08-21,61,1.1,2020-11-01
US,WA,,1905,2352,2006,2943,2020-04-06,45,,2020-11-01
US,MN,,1865,2299,1937,2913,2020-08-16,47,13.4,2020-11-01
US,CO,,1942,2141,1956,2692,2020-04-24,122,,2020-11-01
US,MO,,1533,2131,1761,2770,2020-06-18,36,3.5,2020-11-01
US,NV,,1302,1896,1600,2316,2020-08-20,38,,2020-11-01
US,IA,,1113,1775,1320,2825,2020-05-20,26,1.0,2020-11-01
US,WI,,1122,1540,1286,1990,2020-05-27,22,3.6,2020-11-01
US,KY,,929,1343,1090,1751,2020-05-19,20,1.0,2020-11-01
US,OK,,799,1287,1014,1727,2020-04-21,21,4.4,2020-11-01
US,AR,,784,1286,1029,1689,2020-08-21,22,0.9,2020-11-01
US,RI,,1046,1131,1055,1305,2020-04-17,31,,2020-11-01
US,NM,,770,938,829,1113,2020-05-03,13,8.7,2020-11-01
US,PR,,434,857,625,1224,2020-08-28,12,1.2,2020-11-01
US,OR,,458,750,576,1047,2020-07-28,14,1.3,2020-11-01
US,DE,,604,656,610,753,2020-06-23,69,,2020-11-01
US,KS,,449,645,525,859,2020-04-11,13,,2020-11-01
US,DC,,606,640,611,704,2020-05-08,19,12.0,2020-11-01
US,ID,,359,636,497,855,2020-08-14,14,6.0,2020-11-01
US,UT,,407,596,490,775,2020-07-14,10,,2020-11-01
US,NE,,392,521,428,681,2020-06-11,21,,2020-11-01
US,NH,,432,464,435,536,2020-05-07,22,,2020-11-01
US,WV,,214,428,305,638,2020-08-29,14,-3.8,2020-11-01
US,SD,,167,279,180,525,2020-07-29,6,,2020-11-01
US,ND,,142,245,181,364,2020-05-06,6,1.7,2020-11-01
US,MT,,104,201,145,295,2020-08-25,6,,2020-11-01
US,HI,,63,177,105,326,2020-08-28,4,2.1,2020-11-01
US,ME,,132,150,136,176,2020-06-02,5,,2020-11-01
US,AK,,37,74,53,113,2020-08-25,4,,2020-11-01
US,VT,,58,67,60,82,2020-04-16,4,,2020-11-01
US,WY,,37,59,46,86,2020-08-19,4,,2020-11-01
US,GU,,10,48,23,104,2020-08-26,2,,2020-11-01
US,VI,,14,41,26,65,2020-08-26,2,,2020-11-01
US,MP,,2,3,2,4,2020-04-07,1,,2020-11-01
US,AS,,0,,,,,,,2020-11-01
