country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,27878,167819,65911,266304,2020-08-11,1699,1.5,2020-09-01
Mexico,,,9415,123446,46897,170824,2020-08-09,1773,4.8,2020-09-01
India,,,4980,70630,17394,127966,2020-09-01,1382,5.1,2020-09-01
United Kingdom,,,38243,55726,44327,82611,2020-04-29,4421,2.5,2020-09-01
Italy,,,33229,39299,35184,47324,2020-03-27,919,9.0,2020-09-01
France,,,28717,32031,29011,42355,2020-04-15,1440,17.4,2020-09-01
Russia,,,4374,30219,11175,58739,2020-08-05,345,1.5,2020-09-01
Spain,,,27121,30195,27610,37458,2020-04-02,961,427.5,2020-09-01
Peru,,,4099,22464,8025,42300,2020-08-28,256,,2020-09-01
South Africa,,,611,18406,8863,29587,2020-09-01,472,13.9,2020-09-01
Canada,,,7063,13899,8366,28996,2020-04-16,251,2.0,2020-09-01
Iran,,,7677,12418,8592,21424,2020-04-04,158,2.9,2020-09-01
Germany,,,8504,11361,8991,19339,2020-04-15,510,6.9,2020-09-01
Chile,,,944,11104,6413,15123,2020-09-01,204,3.8,2020-09-01
Belgium,,,9430,10466,9639,12565,2020-04-10,496,7.5,2020-09-01
Pakistan,,,1317,9742,2698,20702,2020-08-15,122,2.1,2020-09-01
Netherlands,,,5950,7554,6298,10073,2020-04-07,234,5.6,2020-09-01
Ecuador,,,3334,7284,4071,17444,2020-05-10,410,4.1,2020-09-01
Bangladesh,,,582,7152,2274,13010,2020-08-20,102,4.4,2020-09-01
Colombia,,,855,7118,3544,12707,2020-09-01,130,5.9,2020-09-01
Sweden,,,4350,6331,4947,8622,2020-04-21,185,1.0,2020-09-01
Turkey,,,4489,5586,4736,8078,2020-04-19,127,4.2,2020-09-01
Egypt,,,879,5572,1800,11691,2020-08-30,83,2.4,2020-09-01
Indonesia,,,1520,5429,2358,12226,2020-09-01,80,3.3,2020-09-01
China,,,4638,4652,4638,4741,2020-04-17,1290,,2020-09-01
Saudi Arabia,,,458,4019,1740,7250,2020-08-15,52,3.1,2020-09-01
Ukraine,,,679,3703,1308,7451,2020-08-18,44,4.4,2020-09-01
Argentina,,,520,2912,1256,6078,2020-09-01,48,4.0,2020-09-01
Romania,,,1248,2689,1708,4843,2020-05-08,35,1.8,2020-09-01
Poland,,,1051,2581,1318,5387,2020-04-24,40,1.6,2020-09-01
Bolivia,,,300,2223,934,4010,2020-09-01,38,5.4,2020-09-01
Switzerland,,,1919,2183,1971,2897,2020-04-04,75,,2020-09-01
Portugal,,,1383,2090,1588,3076,2020-04-03,37,2.2,2020-09-01
Ireland,,,1645,1970,1706,2941,2020-04-24,220,8.8,2020-09-01
Philippines,,,942,1798,1107,3810,2020-04-12,50,0.8,2020-09-01
Moldova,,,288,1644,680,3024,2020-08-10,19,3.2,2020-09-01
Kuwait,,,194,1557,677,2791,2020-08-22,21,2.3,2020-09-01
Nigeria,,,261,1461,440,4426,2020-09-01,22,11.0,2020-09-01
Japan,,,887,1447,920,2149,2020-05-04,49,2.8,2020-09-01
Algeria,,,638,1007,739,1978,2020-04-09,30,1.9,2020-09-01
Dominican Republic,,,488,985,601,1907,2020-04-12,38,3.3,2020-09-01
Hungary,,,517,960,597,2141,2020-04-24,23,1.6,2020-09-01
Honduras,,,196,957,394,2387,2020-08-29,14,,2020-09-01
Panama,,,326,942,432,2337,2020-04-29,11,1.5,2020-09-01
Austria,,,668,780,700,997,2020-04-08,30,,2020-09-01
Denmark,,,568,724,620,945,2020-04-04,22,,2020-09-01
Belarus,,,224,710,374,1919,2020-05-12,7,1.2,2020-09-01
Bulgaria,,,136,628,252,1324,2020-08-16,7,3.5,2020-09-01
United Arab Emirates,,,260,579,332,1256,2020-05-10,13,3.0,2020-09-01
Finland,,,314,468,346,824,2020-04-21,43,9.0,2020-09-01
Czechia,,,319,386,353,439,2020-04-14,18,,2020-09-01
Serbia,,,242,367,284,564,2020-04-30,54,5.0,2020-09-01
Israel,,,284,349,307,465,2020-04-18,13,,2020-09-01
South Korea,,,269,320,275,434,2020-03-02,11,,2020-09-01
Norway,,,236,271,247,316,2020-04-20,16,,2020-09-01
Morocco,,,202,237,217,287,2020-03-27,12,,2020-09-01
Greece,,,175,222,194,311,2020-04-03,10,,2020-09-01
Croatia,,,103,185,124,360,2020-04-19,8,2.0,2020-09-01
Malaysia,,,115,146,129,172,2020-03-29,8,,2020-09-01
Slovenia,,,108,130,114,187,2020-04-07,6,,2020-09-01
Luxembourg,,,110,128,115,151,2020-04-11,8,,2020-09-01
Australia,,,103,112,105,137,2020-04-23,8,,2020-09-01
Lithuania,,,68,109,83,147,2020-04-10,6,,2020-09-01
Cuba,,,82,106,91,137,2020-04-24,6,,2020-09-01
Estonia,,,67,85,80,95,2020-04-02,6,2.0,2020-09-01
Latvia,,,24,35,32,39,2020-04-21,4,,2020-09-01
Slovakia,,,28,35,30,43,2020-04-15,4,,2020-09-01
Cyprus,,,17,21,20,23,2020-03-30,2,,2020-09-01
Malta,,,9,14,13,15,2020-05-29,2,,2020-09-01
Iceland,,,10,11,11,12,2020-04-06,2,,2020-09-01
