date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-21,,,,,,,,,94,25,125,94,25,125,94,25,125
2020-02-22,,,,,,,,,94,25,125,187,50,250,187,50,250
2020-02-23,,,,,,,,,94,25,125,281,75,375,281,75,375
2020-02-24,,,,,,,,,94,25,125,375,100,500,375,100,500
2020-02-25,,,,,,,,,94,25,125,468,125,625,468,125,625
2020-02-26,,,,,,,,,94,25,125,562,150,750,562,150,750
2020-02-27,,,,,,,,,94,25,125,656,175,875,656,175,875
2020-02-28,,,,,,,,,94,25,125,749,200,1000,749,200,1000
2020-02-29,,,,,,,,,94,25,125,843,225,1125,843,225,1125
2020-03-01,,,,,,,,,222,79,300,1065,304,1425,1065,304,1425
2020-03-02,,,,,,,,,221,79,298,1285,384,1722,1285,384,1722
2020-03-03,,,,,,,,,229,85,309,1514,470,2030,1514,470,2030
2020-03-04,,,,,,,,,245,97,330,1760,567,2360,1760,567,2360
2020-03-05,,,,,,,,,280,121,376,2040,688,2736,2040,688,2736
2020-03-06,,,,,,,,,334,159,447,2374,848,3182,2374,848,3182
2020-03-07,,,,,,,,,374,190,496,2654,1013,3553,2748,1038,3678
2020-03-08,,,,,,,,,405,219,537,2966,1208,3964,3153,1258,4214
2020-03-09,,,,,,,,,439,255,579,3311,1438,4418,3592,1513,4793
2020-03-10,,,,,,,,,476,300,628,3693,1714,4920,4068,1814,5420
2020-03-11,,,,,,,,,520,355,681,4120,2045,5475,4588,2170,6100
2020-03-12,,,,,,,,,562,413,735,4588,2433,6085,5150,2583,6835
2020-03-13,,,,,,,,,598,467,773,5092,2875,6732,5748,3050,7607
2020-03-14,,,,,,,,,630,488,803,5629,3339,7410,6378,3539,8410
2020-03-15,,,,,,,,,660,510,832,6196,3825,8117,7039,4050,9242
2020-03-16,1,1,,,,,,,688,529,866,6662,4274,8683,7727,4579,10107
2020-03-17,0,1,,,,,,,713,546,887,7154,4741,9271,8440,5126,10993
2020-03-18,0,1,,,,,,,732,564,908,7657,5220,9871,9171,5690,11901
2020-03-19,0,1,,,,,,,746,578,914,8157,5701,10455,9917,6268,12815
2020-03-20,0,1,,,,,,,755,592,927,8632,6171,11006,10672,6860,13741
2020-03-21,1,2,,,,,,,761,605,926,9059,6618,11485,11433,7466,14667
2020-03-22,0,2,,,,,,,764,617,923,9450,7045,11912,12198,8084,15590
2020-03-23,2,4,,,,,,,765,628,920,9810,7455,12296,12963,8713,16509
2020-03-24,0,4,,,,,,,764,632,916,10135,7832,12632,13727,9346,17424
2020-03-25,2,6,,,,,,,761,633,915,10421,8165,12919,14488,9979,18339
2020-03-26,4,10,,,,,,,758,630,913,10658,8439,13152,15246,10609,19252
2020-03-27,0,10,,,,,,,753,625,908,10849,8652,13325,15999,11235,20159
