country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
France,,18703,54095,31999,103852,2020-04-15,1440,1.2
United Kingdom,,14607,50455,29561,97936,2020-04-10,981,1.0
Italy,,22745,43086,31149,72367,2020-03-27,919,1.3
Spain,,20002,38250,29219,62904,2020-04-02,961,1.2
Brazil,,2141,29757,12135,71022,2020-05-07,342,1.6
Germany,,4352,20890,9592,41054,2020-04-15,510,0.8
Turkey,,1769,18638,7543,41724,2020-05-02,329,2.6
Belgium,,5163,17210,10931,28891,2020-04-10,496,1.1
Netherlands,,3471,10746,6173,20473,2020-04-07,234,1.0
Iran,,4958,10282,6894,15868,2020-04-04,158,1.6
Sweden,,1400,7509,3753,15759,2020-04-15,170,1.5
Canada,,1355,7485,3547,13960,2020-04-16,251,1.3
Portugal,,657,3343,1496,7132,2020-04-03,37,1.3
Switzerland,,1327,3230,2043,6644,2020-04-04,75,1.3
Mexico,,486,2900,1270,6642,2020-04-15,74,1.4
Ireland,,530,2837,1264,6856,2020-04-23,47,1.1
India,,486,2222,1027,5833,2020-04-09,48,1.1
Russia,,273,2085,915,4306,2020-04-17,41,0.8
Romania,,411,1957,948,5302,2020-04-09,28,1.2
Indonesia,,520,1723,834,3258,2020-04-14,60,1.1
Poland,,332,1472,620,3765,2020-04-08,30,1.1
Austria,,431,1285,715,2957,2020-04-08,30,1.0
Philippines,,387,1093,554,1959,2020-04-12,50,0.6
Denmark,,336,983,587,2156,2020-04-04,22,1.0
Hungary,,156,862,364,2250,2020-04-17,14,0.9
Czechia,,173,814,458,1500,2020-04-14,18,2.2
Norway,,161,639,319,1504,2020-04-07,13,0.9
Finland,,82,465,202,1107,2020-04-15,8,0.7
Greece,,108,340,198,781,2020-04-03,10,1.3
Luxembourg,,72,265,128,580,2020-04-11,8,1.0
Slovenia,,66,225,111,509,2020-04-07,6,0.6
Croatia,,36,204,98,506,2020-04-14,6,2.0
Bulgaria,,41,200,99,507,2020-04-03,4,1.0
Estonia,,38,197,107,410,2020-04-02,6,1.0
Lithuania,,33,193,96,488,2020-04-10,6,2.0
Slovakia,,9,74,27,189,2020-04-15,4,1.0
Cyprus,,12,63,37,135,2020-03-30,2,
Malta,,3,48,33,75,2020-07-25,1,
Latvia,,5,47,17,77,2020-04-12,2,
