country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1085.34579546,612,1487
Brazil,,,661.536792622,355,1120
Mexico,,,419.17804847,292,605
Argentina,,,351.520831504,217,585
Iran,,,184.887380297,120,283
Colombia,,,177.226592907,90,291
Russia,,,123.849363593,31,255
Peru,,,112.210927017,28,217
Indonesia,,,110.073373492,73,185
Spain,,,106.405010549,1,413
South Africa,,,76.8457688123,28,164
Turkey,,,67.9666206004,16,124
France,,,63.813305023,1,330
Ukraine,,,59.6593976409,38,83
Philippines,,,57.866429496,30,92
Chile,,,51.6547774641,8,143
Romania,,,39.7206382411,26,56
Morocco,,,36.6156043964,21,55
United Kingdom,,,36.4253304509,1,120
Bolivia,,,33.9990457016,16,52
Bangladesh,,,29.9313078534,17,57
Israel,,,27.830507229,15,46
Saudi Arabia,,,27.3946172989,9,47
Ecuador,,,25.7733813681,2,60
Poland,,,21.9283593678,11,36
Italy,,,19.775535693,0,93
Egypt,,,16.1325223089,2,44
Czechia,,,15.7993041028,10,23
Honduras,,,15.4905620232,6,27
Netherlands,,,14.7532137737,1,43
Panama,,,11.7961761985,5,22
Moldova,,,11.1506943183,6,17
Canada,,,10.0830497639,1,29
Germany,,,10.0501751914,0,38
Hungary,,,8.55285496195,5,13
Pakistan,,,7.38705386639,1,19
Belgium,,,7.33170800143,0,31
Japan,,,6.67577149175,2,13
Dominican Republic,,,6.18081151268,2,12
Portugal,,,6.11280650084,1,12
Bulgaria,,,5.91416829072,3,9
Greece,,,5.35183174179,3,8
Belarus,,,5.33453209714,2,10
Algeria,,,5.08493852166,1,12
Australia,,,4.04395724508,1,8
Austria,,,3.25970194468,0,8
South Korea,,,3.13650703821,0,7
Sweden,,,2.76059378315,0,10
Kuwait,,,2.715709127,0,6
Croatia,,,2.67587792453,1,5
Nigeria,,,2.42948185071,0,7
Switzerland,,,2.40768608877,0,6
United Arab Emirates,,,1.65648643666,0,4
Ireland,,,1.4570388794,0,6
Denmark,,,1.37172256954,0,4
Malta,,,1.21982880017,0,3
Norway,,,0.918750250934,0,2
Slovenia,,,0.851919043081,0,2
Serbia,,,0.832170169672,0,3
Cuba,,,0.759714329568,0,2
Slovakia,,,0.675148045545,0,2
Finland,,,0.581188620562,0,2
Lithuania,,,0.560150769368,0,1
Malaysia,,,0.446868852587,0,1
China,,,0.344316594355,0,3
Luxembourg,,,0.227458553428,0,1
Estonia,,,0.190962030246,0,1
Latvia,,,0.153521312619,0,1
Cyprus,,,0.0598364092479,0,1
Iceland,,,0.0369422542428,0,1
