country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,41.5604183125,22,66
US,AZ,Maricopa,39.4502475001,28,51
US,FL,Miami-Dade,31.6385190355,20,50
US,TX,Harris,21.7977170704,13,31
US,TX,Bexar,16.46234092,11,25
US,FL,Broward,15.0981895466,9,22
US,NV,Clark,14.6075532204,9,21
US,FL,Palm Beach,13.1046307486,8,20
US,CA,Orange,11.5576468713,6,19
US,TX,Dallas,10.7377012543,7,15
US,CA,Riverside,10.7087797878,7,17
US,CA,San Bernardino,10.0794072392,6,16
US,FL,Orange,9.59205373038,6,14
US,IL,Cook,7.33298636452,1,15
US,FL,Hillsborough,7.13013314928,4,10
US,TX,Tarrant,7.02734041457,4,11
US,NY,New York City,5.87877824903,0,26
US,CA,San Diego,5.38951429139,3,9
US,MI,Wayne,3.26815014509,0,9
Canada,,Quebec,3.11652970498,0,8
US,MA,Middlesex,2.93692472098,0,7
US,CA,Sacramento,2.79246713677,1,7
US,CA,Alameda,2.29333581455,1,4
Canada,,Alberta,2.06431290436,1,4
US,NJ,Bergen,1.72753069561,0,5
US,WA,King,1.57504095432,0,4
US,NJ,Essex,1.56026183074,0,5
US,PA,Philadelphia,1.49444567402,0,4
US,MA,Suffolk,1.44456147562,0,4
Canada,,Ontario,1.33465746703,0,4
US,CA,Santa Clara,1.15172055845,0,3
US,NV,Washoe,1.06223525331,0,2
US,NJ,Hudson,0.791640492988,0,3
US,NY,Suffolk,0.712702236282,0,3
US,LA,Orleans,0.561669856692,0,2
US,NY,Nassau,0.427450013336,0,3
US,NY,Westchester,0.420419368477,0,2
Canada,,British Columbia,0.304621996495,0,1
