country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23586,23953,23625,25380,2020-04-07,814,127.1,2020-11-01
US,CA,Los Angeles,4998,7545,5934,10097,2020-07-29,92,2.1,2020-11-01
Canada,,Quebec,5696,6028,5726,6993,2020-05-31,202,119.9,2020-11-01
US,IL,Cook,4928,5554,4998,6646,2020-05-13,140,,2020-11-01
US,AZ,Maricopa,2356,4330,3284,5516,2020-07-30,96,14.7,2020-11-01
US,FL,Miami-Dade,1874,3483,2638,4692,2020-07-31,96,3.5,2020-11-01
US,MI,Wayne,2826,3061,2875,3556,2020-04-22,173,35.2,2020-11-01
Canada,,Ontario,2832,3016,2850,3526,2020-05-04,120,,2020-11-01
US,TX,Harris,1583,2998,2122,4316,2020-08-07,55,2.9,2020-11-01
US,MA,Middlesex,2005,2273,2055,2749,2020-04-25,201,22.7,2020-11-01
US,NJ,Essex,2111,2218,2137,2481,2020-06-25,247,,2020-11-01
US,NY,Nassau,2195,2216,2200,2295,2020-04-07,338,68.0,2020-11-01
US,NJ,Bergen,2038,2147,2062,2381,2020-06-25,265,,2020-11-01
US,NY,Suffolk,1998,2034,2005,2117,2020-05-06,226,,2020-11-01
US,FL,Palm Beach,936,1895,1312,2740,2020-08-07,27,2.6,2020-11-01
US,TX,Bexar,784,1886,1285,2641,2020-07-27,158,8.2,2020-11-01
US,PA,Philadelphia,1699,1802,1717,2035,2020-05-01,97,30.3,2020-11-01
US,NV,Clark,811,1795,1279,2499,2020-08-08,29,3.7,2020-11-01
US,FL,Broward,821,1714,1216,2364,2020-07-30,38,0.8,2020-11-01
US,CA,Orange,726,1633,1048,2547,2020-08-06,32,,2020-11-01
US,CA,Riverside,820,1616,1177,2286,2020-08-04,43,0.5,2020-11-01
US,TX,Dallas,756,1570,1061,2201,2020-07-29,36,10.8,2020-11-01
US,NJ,Hudson,1505,1564,1523,1663,2020-04-19,178,36.3,2020-11-01
US,NY,Westchester,1447,1469,1453,1539,2020-04-06,144,,2020-11-01
US,CA,San Bernardino,546,1381,909,2038,2020-08-04,59,,2020-11-01
US,MA,Suffolk,1074,1248,1115,1569,2020-04-25,106,,2020-11-01
US,TX,Tarrant,449,1066,702,1554,2020-08-07,15,4.1,2020-11-01
US,CA,San Diego,594,1020,751,1547,2020-04-22,24,5.5,2020-11-01
US,FL,Orange,298,937,581,1401,2020-08-06,25,,2020-11-01
US,FL,Hillsborough,388,852,572,1272,2020-07-16,40,,2020-11-01
US,WA,King,676,844,699,1139,2020-03-28,27,11.2,2020-11-01
US,LA,Orleans,562,601,575,656,2020-04-14,32,,2020-11-01
US,CA,Sacramento,177,474,263,945,2020-08-10,16,0.3,2020-11-01
Canada,,Alberta,213,461,278,850,2020-05-04,9,0.8,2020-11-01
US,CA,Alameda,209,444,289,693,2020-08-06,13,4.0,2020-11-01
US,CA,Santa Clara,205,354,248,570,2020-07-14,13,2.9,2020-11-01
Canada,,British Columbia,195,248,203,364,2020-04-13,11,,2020-11-01
US,NV,Washoe,120,215,153,320,2020-05-25,6,0.6,2020-11-01
