date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-01,,,,,,,,,71,25,75,71,25,75,71,25,75
2020-03-02,,,,,,,,,71,25,75,142,50,150,142,50,150
2020-03-03,,,,,,,,,71,25,75,214,75,225,214,75,225
2020-03-04,,,,,,,,,71,25,75,285,100,300,285,100,300
2020-03-05,,,,,,,,,71,25,75,356,125,375,356,125,375
2020-03-06,,,,,,,,,71,25,75,427,150,450,427,150,450
2020-03-07,,,,,,,,,71,25,75,498,175,525,498,175,525
2020-03-08,,,,,,,,,71,25,75,569,200,600,569,200,600
2020-03-09,,,,,,,,,71,25,75,641,225,675,641,225,675
2020-03-10,,,,,,,,,163,78,220,803,303,895,803,303,895
2020-03-11,,,,,,,,,156,77,216,959,381,1111,959,381,1111
2020-03-12,,,,,,,,,154,80,216,1113,461,1326,1113,461,1326
2020-03-13,,,,,,,,,156,87,227,1270,549,1552,1270,549,1552
2020-03-14,,,,,,,,,166,103,249,1436,653,1801,1436,653,1801
2020-03-15,,,,,,,,,181,124,281,1617,777,2082,1617,777,2082
2020-03-16,,,,,,,,,185,132,287,1731,884,2293,1802,909,2368
2020-03-17,,,,,,,,,183,132,278,1843,992,2496,1985,1042,2646
2020-03-18,,,,,,,,,180,133,270,1952,1101,2690,2165,1176,2915
2020-03-19,,,,,,,,,178,133,263,2058,1209,2877,2343,1309,3177
2020-03-20,,,,,,,,,176,133,256,2163,1318,3058,2519,1443,3433
2020-03-21,,,,,,,,,174,133,250,2266,1427,3232,2693,1577,3682
2020-03-22,,,,,,,,,171,133,241,2366,1535,3397,2864,1710,3922
2020-03-23,,,,,,,,,168,132,228,2463,1643,3549,3032,1843,4149
2020-03-24,,,,,,,,,164,131,220,2556,1749,3693,3196,1974,4368
2020-03-25,1,1,,,,,,,161,130,212,2554,1801,3685,3358,2105,4580
2020-03-26,0,1,,,,,,,158,129,206,2557,1854,3675,3516,2235,4786
2020-03-27,0,1,,,,,,,155,128,200,2558,1902,3660,3671,2364,4985
2020-03-28,0,1,,,,,,,153,123,192,2555,1938,3625,3824,2488,5177
2020-03-29,2,3,,,,,,,150,122,189,2538,1957,3565,3974,2610,5365
2020-03-30,0,3,,,,,,,147,119,184,2505,1952,3468,4121,2729,5549
2020-03-31,1,4,,,,,,,145,116,179,2465,1936,3360,4266,2846,5728
2020-04-01,1,5,,,,,,,143,114,175,2424,1918,3257,4409,2961,5902
2020-04-02,6,11,,,,,,,140,110,172,2384,1895,3158,4549,3071,6073
2020-04-03,1,12,,,,,,,138,106,169,2344,1868,3064,4687,3177,6241
2020-04-04,1,13,,,,,,,136,102,166,2304,1837,2975,4823,3280,6407
