date,Province_State,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_tests,net_hosp,daily_tests_7day_ma,pos_rate_7day_ma,rt_estimate,net_hosp_7day_ma,daily_confirmed_7day_ma,daily_deaths_7day_ma,prevalence_ratio_7day_ma,true_inf_est_7day_ma,implied_ifr_7day_ma
2020-03-07,South Dakota,0,0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,20.0,3.4954797311185226,0.040869109205628217
2020-03-08,South Dakota,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,20.0,9.635855842477017,0.014825579086332578
2020-03-09,South Dakota,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,20.0,16.750187094944668,0.025586068152084977
2020-03-10,South Dakota,0,0,0.0,0.0,6.0,0.0,1.5,0.0,,0.0,0.0,0.0,2.5,18.57106445962602,0.03846229255402081
2020-03-11,South Dakota,8,1,1.0,8.0,7.0,0.0,2.6,0.3846153846153846,,0.0,1.6,0.2,12.422778767136675,32.47111943898351,0.01759805578930973
2020-03-12,South Dakota,7,1,0.0,-1.0,17.0,0.0,5.0,0.26666666666666666,,0.0,1.1666666666666667,0.16666666666666666,10.762364471909155,22.764997684274988,0.025101191722206408
2020-03-13,South Dakota,8,1,0.0,1.0,47.0,0.0,11.0,0.1168831168831169,,0.0,1.1428571428571428,0.14285714285714285,7.970107670062622,31.580007230085663,0.018094630798063352
2020-03-14,South Dakota,8,1,0.0,0.0,109.0,0.0,26.571428571428573,0.04838709677419355,,0.0,1.1428571428571428,0.14285714285714285,6.019530760512479,39.79918763523829,0.01435779485414992
2020-03-15,South Dakota,8,1,0.0,0.0,145.0,0.0,47.285714285714285,0.02719033232628399,inf,0.0,1.1428571428571428,0.14285714285714285,5.138318607660701,51.07798391906159,0.011187375216963532
2020-03-16,South Dakota,10,1,0.0,2.0,168.0,0.0,71.28571428571429,0.02004008016032064,0.05210420841683367,0.0,1.4285714285714286,0.14285714285714285,4.76500784127607,53.06634427759568,0.005384095882310715
2020-03-17,South Dakota,11,1,0.0,1.0,58.0,0.0,78.71428571428571,0.019963702359346643,0.07486388384754991,0.0,1.5714285714285714,0.14285714285714285,4.760687462696412,57.11143533627296,0.0
2020-03-18,South Dakota,11,1,0.0,0.0,0.0,0.0,77.71428571428571,0.011029411764705883,0.09436274509803921,0.0,0.42857142857142855,0.0,4.180336100833612,64.93123695183928,0.0
2020-03-19,South Dakota,14,1,0.0,3.0,0.0,0.0,75.28571428571429,0.005692599620493358,0.1176470588235294,0.0,1.0,0.0,3.7071890915868564,103.53943765829013,0.0013797365147820528
2020-03-20,South Dakota,14,1,0.0,0.0,115.0,0.0,85.0,0.008403361344537815,0.3090569561157796,0.0,0.8571428571428571,0.0,3.966717595245138,115.37618884655237,0.0012381856627899151
2020-03-21,South Dakota,14,1,0.0,0.0,28.0,0.0,73.42857142857143,0.009727626459143969,0.4854085603112841,0.0,0.8571428571428571,0.0,4.078059686304943,129.4307388320945,0.0011037342763102504
2020-03-22,South Dakota,21,1,0.0,7.0,56.0,0.0,60.714285714285715,0.028235294117647056,1.414331550802139,0.0,1.8571428571428572,0.0,5.188537761333778,139.71752702221818,0.0010224711666591794
