country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,553,387,731
US,CA,,58,30,92
US,IL,,42,26,54
US,NY,,35,4,74
US,NJ,,33,9,45
US,FL,,32,18,46
US,MA,,31,16,50
US,TX,,27,17,37
US,PA,,25,11,43
US,GA,,23,12,33
US,AZ,,21,13,27
US,OH,,18,8,27
US,NC,,17,9,24
US,MD,,17,7,25
US,IN,,16,6,29
US,LA,,12,5,23
US,MN,,12,5,17
US,MI,,11,3,20
US,MS,,10,4,17
US,VA,,9,3,16
US,CT,,9,3,13
US,AL,,8,4,13
US,SC,,8,4,11
US,TN,,7,4,9
US,RI,,7,3,9
US,WA,,7,2,15
US,WI,,6,3,10
US,MO,,6,2,10
US,CO,,6,1,12
US,AR,,5,3,8
US,NE,,4,2,5
US,IA,,4,1,8
US,NM,,4,1,7
US,KY,,3,1,6
US,DC,,3,1,5
US,NV,,3,1,5
US,NH,,2,1,4
US,UT,,2,1,4
US,DE,,2,0,4
US,KS,,2,0,4
US,OK,,2,0,3
US,OR,,1,0,3
US,ND,,1,0,2
US,SD,,1,0,2
US,AK,,0,0,1
US,GU,,0,0,1
US,HI,,0,0,1
US,ID,,0,0,1
US,ME,,0,0,1
US,MP,,0,0,1
US,MT,,0,0,1
US,PR,,0,0,1
US,VI,,0,0,1
US,VT,,0,0,1
US,WV,,0,0,1
US,WY,,0,0,1
US,AS,,,,
