country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,42094,117123,69311,228891,2020-04-16,4591,1.4
US,NY,18611,36527,26600,57572,2020-04-16,3215,2.4
US,NJ,4496,13230,7978,22769,2020-04-16,362,2.0
US,MI,2468,7573,4273,15441,2020-04-17,231,1.8
US,PA,1348,5785,2697,13698,2020-04-19,234,1.3
US,MA,1706,5504,3091,11208,2020-04-19,302,
US,IL,1349,4857,2463,10695,2020-04-08,154,1.3
US,CA,1225,4606,2110,11234,2020-04-18,103,1.5
US,CT,1331,4162,2337,8668,2020-04-20,204,0.4
US,LA,1328,3793,2201,7289,2020-04-14,129,2.0
US,GA,775,2462,1257,5429,2020-04-07,100,0.4
US,MD,582,2341,1079,5069,2020-04-20,121,0.3
US,OH,509,2263,1034,5273,2020-04-14,50,0.8
US,FL,822,2150,1277,4198,2020-04-02,77,0.9
US,TX,507,2068,952,5243,2020-04-16,39,1.8
US,IN,577,1985,1018,4824,2020-04-10,55,2.3
US,NC,218,1388,576,3475,2020-04-17,27,1.1
US,VA,300,1361,587,3193,2020-04-09,43,0.8
US,CO,420,1360,705,3178,2020-04-12,39,
US,WA,643,1193,812,2267,2020-04-06,45,3.3
US,RI,155,1036,453,2186,2020-04-17,31,3.2
US,AZ,191,946,461,1873,2020-04-17,19,1.4
US,AL,163,845,402,2156,2020-04-17,15,1.7
US,MO,200,756,373,1891,2020-04-14,26,12.0
US,MN,143,755,316,1936,2020-04-17,24,1.1
US,WI,230,708,394,1678,2020-04-05,20,1.2
US,MS,169,676,320,1571,2020-04-14,13,0.9
US,IA,79,569,216,1346,2020-04-18,10,2.0
US,TN,152,508,313,909,2020-04-14,15,1.8
US,OK,143,504,264,1202,2020-04-07,16,2.3
US,NV,159,481,274,907,2020-04-07,26,7.0
US,DC,105,454,224,1000,2020-04-14,15,0.8
US,SC,123,451,229,1153,2020-04-09,16,2.0
US,KY,154,442,255,859,2020-04-07,20,1.0
US,DE,72,407,186,976,2020-04-16,9,1.0
US,KS,102,366,189,812,2020-04-11,13,0.6
US,OR,75,287,132,761,2020-04-09,11,4.0
US,NM,58,275,133,575,2020-04-18,9,1.7
US,PR,63,243,121,634,2020-04-09,9,3.0
US,NH,42,216,97,550,2020-04-09,8,0.8
US,WV,24,204,83,509,2020-04-20,6,0.5
US,AR,41,191,108,406,2020-04-16,4,1.0
US,ME,35,189,118,339,2020-04-15,4,2.0
US,ID,45,177,108,323,2020-04-15,6,3.0
US,UT,28,161,73,413,2020-04-14,5,2.0
US,NE,33,126,84,190,2020-04-20,5,0.2
US,VT,38,119,72,229,2020-04-16,4,
US,SD,7,77,36,177,2020-04-07,2,
US,MT,10,66,39,127,2020-03-30,4,
US,HI,10,52,39,87,2020-04-11,2,
US,ND,9,47,33,78,2020-04-27,1,
US,WY,2,43,30,76,2020-05-09,1,
US,AK,9,39,28,66,2020-04-04,2,
US,MP,2,38,27,64,2020-04-28,1,
US,VI,3,34,18,54,2020-04-18,1,
US,GU,5,27,16,55,2020-04-11,1,
US,AS,0,,,,,,
