country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,120262,163634,138214,201001,2020-07-29,1595,1.4,2020-11-01
India,,,63498,114977,83572,153081,2020-06-16,2003,1.0,2020-11-01
Mexico,,,63819,88757,76802,109708,2020-06-03,1092,0.9,2020-11-01
United Kingdom,,,41585,42258,41606,44721,2020-04-21,1224,82.8,2020-11-01
Italy,,,35473,36118,35500,38635,2020-03-27,919,835.8,2020-11-01
Peru,,,28471,34851,30307,42365,2020-08-14,4143,1.3,2020-11-01
France,,,30601,32014,30646,37624,2020-04-15,1438,,2020-11-01
Spain,,,29011,31013,29059,37142,2020-06-19,1179,,2020-11-01
Colombia,,,19063,30965,24212,41708,2020-08-23,748,1.1,2020-11-01
Iran,,,21359,27157,23125,33961,2020-07-28,235,1.8,2020-11-01
Russia,,,16977,21952,18426,28651,2020-05-29,232,1.5,2020-11-01
South Africa,,,13981,20913,16776,28232,2020-07-22,572,0.9,2020-11-01
Argentina,,,8353,18918,12462,27844,2020-08-24,381,2.5,2020-11-01
Chile,,,11181,13861,11649,19722,2020-07-17,1057,3.8,2020-11-01
Indonesia,,,7261,12285,9061,18032,2020-07-22,139,1.0,2020-11-01
Belgium,,,9891,10210,9923,11319,2020-04-10,496,64.2,2020-11-01
Germany,,,9299,9842,9338,11582,2020-04-15,510,27.1,2020-11-01
Canada,,,9161,9524,9201,10333,2020-04-16,251,31.1,2020-11-01
Bolivia,,,4938,7888,6111,10429,2020-08-29,92,0.7,2020-11-01
Ecuador,,,6537,7740,6665,10259,2020-05-10,410,2.6,2020-11-01
Turkey,,,6284,7589,6396,10708,2020-04-19,127,2.9,2020-11-01
Philippines,,,3419,7466,4659,12869,2020-07-12,162,0.7,2020-11-01
Pakistan,,,6284,6847,6351,7723,2020-06-14,178,120.8,2020-11-01
Netherlands,,,6252,6569,6275,7787,2020-04-07,234,32.9,2020-11-01
Romania,,,3539,6074,4603,8654,2020-08-25,58,1.3,2020-11-01
Bangladesh,,,4206,6050,4988,8659,2020-06-30,64,1.3,2020-11-01
Sweden,,,5821,5907,5832,5997,2020-04-14,115,,2020-11-01
Egypt,,,5376,5891,5440,6805,2020-06-15,97,5.5,2020-11-01
Saudi Arabia,,,3840,5381,4288,6927,2020-07-05,58,1.5,2020-11-01
Ukraine,,,2540,5336,3491,8691,2020-11-01,55,1.3,2020-11-01
China,,,4721,4812,4721,5489,2020-04-17,1290,39.7,2020-11-01
Morocco,,,1078,3387,1881,6224,2020-11-01,44,1.7,2020-11-01
Poland,,,2032,2931,2301,4070,2020-04-24,40,1.4,2020-11-01
Honduras,,,1842,2782,2145,3934,2020-08-27,56,1.5,2020-11-01
Panama,,,1983,2641,2250,3393,2020-07-24,41,1.5,2020-11-01
Dominican Republic,,,1673,2617,2003,3779,2020-04-12,38,0.7,2020-11-01
Algeria,,,1491,2145,1614,3328,2020-04-09,30,1.6,2020-11-01
Switzerland,,,2005,2107,2021,2382,2020-04-04,75,60.0,2020-11-01
Japan,,,1271,2101,1432,3678,2020-05-01,29,1.0,2020-11-01
Portugal,,,1818,2029,1826,2504,2020-04-03,37,10.0,2020-11-01
Israel,,,906,1874,1206,3061,2020-08-19,73,1.6,2020-11-01
Ireland,,,1777,1839,1786,2017,2020-04-24,220,,2020-11-01
Moldova,,,990,1384,1143,1844,2020-08-25,15,0.9,2020-11-01
Nigeria,,,1011,1235,1053,1706,2020-06-16,31,,2020-11-01
Bulgaria,,,605,1123,793,1752,2020-08-24,18,4.9,2020-11-01
Australia,,,611,1025,780,1389,2020-08-16,25,1.3,2020-11-01
Serbia,,,710,901,784,1066,2020-07-10,18,7.9,2020-11-01
Belarus,,,671,864,770,1000,2020-08-16,7,1.5,2020-11-01
Austria,,,733,808,749,986,2020-04-08,30,,2020-11-01
Kuwait,,,528,677,551,983,2020-05-30,11,2.4,2020-11-01
Denmark,,,624,675,635,802,2020-04-04,22,,2020-11-01
Hungary,,,614,674,620,815,2020-04-24,23,,2020-11-01
Czechia,,,421,559,452,767,2020-04-14,18,4.0,2020-11-01
Greece,,,260,500,343,843,2020-04-03,10,5.8,2020-11-01
United Arab Emirates,,,379,455,383,644,2020-05-10,13,,2020-11-01
South Korea,,,323,397,323,619,2020-03-02,11,2.9,2020-11-01
Finland,,,335,361,339,436,2020-04-21,43,,2020-11-01
Croatia,,,183,308,224,462,2020-04-19,8,0.9,2020-11-01
Norway,,,264,301,274,371,2020-04-20,16,,2020-11-01
Slovenia,,,133,162,137,210,2020-04-07,6,,2020-11-01
Luxembourg,,,124,154,134,191,2020-04-11,8,,2020-11-01
Cuba,,,94,139,105,226,2020-04-24,6,0.8,2020-11-01
Malaysia,,,125,138,128,151,2020-03-29,8,,2020-11-01
Lithuania,,,86,112,93,151,2020-04-10,6,,2020-11-01
Estonia,,,64,72,68,82,2020-04-02,6,,2020-11-01
Slovakia,,,33,45,35,69,2020-04-15,4,,2020-11-01
Latvia,,,34,44,36,62,2020-04-21,4,,2020-11-01
Cyprus,,,20,26,22,32,2020-03-30,2,,2020-11-01
Malta,,,10,14,12,19,2020-05-29,2,,2020-11-01
Iceland,,,10,12,10,16,2020-03-15,5,,2020-11-01
